nombre_carrera,fecha,categoria,url_base,paginas_leidas,n_masculino,n_femenino,n_desconocido,n_total,n_filas_unicas,n_filas_sin_codigo
I TRAVESÍA DO CANEIRO - CLUB FLUVIAL DE LUGO,02 sept. 2017,TRAVESÍA LARGA SIN NEOPRENO,https://ccnorte.com/resultados/i-travesia-do-caneiro-club-fluvial-de-lugo/travesia-larga-sin-neopreno/1,2,31,14,0,45,45,0
XIª CARREIRA POPULAR Xª ANDAINA MASIDE (PRUEBA SOLIDARIA AODEM),02 sept. 2017,ABSOLUTA (2001 E ANTERIORES),https://ccnorte.com/resultados/xi-carreira-popular-x-andaina/absoluta-2001-e-ant/1,4,78,9,0,87,87,0
I Tríatlon Concello de Rianxo,02 sept. 2017,ABSOLUTA FEMENINA,https://ccnorte.com/resultados/i-triatlon-concello-de-rianxo/femenina/1,1,0,9,0,9,9,0
XI C.P. CONCELLO DE BOIMORTO,02 sept. 2017,ABSOLUTA,https://ccnorte.com/resultados/xi-cp-concello-de-boimorto/absoluta/1,5,94,14,0,108,108,0
TRIPLE CORONA ILLAS ATLÁNTICAS ISLA DE SÁLVORA - VILAGARCÍA DE AROUSA,02 sept. 2017,ISLA DE SÁLVORA - VILAGARCÍA DE AROUSA,https://ccnorte.com/resultados/triple-corona-illas-atlanticas-isla-de-salvora-vilagarcia-de-arousa/isla-de-salvora-vilagarcia-de-arousa/1,3,70,4,0,74,73,0
I CARREIRA NOCTURNA RINLO-RIBADEO,02 sept. 2017,ABSOLUTA (2001 E ANT.),https://ccnorte.com/resultados/i-carreira-nocturna-rinlo-ribadeo/absoluta-2001-e-ant/1,9,171,38,0,209,209,0
I Tríatlon Concello de Rianxo,02 sept. 2017,ABSOLUTA MASCULINA,https://ccnorte.com/resultados/i-triatlon-concello-de-rianxo/absoluta-masculina/1,5,101,0,0,101,101,0
3ª TRAVESÍA LARGA (GIJÓN),02 sept. 2017,TRAVESÍA,https://ccnorte.com/resultados/3-travesia-larga-gijon/travesia/1,4,60,20,0,80,80,0
VI TRAIL DAS PONTES,27 ago. 2017,RECORRIDO 27KM,https://ccnorte.com/resultados/vi-trail-das-pontes/recorrido-27km/1,4,82,17,0,99,99,0
XVII Tríatlon Cidade de Pontevedra,26 ago. 2017,Mini Femenina,https://ccnorte.com/resultados/xvii-triatlon-cidade-de-pontevedra/mini-femenina/1,1,0,17,0,17,17,0
XVII Tríatlon Cidade de Pontevedra,26 ago. 2017,Femenina,https://ccnorte.com/resultados/xvii-triatlon-cidade-de-pontevedra/femenina/1,2,0,48,0,48,48,0
XVII Tríatlon Cidade de Pontevedra,26 ago. 2017,Paratriatlón,https://ccnorte.com/resultados/xvii-triatlon-cidade-de-pontevedra/paratriatlon/1,1,3,2,0,5,5,0
XVII Tríatlon Cidade de Pontevedra,26 ago. 2017,Mini Masculina,https://ccnorte.com/resultados/xvii-triatlon-cidade-de-pontevedra/mini-masculina/1,2,40,0,0,40,40,0
XVII Tríatlon Cidade de Pontevedra,26 ago. 2017,Sprint Femenino,https://ccnorte.com/resultados/xvii-triatlon-cidade-de-pontevedra/sprint-femenino/1,1,0,12,0,12,12,0
XVII Tríatlon Cidade de Pontevedra,26 ago. 2017,Masculina,https://ccnorte.com/resultados/xvii-triatlon-cidade-de-pontevedra/masculina/1,3,68,0,0,68,68,0
IV EDICION 24 HORAS DE VIGO,26 ago. 2017,EQUIPOS MASCULINOS,https://ccnorte.com/resultados/iv-edicion-24-horas-de-vigo/equipos-masculinos/1,1,0,0,0,0,21,21
IV EDICION 24 HORAS DE VIGO,26 ago. 2017,EQUIPOS FEMENINOS,https://ccnorte.com/resultados/iv-edicion-24-horas-de-vigo/equipos-femeninos/1,1,0,0,0,0,5,5
4º TRAVESÍA DEL ESTE (GIJÓN),26 ago. 2017,TRAVESÍA,https://ccnorte.com/resultados/4-travesia-del-este-gijon/travesia/1,5,79,38,0,117,117,0
IV EDICION 24 HORAS DE VIGO,26 ago. 2017,INDIVIDUAL,https://ccnorte.com/resultados/iv-edicion-24-horas-de-vigo/individual/1,2,0,0,0,0,50,50
VI TRAIL DAS PONTES,27 ago. 2017,RECORRIDO 16KM,https://ccnorte.com/resultados/vi-trail-das-pontes/recorrido-16km/1,8,154,43,0,197,197,0
VII Milla San Roque Sada,20 ago. 2017,CADETE-XUVENIL/JUNIOR,https://ccnorte.com/resultados/vii-milla-san-roque/cadete-xuvenil-junior/1,1,13,10,0,23,23,0
VII Milla San Roque Sada,20 ago. 2017,PROMESA-SENIOR,https://ccnorte.com/resultados/vii-milla-san-roque/promesa-senior/1,1,16,4,0,20,20,0
IV EDICION 24 HORAS DE VIGO,26 ago. 2017,EQUIPOS MIXTOS,https://ccnorte.com/resultados/iv-edicion-24-horas-de-vigo/equipos-mixtos/1,2,0,0,0,0,32,32
VII Milla San Roque Sada,20 ago. 2017,INFANTIL FEMENINO,https://ccnorte.com/resultados/vii-milla-san-roque/infantil-femenino/1,1,0,6,0,6,6,0
VII Milla San Roque Sada,20 ago. 2017,INFANTIL MASCULINO,https://ccnorte.com/resultados/vii-milla-san-roque/infantil-masculino/1,1,13,0,0,13,13,0
VII Milla San Roque Sada,20 ago. 2017,VETERANS B e SUPERVETERANS,https://ccnorte.com/resultados/vii-milla-san-roque/veterans-b-e-superveterans/1,2,35,12,0,47,47,0
VII Milla San Roque Sada,20 ago. 2017,VETERANS A,https://ccnorte.com/resultados/vii-milla-san-roque/veterans-a/1,2,32,16,0,48,48,0
VII Milla San Roque Sada,20 ago. 2017,ALEVIN FEMENINO,https://ccnorte.com/resultados/vii-milla-san-roque/alevin-femenino/1,1,0,11,0,11,11,0
VII Milla San Roque Sada,20 ago. 2017,ALEVIN MASCULINO,https://ccnorte.com/resultados/vii-milla-san-roque/alevin-masculino/1,1,8,0,0,8,8,0
VII Milla San Roque Sada,20 ago. 2017,BENXAMIN FEMENINO,https://ccnorte.com/resultados/vii-milla-san-roque/benxamin-femenino/1,1,0,12,0,12,12,0
VII Milla San Roque Sada,20 ago. 2017,BENXAMIN MASCULINO,https://ccnorte.com/resultados/vii-milla-san-roque/benxamin-masculino/1,1,19,0,0,19,19,0
VII Milla San Roque Sada,20 ago. 2017,PREBENXAMIN FEMENINO,https://ccnorte.com/resultados/vii-milla-san-roque/prebenxamin-femenino/1,1,0,10,0,10,10,0
XXXV TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,20 ago. 2017,250M (2005 Y POSTERIORES),https://ccnorte.com/resultados/xxxv-travesia-a-nado-do-porto-de-vilagarcia/250m-2005-y-posteriores/1,1,7,8,0,15,15,0
VII Milla San Roque Sada,20 ago. 2017,PREBENXAMIN MASCULINO,https://ccnorte.com/resultados/vii-milla-san-roque/prebenxamin-masculino/1,2,26,0,0,26,26,0
XXXV TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,20 ago. 2017,900M (2007 Y ANTERIORES),https://ccnorte.com/resultados/xxxv-travesia-a-nado-do-porto-de-vilagarcia/900m-2007-y-anteriores/1,2,18,18,0,36,36,0
XVII Tríatlon Cidade de Pontevedra,26 ago. 2017,Sprint Masculino,https://ccnorte.com/resultados/xvii-triatlon-cidade-de-pontevedra/sprint-masculino/1,7,162,0,0,162,161,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,BENJAMIN FEMENINO (NACIDAS ENTRE 2010 - 2008),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/benjamin-femenino-nacidas-entre-2010-2008/1,2,0,48,0,48,48,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,PRE · BENJAMÍN FEMENINO (NACIDOS ENTRE 2012 - 2011),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/pre-benjamin-femenino-nacidos-entre-2012-2011/1,2,0,46,0,46,46,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,BENJAMIN MASCULINO (NACIDOS ENTRE 2010 - 2008),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/benjamin-masculino-nacidos-entre-2010-2008/1,4,97,0,0,97,97,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,ALEVIN MASCULINO (NACIDOS ENTRE 2007 - 2005),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/alevin-masculino-nacidos-entre-2007-2005/1,3,69,0,0,69,69,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,PRE · BENJAMÍN MASCULINO (NACIDOS ENTRE 2012 - 2011),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/pre-benjamin-masculino-nacidos-entre-2012-2011/1,3,60,0,0,60,60,0
XXXV TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,20 ago. 2017,2000M (2003 E ANTERIORES),https://ccnorte.com/resultados/xxxv-travesia-a-nado-do-porto-de-vilagarcia/2000m-2003-e-anteriores/1,5,88,18,0,106,105,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,CHUPETE MASCULINO (NACIDOS ENTRE 2014 - 2013),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/chupete-masculino-nacidos-entre-2014-2013/1,2,47,0,0,47,47,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,CHUPETE FEMENINO (NACIDAS ENTRE 2014 - 2013),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/chupete-femenino-nacidas-entre-2014-2013/1,2,0,40,0,40,40,0
XXXIII CARREIRA PEDESTRE POPULAR ANDAR E CORRER - BAIONA 2017 - GRAN PREMIO COCA-COLA,20 ago. 2017,ALEVÍN FEMENINO (NACIDAS ENTRE 2007 - 2005),https://ccnorte.com/resultados/xxxiii-carreira-pedestre-popular-andar-e-correr-baiona-2017-gran-premio-coca-cola/alevin-femenino-nacidas-entre-2007-2005/1,2,0,47,0,47,47,0
XXVI Carreira das Areas Concello de Carnota,20 ago. 2017,INFANTIL:(04-05) CADETE (02-03) E XUVENIL (00-01),https://ccnorte.com/resultados/xxvi-carreira-das-areas-concello-de-carnota/infantil-04-05-cadete-02-03-e-xuvenil-00-01/1,3,27,27,0,54,54,0
XXVI Carreira das Areas Concello de Carnota,20 ago. 2017,ABSOLUTA 3K CONTRA O CANCRO (1999 E ANOS ANTERIORES),https://ccnorte.com/resultados/xxvi-carreira-das-areas-concello-de-carnota/absoluta-3k-contra-o-cancro-1999-e-anos-anteriores/1,4,41,53,0,94,94,0
XXVI Carreira das Areas Concello de Carnota,20 ago. 2017,BENXAMIN - ALEVIN (2006-2009),https://ccnorte.com/resultados/xxvi-carreira-das-areas-concello-de-carnota/benxamin-alevin-2006-2009/1,3,38,29,0,67,67,0
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,19 ago. 2017,PRE-BENXAMIN (2010-2012),https://ccnorte.com/resultados/xxi-carreira-popular-concello-de-cartelle/pre-benxamin-2010-2012/1,1,11,10,0,21,21,0
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,19 ago. 2017,BENXAMIN (2008-2009),https://ccnorte.com/resultados/xxi-carreira-popular-concello-de-cartelle/benxamin-2008-2009/1,1,6,7,0,13,13,0
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,19 ago. 2017,ALEVIN (2006-2007),https://ccnorte.com/resultados/xxi-carreira-popular-concello-de-cartelle/alevin-2006-2007/1,1,12,13,0,25,25,0
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,19 ago. 2017,INFANTIL (2004-2005),https://ccnorte.com/resultados/xxi-carreira-popular-concello-de-cartelle/infantil-2004-2005/1,1,5,5,0,10,10,0
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,19 ago. 2017,CADETE (2002-2003),https://ccnorte.com/resultados/xxi-carreira-popular-concello-de-cartelle/cadete-2002-2003/1,1,4,2,0,6,6,0
I CIRCUITO DE TRAVESÍAS DE OBSTÁCULOS ENKIPRO A POBRA,15 ago. 2017,KIDS,https://ccnorte.com/resultados/i-circuito-de-travesias-de-obstaculos-enkipro-a-pobra/kids/1,2,19,11,0,30,30,0
I CIRCUITO DE TRAVESÍAS DE OBSTÁCULOS ENKIPRO A POBRA,15 ago. 2017,TRAVESIA PRO (GORRO BLANCO),https://ccnorte.com/resultados/i-circuito-de-travesias-de-obstaculos-enkipro-a-pobra/travesia-pro-gorro-blanco/1,2,28,14,0,42,42,0
III EDICIÓN “ NOCTURNA SAN RAMÓN” CARREIRA POPULAR VILALBA 2017,19 ago. 2017,ABSOLUTA (2001 E ANTERIORES),https://ccnorte.com/resultados/iii-edicion-nocturna-san-ramon-carreira-popular-vilalba-2017/absoluta-2001-e-anteriores/1,7,114,43,0,157,157,0
TRAVESIA LA HEROICA GRAN PREMIO DEPUTACION DE LUGO. 7ª et III Copa de España de Aguas Abiertas,12 ago. 2017,LA HEROICA CON NEOPRENO (10000 MTS),https://ccnorte.com/resultados/travesia-a-nado-la-heroica-deputacion-de-lugo-gran-premio-regina-viarum/la-heroica-con-neopreno-10000-mts/1,1,17,3,0,20,20,0
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,19 ago. 2017,ABSOLUTA (2001 Y ANTERIORES),https://ccnorte.com/resultados/xxi-carreira-popular-concello-de-cartelle/absoluta-2001-y-anteriores/1,4,83,11,0,94,94,0
I CIRCUITO DE TRAVESÍAS DE OBSTÁCULOS ENKIPRO A POBRA,15 ago. 2017,TRAVESIA PRO CORTA (GORRO AZUL),https://ccnorte.com/resultados/i-circuito-de-travesias-de-obstaculos-enkipro-a-pobra/travesia-pro-corta-gorro-azul/1,2,23,20,0,43,43,0
TRAVESIA LA HEROICA GRAN PREMIO DEPUTACION DE LUGO. 7ª et III Copa de España de Aguas Abiertas,12 ago. 2017,TRAVESIA DE 5000 MTS CON NEOPRENO,https://ccnorte.com/resultados/travesia-a-nado-la-heroica-deputacion-de-lugo-gran-premio-regina-viarum/travesia-de-5000-mts-con-neopreno/1,1,15,0,0,15,15,0
XXVI Carreira das Areas Concello de Carnota,20 ago. 2017,ABSOLUTA 10K (1999 E ANTERIORES),https://ccnorte.com/resultados/xxvi-carreira-das-areas-concello-de-carnota/absoluta-10k-1999-e-anteriores/1,11,221,44,0,265,265,0
TRAVESIA LA HEROICA GRAN PREMIO DEPUTACION DE LUGO. 7ª et III Copa de España de Aguas Abiertas,12 ago. 2017,TRAVESÍA POPULAR (600 MTS),https://ccnorte.com/resultados/travesia-a-nado-la-heroica-deputacion-de-lugo-gran-premio-regina-viarum/popular-todas-las-edades/1,2,23,23,0,46,46,0
