nombre_carrera,fecha,categoria,url_base,paginas_leidas,n_masculino,n_femenino,n_desconocido,n_total,n_filas_unicas,n_filas_sin_codigo
VI TRAIL CONCELLO DE ARTEIXO,29 oct. 2017,LONGO 28KM,https://ccnorte.com/resultados/vi-trail-concello-de-arteixo/longo-28km/1,4,81,6,0,87,87,0
IV CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,01 nov. 2017,CARRERA ABSOLUTA (2000 Y AÑOS ANTERIORES),https://ccnorte.com/resultados/iv-carrera-popular-centro-ricardo-baro-aspronaga/carrera-absoluta-2000-y-anos-anteriores/1,12,202,87,0,289,289,0
15K A MARIÑA BANCO MEDIOLANUM (FOZ - BURELA),29 oct. 2017,CARREIRA,https://ccnorte.com/resultados/15k-a-marina-banco-mediolanum/carreira/1,6,113,21,0,134,134,0
III CARREIRA POPULAR DE COMBARRO,28 oct. 2017,PROBA ABSOLUTA (2001 E ANTERIORES),https://ccnorte.com/resultados/iii-carreira-popular-de-combarro/proba-absoluta-2001-e-anteriores/1,6,114,34,0,148,148,0
CARREIRA DA CARBALLEIRA (CxOU 2017),22 oct. 2017,BENXAMIN (2008 / 2009 / 2010) E ALEVÍN (2006 / 2007),https://ccnorte.com/resultados/carreira-da-carballeira-cxou-2017/benxamin-2008-2009-2010-e-alevin-2006-2007/1,3,35,28,0,63,63,0
VI TRAIL CONCELLO DE ARTEIXO,29 oct. 2017,CURTO 18KM,https://ccnorte.com/resultados/vi-trail-concello-de-arteixo/curto-18km/1,10,193,39,0,232,232,0
CARREIRA DA CARBALLEIRA (CxOU 2017),22 oct. 2017,INFANTIL (2004 / 2005) E CADETE (2002 / 2003),https://ccnorte.com/resultados/carreira-da-carballeira-cxou-2017/infantil-2004-2005-e-cadete-2002-2003/1,1,14,8,0,22,22,0
CARREIRA DA CARBALLEIRA (CxOU 2017),22 oct. 2017,"XUVENIL,JUNIOR, PROMESA, SENIOR E VETERANOS (2001 E ANOS ANTERIORES)",https://ccnorte.com/resultados/carreira-da-carballeira-cxou-2017/xuvenil-junior-promesa-senior-e-veteranos-2001-e-anos-anteriores/1,11,213,46,0,259,259,0
XXII Medio Maratón de Pontevedra CaixaBank 2017,22 oct. 2017,Absoluta CCCP [Compensada],https://ccnorte.com/resultados/compensados/xxii-medio-maraton-de-pontevedra-2017/absoluta/1,9,186,31,0,217,217,0
XXII Medio Maratón de Pontevedra CaixaBank 2017,22 oct. 2017,Absoluta CCCP,https://ccnorte.com/resultados/xxii-medio-maraton-de-pontevedra-2017/absoluta/1,9,186,31,0,217,217,0
XXII Medio Maratón de Pontevedra CaixaBank 2017,22 oct. 2017,EQUIPOS MIXTOS DE 3 (MM PONTEVEDRA),https://ccnorte.com/resultados/xxii-medio-maraton-de-pontevedra-2017/equipos/equipos-mixtos-de-3-mm-pontevedra/1,1,0,0,0,0,20,20
CARRERA DE VIGO CONTRA EL CÁNCER 2017,22 oct. 2017,10 KM EN VEHÍCULO ADAPTADO,https://ccnorte.com/resultados/carrera-de-vigo-contra-el-cancer-2017/10-km-en-vehiculo-adapatado/1,1,9,2,0,11,11,0
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,29 oct. 2017,ESCOLARES (2000 HASTA 2007),https://ccnorte.com/resultados/40-carreira-pedestre-popular-de-santiago/escolares-2000-hasta-2007/1,49,686,534,0,1220,1220,0
VI SANITAS MARCA RUNNING SERIES DE GIJON,29 oct. 2017,ABSOLUTA (16 AÑOS O MAS),https://ccnorte.com/resultados/vi-sanitas-marca-running-series-de-gijon/absoluta/1,57,1124,302,0,1426,1425,0
DIEZ KILÓMETROS LEÓN CUNA DEL PARLAMENTARISMO 2017,15 oct. 2017,10 KM EN VEHÍCULO ADAPTADO,https://ccnorte.com/resultados/diez-kilometros-leon-cuna-del-parlamentarismo-2017/10-km-en/1,1,1,0,0,1,1,0
CARRERA DE VIGO CONTRA EL CÁNCER 2017,22 oct. 2017,ABSOLUTA (RUNRUNVIGO),https://ccnorte.com/resultados/carrera-de-vigo-contra-el-cancer-2017/absoluta-runrunvigo/1,32,610,183,0,793,792,0
II CARRERA DE LAS EMPRESAS (OURENSE),08 oct. 2017,CLASIFICACION POR TIEMPO NETO,https://ccnorte.com/resultados/ii-carrera-de-las-empresas-ourense/clasificacion-por-tiempo-neto/1,4,64,19,0,83,83,0
II CARRERA DE LAS EMPRESAS (OURENSE),08 oct. 2017,II CARRERA DE LAS EMPRESAS - EQUIPOS DE 2,https://ccnorte.com/resultados/ii-carrera-de-las-empresas-ourense/equipos/ii-carrera-de-las-empresas-ourense-equipos-de-2/1,1,0,0,0,0,11,11
II CARRERA DE LAS EMPRESAS (OURENSE),08 oct. 2017,II CARRERA DE LAS EMPRESAS - EQUIPOS DE 3,https://ccnorte.com/resultados/ii-carrera-de-las-empresas-ourense/equipos/ii-carrera-de-las-empresas-equipos-de-3/1,1,0,0,0,0,5,5
II CARRERA DE LAS EMPRESAS (OURENSE),08 oct. 2017,II CARRERA DE LAS EMPRESAS - EQUIPOS DE 4,https://ccnorte.com/resultados/ii-carrera-de-las-empresas-ourense/equipos/ii-carrera-de-las-empresas-equipos-de-4/1,1,0,0,0,0,5,5
CARRERA DE VIGO CONTRA EL CÁNCER 2017,22 oct. 2017,10 KM,https://ccnorte.com/resultados/carrera-de-vigo-contra-el-cancer-2017/10-km/1,33,620,183,0,803,802,0
II CARRERA DE LAS EMPRESAS (OURENSE),08 oct. 2017,II CARRERA DE LAS EMPRESAS - EQUIPOS DE 5,https://ccnorte.com/resultados/ii-carrera-de-las-empresas-ourense/equipos/ii-carrera-de-las-empresas-equipos-de-5/1,1,0,0,0,0,4,4
VI Carrera popular CNSO - RGCC,08 oct. 2017,RECORRIDO B (2004 A 2007),https://ccnorte.com/resultados/vi-carrera-popular-cnso-rgcc/recorrido-b-2004-a-2007/1,2,10,25,0,35,35,0
DESAFIO BOOT CAMP VIGO 2017,08 oct. 2017,ELITE,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2017/pre-elite/1,2,26,3,0,29,29,0
DESAFIO BOOT CAMP VIGO 2017,08 oct. 2017,AMATEUR,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2017/amateur-pro/1,2,25,3,0,28,28,0
XXII Medio Maratón de Pontevedra CaixaBank 2017,22 oct. 2017,Absoluta,https://ccnorte.com/resultados/xxii-medio-maraton-de-pontevedra-2017/absoluta-todos/1,46,1038,108,0,1146,1146,0
DESAFIO BOOT CAMP VIGO 2017,08 oct. 2017,EQUIPOS BOOT CAMP VIGO 2017,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2017/equipos/boot-camp-vigo-2017/1,2,0,0,0,0,33,33
CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO,07 oct. 2017,CONTRARRELOXO TRAIL INDIVIDUAL,https://ccnorte.com/resultados/trail-btt-penedoman/trail-individual/1,2,22,7,0,29,29,0
CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO,07 oct. 2017,CONTRARRELOXO BTT INDIVIDUAL,https://ccnorte.com/resultados/trail-btt-penedoman/btt-individual/1,1,19,1,0,20,20,0
CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO,07 oct. 2017,CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO - DUO FEMENINO,https://ccnorte.com/resultados/trail-btt-penedoman/equipos/contrarreloxo-trail-btt-penedwoman-viveiro-duo-femenino/1,1,0,0,0,0,1,1
CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO,07 oct. 2017,CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO - DUO MASCULINO,https://ccnorte.com/resultados/trail-btt-penedoman/equipos/contrarreloxo-trail-btt-penedwoman-viveiro-duo-masculino/1,1,0,0,0,0,9,9
CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO,07 oct. 2017,CONTRARRELOXO TRAIL-BTT PENEDwOMAN VIVEIRO - DUO MIXTO,https://ccnorte.com/resultados/trail-btt-penedoman/equipos/contrarreloxo-trail-btt-penedwoman-viveiro-duo-mixto/1,1,0,0,0,0,4,4
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),07 oct. 2017,ELITE,https://ccnorte.com/resultados/nalon-beasts-race-san-juan-de-la-arena-obstaculos-2017/elite/1,3,50,3,0,53,53,0
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),07 oct. 2017,AMATEUR,https://ccnorte.com/resultados/nalon-beasts-race-san-juan-de-la-arena-obstaculos-2017/amateur/1,2,23,5,0,28,28,0
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),07 oct. 2017,EQUIPOS NALON BEASTS RACE SAN JUAN DE LA ARENA 2017,https://ccnorte.com/resultados/nalon-beasts-race-san-juan-de-la-arena-obstaculos-2017/equipos/equipos-nalon-beasts-race-san-juan-de-la-arena-2017/1,1,0,0,0,0,9,9
DIEZ KILÓMETROS LEÓN CUNA DEL PARLAMENTARISMO 2017,15 oct. 2017,10 KM (1999 Y ANTERIORES),https://ccnorte.com/resultados/diez-kilometros-leon-cuna-del-parlamentarismo-2017/10-km-1999-y-anteriores/1,29,551,156,0,707,707,0
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),07 oct. 2017,OPEN,https://ccnorte.com/resultados/nalon-beasts-race-san-juan-de-la-arena-obstaculos-2017/open/1,8,115,73,0,188,188,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,CADETES (2002-2003) E XUVENIL/JUNIOR (1998-2001),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/cadetes-2002-2003-e-xuvenil-junior-1998-2001/1,2,14,17,0,31,31,0
III CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL LUGO,01 oct. 2017,TRAIL 16KM,https://ccnorte.com/resultados/iii-carrera-popular-de-montana-club-fluvial-lugo/trail-16km/1,6,112,18,0,130,130,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,PREBENXAMIN FEMININO (2010-2011),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/prebenxamin-feminino-2010-2011/1,2,0,31,0,31,31,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,PREBENXAMIN MASCULINO (2010-2011),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/prebenxamin-masculino-2010-2011/1,3,57,0,0,57,57,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,BENXAMIN FEMINIINO (2008-2009),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/benxamin-feminiino-2008-2009/1,3,0,61,0,61,61,0
VI Carrera popular CNSO - RGCC,08 oct. 2017,RECORRIDO A (2003 Y AÑOS ANTERIORES),https://ccnorte.com/resultados/vi-carrera-popular-cnso-rgcc/recorrido-a-2003-y-anos-anteriores/1,26,414,228,0,642,642,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,BENXAMIN MASCULINO (2008-2009),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/benxamin-masculino-2008-2009/1,2,49,0,0,49,49,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,ALEVIN FEMININO (2006-2007),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/alevin-feminino-2006-2007/1,2,0,41,0,41,41,0
DESAFIO BOOT CAMP VIGO 2017,08 oct. 2017,OPEN,https://ccnorte.com/resultados/desafio-boot-camp-vigo-2017/open/1,24,409,182,0,591,590,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,INFANTIL FEMININO (2004-2005),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/infantil-feminino-2004-2005/1,1,0,24,0,24,24,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,INFANTIL MASCULINO (2004-2005),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/infantil-masculino-2004-2005/1,1,20,0,0,20,20,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,EQUIPOS UNICEF SADA 2017,https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/equipos/equipos-unicef-sada-2017/1,1,0,0,0,0,6,6
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,ALEVIN MASCULINO (2006-2007),https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/alevin-masculino-2006-2007/1,2,40,0,0,40,40,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,CUADRO DE HONOR,https://ccnorte.com/resultados/cuadro-de-honor/vii-carrera-del-agua-unicef-sada,1,0,0,0,0,3,3
X Travesia a Nado de Larga Distancia A Coruña 10000,01 oct. 2017,TRAVESIA 10000m,https://ccnorte.com/resultados/x-travesia-a-nado-de-larga-distancia-a-coruna-10000/travesia-10000m/1,5,108,17,0,125,125,0
II Tríatlon Boamorte Bikes Sanxenxo,01 oct. 2017,ABSOLUTA FEMENINA,https://ccnorte.com/resultados/ii-triatlon-boamorte-bikes-sanxenxo/femenina/1,1,0,19,0,19,19,0
II Tríatlon Boamorte Bikes Sanxenxo,01 oct. 2017,ABSOLUTA MASCULINA,https://ccnorte.com/resultados/ii-triatlon-boamorte-bikes-sanxenxo/masculina/1,6,131,0,0,131,131,0
VIII CARREIRA POPULAR VAL DAS FABAS LOURENZÁ 2017,01 oct. 2017,CADETE / XUVENIL-PROMESA / ABSOLUTA,https://ccnorte.com/resultados/viii-carreira-popular-val-das-fabas-lourenza/absoluta-2003-e-anteriores/1,8,143,39,0,182,182,0
VII CARRERA DEL AGUA UNICEF SADA,01 oct. 2017,"PROMESA, SENIOR E VETERANOS (1997 E ANTERIORES)",https://ccnorte.com/resultados/vii-carrera-del-agua-unicef-sada/promesa-senior-e-veteranos-1997-e-anteriores/1,21,398,113,0,511,510,0
II TRAIL RIBEIRA SACRA,01 oct. 2017,50KM (desnivel positivo de unos 2400 mts.),https://ccnorte.com/resultados/ii-trail-ribeira-sacra/50km-desnivel-positivo-de-unos-2400-mts/1,4,77,6,0,83,83,0
CARREIRA DA PONTE (CxOU 2017),24 sept. 2017,INFANTIL (2004 / 2005) E CADETE (2002 / 2003),https://ccnorte.com/resultados/carreira-da-ponte-cxou-2017/infantil-2004-2005-e-cadete-2002-2003/1,1,14,8,0,22,22,0
XXX MARATÓN DE FÁTIMA - CAMPELO,30 sept. 2017,PROBA ABSOLUTA (2001 E ANTERIORES),https://ccnorte.com/resultados/xxx-maraton-de-fatima-campelo/proba-absoluta-2001-e-anteriores/1,4,65,15,0,80,80,0
III CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,24 sept. 2017,HANDBIKE,https://ccnorte.com/resultados/3k-carrerhuca-corre-o-camina-y-carrera-10k-huca/handbike/1,1,2,0,0,2,2,0
CARREIRA DA PONTE (CxOU 2017),24 sept. 2017,BENXAMIN (2008 / 2009 / 2010) E ALEVÍN (2006 / 2007),https://ccnorte.com/resultados/carreira-da-ponte-cxou-2017/benxamin-2008-2009-2010-e-alevin-2006-2007/1,4,48,36,0,84,84,0
II TRAIL RIBEIRA SACRA,01 oct. 2017,24KM (desnivel positivo de unos 1300 mts),https://ccnorte.com/resultados/ii-trail-ribeira-sacra/24km-desnivel-positivo-de-unos-1300-mts/1,9,173,51,0,224,224,0
V Carrera Popular Ventorrillo,24 sept. 2017,BENJAMIN (2008/2009),https://ccnorte.com/resultados/v-carrera-popular-ventorrillo/benjamin-2008-2009/1,2,19,13,0,32,32,0
V Carrera Popular Ventorrillo,24 sept. 2017,ALEVIN (2006/2007),https://ccnorte.com/resultados/v-carrera-popular-ventorrillo/a/1,2,15,12,0,27,27,0
V Carrera Popular Ventorrillo,24 sept. 2017,INFANTIL (2004/2005),https://ccnorte.com/resultados/v-carrera-popular-ventorrillo/infa/1,1,5,14,0,19,19,0
V Carrera Popular Ventorrillo,24 sept. 2017,CADETE / XUVENIL (2000-2003),https://ccnorte.com/resultados/v-carrera-popular-ventorrillo/cadete/1,2,14,14,0,28,28,0
CARREIRA DA PONTE (CxOU 2017),24 sept. 2017,"XUVENIL,JUNIOR, PROMESA, SENIOR E VETERANOS (1999 E ANOS ANTERIORES)",https://ccnorte.com/resultados/carreira-da-ponte-cxou-2017/junior-promesa-senior-e-veteranos-1999-e-anos-anteriores/1,14,275,65,0,340,340,0
15K DEL ATLÁNTICO BANCO MEDIOLANUM 2017,01 oct. 2017,CARREIRA,https://ccnorte.com/resultados/15k-del-atlantico-banco-mediolanum-2017/carreira/1,26,530,98,0,628,627,0
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,29 oct. 2017,ADULTOS (1999 Y AÑOS ANTERIORES),https://ccnorte.com/resultados/40-carreira-pedestre-popular-de-santiago/adultos-1999-y-anos-anteriores/1,120,2542,446,0,2988,2982,0
V TRIATLON DESAFÍO PASTOR ISLAS CÍES 2017,24 sept. 2017,PRO MASCULINA,https://ccnorte.com/resultados/v-triatlon-desafio-islas-cies-2017/pro-masculina/1,2,48,0,0,48,47,0
V TRIATLON DESAFÍO PASTOR ISLAS CÍES 2017,24 sept. 2017,PRO FEMENINA,https://ccnorte.com/resultados/v-triatlon-desafio-islas-cies-2017/pro-femenina/1,1,0,7,0,7,7,0
II CARREIRA DESAFÍO SANTANDER- ISLAS CÍES,24 sept. 2017,CARREIRA POPULAR (2001 Y ANT.),https://ccnorte.com/resultados/ii-carreira-desafio-pastor-grupo-santander-islas-cies/carreira-popular-2001-y-ant/1,10,168,81,0,249,249,0
V TRIATLON DESAFÍO PASTOR ISLAS CÍES 2017,24 sept. 2017,GRUPOS DE EDAD FEMENINA,https://ccnorte.com/resultados/v-triatlon-desafio-islas-cies-2017/grupos-de-edad-femenina/1,1,0,22,0,22,22,0
III CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,24 sept. 2017,10K HUCA,https://ccnorte.com/resultados/3k-carrerhuca-corre-o-camina-y-carrera-10k-huca/10k-huca/1,20,388,101,0,489,488,0
VI Edición Terremoto Trail,24 sept. 2017,MARATON 42KM,https://ccnorte.com/resultados/v-edicion-terremoto-trail-/maraton-42km/1,1,11,0,0,11,11,0
VI Edición Terremoto Trail,24 sept. 2017,TRAIL 26KM,https://ccnorte.com/resultados/v-edicion-terremoto-trail-/trail-26km/1,1,12,1,0,13,13,0
V Carrera Popular Ventorrillo,24 sept. 2017,Adultos VENTORRILLO,https://ccnorte.com/resultados/v-carrera-popular-ventorrillo/adultos/1,21,408,115,0,523,520,0
VI Edición Terremoto Trail,24 sept. 2017,MINI 15KM,https://ccnorte.com/resultados/v-edicion-terremoto-trail-/mini-15km/1,2,39,11,0,50,50,0
VI Carreira Popular de Taboada “Entre pazos e carballos”,23 sept. 2017,CATEGORÍA A (2009 A 2011),https://ccnorte.com/resultados/vi-carreira-popular-de-taboada-entre-pazos-e-carballos/categoria-a-2009-a-2011/1,2,23,20,0,43,43,0
VI Carreira Popular de Taboada “Entre pazos e carballos”,23 sept. 2017,CATEGORÍA B (2006 A 2008),https://ccnorte.com/resultados/vi-carreira-popular-de-taboada-entre-pazos-e-carballos/categoria-b-2006-a-2008/1,3,29,28,0,57,57,0
VI Carreira Popular de Taboada “Entre pazos e carballos”,23 sept. 2017,CATEGORÍA C (2001 A 2005),https://ccnorte.com/resultados/vi-carreira-popular-de-taboada-entre-pazos-e-carballos/categoria-c-2001-a-2005/1,2,18,9,0,27,27,0
XXIX MEDIA MARATON DE VALLADOLID & 5ª LEGUA POPULAR DE VALLADOLID,24 sept. 2017,LEGUA (MAYORES DE 16 AÑOS),https://ccnorte.com/resultados/xxix-media-maraton-de-valladolid-5-legua-popular-de-valladolid/legua-mayores-de-16-anos/1,18,259,168,0,427,427,0
VI Carreira Popular de Taboada “Entre pazos e carballos”,23 sept. 2017,CARREIRA ABSOLUTA (2000 E ANT.),https://ccnorte.com/resultados/vi-carreira-popular-de-taboada-entre-pazos-e-carballos/carreira-absoluta-2000-e-ant/1,9,164,61,0,225,225,0
IV CARREIRA POPULAR DOLMEN DE DOMBATE,23 sept. 2017,INFANTIL (04-05) CADETE (02-03) E XUVENIL (00-01),https://ccnorte.com/resultados/iv-carreira-popular-dolmen-de-dombate/infantil-04-05-cadete-02-03-e-xuvenil-00-01/1,2,25,23,0,48,48,0
IV CARREIRA POPULAR DOLMEN DE DOMBATE,23 sept. 2017,HANDBIKE,https://ccnorte.com/resultados/iv-carreira-popular-dolmen-de-dombate/handbike/1,1,1,0,0,1,1,0
V TRIATLON DESAFÍO PASTOR ISLAS CÍES 2017,24 sept. 2017,GRUPOS DE EDAD MASCULINA,https://ccnorte.com/resultados/v-triatlon-desafio-islas-cies-2017/grupos-de-edad-masculina/1,13,314,0,0,314,314,0
IV CARREIRA POPULAR DOLMEN DE DOMBATE,23 sept. 2017,ALEVIN (2006-2007),https://ccnorte.com/resultados/iv-carreira-popular-dolmen-de-dombate/alevin-2006-2007/1,2,22,11,0,33,33,0
IV CARREIRA POPULAR DOLMEN DE DOMBATE,23 sept. 2017,BENXAMIN (2008-2009),https://ccnorte.com/resultados/iv-carreira-popular-dolmen-de-dombate/benxamin-2008-2009/1,2,18,21,0,39,39,0
