pagina,nombre_carrera,fecha,circuito_nombre,circuito_url,imagen_url,categoria,categoria_url,categoria_es_interna
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,10Km (2008 e anteriores),https://carreirapopulardeleiro.ccnorte.com/,False
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,5Km (2008 e anteriores),https://carreirapopulardeleiro.ccnorte.com/,False
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,SUB18 (2009-2010),https://carreirapopulardeleiro.ccnorte.com/,False
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,SUB14 (2013-2014)-SUB16 (2011-2012),https://carreirapopulardeleiro.ccnorte.com/,False
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,SUB10 (2017-2018)-SUB12 (2015-2016),https://carreirapopulardeleiro.ccnorte.com/,False
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,SUB8 (2019-2020),https://carreirapopulardeleiro.ccnorte.com/,False
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,PITUFOS (2021 e posteriores),https://carreirapopulardeleiro.ccnorte.com/,False
2,XLII CARREIRA POPULAR DE LEIRO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a44add13ee612.83630700.jpg,EQUIPOS LEIRO 2026,https://carreirapopulardeleiro.ccnorte.com/,False
2,III TRAIL E ANDAINA GASTROLEXITIMO - PABLO TEIJO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a2122b5a3b635.01025964.jpg,TRAIL,https://trailgastrolexitimo.ccnorte.com/,False
2,III TRAIL E ANDAINA GASTROLEXITIMO - PABLO TEIJO,05 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a2122b5a3b635.01025964.jpg,MINITRAIL,https://trailgastrolexitimo.ccnorte.com/,False
2,IX EDICION SAMURAI XTREME RACE 2026,04 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-68f9cc63afccc4.80520680.jpg,TANDA 1 ELITE,https://ccnorte.com/resultados/ix-edicion-samurai-xtreme-race-2026/tanda-1-elite/1,True
2,IX EDICION SAMURAI XTREME RACE 2026,04 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-68f9cc63afccc4.80520680.jpg,TANDA 2 STARTER,https://ccnorte.com/resultados/ix-edicion-samurai-xtreme-race-2026/tanda-2-starter/1,True
2,IX EDICION SAMURAI XTREME RACE 2026,04 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-68f9cc63afccc4.80520680.jpg,POPULAR,https://ccnorte.com/resultados/ix-edicion-samurai-xtreme-race-2026/popular/1,True
2,IX EDICION SAMURAI XTREME RACE 2026,04 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-68f9cc63afccc4.80520680.jpg,EQUIPOS POPULAR SAMURAI RACE 2026,https://ccnorte.com/resultados/ix-edicion-samurai-xtreme-race-2026/equipos-popular-samurai-race-2026/1,True
3,IX CARREIRA POPULAR CONCELLO DE BEGONTE,28 jun. 2026,II CIRCUITO DE CARREIRAS POPULARES DA TERRA CHÁ,https://ccnorte.com/resultados/liga/ii-circuito-de-carreiras-populares-da-terra-cha,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-69a56cdde5e1b8.73279421.jpg,ABSOLUTA (2009 e anteriores),https://carreiraconcellobegonte.ccnorte.com/,False
