nombre_carrera,municipio,comarca,provincia
II CARREIRA PONTENOITE 5+5 2014 5K,,,
II CARREIRA PONTENOITE 5+5 2014. CCCP,,,
II CARREIRA PONTENOITE 5+5 2014. COMPENSADA FEMENINA,,,
II CARREIRA PONTENOITE 5+5 2014. COMPENSADA MASCULINA,,,
"II CARREIRA POPULAR CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",,,
II CARREIRA POPULAR CONCELLO DE FISTERRA,Fisterra,Fisterra,Galicia
II CARREIRA POPULAR CONCELLO DE FRIOL,Friol,Lugo,Lugo
II CARREIRA POPULAR CONCELLO DE GUNTÍN 2025,Guntín,Lugo,Lugo
II CARREIRA POPULAR CONCELLO DE MONTERROSO,Monterroso,A Ulloa,Lugo
II CARREIRA POPULAR CONCELLO DE PARADELA 2023,Paradela,Sarria,Lugo
II CARREIRA POPULAR CONDES DE ALBAREI – PAZO BAIÓN,Vilanova de Arousa,O Salnés,Galicia
II CARREIRA POPULAR DE COMBARRO,Combarro,Pontevedra,Galicia
II CARREIRA POPULAR DE TABOADA,Taboada,Chantada,Lugo
II CARREIRA POPULAR DOLMEN DE DOMBATE - CABANA DE BERGANTIÑOS,Carballo,Bergantiños,Galicia
II CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARIN,Portomarín,Lugo,Lugo
II CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,Lugo,Lugo,Lugo
II CARREIRA POPULAR VILA DE MEIRA,Meira,Meira,Lugo
II CARREIRA POPULAR VÍA NOVA ``CONCELLO DE BANDE´´,Bande,A Baixa Limia,Ourense
II CARREIRA SOLIDARIA ABANCA NOCTURNA DAS FESTAS DE LALIN,Lalín,O Deza,Galicia
II CARREIRA SOLIDARIA DECIMAS NARON 2012,,,
II CARREIRA SOLIDARIA DO CONCELLO DE OUTEIRO DE REI,Molins de Rei,Baix Llobregat,Catalunya
II CARREIRA do ENTROIDO Concello de Vigo,Vigo,Vigo,Galicia
II CARRERA ATMOSFERA SPORT,A Coruña,A Coruña,Galicia
"II CARRERA BECERREÁ CONTRA EL CANCER, 10K",Babilafuente,,Salamanca
"II CARRERA BECERREÁ CONTRA EL CANCER, 5K",Ávila,,Ávila
II CARRERA COFEDAS FERRETERIAS SOLIDARIA DE 10KM Y II CARRERA COFEDAS SOLIDARIA DE 5KM,Ibargoiti,Pirinioaurrea,Navarra
II CARRERA DE LAS EMPRESAS (OURENSE),Selaya,,Cantabria
II CARRERA DEL AGUA UNICEF SADA,,,
II CARRERA NOCTURNA CORRE POR FERROL. MEMORIAL LOLETE. LIGA13,,,
"II CARRERA NOCTURNA DE NIGRÁN “PLAZAH2K""",,,
II CARRERA POPULAR - CULTIVANDO DEPORTE,,,
II CARRERA POPULAR 10K DE TEIS,Vigo,Vigo,Galicia
II CARRERA POPULAR ANA AMELIA MENENDEZ 2009,,,
II CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,,,
II CARRERA POPULAR DE GUITIRIZ TERMAL 2007,,,
II CARRERA POPULAR DONA VIDA,Sant Vicenç dels Horts,Baix Llobregat,Catalunya
II CARRERA POPULAR LOS ROSALES,Madrid,,Comunidad de Madrid
II CARRERA POPULAR LOS ROSALES MENORES,Firgas,,Las Palmas
II CARRERA POPULAR VENTORRILLO 2014,Santa Comba,O Xallas,Galicia
II CARRERA POPULAR VENTORRILLO 2014. MENORES,Santa Comba,O Xallas,Galicia
II CARRERA POPULAR VILLA DE SARRIA 10 KM,Zuia,Gorbeialdea,Araba / Álava
II CARRERA POPULAR VOLTA A OZA ADULTOS,,,
II CARRERA POPULAR VOLTA A OZA MENORES,,,
II CARRERA SOLIDARIA CPR CERVANTES LUGO,Cervantes,Os Ancares,Lugo
II CARRERA VIA VERDE FERROCARRIL SAN DE TIRSO ABRES - TRABADA - A PONTENOVA,A Pontenova,A Mariña Oriental,Lugo
II CASTRO TRAIL (Barbadás),Cobreros,,Zamora
II CIRCUITO CORRENDO POR OURENSE 2012 - A PONTE,A Peroxa,Ourense,Ourense
II CIRCUITO CORRENDO POR OURENSE 2012. C. UNIVERSITARIA 1000M,A Peroxa,Ourense,Ourense
II CIRCUITO CORRENDO POR OURENSE 2012. C. UNIVERSITARIA 3200M,A Peroxa,Ourense,Ourense
II CIRCUITO CORRENDO POR OURENSE 2012. C. UNIVERSITARIA ADULTOS,A Peroxa,Ourense,Ourense
II CIRCUITO CORRENDO POR OURENSE. A CARBALLEIRA 1050M,Pontevedra,Pontevedra,Galicia
II CIRCUITO CORRENDO POR OURENSE. A CARBALLEIRA 1900M,,,
II CIRCUITO CORRENDO POR OURENSE. A CARBALLEIRA ADULTOS,,,
II CP 10 KM CONCELLO DE CARBALLO,Carballo,Bergantiños,Galicia
II CP CONCELLO DE O SAVIÑAO.LIGA RIBEIRA SACRA 2013,Monforte de Lemos,Terra de Lemos,Lugo
II CP CONCELLO DE RIBAS DO SIL.LIGA RIBEIRA SACRA,Monforte de Lemos,Terra de Lemos,Lugo
II CP RUTA DE LA CONSTRUCCION NAVAL FERROL,Ferrol,Ferrol,Galicia
II CROSS PONTE ROMANA. HOMENAJE A MARÍA ABEL,Crevillent,el Baix Vinalopó,Comunitat Valenciana
II CROSS RIO LIÑARES - A ESTRADA 2013,A Estrada,Tabeirós - Terra de Montes,Galicia
II Carreira 5K/10k Nocturna Burela Bonita,,,
II Carreira Pedestre Concello de Mazaricos,A Picota,O Xallas,Galicia
II Carreira Popular A Valenza,Ourense,Ourense,Ourense
II Carrera Popular 8KM AGONES 2015,Pravia,,Asturias / Asturies
II Carrera Popular Matogrande,A Coruña,A Coruña,Galicia
II Copa Deputación Acuatlón,,,
II D3SAFIO42 OURENSE. CARBALLIÑO,Cea,O Carballiño,Ourense
II D3SAFIO42 OURENSE. CELANOVA,Celanova,Terra da Celanova,Ourense
II D3SAFIO42 OURENSE. XINZO DE LIMIA,Allariz,Allariz-Maceda,Ourense
II DESAFÍO B/R BALMORI Y CAMPEONATO NACIONAL DE FFCCSS Y BOMBEROS,Llanes,,Asturias / Asturies
II DESAFÍO TOVAR - CADEIRA,Lourenzá,A Mariña Central,Lugo
II DUATLON CROS DAS LETRAS (BAIO),Ourense,Ourense,Ourense
II DÚATLON CONCELLO DE POIO,Poio,Pontevedra,Galicia
II DÚATLON CROS CONCELLO DE CERDEDO-COTOBADE,A Chan,Pontevedra,Galicia
II DÚATLON CROS CONCELLO DE SADA,Sada,Zangozerria,Navarra
II Dúatlon Concello de Arteixo,Arteixo,A Coruña,Galicia
II EDICION 24 HORAS DE VIGO,Vigo,Vigo,Galicia
II EDICIÓN “SAN RAMÓN 2016” CARREIRA POPULAR NOCTURNA –VILALBA,Sant Ramon,Segarra,Lleida
II EUROCIDADE10 TUI 2013,,,
"II Edición 10k O ROSAL “FEIRA DO VIÑO""",Morales del Vino,,Zamora
II GIJÓN TRAIL 2016,Gijón / Xixón,,Asturias / Asturies
II LEGUA CIUDAD DE VALLADOLID 2014,Valladolid,,Valladolid
II LEGUA IRMANDIÑA (VIMIANZO),,,
II LEGUA SOLIDARIA HIPICA MALAWI 2012. PRUEBA ALEVIN INFANTIL Y CADETE. 1500 m,,,
II LEGUA SOLIDARIA HIPICA MALAWI 2012.PRUEBA BENJAMIN. 600 m,,,
II LEGUA SOLIDARIA HIPICA MALAWI 2012: PRUEBA ABSOLUTA. 7400 m,,,
II MARATON CORUÑA42. CLASIFICACION MARATON COMPLETA,,,
II MARATON CORUÑA42. MARATON POPULAR,,,
II MARATON CORUÑA42. PRUEBA DE 10 KM,La Cumbre,,Cáceres
II MEDIA MARATON CIUDAD DE OVIEDO Y I 8 MILLAS ALBERTO SUAREZ LASO,Oviedo,,Asturias / Asturies
II MEDIA MARATON CORAZON DE ASTURIAS 2009,Oviedo,,Asturias / Asturies
II MEDIA MARATON RIBADEO - AS CATEDRAIS,Ribadeo,A Mariña Oriental,Lugo
II MEDIA MARATON SOLIDARIA ZONA ABERTA. VILAGARCÍA DE AROUSA,Santiago de Compostela,Santiago,Galicia
II MEDIO MARATON CORUÑA21 2010,,,
II MEDIO MARATÓN CIDADE DE LUGO – DIARIO EL PROGRESO,Badajoz,,Badajoz
II MEMORIAL MANUEL BERGUEIRO CONCELLO DA ESTRADA 2012,Val de San Vicente,,Cantabria
II MILLA POPULAR URBANA CONCELLO DE LOURENZÁ,Vilanova,A Mariña Central,Lugo
II MILLA URBANA LUCUS,,,
II MILLA URBANA “CAMPO DA CABANA” (FOZ),Cambre,A Coruña,Galicia
II MIÑO RADIKAL (PROBA DE OBSTÁCULOS EN OURENSE),Maceda,Allariz-Maceda,Ourense
II NIGHT TRAIL QUIROGA,Quiroga,Quiroga,Lugo
II OCR CHANTADA WOLF SURVIVAL RACE,,,
II OCR CHANTADA WOLF SURVIVAL RACE (COMPETICIÓN POR RELEVOS),,,
II OKTOBERBIKE CAMPELO 2018,,,
II SAN SILVESTRE CONCELLO DE CERCEDA,Cerceda,Ordes,Galicia
II SAN SILVESTRE LA CORUÑA 2.011,Santiago de Compostela,Santiago,Galicia
II TRAIL A FUME DE CAROZO 2024,Abadín,Terra Chá,Lugo
II TRAIL CONCELLO DE ARTEIXO. CURTO: 14KM,Matet,,Comunitat Valenciana
II TRAIL CONCELLO DE ARTEIXO. LONGO: 26KM,Cerceda,Ordes,Galicia
II TRAIL COSTA DOCE 2017,Sada,A Coruña,Galicia
II TRAIL DE MONTAÑA LUCUS MOUNTAIN,,,
II TRAIL DE SARGADELOS 2022,Cervo,A Mariña Occidental,Lugo
II TRAIL DO NOCEDO,Os Blancos,A Limia,Ourense
II TRAIL HEROICA SACRA,,,
II TRAIL MOSTEIRO DE CAAVEIRO,Narón,Ferrol,Galicia
II TRAIL RIBEIRA SACRA,Monforte de Lemos,Terra de Lemos,Lugo
II TRAIL RUTA DOS MUÍÑOS DE SAMIEIRA,Poio,Pontevedra,Galicia
II TRAIL TRANS SERRA DA GROBA-BAIONA. MINI TRAIL,,,
II TRAIL TRANS SERRA DA GROBA-BAIONA. TRAIL,Baiona,Vigo,Galicia
II TRAIL Y ANDAINA DE CELANOVA,Celanova,Terra da Celanova,Ourense
II TRAIL dos PENDELLOS (AGOLADA),Silleda,O Deza,Galicia
II TRAVESIA A NADO RIO LEREZ,A Pobra do Caramiñal,A Barbanza,Galicia
II TRAVESÍA A NADO BALARÉS,Ponteceso,Bergantiños,Galicia
II TRAVESÍA A NADO DE VALDEORRAS,A Veiga,Valdeorras,Ourense
II TRAVESÍA A NADO DO MIÑO CIDADE DE LUGO; 1500 METROS,Valladolid,,Valladolid
II TRAVESÍA A NADO DO MIÑO CIDADE DE LUGO; 4000 METROS,Valladolid,,Valladolid
II TRAVESÍA A NADO ENTRE CAMARIÑAS E MUXÍA “ A FAVOR DOS E DAS REFUXIADOS E REFUXIADAS”,,,
II TRAVESÍA DO CANEIRO - CLUB FLUVIAL DE LUGO,Lugo,Lugo,Lugo
II TRIATLON RIAS BAIXAS,Sanxenxo,O Salnés,Galicia
II TRIATLON SPRINT SOLIDARIO CONCELLO DE BOIRO,Boiro,A Barbanza,Galicia
II TRITEA-TRÍATLON DE MENORES “A FREIXA”-PONTEAREAS,Ponteareas,O Condado,Galicia
II Trail Monte Aloia,Tui,O Baixo Miño,Galicia
II Tríatlon Boamorte Bikes Sanxenxo,Portonovo,O Salnés,Galicia
II Tríatlon Concello de Cambados,Cambados,O Salnés,Galicia
II Tríatlon Concello de Redondela,Redondela,Vigo,Galicia
II Tríatlon Concello de Rianxo,Rianxo,A Barbanza,Galicia
II Tríatlon Desafío Illas Estelas Nigrán,Nigrán,Vigo,Galicia
II URBAN TRAIL NIGHT EUROCIDADE,,,
II URBAN TRAIL NIGHT PONTEVEDRA,O Porriño,Vigo,Galicia
II VOLTA A NADO ILLA DE TAMBO-CONCELLO DE POIO,Poio,Pontevedra,Galicia
II Vertiatlón Solidario Concello de Baiona,Baiona,Vigo,Galicia
II XOVE COSTA TRAIL 2021,Zas,Terra de Soneira,Galicia
II triatlon castrelo do miño,A Carreira,Betanzos,Galicia
II Ácuatlon Concello de Poio,Poio,Pontevedra,Galicia
III ANDANDO E CORRENDO POLA VIA KÜNIG,As Nogais,Os Ancares,Lugo
III C-TRAIL BRIGANTIA AVENTURA,,,
III CAMPEONATO GALLEGO OPEN DE AGUAS ABIERTAS,,,
III CARREIRA 10K SALCEDA,Polaciones,,Cantabria
III CARREIRA DESAFÍO SANTANDER - ISLAS CÍES,Madrid,,Comunidad de Madrid
III CARREIRA DO COCIDO - LALIN 2013,Lalín,O Deza,Galicia
"III CARREIRA E ANDAINA SOLIDARIA ""CAMIÑANDO POLO DANO CEREBRAL""",Madrid,,Comunidad de Madrid
III CARREIRA MONTAÑA MONTES DE VIVEIRO,Viveiro,A Mariña Occidental,Lugo
III CARREIRA NOCTURNA MURUS LUCIS,,,
III CARREIRA NOCTURNA URBANA CONCELLO DE PONTEDEUME,Pontedeume,O Eume,Galicia
III CARREIRA NOCTURNA “CONCELLO DE VIVEIRO” HOMENAXE ADRIAN BEN,,,
III CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS 10K,Camariñas,Terra de Soneira,Galicia
III CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS 5K,Camariñas,Terra de Soneira,Galicia
III CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS MENORES,,,
III CARREIRA PEDESTRE CONCELLO DE MAZARICOS,A Picota,O Xallas,Galicia
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. 10K,Santiso,Terra de Melide,Galicia
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. 5K,Vimianzo,Terra de Soneira,Galicia
III CARREIRA PEDESTRE CONCELLO DE VIMIANZO. MENORES,,,
III CARREIRA PEDESTRE DE DUMBRÍA,Dumbría,Fisterra,Galicia
III CARREIRA PEDESTRE DO CONCELLO DE MALPICA,Nájera,,La Rioja
III CARREIRA PINGA-PINGA 2012,Aller,,Asturias / Asturies
III CARREIRA PONTENOITE 5+5 “RUN FOR PARKINSON´S”,,,
III CARREIRA POPULAR ALFOZ-VALADOURO,A Seara,A Mariña Central,Lugo
"III CARREIRA POPULAR CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",,,
III CARREIRA POPULAR CONCELLO DE BEGONTE,Begonte,Terra Chá,Lugo
III CARREIRA POPULAR CONCELLO DE FRIOL,Friol,Lugo,Lugo
III CARREIRA POPULAR CONCELLO DE MONTERREI. MONTERREI é 10,Monterrei,Verín,Ourense
III CARREIRA POPULAR CONCELLO DE O SAVIÑAO,O Saviñao,Terra de Lemos,Lugo
III CARREIRA POPULAR CONCELLO DE PARADELA 2024,Paradela,Sarria,Lugo
III CARREIRA POPULAR DE COMBARRO,Combarro,Pontevedra,Galicia
III CARREIRA POPULAR DO CONCELLO DE RIBAS E SIL 2014,San Clodio,Quiroga,Lugo
III CARREIRA POPULAR DOLMEN DE DOMBATE,Cabana de Bergantiños,Bergantiños,Galicia
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,Ullà,Baix Empordà,Girona
III CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,Portomarín,Lugo,Lugo
III CARREIRA POPULAR GUITIRIZ TERMAL 2008,,,
III CARREIRA POPULAR NOVO MESOIRO - MEMORIAL IVAN ROCHA FREIRE 2013,,,
III CARREIRA POPULAR NOVO MESOIRO - MEMORIAL IVAN ROCHA FREIRE 2013. MENORES,,,
III CARREIRA POPULAR PEDESTRE DE MORAÑA 2012,Moraña,Caldas,Galicia
III CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,Lugo,Lugo,Lugo
III CARREIRA POPULAR VILA DE MEIRA,Meira,Meira,Lugo
"III CARREIRA POPULAR VÍA NOVA ""CONCELLO DE BANDE""",Bande,A Baixa Limia,Ourense
III CARREIRA SOLIDARIA DO CONCELLO DE OUTEIRO DE REI,Molins de Rei,Baix Llobregat,Catalunya
III CARREIRA do ENTROIDO Concello de Vigo,Vigo,Vigo,Galicia
III CARRERA ATMOSFERA SPORT,A Coruña,A Coruña,Galicia
"III CARRERA DE MONTAÑA EL ESPINO, Vega de la Espinareda",Cazorla,,Jaén
III CARRERA DE MONTAÑA FERRADILLO F8,Priaranza del Bierzo,El Bierzo,León
III CARRERA DE RELEVOS CAMINO DE SANTIAGO. ETAPA 1,Aranjuez,,Comunidad de Madrid
III CARRERA DE RELEVOS CAMINO DE SANTIAGO. ETAPA 2,Algeciras,Campo de Gibraltar,Andalucía
III CARRERA DE RELEVOS CAMINO DE SANTIAGO. ETAPA 3,Pizarra,Valle del Guadalhorce,Andalucía
"III CARRERA DEL AGUA UNICEF SADA, ADULTOS",,,
"III CARRERA DEL AGUA UNICEF SADA, CADETES Y JUNIOR",Barcelona,Barcelonès,Catalunya
III CARRERA DONA VIDA,Sant Vicenç dels Horts,Baix Llobregat,Catalunya
III CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,Oviedo,,Asturias / Asturies
III CARRERA NOCTURNA COFC 5K,,,
"III CARRERA POPULAR ""RUTA DE LA CONSTRUCCION NAVAL""",Ferrol,Ferrol,Galicia
III CARRERA POPULAR - CULTIVANDO DEPORTE,,,
III CARRERA POPULAR ANA AMELIA MENENDEZ 2010,,,
III CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,,,
III CARRERA POPULAR DE LOS ROSALES,Madrid,,Comunidad de Madrid
III CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL LUGO,Lugo,Lugo,Lugo
III CARRERA POPULAR MATOGRANDE,A Coruña,A Coruña,Galicia
III CARRERA POPULAR VENTORRILLO,Santa Comba,O Xallas,Galicia
III CARRERA POPULAR VILLA DE SARRIA 10 KM,Zuia,Gorbeialdea,Araba / Álava
III CARRERA POPULAR VOLTA A OZA ADULTOS,,,
III CARRERA POPULAR VOLTA A OZA BENXAMIN_ALEVIN,,,
III CARRERA POPULAR VOLTA A OZA CADETE_XUVENIL,,,
III CARRERA POPULAR VOLTA A OZA INFANTIL,A Coruña,A Coruña,Galicia
III CARRERA SOLIDARIA CPR CERVANTES LUGO,Cervantes,Os Ancares,Lugo
III CASTRO TRAIL (Barbadás),Cobreros,,Zamora
III CIRCUITO CORRENDO POR OURENSE - O COUTO ADULTOS,,,
III CIRCUITO CORRENDO POR OURENSE - O COUTO MENORES,,,
"III CIRCUITO DE CARREIRAS POPULARES ""CORUÑA CORRE""",,,
III CORRENDO POR OURENSE 2013 - CARREIRA DO VINTEUN,Ourense,Ourense,Ourense
III CORRENDO POR OURENSE 2013- CARREIRA DO VINTEUN. MENORES,,,
III CORRENDO POR OURENSE. CARREIRA DA PONTE 2013,Cambre,A Coruña,Galicia
III CORRENDO POR OURENSE. CARREIRA DA PONTE. MENORES 2013,,,
III CORRENDO POR OURENSE. CARREIRA DA ZONA UNIVERSITARIA 2013,Barcelona,Barcelonès,Catalunya
III CORRENDO POR OURENSE. CARREIRA DA ZONA UNIVERSITARIA 2013. BENXAMIN E ALEVIN,Barcelona,Barcelonès,Catalunya
III CORRENDO POR OURENSE. CARREIRA DA ZONA UNIVERSITARIA 2013. INFANTIL E CADETE,Barcelona,Barcelonès,Catalunya
III CORRENDO POR OURENSE. NOCTURNA DE CORPUS 2013,el Pont de Suert,Alta Ribagorça,Lleida
III CORRENDO POR OURENSE. NOCTURNA DE CORPUS 2013. MENORES,el Pont de Suert,Alta Ribagorça,Lleida
III CORRENDO POR VIGO,O Porriño,Vigo,Galicia
III CP 10KM CONCELLO DE CARBALLO,Carballo,Bergantiños,Galicia
III CP TORRE DE HERCULES. I TROFEO JOSE ANTONIO VARELA CALVIÑO,,,
III CROSS OS CASTROS (CANGAS DE FOZ),Foz,A Mariña Central,Lugo
III CROSS PONTE ROMANA. HOMENAJE A TITO MARGARIDE,,,
III Carreira 5K/10k Nocturna Burela Bonita,,,
III Carreira ABANCA Nocturna solidaria das Festas de Lalín,Lalín,O Deza,Galicia
III Carreira Pedestre Concello de Muxía,Muxía,Fisterra,Galicia
III Carreira Pedestre Concello de Zas,Zas,Terra de Soneira,Galicia
III Carreira Pedestre Monte Porreiro - Gran Premio U.N.E.D.,,,
III Carreira Popular de Taboada Entre pazos e carballos,Betanzos,Betanzos,Galicia
III Cross Comarcal “A Mariña Lucense”,Ribadeo,A Mariña Oriental,Lugo
III D3SAFIO42 15k NOCTURNA DE OURENSE BANCO MEDIOLANUM,València,Comarca de València,Comunitat Valenciana
III D3SAFIO42 6K CASTELO DE MACEDA,Maceda,Allariz-Maceda,Ourense
III D3SAFIO42 MEDIA MARATON DE ALLARIZ,Allariz,Allariz-Maceda,Ourense
III DESAFÍO TOVAR - CADEIRA,Lourenzá,A Mariña Central,Lugo
III DÚATLON MOVÉNDONOS POR POIO,,,
III Dúatlon Concello de Riveira - Memorial Jesús e Vicente,Sevilla,,Sevilla
III EDICION 24 HORAS DE VIGO,Vigo,Vigo,Galicia
III EDICION DE LA CARRERA POPULAR DE LAS BARRANCAS DE SANTALLA,Santa Eulalia de Oscos,A Fonsagrada,Asturias / Asturies
III EDICIÓN VOLTA A NADO ILLA DE TAMBO-CONCELLO DE POIO,Poio,Pontevedra,Galicia
III EDICIÓN “ NOCTURNA SAN RAMÓN” CARREIRA POPULAR VILALBA 2017,Vilalba,Terra Chá,Lugo
III ESCALADA MONTE DE A CARBALLEIRA,Ourense,Ourense,Ourense
III EUROCIDADE10 - 2014,,,
"III Edición 10k O ROSAL “FEIRA DO VIÑO""",Morales del Vino,,Zamora
III GIJÓN TRAIL 2017,Gijón / Xixón,,Asturias / Asturies
III LEGUA MARÍTIMA SOLIDARIA R.S.D. HÍPICA - MALAWI 2013. ABSOLUTA,Zaragoza,Zaragoza,Aragón
III LEGUA MARÍTIMA SOLIDARIA R.S.D. HÍPICA - MALAWI 2013. MENORES,Zaragoza,Zaragoza,Aragón
III LEGUA Y MEDIA NOCTURNA DE BENAVIDES 2012,Benavides,,León
III MARATON ATLÁNTICA CORUÑA42. 10 KM,La Cumbre,,Cáceres
III MARATON ATLÁNTICA CORUÑA42. MARATON,,,
III MEDIA MARATON GIJON 2013,Gijón / Xixón,,Asturias / Asturies
III MEDIA MARATON RIBADEO – AS CATEDRAIS,Ribadeo,A Mariña Oriental,Lugo
III MEDIO MARATON CORUÑA21 2011,,,
III MEDIO MARATON PETIN 2012,Petín,Valdeorras,Ourense
III MEMORIAL MANUEL BERGUEIRO A ESTRADA 2013,A Estrada,Tabeirós - Terra de Montes,Galicia
III NIGHT TRAIL QUIROGA,Quiroga,Quiroga,Lugo
III OKTOBERBIKE CAMPELO 2019,,,
III SAN SILVESTRE RIALTO A CORUÑA 2012,O Porto de Santa Cruz,A Coruña,Galicia
III SANCI 5K POPULAR,,,
III SANITAS MARCA RUNNING SERIES DE GIJÓN. COMPLETA,,,
III TRAIL A FUME DE CAROZO 2025,Abadín,Terra Chá,Lugo
III TRAIL AS MINAS DA PONTENOVA,A Pontenova,A Mariña Oriental,Lugo
III TRAIL CONCELLO DE MAÑÓN,Mañón,Ortegal,Galicia
III TRAIL COSTA DOCE 2018,Sada,A Coruña,Galicia
III TRAIL DA CARIXA,Avión,O Ribeiro,Ourense
III TRAIL DO NOCEDO,Os Blancos,A Limia,Ourense
III TRAIL DOS FOUCELLAS,,,
III TRAIL E ANDAINA POLAS CABECEIRAS DO ANLLÓNS,O Campo da Feira,Bergantiños,Galicia
III TRAIL MOSTEIRO DE CAAVEIRO,Narón,Ferrol,Galicia
III TRAIL ORIXES DE MONDARIZ,Mondariz,O Condado,Galicia
III TRAIL RIBEIRA SACRA 2018,Monforte de Lemos,Terra de Lemos,Lugo
III TRAIL RUTA DOS MUÍÑOS DE SAMIEIRA,Poio,Pontevedra,Galicia
III TRAIL TRANS SERRA DA GROBA-BAIONA 2015,Baiona,Vigo,Galicia
III TRAIL Y ANDAINA DE CELANOVA,Celanova,Terra da Celanova,Ourense
III TRAIL “RUTA DOS MUIÑOS” RIOTORTO 2025,,,
III TRAVESIA A NADO BALARES,Ponteceso,Bergantiños,Galicia
III TRAVESIA COSTA SERENA NIGRAN 2012,,,
III TRAVESIA DO LEREZ CIDADE DE PONTEVEDRA,Pontevedra,Pontevedra,Galicia
III TRAVESÍA A NADO CIDADE DE LUGO,Lugo,Lugo,Lugo
III TRAVESÍA A NADO CONCELLO DE POIO,Poio,Pontevedra,Galicia
III TRAVESÍA A NADO ENTRE CAMARIÑAS E MUXÍA “A FAVOR DOS E DAS REFUXIADOS E REFUXIADAS”,,,
III TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,Riaño,,León
III TRAVESÍA DO CANEIRO - CLUB FLUVIAL DE LUGO,Lugo,Lugo,Lugo
III Trail Monte Aloia,Tui,O Baixo Miño,Galicia
III Tríatlon Boamorte Bikes Sanxenxo 2018,Portonovo,O Salnés,Galicia
III Tríatlon Concello de Cambados,Cambados,O Salnés,Galicia
III Tríatlon Concello de Negreira,Negreira,A Barcala,Galicia
III Tríatlon Concello de Rianxo,Rianxo,A Barbanza,Galicia
III Tríatlon Desafío Islas Cíes,Vigo,Vigo,Galicia
III URBAN TRAIL NIGHT EUROCIDADE (Valença de Minho - Tui),Tui,O Baixo Miño,Galicia
III URBAN TRAIL NIGHT PONTEVEDRA,O Porriño,Vigo,Galicia
III Vertiatlon Solidario Baiona,,,
III XOVE COSTA TRAIL 2022,Zas,Terra de Soneira,Galicia
III Ácuatlon Concello de Poio,Poio,Pontevedra,Galicia
INTERRUNNING - CONCELLO DE PORRIÑO 2015,O Porriño,Vigo,Galicia
INVASIÓN CELESTE | II CARREIRA FUNDACIÓN CELTA DE VIGO 2015,Vigo,Vigo,Galicia
IV 10KM CIDADE UNIVERSITARIA - CUVI 2010,Barcelona,Barcelonès,Catalunya
IV 15K NOCTURNA DE OURENSE BANCO MEDIOLANUM 2019,València,Comarca de València,Comunitat Valenciana
IV ACUATLON CONCELLO DE POIO,Poio,Pontevedra,Galicia
IV C-TRAIL BRIGANTIA AVENTURA,,,
IV C.P.“MAR DE BOIRO”MEMORIAL PEPE BUCETA 2008,,,
IV CAMOVI 2014,,,
IV CAMOVI 2014 40 KM,,,
IV CAMOVI 2014 COPA GALEGA,,,
IV CAMPEONATO GALLEGO DE AGUAS ABIERTAS,,,
IV CARREIRA DESAFÍO SANTANDER - ISLAS CÍES,Madrid,,Comunidad de Madrid
IV CARREIRA DO COCIDO - LALÍN 2014. ABSOLUTA,Lalín,O Deza,Galicia
IV CARREIRA DO COCIDO - LALÍN 2014. MENORES,Lalín,O Deza,Galicia
IV CARREIRA NOCTURNA URBANA CONCELLO DE PONTEDEUME,Pontedeume,O Eume,Galicia
IV CARREIRA NOCTURNA “CONCELLO DE VIVEIRO” #todosconAdry,,,
IV CARREIRA PEDESTRE CONCELLO DE MAZARICOS,A Picota,O Xallas,Galicia
IV CARREIRA PEDESTRE CONCELLO DE VIMIANZO,Vimianzo,Terra de Soneira,Galicia
IV CARREIRA PEDESTRE DE CAMARIÑAS,Camariñas,Terra de Soneira,Galicia
IV CARREIRA PEDESTRE DO CONCELLO DE MALPICA,Nájera,,La Rioja
IV CARREIRA PEDRESTE CONCELLO DE DUMBRÍA,Dumbría,Fisterra,Galicia
IV CARREIRA PONTENOITE 5+5,,,
IV CARREIRA POPULAR 10 KM CONCELLO DE CARBALLO,Carballo,Bergantiños,Galicia
"IV CARREIRA POPULAR CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",,,
IV CARREIRA POPULAR CONCELLO DE BEGONTE,Begonte,Terra Chá,Lugo
IV CARREIRA POPULAR CONCELLO DE MONTERREI,Albarellos,Verín,Ourense
