nombre_carrera,municipio,comarca,provincia
VII CARREIRA POPULAR CONCELLO DE MONFORTE,Toro,,Zamora
VII CARREIRA POPULAR COSTA DA MORTE - CAMARIÑAS 2013,Carballo,Bergantiños,Galicia
VII CARREIRA POPULAR DAS LETRAS GALEGAS (VILALBA),Santiago de Compostela,Santiago,Galicia
VII CARREIRA POPULAR DE CHANTADA,Chantada,Chantada,Lugo
VII CARREIRA POPULAR DE MONDARIZ,Mondariz,O Condado,Galicia
VII CARREIRA POPULAR DE RABADE 2010,Rábade,Lugo,Lugo
"VII CARREIRA POPULAR DO SAN SALVADOR, Baños de Molgas MENORES",,,
"VII CARREIRA POPULAR DO SAN SALVADOR, Baños de Molgas. ABSOLUTA",,,
VII CARREIRA POPULAR DOLMEN DE DOMBATE,Cabana de Bergantiños,Bergantiños,Galicia
VII CARREIRA POPULAR GUITIRIZ TERMAL 2012,,,
VII CARREIRA POPULAR MONTE DE SANTA CRUZ-ADULTOS,,,
VII CARREIRA POPULAR MONTE DE SANTA CRUZ-MENORES,,,
VII CARREIRA POPULAR NOVO MESOIRO,A Coruña,A Coruña,Galicia
VII CARREIRA POPULAR OS ROSALES,A Coruña,A Coruña,Galicia
VII CARREIRA POPULAR VAL DAS FABAS LOURENZÁ 2016,,,
VII CARREIRA POPULAR VENTORRILLO,Santa Comba,O Xallas,Galicia
VII CARREIRA POPULAR VOLTA A OZA,A Coruña,A Coruña,Galicia
VII CARREIRA POPULAR “CONCELLO DE SOBER”,Sober,Terra de Lemos,Lugo
VII CARREIRA SOLIDARIA DO COLEXIO CERVANTES,Lugo,Lugo,Lugo
VII CARREIRA SOLIDARIA RIO MAO 2014 - BOVEDA,Vimianzo,Terra de Soneira,Galicia
VII CARREIRA-ANDAINA “SAN SILVESTRE VILALBESA” 2022,,,
VII CARRERA CONTRA EL CANCER CORUÑA “EN MARCHA CONTRA EL CANCER”,Murcia,Área Metropolitana de Murcia,Región de Murcia
VII CARRERA CORUÑA 10 2013,Santiago de Compostela,Santiago,Galicia
VII CARRERA CORUÑA 10 2013. BENJAMÍN Y ALEVÍN,Santiago de Compostela,Santiago,Galicia
VII CARRERA CORUÑA 10 2013. INFANTIL CADETE Y JUVENIL,Santiago de Compostela,Santiago,Galicia
VII CARRERA DE LOS VALIENTES NOCTURNA CORRENDO POR VIGO - AS TRAVESAS-,Vigo,Vigo,Galicia
VII CARRERA DEL AGUA UNICEF SADA,,,
VII CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,Oviedo,,Asturias / Asturies
VII CARRERA POPULAR ANA AMELIA MENENDEZ 2014,,,
VII CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL DE LUGO,Lugo,Lugo,Lugo
VII CARRERA POPULAR VEGA-NAVIA 2015,Navia,,Asturias / Asturies
"VII CARRERA POPULAR “CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”",Pontevedra,Pontevedra,Galicia
VII CARRIRA CAMPO A TRAVES DO CORGO - CORRUBEDO,Ribeira,A Barbanza,Galicia
VII CROSS CABO UDRA,Bueu,Morrazo,Galicia
VII Carreira Nocturna de Sada “Ninguén sen Nadal”,,,
VII Carreira Pedestre Concello de Vimianzo,Vimianzo,Terra de Soneira,Galicia
VII Carreira Pedestre San Brais,Gondomar,Vigo,Galicia
VII Carreira Popular Concello de Redondela,Redondela,Vigo,Galicia
VII Carreira Popular de Taboada “Entre pazos e carballos”,Betanzos,Betanzos,Galicia
VII Carrera Popular Milla del Conocimiento,Zaragoza,Zaragoza,Aragón
VII Carrera Popular Torre de Hércules - Trofeo Jose Antonio Varela Calviño,,,
VII Carrera popular CNSO - RGCC,Gijón / Xixón,,Asturias / Asturies
VII DESAFÍO CC SAN MIGUEL MONTERROSO,Monterroso,A Ulloa,Lugo
VII EDICION SAMURAI XTREME RACE 2024,,,
VII EDICIÓN 1/2 VERTICAL COMADO,,,
VII EDICIÓN CORREXSALCEDA,,,
VII EDICIÓN “ NOCTURNA SAN RAMÓN” CARREIRA POPULAR VILALBA,Vilalba,Terra Chá,Lugo
VII Edición Carrera de Vigo Contra el Cáncer,Murcia,Área Metropolitana de Murcia,Región de Murcia
VII Edición Terremoto Trail,Santiago de Compostela,Santiago,Galicia
VII Eurocidade 10 - 2018,,,
VII INTERRUNNING 2013,,,
VII LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI 2017,Zaragoza,Zaragoza,Aragón
VII MEDIA MARATON CIUDAD DE LEÓN,Quintana del Castillo,,León
VII MEDIA MARATON CORAZON DE ASTURIAS 2014,Oviedo,,Asturias / Asturies
VII MEDIA MARATÓN GIJÓN “VILLA DE JOVELLANOS”,San Fernando,Bahía de Cádiz,Andalucía
"VII MEDIA MARATÓN SOLIDARIA ZONA ABERTA, a favor de Cáritas Interparroquial, Vilagarcía de Arousa",Santiago de Compostela,Santiago,Galicia
VII MEDIO MARATON CORUÑA21,,,
VII MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2010,,,
VII MOUNTEMPLARIA 2014,,,
VII Media Maratón Ribadeo – As Catedrais,Ribadeo,A Mariña Oriental,Lugo
VII Milla San Roque Sada,Sada,A Coruña,Galicia
VII RUN FOZ RUN NADAL,,,
VII RUTA BTT PICO DA LEBRE FOZ,Foz,A Mariña Central,Lugo
VII SAN SILVESTRE A CORUÑA 2016,Santiago de Compostela,Santiago,Galicia
VII SANITAS MARCA RUNNING SERIES DE GIJON,Gijón / Xixón,,Asturias / Asturies
VII TRAIL CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
VII TRAIL COSTA DOCE 2023,Sada,A Coruña,Galicia
VII TRAIL COSTA DOCE 2023 (domingo),Sada,A Coruña,Galicia
VII TRAIL DE VILATUXE 2019,Lalín,O Deza,Galicia
VII TRAIL E ANDAINA DE CELANOVA,Celanova,Terra da Celanova,Ourense
VII TRAIL MOSTEIRO DE CAAVEIRO,Narón,Ferrol,Galicia
VII TRAIL TRANS SERRA DA GROBA - BAIONA,Baiona,Vigo,Galicia
VII TRAVESIA A NADO LARGA DISTANCIA A CORUÑA 10.000,A Coruña,A Coruña,Galicia
"VII TRAVESÍA ""CASTROS DE CELORIO""",Llanes,,Asturias / Asturies
VII TRAVESÍA A NADO BENÉFICA DE LOS INOCENTES,Córdoba,,Córdoba
VII TRAVESÍA SISARGAS - MALPICA,Malpica,Bergantiños,Galicia
VII TRAVESÍA VILA DO TEA 2023,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
"VII TRIATLON PONTENAFONSO ""MEMORIAL MICHEL"" 2015",,,
VII TRIATLÓN DESAFÍO SANTANDER ISLAS CÍES,Madrid,,Comunidad de Madrid
VII TRÍATLON POPULAR PORRIÑO-TUI,,,
VII Travesía a nado Costa Serena - Nigrán 2017,Nigrán,Vigo,Galicia
VII Tríatlon Concello de Arteixo,Arteixo,A Coruña,Galicia
VII Tríatlon Concello de Poio e Porto de campelo,Coristanco,Bergantiños,Galicia
VII Tríatlon Concello do Porriño,O Porriño,Vigo,Galicia
VII VOLTA/ANDAINA Á ILLA DE ONS 2023,Brión,Santiago,Galicia
VII carrera popular “Fiesta de la cereza” (RUN RUN VIGO),Tordesillas,,Valladolid
VII edición do TRAIL DO TREGA,A Guarda,O Baixo Miño,Galicia
VIII 10 KMS XORNADAS MARISQUEIRAS DO BERBES,Ribadesella/Ribeseya,,Asturias / Asturies
VIII 1O KM VILLA DE RIBADESELLA,Ribadesella/Ribeseya,,Asturias / Asturies
VIII ANDAINA - CARREIRA POZO DO DEMO,Barcelona,Barcelonès,Catalunya
VIII BAIXADA POPULAR SAN PEDRO DE VISMA,A Coruña,A Coruña,Galicia
VIII C.P.“MAR DE BOIRO”MEMORIAL PEPE BUCETA.2012,,,
VIII CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2018,Viveiro,A Mariña Occidental,Lugo
VIII CARREIRA GUITIRIZ TERMAL 2013,,,
VIII CARREIRA NOCTURNA CELANOVA. LIGA11,,,
VIII CARREIRA PEDESTRE DO CONCELLO DE MALPICA,Nájera,,La Rioja
VIII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2015,A Serra de Outes,Noia,Galicia
VIII CARREIRA PEDESTRE SAN BRAIS,Gondomar,Vigo,Galicia
VIII CARREIRA POPULAR CONCELLO DE CAMBADOS,Cambados,O Salnés,Galicia
"VIII CARREIRA POPULAR CONCELLO DE CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",,,
VIII CARREIRA POPULAR CONCELLO DE MONFORTE,Toro,,Zamora
VIII CARREIRA POPULAR DE CHANTADA,Chantada,Chantada,Lugo
VIII CARREIRA POPULAR DE FRIOL,Friol,Lugo,Lugo
VIII CARREIRA POPULAR DE RABADE 2011,Rábade,Lugo,Lugo
VIII CARREIRA POPULAR DO SAN SALVADOR CONCELLO DE BAÑOS DE MOLGAS,Guarromán,,Jaén
VIII CARREIRA POPULAR DOLMEN DE DOMBATE,Cabana de Bergantiños,Bergantiños,Galicia
VIII CARREIRA POPULAR GUITIRIZ TERMAL 2013,,,
VIII CARREIRA POPULAR MASIDE 2014,Maside,O Carballiño,Ourense
VIII CARREIRA POPULAR NOVO MESOIRO,A Coruña,A Coruña,Galicia
VIII CARREIRA POPULAR PEDESTRE A SILVA 10000M,,,
VIII CARREIRA POPULAR PEDESTRE A SILVA 2200M,,,
VIII CARREIRA POPULAR SOLIDARIA DE FOZ RUNFOZRUN 2016,,,
VIII CARREIRA POPULAR TORRE DE HÉRCULES - TROFEO JOSE ANTONIO VARELA CALVIÑO,,,
VIII CARREIRA POPULAR VAL DAS FABAS LOURENZÁ 2017,,,
VIII CARREIRA POPULAR VOLTA A OZA,A Coruña,A Coruña,Galicia
VIII CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),Piñor,O Carballiño,Ourense
VIII CARREIRA SOLIDARIA RIO MAO 2015 BOVEDA,Vimianzo,Terra de Soneira,Galicia
VIII CARREIRA do COCIDO – LALÍN 2018,Lalín,O Deza,Galicia
VIII CARREIRA-ANDAINA “SAN SILVESTRE VILALBESA”,,,
VIII CARRERA DEL AGUA UNICEF SADA,,,
VIII CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,Oviedo,,Asturias / Asturies
VIII CARRERA POPULAR ' INTERRUNNING PIÑEIRO - CONCELLO DE PORRIÑO 2014. ABSOLUTA,O Porriño,Vigo,Galicia
VIII CARRERA POPULAR ' INTERRUNNING PIÑEIRO - CONCELLO DE PORRIÑO 2014. BENJAMIN Y ALEVIN,O Porriño,Vigo,Galicia
VIII CARRERA POPULAR ' INTERRUNNING PIÑEIRO - CONCELLO DE PORRIÑO 2014. INFANTIL Y CADETE,O Porriño,Vigo,Galicia
VIII CARRERA POPULAR CORUÑA 10 2014,Santiago de Compostela,Santiago,Galicia
VIII CARRERA POPULAR CORUÑA 10 2014. MENORES,Santiago de Compostela,Santiago,Galicia
VIII CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL DE LUGO,Lugo,Lugo,Lugo
VIII CARRERA POPULAR LOS ROSALES,Madrid,,Comunidad de Madrid
"VIII CARRERA POPULAR “CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”",Pontevedra,Pontevedra,Galicia
VIII CARRERA SOLIDARIA COLEGIO PLURILINGÜE CERVANTES,,,
VIII CROSS CABO UDRA,Bueu,Morrazo,Galicia
VIII Carreira Nocturna de Sada “Ninguén sen Nadal”,,,
VIII Carreira Pedestre Concello de Vimianzo,Vimianzo,Terra de Soneira,Galicia
VIII Carreira Pedestre de Campañó - G.P. Hotel Campaniola (CCCP 2015),Pontevedra,Pontevedra,Galicia
VIII Carreira Popular Concello de Redondela,Redondela,Vigo,Galicia
VIII Carreira Popular Monte de Santa Cruz Ribadeo,Ribadeo,A Mariña Oriental,Lugo
VIII Carrera Popular CNSO - RGCC,Gijón / Xixón,,Asturias / Asturies
VIII Carrera Popular Milla del Conocimiento,Zaragoza,Zaragoza,Aragón
VIII DESAFÍO CC SAN MIGUEL MONTERROSO,Monterroso,A Ulloa,Lugo
VIII DUATLÓN CROS DE REIS - CONCELLO DE VIMIANZO,Vimianzo,Terra de Soneira,Galicia
VIII EDICION SAMURAI XTREME RACE 2025,,,
VIII KDD BTT DOS CALLOS LARACHA,A Laracha,Bergantiños,Galicia
VIII MARCHA BTT Villa de Boñar,Boñar,,León
VIII MEDIA MARATON CIUDAD DE LEÓN,Quintana del Castillo,,León
VIII MEDIA MARATON DEL DULCE. BENAVIDES DE ORBIGO,Hospital de Órbigo,,León
VIII MEDIA MARATON “corazón de Asturias” 2015 (Posada de Llanera),Llanera,,Asturias / Asturies
"VIII MEDIA MARATÓN SOLIDARIA ZONA ABERTA, a favor de FUNDACION ANDREA, Vilagarcía de Arousa",Santiago de Compostela,Santiago,Galicia
VIII MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2011,,,
VIII MOUNTEMPLARIA,,,
VIII Media Maratón Ribadeo – As Catedrais,Ribadeo,A Mariña Oriental,Lugo
VIII Milla San Roque Sada,Sada,A Coruña,Galicia
VIII RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,Sada,A Coruña,Galicia
VIII SAN SILVESTRE A CORUÑA 2017,Santiago de Compostela,Santiago,Galicia
VIII SANITAS MARCA RUNNING SERIES DE GIJON,Gijón / Xixón,,Asturias / Asturies
VIII SUBIDA CICLOTURISTA A GROBA,Ribadavia,O Ribeiro,Ourense
VIII TRAIL CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
VIII TRAIL COSTA DOCE 2024,Sada,A Coruña,Galicia
VIII TRAIL COSTA DOCE 2024 dia 2,Sada,A Coruña,Galicia
VIII TRAVESÍA SISARGAS - MALPICA,Malpica,Bergantiños,Galicia
VIII TRAVESÍA VILA DO TEA 2024,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
VIII TRAVESÍA “CASTROS DE CELORIO”,Llanes,,Asturias / Asturies
VIII TRIATLÓN DESAFÍO SANTANDER ISLAS CÍES 2021,Madrid,,Comunidad de Madrid
VIII Travesia a Nado de Larga Distancia A Coruña 10000 - 2015,Fisterra,Fisterra,Galicia
VIII Travesía a nado Costa Serena - Nigrán 2018,Nigrán,Vigo,Galicia
VIII Tríatlon Concello de Arteixo,Arteixo,A Coruña,Galicia
VIII Tríatlon Concello de Poio e Porto de campelo,Coristanco,Bergantiños,Galicia
VIII VOLTA/ANDAINA Á ILLA DE ONS 2024,Brión,Santiago,Galicia
VIII carrera popular “ Fiesta de la cereza ” (RUN RUN VIGO),Tordesillas,,Valladolid
VIII edición do TRAIL DO TREGA,A Guarda,O Baixo Miño,Galicia
VIIi CAMPEONATO GALLEGO OPEN DE AGUAS ABIERTAS,,,
VIIi TRÍATLON POPULAR PORRIÑO-TUI,,,
VIVEIRO BIKE XTREME 2014,Vigo,Vigo,Galicia
VIVEIRO BIKE XTREME 2015,Vigo,Vigo,Galicia
VIVEIRO BIKE XTREME 2016,Vigo,Vigo,Galicia
VIVEIRO BIKE XTREME 2021,Vigo,Vigo,Galicia
"VUELVE EL INFIERNO... ANGLIRU 2014, CARRERA A PIE",,,
"VUELVE EL INFIERNO... ANGLIRU 2014, CRONOESCALADA CICLISTA",,,
Viesgo Night Race Lugo,,,
Viesgo Night Race Lugo 2017,,,
"Vive la experiencia Bridgestone con Javier Gómez Noya: ¿Nadas, pedaleas o corres?",Arraia-Maeztu,Arabako Mendialdea,Araba / Álava
VÍA KÜNIG TRAIL,As Nogais,Os Ancares,Lugo
VÍA KÜNIG TRAIL 2023,As Nogais,Os Ancares,Lugo
VÍA KÜNIG TRAIL 2024,As Nogais,Os Ancares,Lugo
VÍA KÜNIG TRAIL 2025,As Nogais,Os Ancares,Lugo
X 10KM DEL BERBÉS,Ribadesella/Ribeseya,,Asturias / Asturies
X ANDAINA E III TRAIL ``CONCELLO DE BANDE´´,Bande,A Baixa Limia,Ourense
"X ANIVERSARIO ""INTERRUNNING-CONCELLO DE PORRIÑO 2016""",O Porriño,Vigo,Galicia
X Baixada Popular de Cross San Pedro de Visma,A Coruña,A Coruña,Galicia
X C-TRAIL BOMBEIROS CORUÑA 2025,Betanzos,Betanzos,Galicia
X C.P. CONCELLO DE BOIMORTO E X CANICROSS,,,
X CAMOVI (CARRERA POR MONTAÑA MONTES DE VIVEIRO),Viveiro,A Mariña Occidental,Lugo
X CARREIRA NOCTURNA CELANOVA - ADULTOS,Madrid,,Comunidad de Madrid
X CARREIRA NOCTURNA CELANOVA . MENORES,Almogía,Valle del Guadalhorce,Andalucía
X CARREIRA NOCTURNA CELANOVA. LIGA13,,,
X CARREIRA NOCTURNA CONCELLO DE VILAGARCIA,Vilagarcía de Arousa,O Salnés,Galicia
X CARREIRA PEDESTRE DO CONCELLO DE OUTES 2017,A Serra de Outes,Noia,Galicia
X CARREIRA PEDESTRE DO NADAL SAN CIBRAO 2011,San Cibrao,A Mariña Occidental,Lugo
X CARREIRA POLULAR DO SAN SALVADOR - CONCELLO DE BAÑOS DE MOLGAS,Guarromán,,Jaén
X CARREIRA POPULAR CONCELLO DE MONFORTE – 2018,Toro,,Zamora
X CARREIRA POPULAR DE CHANTADA,Chantada,Chantada,Lugo
X CARREIRA POPULAR DE FRIOL,Friol,Lugo,Lugo
"X CARREIRA POPULAR DE TABOADA ""ENTRE PAZOS E CARBALLOS"" 2023",Betanzos,Betanzos,Galicia
X CARREIRA POPULAR E IX ANDAINA MASIDE,Maside,O Carballiño,Ourense
X CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA 2014,Quiroga,Quiroga,Lugo
X CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,Portomarín,Lugo,Lugo
X CARREIRA POPULAR GUITIRIZ TERMAL 2015,,,
X CARREIRA POPULAR VIRXE DA GUÍA 2013,Santa María de Guía de Gran Canaria,,Las Palmas
X CARREIRA POPULAR “MAR DE BOIRO” 8º. Memorial Pepe Buceta,,,
X CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),Piñor,O Carballiño,Ourense
X CARREIRA SOLIDARIA RIO MAO 2017 BOVEDA,Vimianzo,Terra de Soneira,Galicia
X CARREIRA do COCIDO – LALÍN 2020,Lalín,O Deza,Galicia
X CARREIRA e VII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,Palacios del Sil,,León
X CARREIRA-ANDAINA “SAN SILVESTRE VILALBESA”,,,
X CARRERA DEL AGUA UNICEF SADA,,,
X CARRERA POPULAR NOCTURNA XINZO DE LIMIA. ADULTOS,,,
X CARRERA POPULAR NOCTURNA XINZO DE LIMIA. NENOS,,,
X Carreira Pedestre San Brais 22,Gondomar,Vigo,Galicia
X Carreira Pedestre de Campañó,Pontevedra,Pontevedra,Galicia
X Carreira Popular Concello de Redondela,Redondela,Vigo,Galicia
X Dúatlon Cros Concello de Poio,Poio,Pontevedra,Galicia
X EDICION TRAIL E ANDAINA DE CELA 2024,Cambre,A Coruña,Galicia
X EDICIÓN CORREXSALCEDA 2023,,,
X KDD BTT DOS CALLOS LARACHA,A Laracha,Bergantiños,Galicia
X MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA (21 LUNAS ... Y MEDIA),Ponferrada,El Bierzo,León
X MEDIA MARATON “Corazón de Asturias” Y III 7 MILLAS DE LLANERA 2017 (Posada de Llanera),Llanera,,Asturias / Asturies
X MEDIA MARATÓN LEÓN CAPITAL GASTRONÓMICA AUTOPALACIOS,,,
X MEDIA MARATÓN RIBADEO - AS CATEDRAIS,Ribadeo,A Mariña Oriental,Lugo
X MEMORIAL EDUARDO FERNANDEZ VILLAMARIN 2013,,,
X MOUNTEMPLARIA,,,
X RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,Sada,A Coruña,Galicia
X SUBIDA CICLOTURISTA A GROBA,Ribadavia,O Ribeiro,Ourense
X TRAIL CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
X TRAIL COSTA DOCE 2026,Sada,A Coruña,Galicia
X TRAIL E ANDAINA DE CELANOVA,Celanova,Terra da Celanova,Ourense
X TRAVESIA A NADO COSTA SERENA-GRAN PREMIO CONCELLO DE NIGRAN 2020,Nigrán,Vigo,Galicia
X TRAVESÍA SISARGAS - MALPICA,Malpica,Bergantiños,Galicia
X TRIATLÓN DESAFÍO ISLAS CÍES 2023,Vigo,Vigo,Galicia
X TRÍATLON CONCELLO DE PORRIÑO-TUI,Tui,O Baixo Miño,Galicia
X Travesia a Nado de Larga Distancia A Coruña 10000,Fisterra,Fisterra,Galicia
X Tríatlon de Riazor,A Coruña,A Coruña,Galicia
X VOLTA/ANDAINA Á ILLA DE ONS 2026,Brión,Santiago,Galicia
X-ONE RACE PONTEVEDRA 2021,,,
X-ONE RACE PONTEVEDRA 2022,,,
X-ONE RACE PONTEVEDRA 2023,,,
XACOBEO WILD RACE 2021,,,
XACOBEO WILD RACE 2022,,,
XACORUN 2022,,,
XACORUN 2023,,,
XACORUN 2024,,,
XACORUN 2025,,,
XACORUN 2026,,,
XCT XOVE COSTA TRAIL,Zas,Terra de Soneira,Galicia
XI ANDAINA E IV TRAIL ``CONCELLO DE BANDE´´,Bande,A Baixa Limia,Ourense
XI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA - CENTENARIO PADRE RUBINOS,A Coruña,A Coruña,Galicia
XI C.P. CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
XI C.P. EL CACHON DE LA ISLA 2012,Málaga,Málaga-Costa del Sol,Andalucía
XI CAMOVI (Campeonato de España Carreras por Montaña),San Bartolomé de Tirajana,,Las Palmas
XI CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XI CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
XI CARREIRA NOCTURNA DE CELANOVA ADULTOS,,,
XI CARREIRA NOCTURNA DE CELANOVA MENORES,,,
XI CARREIRA PEDESTRE DO CONCELLO DE OUTES 2018,A Serra de Outes,Noia,Galicia
XI CARREIRA PEDESTRE DO NADAL SAN CIBRAO 2012,San Cibrao,A Mariña Occidental,Lugo
XI CARREIRA POPULAR CONCELLO DE GUITIRIZ 2017,Guitiriz,Terra Chá,Lugo
XI CARREIRA POPULAR CONCELLO DE MONFORTE – 2019,Toro,,Zamora
XI CARREIRA POPULAR DE CHANTADA,Chantada,Chantada,Lugo
XI CARREIRA POPULAR DE FRIOL,Friol,Lugo,Lugo
XI CARREIRA POPULAR DE PADRON 2013 (sólo inscritos popular),Padrón,O Sar,Galicia
XI CARREIRA POPULAR DO SAN SALVADOR - CONCELLO DE BAÑOS DE MOLGAS,Guarromán,,Jaén
XI CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA,Quiroga,Quiroga,Lugo
XI CARREIRA POPULAR LUGO MONUMENTAL - GRAN PREMIO E-ON. ABSOLUTA,,,
XI CARREIRA POPULAR LUGO MONUMENTAL - GRAN PREMIO E-ON. MENORES,,,
XI CARREIRA POPULAR VAL DAS FABAS LOURENZÁ,,,
XI CARREIRA POPULAR “MAR DE BOIRO” 9º. Memorial Pepe Buceta,,,
XI CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),Piñor,O Carballiño,Ourense
XI CARREIRA VIRTUAL LETRAS GALEGAS CONCELLO DE VILALBA,Vilalba,Terra Chá,Lugo
XI CARREIRA e VIII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,Palacios del Sil,,León
XI CARRERA DEL AGUA UNICEF SADA,,,
XI CARRERA POPULAR NOCTURNA XINZO DE LIMIA,Allariz,Allariz-Maceda,Ourense
XI Carreira Pedestre San Brais 23,Gondomar,Vigo,Galicia
XI Carreira Popular Concello de Redondela 2018,Redondela,Vigo,Galicia
XI DUATLON CROS CONCELLO DE POIO,Poio,Pontevedra,Galicia
XI Dúatlon Concello de Guitiriz,Guitiriz,Terra Chá,Lugo
XI EDICIÓN CORREXSALCEDA 2024,,,
XI EDICIÓN TRAIL E ANDAINA DE CELA 2025,Cambre,A Coruña,Galicia
XI EDICIÓN TRAVESÍA A NADO COSTA SERENA-GRAN PREMIO CONCELLO DE NIGRÁN 2021,Nigrán,Vigo,Galicia
XI INTERRUNNING-CONCELLO DE PORRIÑO 2017,O Porriño,Vigo,Galicia
XI MARATON INTERNACIONAL “CIUDAD DE GIJON” (PATINAJE DE VELOCIDAD),Beriáin,Iruñerria,Navarra
XI MARCHA BTT & TRAIL CONCELLO DE NIGRÁN 2016,Nigrán,Vigo,Galicia
XI MEDIA MARATON CIUDAD DE PONFERRADA 2014,Ponferrada,El Bierzo,León
XI MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA (21 LUNAS ... Y MEDIA),Ponferrada,El Bierzo,León
XI MEDIA MARATÓN LEÓN MANJAR DE REYES,Las Navas de la Concepción,,Sevilla
XI MEDIA MARATÓN RIBADEO - AS CATEDRAIS,Ribadeo,A Mariña Oriental,Lugo
XI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2014,,,
XI MOUNTEMPLARIA,,,
XI SUBIDA AO CASTRO 2016,O Porriño,Vigo,Galicia
XI SUBIDA CICLOTURISTA A GROBA,Ribadavia,O Ribeiro,Ourense
XI TRAIL CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XI TRAIL TRANS SERRA DA GROBA - BAIONA 2024,Baiona,Vigo,Galicia
XI TRAVESIA DESAFÍO SANTANDER ISLAS CIES 2021,Madrid,,Comunidad de Madrid
XI TRIATLÓN DESAFÍO ISLAS CÍES 2024,Vigo,Vigo,Galicia
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,Tui,O Baixo Miño,Galicia
XII ANDAINA E V TRAIL ``CONCELLO DE BANDE´´,Bande,A Baixa Limia,Ourense
XII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,A Coruña,A Coruña,Galicia
XII CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2023,Viveiro,A Mariña Occidental,Lugo
XII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA DE AROUSA,Santiago de Compostela,Santiago,Galicia
XII CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
XII CARREIRA PEDESTRE CONCELLO DE MOAÑA,Moaña,Morrazo,Galicia
XII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2019,A Serra de Outes,Noia,Galicia
XII CARREIRA PEDESTRE DO NADAL SAN CIBRAO DAS VIÑAS,San Cibrao das Viñas,Ourense,Ourense
XII CARREIRA PEDESTRE DO NADAL SAN CIBRAO DAS VIÑAS - MENORES,Almogía,Valle del Guadalhorce,Andalucía
XII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
XII CARREIRA PEDESTRE VILA DE CORCUBION - 10K,Corcubión,Fisterra,Galicia
XII CARREIRA PEDESTRE VILA DE CORCUBION - 5K-XUVENIL,,,
XII CARREIRA PEDESTRE VILA DE CORCUBION - MENORES,Almogía,Valle del Guadalhorce,Andalucía
XII CARREIRA POPULAR CONCELLO DE GUITIRIZ TERMAL,,,
XII CARREIRA POPULAR DE CHANTADA,Chantada,Chantada,Lugo
XII CARREIRA POPULAR DE FRIOL,Friol,Lugo,Lugo
"XII CARREIRA POPULAR DE TABOADA ""ENTRE PAZOS E CARBALLOS"" 2025",Betanzos,Betanzos,Galicia
XII CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA 2016,Quiroga,Quiroga,Lugo
XII CARREIRA POPULAR NOCTURNA DE XINZO DE LIMIA,Allariz,Allariz-Maceda,Ourense
