nombre_carrera,fecha,categoria,n_masculino,n_femenino,n_desconocido,n_total,categoria_genero
LXIV DESCENSO A NADO DE LA RIA DE NAVIA,2022-08-14,Recorrido 1100m (Todas las edades),59,59,0,118,mixto
LXIV DESCENSO A NADO DE LA RIA DE NAVIA,2022-08-14,Recorrido 2400m (2008 y anteriores),112,73,0,185,mixto
LXIV DESCENSO A NADO DE LA RIA DE NAVIA,2022-08-14,Recorrido 5000m (2008 y anteriores),242,108,0,350,mixto
LXV DESCENSO A NADO DE LA RIA DE NAVIA,2023-08-06,Recorrido 1100m (Todas las edades),86,73,0,159,mixto
LXV DESCENSO A NADO DE LA RIA DE NAVIA,2023-08-06,Recorrido 2400m (2009 y anteriores),143,93,0,236,mixto
LXV DESCENSO A NADO DE LA RIA DE NAVIA,2023-08-06,Recorrido 5000m (2009 y anteriores),280,107,0,387,mixto
LXVI DESCENSO A NADO DE LA RIA DE NAVIA,2024-08-04,Recorrido 1100m (Todas las edades),131,112,0,243,mixto
LXVI DESCENSO A NADO DE LA RIA DE NAVIA,2024-08-04,Recorrido 2400m (2010 y anteriores),128,89,0,217,mixto
LXVI DESCENSO A NADO DE LA RIA DE NAVIA,2024-08-04,Recorrido 5000m (2010 y anteriores),298,145,0,443,mixto
LXVII DESCENSO A NADO DE LA RIA DE NAVIA,2025-08-10,Recorrido 1100m (Todas las edades),135,144,0,279,mixto
LXVII DESCENSO A NADO DE LA RIA DE NAVIA,2025-08-10,Recorrido 2400m (2011 y anteriores),170,124,0,294,mixto
LXVII DESCENSO A NADO DE LA RIA DE NAVIA,2025-08-10,Recorrido 5000m (2011 y anteriores),310,167,0,477,mixto
LXVIII DESCENSO A NADO DE LA RIA DE NAVIA,2026-08-02,Recorrido 1100m (Todas las edades),129,119,0,248,mixto
LXVIII DESCENSO A NADO DE LA RIA DE NAVIA,2026-08-02,Recorrido 2400m (2012 y anteriores),164,135,0,299,mixto
LXVIII DESCENSO A NADO DE LA RIA DE NAVIA,2026-08-02,Recorrido 5000m (2012 y anteriores),291,139,0,430,mixto
LXXIX TRAVESIA A NADO ENSENADA DE SAN AMARO,2019-08-25,TRAVESIA,182,90,0,272,mixto
LXXV TRAVESIA A NADO ENSENADA DE SAN AMARO,2015-08-30,PRUEBA CIRCUITO : 2500 M,64,24,0,88,mixto
LXXV TRAVESIA A NADO ENSENADA DE SAN AMARO,2015-08-30,PRUEBA CLÁSICA : 1500 M,164,70,0,234,mixto
MARALBA Running Fest014,2014-09-28,MEDIO MARATON DO SALNÉS O GROVE-CAMBADOS. DISTANCIA: 21097 M,0,0,0,0,mixto
MARATON DO NORTE,2015-08-16,MARATÓN 42 KM,38,8,0,46,mixto
MARATON DO NORTE,2015-08-16,TRAIL 17 KM,45,14,0,59,mixto
MARATON DO NORTE,2015-08-16,TRAIL 28 KM,23,2,0,25,mixto
MARATON DO NORTE 2016,2016-08-14,MARATON,24,3,0,27,mixto
MARATON DO NORTE 2016,2016-08-14,TRAIL (24KM),39,8,0,47,mixto
MARATÓN PATINAJE DE VELOCIDAD SCD RABADEIRA,2024-07-07,10Km,39,68,0,107,mixto
MARATÓN PATINAJE DE VELOCIDAD SCD RABADEIRA,2024-07-07,MARATON (2009 y anteriores),18,10,0,28,mixto
MARATÓN XTREM LAGOS K42. Distancia: 42 Km,2013-09-21,MARATÓN XTREM LAGOS K42. DISTANCIA: 42000 M,0,0,0,0,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,EQUIPOS FEMENINOS,0,0,0,0,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,EQUIPOS MASCULINOS / MIXTOS,0,0,0,0,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,MARATÓN,1000,82,0,1082,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,MARATÓN (RUNRUNVIGO),999,82,0,1081,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,MARATÓN (TIEMPO NETO),1000,82,0,1082,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,"MARATÓN TRICICLO, HANDBIKE Y JOELETTE",1,0,0,1,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,"MEDIO MARATON TRICICLO, HANDBIKE Y JOELETTE",19,14,0,33,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,MEDIO MARATÓN,2811,743,0,3554,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,MEDIO MARATÓN (RUNRUNVIGO),2793,740,0,3533,mixto
MARATÓN Y XX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,2019-04-07,MEDIO MARATÓN (TIEMPO NETO),2811,743,0,3554,mixto
MARCHA CICLOTURISTA BTT MINERA,2014-04-06,RUTA BTT. DISTANCIA: 50.1 KM,0,0,0,0,mixto
MARGINAL A NOITE,2014-06-14,8000 M,0,0,0,0,mixto
MEDIA MARATHON RIBADEO - AS CATEDRAIS 2014,2014-09-06,PROBA ABSOLUTA. DISTANCIA: 21097 M,0,0,0,0,mixto
MEDIA MARATON DE A RÚA (V D3SAFÍO42 OURENSE),2018-05-20,INDIVIDUAL,38,5,0,43,mixto
MEDIA MARATON DE ANCARES (EN RUTA),2013-06-15,ADULTOS. DISTANCIA: 21097 M,0,0,0,0,mixto
MEDIA MARATON DE VIGO-LOS 10K ALEJANDRO GOMEZ,2022-11-06,10k “Los 10.000 de Alejandro Gómez”,90,36,0,126,mixto
MEDIA MARATON DE VIGO-LOS 10K ALEJANDRO GOMEZ,2022-11-06,Media Maratón “La21”,375,54,0,429,mixto
MEDIA MARATON DE VIGO-LOS 10K ALEJANDRO GOMEZ,2022-11-06,Relevos 2 corredores,12,7,0,19,mixto
MEDIA MARATON DE VIGO-LOS 10K ALEJANDRO GOMEZ,2022-11-06,Relevos 4 corredores,19,8,0,27,mixto
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO""",2015-06-27,"ABSOLUTA (21,097M)",498,52,0,550,mixto
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO"" 2016",2016-06-25,"ABSOLUTA (21,097M)",451,56,0,507,mixto
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO"" 2017",2017-06-17,MEDIO MARATON,538,62,0,600,mixto
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO"" 2018",2018-06-16,CALSIFICACIÓN CRONOESCALADA,596,75,0,671,mixto
"MEDIA MARATON PALAS - MELIDE ""OS 21 DO CAMIÑO"" 2018",2018-06-16,MEDIO MARATON,601,76,0,677,mixto
MEDIA MARATON PALAS-MELIDE 'OS 21 DO CAMIÑO' 2013,2013-09-28,PROBA ABSOLUTA. DISTANCIA: 21097 M,0,0,0,0,mixto
MEDIA MARATÓN CARBALLIÑO 2018,2018-03-04,EQUIPOS MM CARBALLIÑO 2018,0,0,0,0,mixto
MEDIA MARATÓN CARBALLIÑO 2018,2018-03-04,Media Maratón,128,12,0,140,mixto
MEDIA MARATÓN CARBALLIÑO 2018,2018-03-04,Proba de 7 km,61,29,0,90,mixto
MEDIA MARATÓN XTREM LAGOS K21. Distancia: 21 Km,2013-09-21,MEDIA MARATÓN XTREM LAGOS K21. DISTANCIA: 21000 M,0,0,0,0,mixto
MEDIO MARATON DE PONTEVEDRA 2004,2004-10-03,Medio maraton,129,0,0,129,mixto
MEDIO MARATON DE PONTEVEDRA 2005,2005-10-02,Carrera,252,0,0,252,mixto
MEDIO MARATON DE PONTEVEDRA 2006,2006-10-01,Medio maraton,298,0,0,298,mixto
MEDIO MARATON DE PONTEVEDRA 2007,2007-10-07,Carrera,400,0,0,400,mixto
MEDIO MARATON DE PONTEVEDRA 2009,2009-11-29,Medio maraton,526,0,0,526,mixto
MEDIO MARATON DE PONTEVEDRA 2010,2010-10-24,Medio maraton,745,0,0,745,mixto
MEDIO MARATON DE PONTEVEDRA 2011,2011-10-23,Medio maraton,1083,0,0,1083,mixto
MEDIO MARATON DE PONTEVEDRA 2012,2012-10-21,Medio Maraton. Distancia: 21097 m,0,0,0,0,mixto
MEDIO MARATON DE PONTEVEDRA 2013,2013-10-20,MEDIO MARATON. DISTANCIA: 21097 M,0,0,0,0,mixto
MEDIO MARATON DE PONTEVEDRA 2013,2013-10-20,VEHÍCULO ADAPTADO. DISTANCIA: 21097 M,0,0,0,0,mixto
MEDIO MARATON DE PONTEVEDRA 2014,2014-10-19,MEDIO MARATON,1253,102,0,1355,mixto
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES ADULTOS,2014-03-16,PRUEBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES MENORES,2014-03-16,ALEVIN. DISTANCIA: 1500 M,0,0,0,0,mixto
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES MENORES,2014-03-16,BENXAMÍN. DISTANCIA: 1000 M,0,0,0,0,mixto
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES MENORES,2014-03-16,CADETE. DISTANCIA: 3000 M,0,0,0,0,mixto
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES MENORES,2014-03-16,INFANTIL. DISTANCIA: 2000 M,0,0,0,0,mixto
MEMORIAL EULOGIO GONZALEZ PEREZ - LAVADORES MENORES,2014-03-16,PRE-BENXAMÍN. DISTANCIA: 500 M,0,0,0,0,mixto
MILLA SAN ROQUE SADA,2023-08-20,MASTER A (35 a 44 anos),12,2,0,14,mixto
MILLA SAN ROQUE SADA,2023-08-20,MASTER B,21,10,0,31,mixto
MILLA SAN ROQUE SADA,2023-08-20,MASTER C,10,5,0,15,mixto
MILLA SAN ROQUE SADA,2023-08-20,SUB 10,10,3,0,13,mixto
MILLA SAN ROQUE SADA,2023-08-20,SUB 12,4,4,0,8,mixto
MILLA SAN ROQUE SADA,2023-08-20,SUB 14,7,4,0,11,mixto
MILLA SAN ROQUE SADA,2023-08-20,SUB16-SUB18/20-SUB23-SENIOR,14,7,0,21,mixto
MILLA URBANA SARRIA 2013,2013-12-31,SALIDA CONJUNTA. DISTANCIA: 1609 M,0,0,0,0,mixto
MILLA URBANA SARRIA 2014,2014-12-31,PROBA ABSOLUTA. DISTANCIA: 1609 M,0,0,0,0,mixto
MILLA URBANA SARRIA 2015,2015-12-31,MILLA,154,58,0,212,mixto
MILLA URBANA SARRIA 2016,2016-12-31,MILLA URBANA (2012 Y AÑOS ANTERIORES),125,42,0,167,mixto
MILLA URBANA SARRIA 2017,2017-12-31,MILLA URBANA (2013 Y AÑOS ANTERIORES),123,56,0,179,mixto
MILLA URBANA SARRIA 2018,2018-12-31,MILLA URBANA (2014 Y AÑOS ANTERIORES),128,48,0,176,mixto
MILLA URBANA SARRIA 2019,2019-12-31,MILLA URBANA (2015 Y AÑOS ANT.),127,59,0,186,mixto
MINI ATLÁNTICA CORUÑA42,2022-10-01,SUB 12 (2011-2012),0,39,0,39,mixto
MINI ATLÁNTICA CORUÑA42,2022-10-01,SUB10 (2013-2014),82,53,0,135,mixto
MINI ATLÁNTICA CORUÑA42,2022-10-01,SUB12 (2011-2012),45,0,0,45,mixto
MINI ATLÁNTICA CORUÑA42,2022-10-01,SUB14 (2009-2010),13,17,0,30,mixto
MINI ATLÁNTICA CORUÑA42,2022-10-01,SUB16_SUB18,10,2,0,12,mixto
MINIUS 2016,2016-07-23,MINIUS 5000 MTS CON NEOPRENO (2001 Y AÑOS ANT.),1,0,0,1,mixto
MINIUS 2016,2016-07-23,MINIUS 5000 MTS SIN NEOPRENO (2001 Y AÑOS ANT.),24,16,0,40,mixto
MINIUS 2016,2016-07-23,TRAVESÍA 1500 MTS CON NEOPRENO (2006 Y AÑOS ANT.),8,4,0,12,mixto
MINIUS 2016,2016-07-23,TRAVESÍA 1500 MTS SIN NEOPRENO (2006 Y AÑOS ANT.),40,31,0,71,mixto
MINIUS 2017,2017-07-22,MINIUS 4000 MTS CON NEOPRENO (2003 Y AÑOS ANT.),3,0,0,3,mixto
MINIUS 2017,2017-07-22,MINIUS 4000 MTS SIN NEOPRENO (2003 Y AÑOS ANT.),40,20,0,60,mixto
MINIUS 2017,2017-07-22,TRAVESÍA 1500 MTS CON NEOPRENO (2007 Y AÑOS ANT.),2,2,0,4,mixto
MINIUS 2017,2017-07-22,TRAVESÍA 1500 MTS SIN NEOPRENO (2007 Y AÑOS ANT.),42,37,0,79,mixto
MINIUS 2018,2018-07-28,1500M CON NEOPRENO,1,0,0,1,mixto
MINIUS 2018,2018-07-28,1500M SIN NOEPRENO,36,27,0,63,mixto
MINIUS 2018,2018-07-28,4000M CON NEOPRENO,2,0,0,2,mixto
MINIUS 2018,2018-07-28,4000M SIN NEOPRENO,33,13,0,46,mixto
MINIUS 2019,2019-07-20,TRAVESIA MINIUS 4000m (CON NEOPRENO),1,0,0,1,mixto
MINIUS 2019,2019-07-20,TRAVESIA MINIUS 4000m (SIN NEOPRENO),36,18,0,54,mixto
MINIUS 2019,2019-07-20,TRAVESÍA 1500 (CON NEOPRENO),4,1,0,5,mixto
MINIUS 2019,2019-07-20,TRAVESÍA 1500 (SIN NEOPRENO),32,37,0,69,mixto
MONFORTE EN MARCHA CONTRA O CANCRO,2023-11-26,ABSOLUTA,138,208,0,346,mixto
MONFORTE EN MARCHA CONTRA O CANCRO 2024,2024-09-15,ABSOLUTA,55,37,0,92,mixto
Media maratón De Coles 21k (IV D3SAFIO42),2017-05-20,PROBA ABSOLUTA (2001 E ANOS ANTERIORES),87,10,0,97,mixto
NALON BEASTS RACE (OBSTÁCULOS),2016-05-01,ELITE INDIVIDUAL (16:00) (9 KM Y 22 OBSTÁCULOS),31,2,0,33,mixto
NALON BEASTS RACE (OBSTÁCULOS),2016-05-01,ELITE POR EQUIPOS (9 KM Y 22 OBSTÁCULOS),30,2,0,32,mixto
NALON BEASTS RACE (OBSTÁCULOS),2016-05-01,POPULAR INDIVIDUAL (9 KM Y 22 OBSTÁCULOS),67,17,0,84,mixto
NALON BEASTS RACE (OBSTÁCULOS),2016-05-01,POPULAR POR EQUIPOS (9 KM Y 22 OBSTÁCULOS),30,14,0,44,mixto
NALON BEASTS RACE (OBSTÁCULOS),2016-05-01,POR LA IGUALDAD (A PARTIR DE 16 AÑOS) (4 KM Y 12 OBSTÁCULOS),40,52,0,92,mixto
NALON BEASTS RACE SAN JUAN DE LA ARENA 2018 (OBSTÁCULOS),2018-10-06,COMPETITIVE,14,0,0,14,mixto
NALON BEASTS RACE SAN JUAN DE LA ARENA 2018 (OBSTÁCULOS),2018-10-06,POPULAR 12KM INDIVIDUAL,121,50,0,171,mixto
NALON BEASTS RACE SAN JUAN DE LA ARENA 2018 (OBSTÁCULOS),2018-10-06,POPULAR 12KM POR EQUIPOS,21,7,0,28,mixto
NALON BEASTS RACE SAN JUAN DE LA ARENA 2018 (OBSTÁCULOS),2018-10-06,POPULAR 5KM INDIVIDUAL,25,20,0,45,mixto
NALON BEASTS RACE SAN JUAN DE LA ARENA 2018 (OBSTÁCULOS),2018-10-06,POPULAR 5KM POR EQUIPOS,3,2,0,5,mixto
NALON BEASTS RACE SAN JUAN DE LA ARENA 2018 (OBSTÁCULOS),2018-10-06,STARTER,4,0,0,4,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,ELITE Y ELITE POR EQUIPOS (11 KM),46,3,0,49,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,EQUIPOS: 11K,0,0,0,0,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,EQUIPOS: 5K,0,0,0,0,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,EQUIPOS: ELITE,0,0,0,0,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,POPULAR EQUIPOS (11KM),16,9,0,25,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,POPULAR EQUIPOS (5KM),8,5,0,13,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,POPULAR INDIVIDUAL (11KM),61,13,0,74,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA (OBSTÁCULOS),2016-09-10,POPULAR INDIVIDUAL (5KM),25,21,0,46,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),2017-10-07,AMATEUR,23,5,0,28,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),2017-10-07,ELITE,50,3,0,53,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),2017-10-07,EQUIPOS NALON BEASTS RACE SAN JUAN DE LA ARENA 2017,0,0,0,0,mixto
NALÓN BEASTS RACE SAN JUAN DE LA ARENA 2017 (OBSTÁCULOS),2017-10-07,OPEN,115,73,0,188,mixto
NOCTURNA CORRENDO POR VIGO MAIAQUEAUGA,2014-05-17,PROBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
NOCTURNA DE NIGRÁN H2K PLAZA 2019,2019-03-30,ABSOLUTA 10K (2004 Y ANTERIORES),146,42,0,188,mixto
NOCTURNA DE NIGRÁN H2K PLAZA 2019,2019-03-30,ABSOLUTA 5K (2004 Y ANTERIORES),62,47,0,109,mixto
NOCTURNA MONUMENTAL,2016-01-16,ADULTOS (2000 Y AÑOS ANTERIORES),669,261,0,930,mixto
NOCTURNA MONUMENTAL,2016-01-16,"CATEGORIA ""C"" : 2001 – 2002 - 2003",31,6,0,37,mixto
NOCTURNA MONUMENTAL,2016-01-16,CATEGORIA “A” : 2007 – 2008 – 2009,108,123,0,231,mixto
NOCTURNA MONUMENTAL,2016-01-16,CATEGORIA “B” : 2004 – 2005 – 2006,46,40,0,86,mixto
NOCTURNA MONUMENTAL ADULTOS,2014-01-18,ADULTOS. DISTANCIA: 3900 M,0,0,0,0,mixto
NOCTURNA MONUMENTAL MENORES,2014-01-18,CATEGORIA A. DISTANCIA: 850 M,0,0,0,0,mixto
NOCTURNA MONUMENTAL MENORES,2014-01-18,CATEGORIA B. DISTANCIA: 1230 M,0,0,0,0,mixto
NOCTURNA MONUMENTAL MENORES,2014-01-18,CATEGORIA C. DISTANCIA: 2000 M,0,0,0,0,mixto
NOR3XTREM 2017,2017-05-07,ASCENSION PUERTO DE HONDURAS (GRANFONDO),472,14,0,486,mixto
NOR3XTREM 2017,2017-05-07,ASCENSION PUERTO DE HONDURAS (MEDIOFONDO),218,14,0,232,mixto
NOR3XTREM 2017,2017-05-07,GRANFONDO EN BICI ELÉCTRICA (163 KM),1,0,0,1,mixto
NOR3XTREM 2017,2017-05-07,MEDIOFONDO (91 KM),220,15,0,235,mixto
NOR3XTREM 2017,2017-05-07,PREMIO VEHINCA GRANFONDO,460,14,0,474,mixto
NORDIC WALKING MOUNTAIN FRIOL 2026,2026-03-07,ANDAINA OPEN (Mayores de 18 años),38,78,0,116,mixto
NORDIC WALKING MOUNTAIN FRIOL 2026,2026-03-07,ANDAINA OPEN (Menores de 18 años),4,4,0,8,mixto
NORDIC WALKING MOUNTAIN FRIOL 2026,2026-03-07,NORDIC WALKING MOUNTAIN (Mayores de 18 años),22,47,0,69,mixto
NORTHWEST TRIMAN 2014. INDIVIDUAL FEMENINA,2014-06-15,ABSOLUTA FEMININA,0,0,0,0,mixto
NORTHWEST TRIMAN 2014. INDIVIDUAL MASCULINA,2014-06-15,ABSOLUTA,0,0,0,0,mixto
NORTHWEST TRIMAN 2015,2015-06-28,DISTANCIA CORTA,186,30,0,216,mixto
NORTHWEST TRIMAN 2015,2015-06-28,LARGA DISTANCIA,265,8,0,273,mixto
NORTHWEST TRIMAN 2016,2016-06-25,TRIATLON LARGA DISTANCIA,192,5,0,197,mixto
NORTHWEST TRIMAN 2016,2016-06-25,TRIATLON MEDIA DISTANCIA,253,22,0,275,mixto
NORTHWEST TRIMAN 2017,2017-06-25,LARGA DISTANCIA,241,11,0,252,mixto
NORTHWEST TRIMAN 2017,2017-06-25,MEDIA DISTANCIA,220,34,0,254,mixto
NORTHWEST TRIMAN 2018,2018-06-17,LARGA DISTANCIA,222,11,0,233,mixto
NORTHWEST TRIMAN 2018,2018-06-17,MEDIA DISTANCIA,247,24,0,271,mixto
NORTHWEST TRIMAN 2019,2019-06-16,LARGA DISTANCIA,0,0,0,0,mixto
NORTHWEST TRIMAN 2019,2019-06-16,MEDIA DISTANCIA,0,0,0,0,mixto
NORTHWEST TRIMAN 2021,2021-06-27,LARGA DISTANCIA,0,0,0,0,mixto
NORTHWEST TRIMAN 2021,2021-06-27,MEDIA DISTANCIA,274,0,0,274,mixto
O CAMIÑO RACE 2023 (COPA OCRA GALICIA),2023-04-16,ELITE/GE,50,6,0,56,mixto
O CAMIÑO RACE 2023 (COPA OCRA GALICIA),2023-04-16,EQUIPOS,0,0,0,0,mixto
O CAMIÑO RACE 2023 (COPA OCRA GALICIA),2023-04-16,POPULAR,149,86,0,235,mixto
O CAMIÑO RACE 2024,2024-04-21,ELITE,17,7,0,24,mixto
O CAMIÑO RACE 2024,2024-04-21,ELITE (TODOS),54,15,0,69,mixto
O CAMIÑO RACE 2024,2024-04-21,GRUPOS DE EDAD,38,8,0,46,mixto
O CAMIÑO RACE 2024,2024-04-21,POPULAR,228,128,0,356,mixto
O TRAIL DO BRIGANTIA. TERRAS DE PONDAL,2016-08-21,CORTO (15KM 600+),78,27,0,105,mixto
O TRAIL DO BRIGANTIA. TERRAS DE PONDAL,2016-08-21,LARGO (24KM 1000+),100,17,0,117,mixto
OCR ALLARIZ 2016 EXTREMA,2016-03-05,TODOS,113,15,0,128,mixto
OCR CIDADE DE NARON,2021-09-05,ELITE,51,7,0,58,mixto
OCR CIDADE DE NARON,2021-09-05,EQUIPOS NARON 2021,0,0,0,0,mixto
OCR CIDADE DE NARON,2021-09-05,Liga Open Grupos de Edad,46,6,0,52,mixto
OCR CIDADE DE NARON,2021-09-05,Liga Open Popular,42,21,0,63,mixto
OCR CIDADE DE NARON,2021-09-05,Liga Open Élite,46,6,0,52,mixto
OCR CIDADE DE NARON,2021-09-05,Liga Orixe Grupos de Edad,40,6,0,46,mixto
OCR CIDADE DE NARON,2021-09-05,Liga Orixe Popular,39,19,0,58,mixto
OCR CIDADE DE NARON,2021-09-05,Liga Orixe Élite,40,6,0,46,mixto
OCR CIDADE DE NARON,2021-09-05,POPULAR,91,51,0,142,mixto
OCR NALON BEASTS SAN JUAN DE LA ARENA (OBSTÁCULOS),2019-09-21,ELITE (No afiliados OCRA España),14,0,0,14,mixto
OCR NALON BEASTS SAN JUAN DE LA ARENA (OBSTÁCULOS),2019-09-21,ELITE GRUPOS DE EDAD OCRA (Afiliados OCRA España ),13,0,0,13,mixto
OCR NALON BEASTS SAN JUAN DE LA ARENA (OBSTÁCULOS),2019-09-21,ELITE OCRA (Afiliados OCRA España),23,1,0,24,mixto
OCR NALON BEASTS SAN JUAN DE LA ARENA (OBSTÁCULOS),2019-09-21,POPULAR - TANDAS 12:00 A 12:15 (no competitiva),73,19,0,92,mixto
OCR VILA DE ALLARIZ,2019-09-28,COMPETITIVA GRUPOS DE EDAD,22,1,0,23,mixto
OCR VILA DE ALLARIZ,2019-09-28,COMPETITIVA NO OCRA,40,1,0,41,mixto
OCR VILA DE ALLARIZ,2019-09-28,COMPETITIVA OCRA,15,2,0,17,mixto
OCR VILA DE ALLARIZ,2019-09-28,EQUIPOS FEMENINOS,0,0,0,0,mixto
OCR VILA DE ALLARIZ,2019-09-28,EQUIPOS MASCULINOS,0,0,0,0,mixto
OCR VILA DE ALLARIZ,2019-09-28,PAREJAS MIXTAS,0,0,0,0,mixto
OCR VILA DE ALLARIZ,2019-09-28,TANDA POPULAR EQUIPOS FEMENINOS,0,11,0,11,mixto
OCR VILA DE ALLARIZ,2019-09-28,TANDA POPULAR EQUIPOS MASCULINOS,25,0,0,25,mixto
OCR VILA DE ALLARIZ,2019-09-28,TANDA POPULAR PAREJAS MIXTAS,16,16,0,32,mixto
OCR VILA DE ALLARIZ,2019-09-28,TANDAS POPULARES INDIVIDUALES,67,44,0,111,mixto
OCR VILA DE ALLARIZ 2017,2017-05-20,AMATEUR,10,0,0,10,mixto
OCR VILA DE ALLARIZ 2017,2017-05-20,ELITES Y PRE-ELITES,34,2,0,36,mixto
OCR VILA DE ALLARIZ 2017,2017-05-20,POPULARES,129,58,0,187,mixto
OPTIMILK PRO CROSS PONTE ROMANA 8.0 RELEVOS,2025-11-01,RELEVOS MIXTOS SUB10 2016-2017,0,0,1,1,mixto
OPTIMILK PRO CROSS PONTE ROMANA 8.0 RELEVOS,2025-11-01,RELEVOS MIXTOS SUB12 2014-2015,0,0,0,0,mixto
OPTIMILK PRO CROSS PONTE ROMANA 8.0 RELEVOS,2025-11-01,RELEVOS MIXTOS SUB14 2012-2013,0,0,1,1,mixto
OPTIMILK PRO CROSS PONTE ROMANA 8.0 RELEVOS,2025-11-01,RELEVOS MIXTOS SUB16 2010-2011,0,0,0,0,mixto
OPTIMiLK CROSS PONTE ROMANA #7 EDICIÓN RELEVOS,2024-11-02,RELEVOS MIXTOS SUB10 2015-2016,0,2,0,2,mixto
OPTIMiLK CROSS PONTE ROMANA #7 EDICIÓN RELEVOS,2024-11-02,RELEVOS MIXTOS SUB12 2013-2014,0,0,0,0,mixto
OPTIMiLK CROSS PONTE ROMANA #7 EDICIÓN RELEVOS,2024-11-02,RELEVOS MIXTOS SUB14 2011-2012,0,2,0,2,mixto
OPTIMiLK CROSS PONTE ROMANA #7 EDICIÓN RELEVOS,2024-11-02,RELEVOS MIXTOS SUB16 2009-2010,0,4,0,4,mixto
"OS 21 DO CAMIÑO, MEDIA MARATON JIM SPORTS 2014",2014-06-28,PROBA ABSOLUTA. DISTANCIA: 21097 M,0,0,0,0,mixto
"OS 21 DO CAMIÑO, MEDIA MARATON JIM SPORTS 2014. PROBA BENXAMIN E ALEVIN",2014-06-28,PROBA BENXAMIN E ALEVIN. DISTANCIA: 1000 M,0,0,0,0,mixto
"OS 21 DO CAMIÑO, MEDIA MARATON JIM SPORTS 2014. PROBA INFANTIL CADETE E XUVENIL",2014-06-28,"PROBA INFANTIL, CADETE E XUVENIL. DISTANCIA: 2000 M",0,0,0,0,mixto
PASEO OMBREIRO,2016-04-17,ADULTOS (2000 Y AÑOS ANTERIORES),437,153,0,590,mixto
PASEO OMBREIRO,2016-04-17,"CATEGORIA ""C"" : 2001 – 2002 - 2003",12,1,0,13,mixto
PASEO OMBREIRO,2016-04-17,CATEGORIA “A” : 2007 – 2008 – 2009,66,73,0,139,mixto
PASEO OMBREIRO,2016-04-17,CATEGORIA “B” : 2004 – 2005 – 2006,27,27,0,54,mixto
POLICE CHALLENGE,2022-07-03,ELITE,99,18,0,117,mixto
PONTEVEDRA NON STOP EQUIPOS,2014-10-04,EQUIPOS-2,0,0,0,0,mixto
PONTEVEDRA NON STOP EQUIPOS,2014-10-04,EQUIPOS-3,0,0,0,0,mixto
PONTEVEDRA NON STOP EQUIPOS,2014-10-04,EQUIPOS-4,0,0,0,0,mixto
PONTEVEDRA NON STOP INDIVIDUAL,2014-10-04,INDIVIDUAL,0,0,0,0,mixto
