fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,evento_ref,resultado_ref,nombre_evento,nombre_prueba,distancia_m
cronorunner,XVIII SUBIDA VERTICAL GRAN HOTEL BALI (OPEN),2024-04-27,Sábado,0.052,trail running,Absoluta/General,75.0,213.0,Benidorm,la Marina Baixa,Comunitat Valenciana,441-1821,441-1821-2650,XVIII SUBIDA VERTICAL GRAN HOTEL BALI,OPEN,52
cronorunner,XVIII SUBIDA VERTICAL GRAN HOTEL BALI (BOMBEROS/AS),2024-04-27,Sábado,0.052,trail running,Absoluta/General,3.0,119.0,Benidorm,la Marina Baixa,Comunitat Valenciana,441-1821,441-1821-2651,XVIII SUBIDA VERTICAL GRAN HOTEL BALI,BOMBEROS/AS,52
cronorunner,XVIII SUBIDA VERTICAL GRAN HOTEL BALI (ELITE - M),2024-04-27,Sábado,0.052,trail running,Elite,0.0,1.0,Benidorm,la Marina Baixa,Comunitat Valenciana,441-1821,441-1821-2652,XVIII SUBIDA VERTICAL GRAN HOTEL BALI,ELITE - M,52
cronorunner,XVIII SUBIDA VERTICAL GRAN HOTEL BALI (DOBLE MODALIDAD OPEN/BOMBEROS),2024-04-27,Sábado,0.052,trail running,Absoluta/General,,,Benidorm,la Marina Baixa,Comunitat Valenciana,441-1821,441-1821-2653,XVIII SUBIDA VERTICAL GRAN HOTEL BALI,DOBLE MODALIDAD OPEN/BOMBEROS,52
cronorunner,XI VOLTA A PEU A L ÉNOVA,2024-04-27,Sábado,8.0,road running,Absoluta/General,76.0,256.0,l'Énova,València / Valencia,Comunitat Valenciana,369-1842,369-1842-2749,XI VOLTA A PEU A L ÉNOVA,8k,8000
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (Chupetines (2022-2024))",2024-04-27,Sábado,0.1,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2847,"IV 10K ""Via Materal"" Ciutat de Sueca",Chupetines (2022-2024),100
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (Chupetines (2019-2021))",2024-04-27,Sábado,0.1,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2848,"IV 10K ""Via Materal"" Ciutat de Sueca",Chupetines (2019-2021),100
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (Prebenjamin (2017-2018))",2024-04-27,Sábado,0.4,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2849,"IV 10K ""Via Materal"" Ciutat de Sueca",Prebenjamin (2017-2018),400
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (Benjamin (2016-2015))",2024-04-27,Sábado,0.7,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2850,"IV 10K ""Via Materal"" Ciutat de Sueca",Benjamin (2016-2015),700
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (Alevin (2013-2014))",2024-04-27,Sábado,0.8,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2851,"IV 10K ""Via Materal"" Ciutat de Sueca",Alevin (2013-2014),800
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (Infantil (2011-2012))",2024-04-27,Sábado,1.1,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2852,"IV 10K ""Via Materal"" Ciutat de Sueca",Infantil (2011-2012),1100
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (Cadete (2009-2010))",2024-04-27,Sábado,1.6,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2853,"IV 10K ""Via Materal"" Ciutat de Sueca",Cadete (2009-2010),1600
cronorunner,"IV 10K ""Via Materal"" Ciutat de Sueca (10k)",2024-04-27,Sábado,10.0,road running,Absoluta/General,140.0,480.0,Sueca,València / Valencia,Comunitat Valenciana,569-1871,569-1871-2738,"IV 10K ""Via Materal"" Ciutat de Sueca",10k,10000
cronorunner,"Carrera Popular Lucha contra la Droga Memorial Benito Pozo (Marcha (1,4km))",2024-04-20,Sábado,1.4,marcha,Absoluta/General,,,Torrent,l'Horta Sud,Comunitat Valenciana,647-1943,647-1943-2864,Carrera Popular Lucha contra la Droga Memorial Benito Pozo,"Marcha (1,4km)",1400
cronorunner,Carrera Popular Lucha contra la Droga Memorial Benito Pozo (6km),2024-04-20,Sábado,6.0,road running,Absoluta/General,39.0,69.0,Torrent,l'Horta Sud,Comunitat Valenciana,647-1943,647-1943-2863,Carrera Popular Lucha contra la Droga Memorial Benito Pozo,6km,6000
cronorunner,X ALÈDUA TRAIL MEMORIAL MJ (13k),2024-04-14,Domingo,13.0,trail running,Absoluta/General,71.0,158.0,Llombai,València / Valencia,Comunitat Valenciana,287-1882,287-1882-2785,X ALÈDUA TRAIL MEMORIAL MJ,13k,13000
cronorunner,X ALÈDUA TRAIL MEMORIAL MJ (23k),2024-04-14,Domingo,23.0,trail running,Absoluta/General,15.0,118.0,Llombai,València / Valencia,Comunitat Valenciana,287-1882,287-1882-2786,X ALÈDUA TRAIL MEMORIAL MJ,23k,23000
cronorunner,XXVI VOLTA A PEU ALGINET (Compro camiseta (NO CORRO)),2024-04-13,Sábado,0.0,road running,Absoluta/General,,,Alginet,València / Valencia,Comunitat Valenciana,307-1845,307-1845-2816,XXVI VOLTA A PEU ALGINET,Compro camiseta (NO CORRO),0
cronorunner,XXVI VOLTA A PEU ALGINET (Prebenjamin),2024-04-13,Sábado,0.2,road running,Infantil,,,Alginet,València / Valencia,Comunitat Valenciana,307-1845,307-1845-2817,XXVI VOLTA A PEU ALGINET,Prebenjamin,200
cronorunner,XXVI VOLTA A PEU ALGINET (Benjami),2024-04-13,Sábado,0.5,road running,Infantil,19.0,21.0,Alginet,València / Valencia,Comunitat Valenciana,307-1845,307-1845-2818,XXVI VOLTA A PEU ALGINET,Benjami,500
cronorunner,XXVI VOLTA A PEU ALGINET (Alevi),2024-04-13,Sábado,1.0,road running,Absoluta/General,20.0,15.0,Alginet,València / Valencia,Comunitat Valenciana,307-1845,307-1845-2819,XXVI VOLTA A PEU ALGINET,Alevi,1000
cronorunner,XXVI VOLTA A PEU ALGINET (Infantil),2024-04-13,Sábado,1.5,road running,Infantil,9.0,9.0,Alginet,València / Valencia,Comunitat Valenciana,307-1845,307-1845-2820,XXVI VOLTA A PEU ALGINET,Infantil,1500
cronorunner,XXVI VOLTA A PEU ALGINET (Cadet),2024-04-13,Sábado,2.25,road running,Infantil,8.0,12.0,Alginet,València / Valencia,Comunitat Valenciana,307-1845,307-1845-2821,XXVI VOLTA A PEU ALGINET,Cadet,2250
cronorunner,XXVI VOLTA A PEU ALGINET (8k),2024-04-13,Sábado,8.0,road running,Absoluta/General,101.0,371.0,Alginet,València / Valencia,Comunitat Valenciana,307-1845,307-1845-2752,XXVI VOLTA A PEU ALGINET,8k,8000
cronorunner,V 5K ARCO FOIOS (Compra camiseta ( NO CORRO)),2024-04-13,Sábado,0.0,road running,Absoluta/General,,,Foios,l'Horta Nord,Comunitat Valenciana,534-1884,534-1884-2843,V 5K ARCO FOIOS,Compra camiseta ( NO CORRO),0
cronorunner,V 5K ARCO FOIOS (5K Menores),2024-04-13,Sábado,5.0,road running,Infantil,17.0,16.0,Foios,l'Horta Nord,Comunitat Valenciana,534-1884,534-1884-2888,V 5K ARCO FOIOS,5K Menores,5000
cronorunner,V 5K ARCO FOIOS (5k),2024-04-13,Sábado,5.0,road running,Absoluta/General,146.0,361.0,Foios,l'Horta Nord,Comunitat Valenciana,534-1884,534-1884-2789,V 5K ARCO FOIOS,5k,5000
cronorunner,XI 7K SANT VICENT DE LLIRIA,2024-04-13,Sábado,9.0,road running,Absoluta/General,72.0,230.0,Llíria,València / Valencia,Comunitat Valenciana,445-1919,445-1919-2828,XI 7K SANT VICENT DE LLIRIA,9k,9000
cronorunner,XXII VOLTA A PEU GAVARDA (Compro coca de calabaza (NO CORRO)),2024-04-06,Sábado,0.0,road running,Absoluta/General,,,Gavarda,València / Valencia,Comunitat Valenciana,296-1844,296-1844-2859,XXII VOLTA A PEU GAVARDA,Compro coca de calabaza (NO CORRO),0
cronorunner,XXII VOLTA A PEU GAVARDA (Iniciació/Nanos (2017 y posteriors)),2024-04-06,Sábado,0.1,road running,Absoluta/General,,,Gavarda,València / Valencia,Comunitat Valenciana,296-1844,296-1844-2854,XXII VOLTA A PEU GAVARDA,Iniciació/Nanos (2017 y posteriors),100
cronorunner,XXII VOLTA A PEU GAVARDA (Benjami (2015-2016)),2024-04-06,Sábado,0.4,road running,Infantil,17.0,17.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1844,296-1844-2855,XXII VOLTA A PEU GAVARDA,Benjami (2015-2016),400
cronorunner,XXII VOLTA A PEU GAVARDA (Alevi (2013-2014)),2024-04-06,Sábado,1.0,road running,Absoluta/General,11.0,16.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1844,296-1844-2856,XXII VOLTA A PEU GAVARDA,Alevi (2013-2014),1000
cronorunner,XXII VOLTA A PEU GAVARDA (Infantil (2011-2012)),2024-04-06,Sábado,1.4,road running,Infantil,10.0,4.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1844,296-1844-2857,XXII VOLTA A PEU GAVARDA,Infantil (2011-2012),1400
cronorunner,XXII VOLTA A PEU GAVARDA (Cadet (2007-2010)),2024-04-06,Sábado,2.0,road running,Infantil,7.0,8.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1844,296-1844-2858,XXII VOLTA A PEU GAVARDA,Cadet (2007-2010),2000
cronorunner,XXII VOLTA A PEU GAVARDA (6k),2024-04-06,Sábado,6.0,road running,Absoluta/General,84.0,256.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1844,296-1844-2751,XXII VOLTA A PEU GAVARDA,6k,6000
cronorunner,XXIV GRAN FONS DE PUÇOL (15k),2024-04-06,Sábado,15.0,road running,Absoluta/General,152.0,569.0,Puçol,l'Horta Nord,Comunitat Valenciana,433-1883,433-1883-2787,XXIV GRAN FONS DE PUÇOL,15k,15000
cronorunner,"XXIV GRAN FONS DE PUÇOL (4,7k)",2024-04-06,Sábado,4.7,road running,Absoluta/General,38.0,48.0,Puçol,l'Horta Nord,Comunitat Valenciana,433-1883,433-1883-2788,XXIV GRAN FONS DE PUÇOL,"4,7k",4700
cronorunner,XLII VOLTA A PEU XIRIVELLA,2024-03-24,Domingo,7.275,road running,Absoluta/General,230.0,647.0,Xirivella,l'Horta Sud,Comunitat Valenciana,377-1910,377-1910-2838,XLII VOLTA A PEU XIRIVELLA,"7,2km",7275
cronorunner,V 10k CIUTAT DE PICASSENT (Compra camiseta (NO CORRO)),2024-03-23,Sábado,0.0,road running,Absoluta/General,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2804,V 10k CIUTAT DE PICASSENT,Compra camiseta (NO CORRO),0
cronorunner,V 10k CIUTAT DE PICASSENT (Chupetines),2024-03-23,Sábado,0.1,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2805,V 10k CIUTAT DE PICASSENT,Chupetines,100
cronorunner,V 10k CIUTAT DE PICASSENT (Prebenjamin),2024-03-23,Sábado,0.4,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2806,V 10k CIUTAT DE PICASSENT,Prebenjamin,400
cronorunner,V 10k CIUTAT DE PICASSENT (Benjamin),2024-03-23,Sábado,0.6,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2807,V 10k CIUTAT DE PICASSENT,Benjamin,600
cronorunner,V 10k CIUTAT DE PICASSENT (Alevin),2024-03-23,Sábado,1.0,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2808,V 10k CIUTAT DE PICASSENT,Alevin,1000
cronorunner,V 10k CIUTAT DE PICASSENT (Infantil),2024-03-23,Sábado,1.5,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2809,V 10k CIUTAT DE PICASSENT,Infantil,1500
cronorunner,V 10k CIUTAT DE PICASSENT (Cadete),2024-03-23,Sábado,1.8,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2810,V 10k CIUTAT DE PICASSENT,Cadete,1800
cronorunner,V 10k CIUTAT DE PICASSENT (10k),2024-03-23,Sábado,10.0,road running,Absoluta/General,199.0,709.0,Picassent,l'Horta Sud,Comunitat Valenciana,536-1870,536-1870-2737,V 10k CIUTAT DE PICASSENT,10k,10000
cronorunner,IX 10k D' ALCÁNTERA DEL XÚQUER,2024-03-10,Domingo,10.0,road running,Absoluta/General,90.0,297.0,Alcàntera de Xúquer,València / Valencia,Comunitat Valenciana,134-1843,134-1843-2750,IX 10k D' ALCÁNTERA DEL XÚQUER,10k,10000
cronorunner,VI CARRERA DE LA DONA - MONTSERRAT,2024-03-08,Viernes,3.0,road running,Absoluta/General,,,Montserrat,València / Valencia,Comunitat Valenciana,576-1906,576-1906-2811,VI CARRERA DE LA DONA - MONTSERRAT,3k,3000
cronorunner,CIRCUIT CAIXA POPULAR RIBERA DE XÚQUER - SELECCIÓN TALLA INSCRITOS MODALIDAD GLOBAL,2024-03-06,Miércoles,0.0,road running,Absoluta/General,,,Mareny deBarraquetes,,,646-1939,646-1939-2827,CIRCUIT CAIXA POPULAR RIBERA DE XÚQUER - SELECCIÓN TALLA INSCRITOS MODALIDAD GLOBAL,ELECCIÓN TALLA - SOLO INSCRITOS CIRCUITO COMPLETO,0
cronorunner,V VOLTA A PEU BENÉFICA FALLA EL RABAL (Fila 0 (No corro)),2024-02-24,Sábado,0.0,road running,Absoluta/General,,,Catarroja,l'Horta Sud,Comunitat Valenciana,316-1837,316-1837-2711,V VOLTA A PEU BENÉFICA FALLA EL RABAL,Fila 0 (No corro),0
cronorunner,V VOLTA A PEU BENÉFICA FALLA EL RABAL (6k),2024-02-24,Sábado,6.0,road running,Absoluta/General,104.0,237.0,Catarroja,l'Horta Sud,Comunitat Valenciana,316-1837,316-1837-2706,V VOLTA A PEU BENÉFICA FALLA EL RABAL,6k,6000
cronorunner,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Nanos),2024-02-18,Domingo,0.05,road running,Absoluta/General,,,Pedralba de la Pradería,,Zamora,366-1826,366-1826-2723,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Nanos,50
cronorunner,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Prebenjamin),2024-02-18,Domingo,0.08,road running,Infantil,,,Pedralba de la Pradería,,Zamora,366-1826,366-1826-2724,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Prebenjamin,80
cronorunner,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Benjamin),2024-02-18,Domingo,0.3,road running,Infantil,,,Pedralba de la Pradería,,Zamora,366-1826,366-1826-2725,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Benjamin,300
cronorunner,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Alevin),2024-02-18,Domingo,0.8,road running,Infantil,,,Pedralba de la Pradería,,Zamora,366-1826,366-1826-2726,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Alevin,800
cronorunner,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Infantil),2024-02-18,Domingo,1.6,road running,Infantil,,,Pedralba de la Pradería,,Zamora,366-1826,366-1826-2727,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Infantil,1600
cronorunner,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Cadete),2024-02-18,Domingo,2.8,road running,Infantil,,,Pedralba de la Pradería,,Zamora,366-1826,366-1826-2728,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Cadete,2800
cronorunner,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (10k),2024-02-18,Domingo,10.0,road running,Absoluta/General,77.0,266.0,Pedralba de la Pradería,,Zamora,366-1826,366-1826-2722,XV CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,10k,10000
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Carrera Absoluta)",2024-02-18,Domingo,10.0,road running,Absoluta/General,217.0,640.0,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2736,"XIII 10k ALBAL ""POR ESA SONRISA""",Carrera Absoluta,10000
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Andarines)",2024-02-18,Domingo,5.0,road running,Absoluta/General,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2770,"XIII 10k ALBAL ""POR ESA SONRISA""",Andarines,5000
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Cadete (2009-2010))",2024-02-18,Domingo,1.2,road running,Infantil,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2777,"XIII 10k ALBAL ""POR ESA SONRISA""",Cadete (2009-2010),1200
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Infantil (2011-2012))",2024-02-18,Domingo,1.0,road running,Infantil,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2776,"XIII 10k ALBAL ""POR ESA SONRISA""",Infantil (2011-2012),1000
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Alevin (2013-2014))",2024-02-18,Domingo,0.8,road running,Infantil,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2775,"XIII 10k ALBAL ""POR ESA SONRISA""",Alevin (2013-2014),800
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Benjamin (2015-2016))",2024-02-18,Domingo,0.8,road running,Infantil,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2774,"XIII 10k ALBAL ""POR ESA SONRISA""",Benjamin (2015-2016),800
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Pre-Benjamin (2017-2018))",2024-02-18,Domingo,0.4,road running,Infantil,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2773,"XIII 10k ALBAL ""POR ESA SONRISA""",Pre-Benjamin (2017-2018),400
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Querubin (2019-2020))",2024-02-18,Domingo,0.1,road running,Absoluta/General,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2772,"XIII 10k ALBAL ""POR ESA SONRISA""",Querubin (2019-2020),100
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Chupetin (2021-2024))",2024-02-18,Domingo,0.1,road running,Infantil,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2771,"XIII 10k ALBAL ""POR ESA SONRISA""",Chupetin (2021-2024),100
cronorunner,"XIII 10k ALBAL ""POR ESA SONRISA"" (Juvenil (2008-2007))",2024-02-18,Domingo,1.2,road running,Infantil,,,Albal,l'Horta Sud,Comunitat Valenciana,514-1869,514-1869-2778,"XIII 10k ALBAL ""POR ESA SONRISA""",Juvenil (2008-2007),1200
cronorunner,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Benjami (2015-2016)),2024-02-11,Domingo,0.6,road running,Infantil,18.0,19.0,Turís,València / Valencia,Comunitat Valenciana,295-1841,295-1841-2766,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Benjami (2015-2016),600
cronorunner,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Alevi (2013-2014)),2024-02-11,Domingo,1.0,road running,Absoluta/General,14.0,15.0,Turís,València / Valencia,Comunitat Valenciana,295-1841,295-1841-2767,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Alevi (2013-2014),1000
cronorunner,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Infantil (2011-2012)),2024-02-11,Domingo,1.6,road running,Infantil,16.0,7.0,Turís,València / Valencia,Comunitat Valenciana,295-1841,295-1841-2768,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Infantil (2011-2012),1600
cronorunner,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Cadet (2007-2010)),2024-02-11,Domingo,2.0,road running,Infantil,43.0,34.0,Turís,València / Valencia,Comunitat Valenciana,295-1841,295-1841-2769,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Cadet (2007-2010),2000
cronorunner,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Gran Fons),2024-02-11,Domingo,16.0,road running,Absoluta/General,56.0,272.0,Turís,València / Valencia,Comunitat Valenciana,295-1841,295-1841-2748,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Gran Fons,16000
cronorunner,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Cursa iniciació),2024-02-11,Domingo,8.6,road running,Absoluta/General,33.0,70.0,Turís,València / Valencia,Comunitat Valenciana,295-1841,295-1841-2765,XVIII GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Cursa iniciació,8600
cronorunner,GALA FINAL CIRCUIT CAIXA POPULAR HORTA SUD (5 carreras completadas),2024-02-02,Viernes,0.0,road running,Absoluta/General,,,Alaquàs,l'Horta Sud,Comunitat Valenciana,575-1868,575-1868-2733,GALA FINAL CIRCUIT CAIXA POPULAR HORTA SUD,5 carreras completadas,0
cronorunner,GALA FINAL CIRCUIT CAIXA POPULAR HORTA SUD (6 carreras completadas),2024-02-02,Viernes,0.0,road running,Absoluta/General,,,Alaquàs,l'Horta Sud,Comunitat Valenciana,575-1868,575-1868-2734,GALA FINAL CIRCUIT CAIXA POPULAR HORTA SUD,6 carreras completadas,0
cronorunner,GALA FINAL CIRCUIT CAIXA POPULAR HORTA SUD (7 carreras completadas),2024-02-02,Viernes,0.0,road running,Absoluta/General,,,Alaquàs,l'Horta Sud,Comunitat Valenciana,575-1868,575-1868-2735,GALA FINAL CIRCUIT CAIXA POPULAR HORTA SUD,7 carreras completadas,0
cronorunner,XVIII TRAIL 3 PICS LES RODANES (Sprint Subida),2024-01-28,Domingo,0.0,trail running,Absoluta/General,,,Vilamarxant,València / Valencia,Comunitat Valenciana,136-1833,136-1833-2803,XVIII TRAIL 3 PICS LES RODANES,Sprint Subida,0
cronorunner,XVIII TRAIL 3 PICS LES RODANES (Iniciació Trail 8km),2024-01-28,Domingo,8.0,trail running,Absoluta/General,97.0,107.0,Vilamarxant,València / Valencia,Comunitat Valenciana,136-1833,136-1833-2689,XVIII TRAIL 3 PICS LES RODANES,Iniciació Trail 8km,8000
cronorunner,XVIII TRAIL 3 PICS LES RODANES (Prueba Reina 28km),2024-01-28,Domingo,28.0,trail running,Absoluta/General,18.0,187.0,Vilamarxant,València / Valencia,Comunitat Valenciana,136-1833,136-1833-2687,XVIII TRAIL 3 PICS LES RODANES,Prueba Reina 28km,28000
cronorunner,XVIII TRAIL 3 PICS LES RODANES (RAPITTRAIL 14KM),2024-01-28,Domingo,14.0,trail running,Absoluta/General,154.0,337.0,Vilamarxant,València / Valencia,Comunitat Valenciana,136-1833,136-1833-2688,XVIII TRAIL 3 PICS LES RODANES,RAPITTRAIL 14KM,14000
cronorunner,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Querubi (2018-2019)),2024-01-27,Sábado,0.3,trail running,Absoluta/General,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1830,449-1830-2779,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Querubi (2018-2019),300
cronorunner,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Pre-Benjamin (2016-2017)),2024-01-27,Sábado,0.3,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1830,449-1830-2780,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Pre-Benjamin (2016-2017),300
cronorunner,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Benjamin (2014-2015)),2024-01-27,Sábado,0.6,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1830,449-1830-2781,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Benjamin (2014-2015),600
cronorunner,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Alevin (2012-2013)),2024-01-27,Sábado,1.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1830,449-1830-2782,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Alevin (2012-2013),1000
cronorunner,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Infantil (2010-2011)),2024-01-27,Sábado,1.5,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1830,449-1830-2783,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Infantil (2010-2011),1500
cronorunner,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Cadet (2008 – 2009)),2024-01-27,Sábado,2.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1830,449-1830-2784,VIII TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Cadet (2008 – 2009),2000
cronorunner,II CARRERA SANT ROQUENSE MUSEROS (Dorsal 0),2024-01-20,Sábado,0.0,road running,Absoluta/General,,,Museros,l'Horta Nord,Comunitat Valenciana,642-1866,642-1866-2792,II CARRERA SANT ROQUENSE MUSEROS,Dorsal 0,0
cronorunner,II CARRERA SANT ROQUENSE MUSEROS (5k),2024-01-20,Sábado,5.0,road running,Absoluta/General,,,Museros,l'Horta Nord,Comunitat Valenciana,642-1866,642-1866-2732,II CARRERA SANT ROQUENSE MUSEROS,5k,5000
cronorunner,XXXVII SAN SILVESTRE D'ALBALAT DE LA RIBERA (0 a 7 anys),2023-12-31,Domingo,0.0,road running,Absoluta/General,,,Albalat de la Ribera,València / Valencia,Comunitat Valenciana,113-1860,113-1860-2729,XXXVII SAN SILVESTRE D'ALBALAT DE LA RIBERA,0 a 7 anys,0
cronorunner,XXXVII SAN SILVESTRE D'ALBALAT DE LA RIBERA (de 8 a 11 anys),2023-12-31,Domingo,0.0,road running,Absoluta/General,,,Albalat de la Ribera,València / Valencia,Comunitat Valenciana,113-1860,113-1860-2730,XXXVII SAN SILVESTRE D'ALBALAT DE LA RIBERA,de 8 a 11 anys,0
cronorunner,XXXVII SAN SILVESTRE D'ALBALAT DE LA RIBERA (A partir de 12 anys),2023-12-31,Domingo,6.0,road running,Absoluta/General,,,Albalat de la Ribera,València / Valencia,Comunitat Valenciana,113-1860,113-1860-2731,XXXVII SAN SILVESTRE D'ALBALAT DE LA RIBERA,A partir de 12 anys,6000
