fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,evento_ref,resultado_ref,nombre_evento,nombre_prueba,distancia_m
cronorunner,IV SCHNEIDER ELECTRIC 7K MELIANA (Chupetin (2022-2017)),2022-05-21,Sábado,0.0,road running,Infantil,,,Meliana,l'Horta Nord,Comunitat Valenciana,439-1590,439-1590-2069,IV SCHNEIDER ELECTRIC 7K MELIANA,Chupetin (2022-2017),0
cronorunner,IV SCHNEIDER ELECTRIC 7K MELIANA (Prebenjamín ( 2016-2015)),2022-05-21,Sábado,0.0,road running,Infantil,,,Meliana,l'Horta Nord,Comunitat Valenciana,439-1590,439-1590-2070,IV SCHNEIDER ELECTRIC 7K MELIANA,Prebenjamín ( 2016-2015),0
cronorunner,IV SCHNEIDER ELECTRIC 7K MELIANA (Benjamin (2013-2014)),2022-05-21,Sábado,0.0,road running,Infantil,,,Meliana,l'Horta Nord,Comunitat Valenciana,439-1590,439-1590-2071,IV SCHNEIDER ELECTRIC 7K MELIANA,Benjamin (2013-2014),0
cronorunner,IV SCHNEIDER ELECTRIC 7K MELIANA (Alevin (2011-2012)),2022-05-21,Sábado,0.0,road running,Infantil,,,Meliana,l'Horta Nord,Comunitat Valenciana,439-1590,439-1590-2072,IV SCHNEIDER ELECTRIC 7K MELIANA,Alevin (2011-2012),0
cronorunner,IV SCHNEIDER ELECTRIC 7K MELIANA (Infantil (2009-2010)),2022-05-21,Sábado,0.0,road running,Infantil,,,Meliana,l'Horta Nord,Comunitat Valenciana,439-1590,439-1590-2073,IV SCHNEIDER ELECTRIC 7K MELIANA,Infantil (2009-2010),0
cronorunner,IV SCHNEIDER ELECTRIC 7K MELIANA (Cadete (2007-2008)),2022-05-21,Sábado,0.0,road running,Infantil,,,Meliana,l'Horta Nord,Comunitat Valenciana,439-1590,439-1590-2074,IV SCHNEIDER ELECTRIC 7K MELIANA,Cadete (2007-2008),0
cronorunner,IV SCHNEIDER ELECTRIC 7K MELIANA (7k),2022-05-21,Sábado,7.0,road running,Absoluta/General,197.0,500.0,Meliana,l'Horta Nord,Comunitat Valenciana,439-1590,439-1590-1995,IV SCHNEIDER ELECTRIC 7K MELIANA,7k,7000
cronorunner,XL VOLTA A PEU LLUIS VIVES (Menudets (a partir de 2016)),2022-05-20,Viernes,0.1,road running,Absoluta/General,,,Sueca,València / Valencia,Comunitat Valenciana,384-1631,384-1631-2100,XL VOLTA A PEU LLUIS VIVES,Menudets (a partir de 2016),100
cronorunner,XL VOLTA A PEU LLUIS VIVES (Prebenjamí (2014-2015)),2022-05-20,Viernes,0.3,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,384-1631,384-1631-2101,XL VOLTA A PEU LLUIS VIVES,Prebenjamí (2014-2015),300
cronorunner,XL VOLTA A PEU LLUIS VIVES (Benjamí (2013 - 2012)),2022-05-20,Viernes,0.5,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,384-1631,384-1631-2102,XL VOLTA A PEU LLUIS VIVES,Benjamí (2013 - 2012),500
cronorunner,XL VOLTA A PEU LLUIS VIVES (Aleví (2010-2011)),2022-05-20,Viernes,0.8,road running,Absoluta/General,,,Sueca,València / Valencia,Comunitat Valenciana,384-1631,384-1631-2103,XL VOLTA A PEU LLUIS VIVES,Aleví (2010-2011),800
cronorunner,XL VOLTA A PEU LLUIS VIVES (Infantil (2008-2009)),2022-05-20,Viernes,0.8,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,384-1631,384-1631-2104,XL VOLTA A PEU LLUIS VIVES,Infantil (2008-2009),800
cronorunner,XL VOLTA A PEU LLUIS VIVES (Cadet (2006 - 2007)),2022-05-20,Viernes,1.5,road running,Infantil,,,Sueca,València / Valencia,Comunitat Valenciana,384-1631,384-1631-2105,XL VOLTA A PEU LLUIS VIVES,Cadet (2006 - 2007),1500
cronorunner,XL VOLTA A PEU LLUIS VIVES (5k),2022-05-20,Viernes,5.0,road running,Absoluta/General,,,Sueca,València / Valencia,Comunitat Valenciana,384-1631,384-1631-2099,XL VOLTA A PEU LLUIS VIVES,5k,5000
cronorunner,V 10K MANISES,2022-05-15,Domingo,10.0,road running,Absoluta/General,85.0,335.0,Manises,l'Horta Sud,Comunitat Valenciana,560-1585,560-1585-2076,V 10K MANISES,10k,10000
cronorunner,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Prebenjamín ( 2019-2015)),2022-05-14,Sábado,0.1,road running,Infantil,,,Alberic,València / Valencia,Comunitat Valenciana,264-1555,264-1555-2079,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Prebenjamín ( 2019-2015),100
cronorunner,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Benjamin (2013-2014)),2022-05-14,Sábado,0.4,road running,Infantil,23.0,35.0,Alberic,València / Valencia,Comunitat Valenciana,264-1555,264-1555-2080,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Benjamin (2013-2014),400
cronorunner,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Alevin (2011-2012)),2022-05-14,Sábado,1.0,road running,Infantil,26.0,13.0,Alberic,València / Valencia,Comunitat Valenciana,264-1555,264-1555-2081,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Alevin (2011-2012),1000
cronorunner,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Infantil (2009-2010)),2022-05-14,Sábado,1.5,road running,Infantil,17.0,15.0,Alberic,València / Valencia,Comunitat Valenciana,264-1555,264-1555-2082,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Infantil (2009-2010),1500
cronorunner,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (Cadete (2005-2008)),2022-05-14,Sábado,2.0,road running,Infantil,10.0,9.0,Alberic,València / Valencia,Comunitat Valenciana,264-1555,264-1555-2083,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),Cadete (2005-2008),2000
cronorunner,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA) (8k),2022-05-14,Sábado,8.0,road running,Absoluta/General,98.0,295.0,Alberic,València / Valencia,Comunitat Valenciana,264-1555,264-1555-2078,XXVI VOLTA A PEU ALBERIC (LA CARRERA DE LA MONA),8k,8000
cronorunner,"II 10K ""Via Materal"" Ciutat de Sueca",2022-05-14,Sábado,10.0,road running,Absoluta/General,74.0,313.0,Sueca,València / Valencia,Comunitat Valenciana,569-1575,569-1575-1983,"II 10K ""Via Materal"" Ciutat de Sueca",10k,10000
cronorunner,I MUKWANO BIRA LAGUN (FILA 0 (No corro)),2022-05-14,Sábado,0.0,road running,Absoluta/General,,,Laguardia,Arabako Errioxa,Araba / Álava,613-1627,613-1627-2061,I MUKWANO BIRA LAGUN,FILA 0 (No corro),0
cronorunner,I MUKWANO BIRA LAGUN (Benjamín (8-10)),2022-05-14,Sábado,0.6,road running,Infantil,,,Laguardia,Arabako Errioxa,Araba / Álava,613-1627,613-1627-2057,I MUKWANO BIRA LAGUN,Benjamín (8-10),600
cronorunner,I MUKWANO BIRA LAGUN (Infantil (11-14)),2022-05-14,Sábado,0.9,road running,Infantil,,,Laguardia,Arabako Errioxa,Araba / Álava,613-1627,613-1627-2058,I MUKWANO BIRA LAGUN,Infantil (11-14),900
cronorunner,I MUKWANO BIRA LAGUN (Cadete-Juvenil (15-17)),2022-05-14,Sábado,3.0,road running,Infantil,,,Laguardia,Arabako Errioxa,Araba / Álava,613-1627,613-1627-2059,I MUKWANO BIRA LAGUN,Cadete-Juvenil (15-17),3000
cronorunner,I MUKWANO BIRA LAGUN (Sénior (+18)),2022-05-14,Sábado,5.0,road running,Absoluta/General,,,Laguardia,Arabako Errioxa,Araba / Álava,613-1627,613-1627-2060,I MUKWANO BIRA LAGUN,Sénior (+18),5000
cronorunner,I MUKWANO BIRA LAGUN (Pre-Benjamin (0-7)),2022-05-14,Sábado,0.3,road running,Infantil,,,Laguardia,Arabako Errioxa,Araba / Álava,613-1627,613-1627-2056,I MUKWANO BIRA LAGUN,Pre-Benjamin (0-7),300
cronorunner,V 5K EMPERADOR MEMORIAL EVA GIMENO,2022-05-08,Domingo,5.0,road running,Absoluta/General,164.0,332.0,Emperador,l'Horta Nord,Comunitat Valenciana,392-1589,392-1589-1994,V 5K EMPERADOR MEMORIAL EVA GIMENO,5k,5000
cronorunner,X VOLTA A PEU A TAVERNES BLANQUES AVAPACE (Caminata),2022-05-01,Domingo,0.0,road running,Absoluta/General,,,Tavernes Blanques,l'Horta Nord,Comunitat Valenciana,208-1619,208-1619-2086,X VOLTA A PEU A TAVERNES BLANQUES AVAPACE,Caminata,0
cronorunner,X VOLTA A PEU A TAVERNES BLANQUES AVAPACE (Absoluta),2022-05-01,Domingo,0.0,road running,Absoluta/General,84.0,178.0,Tavernes Blanques,l'Horta Nord,Comunitat Valenciana,208-1619,208-1619-2087,X VOLTA A PEU A TAVERNES BLANQUES AVAPACE,Absoluta,0
cronorunner,XXXIII VOLTA A PEU A L´ALCÚDIA (PREBENJAMÍ (2016-2015)),2022-04-30,Sábado,0.3,road running,Infantil,,,l'Alcúdia,València / Valencia,Comunitat Valenciana,206-1554,206-1554-2051,XXXIII VOLTA A PEU A L´ALCÚDIA,PREBENJAMÍ (2016-2015),300
cronorunner,XXXIII VOLTA A PEU A L´ALCÚDIA (BENJAMÍ (2013-2014)),2022-04-30,Sábado,0.6,road running,Infantil,15.0,19.0,l'Alcúdia,València / Valencia,Comunitat Valenciana,206-1554,206-1554-2052,XXXIII VOLTA A PEU A L´ALCÚDIA,BENJAMÍ (2013-2014),600
cronorunner,XXXIII VOLTA A PEU A L´ALCÚDIA (ALEVÍ (2011-2012)),2022-04-30,Sábado,1.0,road running,Absoluta/General,19.0,14.0,l'Alcúdia,València / Valencia,Comunitat Valenciana,206-1554,206-1554-2053,XXXIII VOLTA A PEU A L´ALCÚDIA,ALEVÍ (2011-2012),1000
cronorunner,XXXIII VOLTA A PEU A L´ALCÚDIA (INFANTIL (2009-2010)),2022-04-30,Sábado,2.0,road running,Infantil,7.0,10.0,l'Alcúdia,València / Valencia,Comunitat Valenciana,206-1554,206-1554-2054,XXXIII VOLTA A PEU A L´ALCÚDIA,INFANTIL (2009-2010),2000
cronorunner,XXXIII VOLTA A PEU A L´ALCÚDIA (CADET (2005-2008)),2022-04-30,Sábado,2.0,road running,Infantil,6.0,13.0,l'Alcúdia,València / Valencia,Comunitat Valenciana,206-1554,206-1554-2055,XXXIII VOLTA A PEU A L´ALCÚDIA,CADET (2005-2008),2000
cronorunner,XXXIII VOLTA A PEU A L´ALCÚDIA (10k),2022-04-30,Sábado,10.0,road running,Absoluta/General,73.0,299.0,l'Alcúdia,València / Valencia,Comunitat Valenciana,206-1554,206-1554-2050,XXXIII VOLTA A PEU A L´ALCÚDIA,10k,10000
cronorunner,XXXIV VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS (Volteta 5k),2022-04-30,Sábado,5.0,road running,Absoluta/General,20.0,27.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,323-1565,323-1565-2048,XXXIV VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS,Volteta 5k,5000
cronorunner,XXXIV VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS (Volta 10k),2022-04-30,Sábado,10.0,road running,Absoluta/General,38.0,166.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,323-1565,323-1565-2047,XXXIV VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS,Volta 10k,10000
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Alevin (2011-2012))",2022-04-30,Sábado,0.8,road running,Infantil,,,,,,514-1584,514-1584-2040,"XI 10k ALBAL ""POR ESA SONRISA""",Alevin (2011-2012),800
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Chupetín (2019-2022))",2022-04-30,Sábado,0.1,road running,Infantil,,,,,,514-1584,514-1584-2036,"XI 10k ALBAL ""POR ESA SONRISA""",Chupetín (2019-2022),100
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Querubín (2017-2018))",2022-04-30,Sábado,0.1,road running,Absoluta/General,,,,,,514-1584,514-1584-2037,"XI 10k ALBAL ""POR ESA SONRISA""",Querubín (2017-2018),100
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Prebenjamin (2015-2016))",2022-04-30,Sábado,0.4,road running,Infantil,,,,,,514-1584,514-1584-2038,"XI 10k ALBAL ""POR ESA SONRISA""",Prebenjamin (2015-2016),400
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Benjamin (2013-2014))",2022-04-30,Sábado,0.8,road running,Infantil,,,,,,514-1584,514-1584-2039,"XI 10k ALBAL ""POR ESA SONRISA""",Benjamin (2013-2014),800
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Juvenil (2005-2006))",2022-04-30,Sábado,1.2,road running,Infantil,,,,,,514-1584,514-1584-2043,"XI 10k ALBAL ""POR ESA SONRISA""",Juvenil (2005-2006),1200
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Infantil (2009-2010))",2022-04-30,Sábado,1.0,road running,Infantil,,,,,,514-1584,514-1584-2041,"XI 10k ALBAL ""POR ESA SONRISA""",Infantil (2009-2010),1000
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Cadete (2007-2008))",2022-04-30,Sábado,1.2,road running,Infantil,,,,,,514-1584,514-1584-2042,"XI 10k ALBAL ""POR ESA SONRISA""",Cadete (2007-2008),1200
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (Andarines)",2022-04-30,Sábado,0.0,road running,Absoluta/General,,,,,,514-1584,514-1584-2045,"XI 10k ALBAL ""POR ESA SONRISA""",Andarines,0
cronorunner,"XI 10k ALBAL ""POR ESA SONRISA"" (10k)",2022-04-30,Sábado,10.0,road running,Absoluta/General,84.0,281.0,,,,514-1584,514-1584-1982,"XI 10k ALBAL ""POR ESA SONRISA""",10k,10000
cronorunner,IX 7K SANT VICENT DE LLIRIA,2022-04-30,Sábado,10.0,road running,Absoluta/General,24.0,77.0,Llíria,València / Valencia,Comunitat Valenciana,445-1607,445-1607-2018,IX 7K SANT VICENT DE LLIRIA,10k,10000
cronorunner,XX VOLTA A PEU GAVARDA (Iniciació - Nanos (2015 i posteriors)),2022-04-23,Sábado,0.1,road running,Absoluta/General,,,Gavarda,València / Valencia,Comunitat Valenciana,296-1553,296-1553-2064,XX VOLTA A PEU GAVARDA,Iniciació - Nanos (2015 i posteriors),100
cronorunner,XX VOLTA A PEU GAVARDA (Benjamí (2014-2013)),2022-04-23,Sábado,0.4,road running,Infantil,6.0,19.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1553,296-1553-2065,XX VOLTA A PEU GAVARDA,Benjamí (2014-2013),400
cronorunner,XX VOLTA A PEU GAVARDA (Aleví (2012-2011)),2022-04-23,Sábado,1.0,road running,Absoluta/General,20.0,8.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1553,296-1553-2066,XX VOLTA A PEU GAVARDA,Aleví (2012-2011),1000
cronorunner,XX VOLTA A PEU GAVARDA (Infantil (2009-2010)),2022-04-23,Sábado,1.4,road running,Infantil,13.0,5.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1553,296-1553-2067,XX VOLTA A PEU GAVARDA,Infantil (2009-2010),1400
cronorunner,XX VOLTA A PEU GAVARDA (Cadet (2008-2005)),2022-04-23,Sábado,2.0,road running,Infantil,4.0,9.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1553,296-1553-2068,XX VOLTA A PEU GAVARDA,Cadet (2008-2005),2000
cronorunner,XX VOLTA A PEU GAVARDA (8km),2022-04-23,Sábado,8.05,road running,Absoluta/General,45.0,189.0,Gavarda,València / Valencia,Comunitat Valenciana,296-1553,296-1553-2063,XX VOLTA A PEU GAVARDA,8km,8050
cronorunner,XL VOLTA A PEU XIRIVELLA,2022-04-10,Domingo,7.275,road running,Absoluta/General,276.0,678.0,Xirivella,l'Horta Sud,Comunitat Valenciana,377-1566,377-1566-2044,XL VOLTA A PEU XIRIVELLA,Volta a peu,7275
cronorunner,XIV TRAIL VILLA DE AZUÉBAR (Sprintrail 14K),2022-04-10,Domingo,14.0,trail running,Absoluta/General,47.0,96.0,Azuébar,Castelló / Castellón,Comunitat Valenciana,611-1600,611-1600-2005,XIV TRAIL VILLA DE AZUÉBAR,Sprintrail 14K,14000
cronorunner,XIV TRAIL VILLA DE AZUÉBAR (Trail 24K),2022-04-10,Domingo,24.0,trail running,Absoluta/General,13.0,82.0,Azuébar,Castelló / Castellón,Comunitat Valenciana,611-1600,611-1600-2006,XIV TRAIL VILLA DE AZUÉBAR,Trail 24K,24000
cronorunner,VII 10K BENIMODO,2022-04-09,Sábado,10.0,road running,Absoluta/General,65.0,330.0,Benimodo,València / Valencia,Comunitat Valenciana,163-1552,163-1552-2046,VII 10K BENIMODO,10KM,10000
cronorunner,III 10k CIUTAT DE PICASSENT (10k),2022-04-09,Sábado,10.0,road running,Absoluta/General,119.0,438.0,Picassent,l'Horta Sud,Comunitat Valenciana,536-1573,536-1573-1981,III 10k CIUTAT DE PICASSENT,10k,10000
cronorunner,III 10k CIUTAT DE PICASSENT (Chupetines 2022-2017),2022-04-09,Sábado,0.1,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1573,536-1573-2007,III 10k CIUTAT DE PICASSENT,Chupetines 2022-2017,100
cronorunner,III 10k CIUTAT DE PICASSENT (Prebenjamin (Sub8) 2016-2015),2022-04-09,Sábado,0.4,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1573,536-1573-2008,III 10k CIUTAT DE PICASSENT,Prebenjamin (Sub8) 2016-2015,400
cronorunner,III 10k CIUTAT DE PICASSENT (Benjamin (Sub10) 2013-2014),2022-04-09,Sábado,0.6,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1573,536-1573-2009,III 10k CIUTAT DE PICASSENT,Benjamin (Sub10) 2013-2014,600
cronorunner,III 10k CIUTAT DE PICASSENT (Aleví (Sub12) 2011-2012),2022-04-09,Sábado,1.0,road running,Absoluta/General,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1573,536-1573-2010,III 10k CIUTAT DE PICASSENT,Aleví (Sub12) 2011-2012,1000
cronorunner,III 10k CIUTAT DE PICASSENT (Infantil (Sub14) 2009-2010),2022-04-09,Sábado,1.5,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1573,536-1573-2011,III 10k CIUTAT DE PICASSENT,Infantil (Sub14) 2009-2010,1500
cronorunner,III 10k CIUTAT DE PICASSENT (Cadet (Sub16) 2007-2008),2022-04-09,Sábado,1.8,road running,Infantil,,,Picassent,l'Horta Sud,Comunitat Valenciana,536-1573,536-1573-2012,III 10k CIUTAT DE PICASSENT,Cadet (Sub16) 2007-2008,1800
cronorunner,XX VOLTA A PEU CATADAU (Mini Benjamins (2018-2022)),2022-04-02,Sábado,0.09,road running,Infantil,,,Catadau,València / Valencia,Comunitat Valenciana,299-1551,299-1551-2030,XX VOLTA A PEU CATADAU,Mini Benjamins (2018-2022),90
cronorunner,XX VOLTA A PEU CATADAU (Pre Benjamins (2015-2017)),2022-04-02,Sábado,0.09,road running,Infantil,,,Catadau,València / Valencia,Comunitat Valenciana,299-1551,299-1551-2031,XX VOLTA A PEU CATADAU,Pre Benjamins (2015-2017),90
cronorunner,XX VOLTA A PEU CATADAU (Benjamin (2013-2014)),2022-04-02,Sábado,0.5,road running,Infantil,7.0,14.0,Catadau,València / Valencia,Comunitat Valenciana,299-1551,299-1551-2032,XX VOLTA A PEU CATADAU,Benjamin (2013-2014),500
cronorunner,XX VOLTA A PEU CATADAU (Alevins (2011-2012)),2022-04-02,Sábado,1.0,road running,Infantil,24.0,11.0,Catadau,València / Valencia,Comunitat Valenciana,299-1551,299-1551-2033,XX VOLTA A PEU CATADAU,Alevins (2011-2012),1000
cronorunner,XX VOLTA A PEU CATADAU (Infantils (2009-2010)),2022-04-02,Sábado,1.5,road running,Infantil,8.0,7.0,Catadau,València / Valencia,Comunitat Valenciana,299-1551,299-1551-2034,XX VOLTA A PEU CATADAU,Infantils (2009-2010),1500
cronorunner,XX VOLTA A PEU CATADAU (Cadets (2005-2008)),2022-04-02,Sábado,2.0,road running,Infantil,11.0,10.0,Catadau,València / Valencia,Comunitat Valenciana,299-1551,299-1551-2035,XX VOLTA A PEU CATADAU,Cadets (2005-2008),2000
cronorunner,XX VOLTA A PEU CATADAU (10.5 KM),2022-04-02,Sábado,10.5,road running,Absoluta/General,68.0,238.0,Catadau,València / Valencia,Comunitat Valenciana,299-1551,299-1551-2029,XX VOLTA A PEU CATADAU,10.5 KM,10500
cronorunner,XXII GRAN FONS DE PUÇOL,2022-04-02,Sábado,15.0,road running,Absoluta/General,118.0,550.0,Puçol,l'Horta Nord,Comunitat Valenciana,433-1588,433-1588-1993,XXII GRAN FONS DE PUÇOL,15k,15000
cronorunner,I CARRERA DE LES DONES ALDAIA - ALAQUÀS,2022-04-01,Viernes,5.0,road running,Absoluta/General,352.0,13.0,Aldaia,l'Horta Sud,Comunitat Valenciana,612-1601,612-1601-2013,I CARRERA DE LES DONES ALDAIA - ALAQUÀS,5k,5000
cronorunner,5K MUSEROS,2022-03-26,Sábado,5.0,road running,Absoluta/General,,,Museros,l'Horta Nord,Comunitat Valenciana,435-1582,435-1582-1979,5K MUSEROS,5K,5000
cronorunner,IV CARRERA DE LA DONA - MONTSERRAT,2022-03-13,Domingo,3.0,road running,Absoluta/General,,,Montserrat,València / Valencia,Comunitat Valenciana,576-1605,576-1605-2017,IV CARRERA DE LA DONA - MONTSERRAT,3k,3000
cronorunner,IX VOLTA A PEU A L ÉNOVA,2022-02-26,Sábado,8.0,road running,Absoluta/General,65.0,272.0,l'Énova,València / Valencia,Comunitat Valenciana,369-1549,369-1549-1972,IX VOLTA A PEU A L ÉNOVA,8km,8000
cronorunner,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Benjamí (2014-2013)),2022-02-13,Domingo,0.6,road running,Infantil,11.0,8.0,,,,295-1548,295-1548-1968,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Benjamí (2014-2013),600
cronorunner,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Aleví (2012-2011)),2022-02-13,Domingo,1.0,road running,Absoluta/General,12.0,13.0,,,,295-1548,295-1548-1969,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Aleví (2012-2011),1000
cronorunner,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Infantil (2010-2009)),2022-02-13,Domingo,1.6,road running,Infantil,7.0,8.0,,,,295-1548,295-1548-1970,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Infantil (2010-2009),1600
cronorunner,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Cadet (2008-2005)),2022-02-13,Domingo,2.0,road running,Infantil,2.0,5.0,,,,295-1548,295-1548-1971,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,Cadet (2008-2005),2000
cronorunner,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (GRAN FONS (16KM)),2022-02-13,Domingo,16.0,road running,Absoluta/General,57.0,343.0,,,,295-1548,295-1548-1966,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,GRAN FONS (16KM),16000
cronorunner,"XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA (Cursa d Iniciació (8,7km))",2022-02-13,Domingo,8.7,road running,Absoluta/General,36.0,118.0,,,,295-1548,295-1548-1967,XVI GRAN FONS DE TURÍS MEMORIAL RAIMON SORIA,"Cursa d Iniciació (8,7km)",8700
cronorunner,XXIII MITJA MARATÓ CIUTAT D'ALZIRA,2022-01-30,Domingo,21.097,road running,Absoluta/General,109.0,631.0,,,,35-1544,35-1544-1957,XXIII MITJA MARATÓ CIUTAT D'ALZIRA,MITJA MARATÓ D’ALZIRA,21097
cronorunner,XVII TRAIL 3 PICS LES RODANES (Prueba Reina 28km),2022-01-23,Domingo,28.0,trail running,Absoluta/General,15.0,141.0,Vilamarxant,València / Valencia,Comunitat Valenciana,136-1538,136-1538-1945,XVII TRAIL 3 PICS LES RODANES,Prueba Reina 28km,28000
cronorunner,XVII TRAIL 3 PICS LES RODANES (RAPITTRAIL 14KM),2022-01-23,Domingo,14.0,trail running,Absoluta/General,119.0,339.0,Vilamarxant,València / Valencia,Comunitat Valenciana,136-1538,136-1538-1946,XVII TRAIL 3 PICS LES RODANES,RAPITTRAIL 14KM,14000
cronorunner,XVII TRAIL 3 PICS LES RODANES (Iniciació Trail 8km),2022-01-23,Domingo,8.0,trail running,Absoluta/General,111.0,85.0,Vilamarxant,València / Valencia,Comunitat Valenciana,136-1538,136-1538-1947,XVII TRAIL 3 PICS LES RODANES,Iniciació Trail 8km,8000
cronorunner,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Querubí (2016-2017)),2022-01-22,Sábado,0.3,trail running,Absoluta/General,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1572,449-1572-1973,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Querubí (2016-2017),300
cronorunner,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Prebenjamín (2014-2015)),2022-01-22,Sábado,0.3,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1572,449-1572-1974,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Prebenjamín (2014-2015),300
cronorunner,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Benjamín (2012-2013)),2022-01-22,Sábado,0.6,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1572,449-1572-1975,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Benjamín (2012-2013),600
cronorunner,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Alevín (2010-2011)),2022-01-22,Sábado,1.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1572,449-1572-1976,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Alevín (2010-2011),1000
cronorunner,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Infantil (2008-2009)),2022-01-22,Sábado,15.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1572,449-1572-1977,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Infantil (2008-2009),15000
cronorunner,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Cadet (2006-2007)),2022-01-22,Sábado,2.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-1572,449-1572-1978,VI TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Cadet (2006-2007),2000
cronorunner,II SAN SILVESTRE VIRTUAL TORRENT,2022-01-09,Domingo,0.0,road running,Absoluta/General,19.0,19.0,,,,607-1546,607-1546-1963,II SAN SILVESTRE VIRTUAL TORRENT,II SAN SILVESTRE VIRTUAL TORRENT,0
cronorunner,XIII SANT SILVESTRE SOLIDARIA TORRENT,2021-12-28,Martes,3.45,road running,Absoluta/General,,,Torrent,l'Horta Sud,Comunitat Valenciana,548-1539,548-1539-1953,XIII SANT SILVESTRE SOLIDARIA TORRENT,San Silvestre,3450
