fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,comunidad_autonoma
sportmaniacs,III Carrera Solidaria Nocturna - Jerez de los Caballeros,2017-08-14,Lunes,0.0,trail running,Absoluta/General,12.0,88.0,Jerez de los Caballeros,,Badajoz,
sportmaniacs,VII Carrera Solidaria “Badajoz contra el Cáncer” - “Homenaje a Antonio Pérez González”,2017-11-05,Domingo,0.0,trail running,Absoluta/General,128.0,306.0,Badajoz,,Badajoz,
sportmaniacs,II Maratón Ekiden  “Ciudad de Badajoz”,2017-11-01,Miércoles,0.0,road running,Absoluta/General,3.0,13.0,Badajoz,,Badajoz,
sportmaniacs,XXIII TRAVESÍA A NADO DE LA PLAYA CHICA,2017-08-15,Martes,0.0,Otros,Infantil,7.0,6.0,Tarifa,Campo de Gibraltar,Cádiz,
sportmaniacs,XXIII TRAVESÍA A NADO DE LA PLAYA CHICA,2017-08-15,Martes,0.0,Otros,Infantil,5.0,6.0,Tarifa,Campo de Gibraltar,Cádiz,
sportmaniacs,XXIII TRAVESÍA A NADO DE LA PLAYA CHICA,2017-08-15,Martes,0.0,Otros,Absoluta/General,19.0,59.0,Tarifa,Campo de Gibraltar,Cádiz,
sportmaniacs,VI Dessafio Mocejon MTB,2017-09-24,Domingo,0.0,Ciclismo y btt,Absoluta/General,5.0,170.0,Mocejón,,Toledo,
sportmaniacs,CAIXA BANK PALMA KIDS RUN,2017-10-14,Sábado,0.0,Otros,Absoluta/General,0.0,648.0,Palma,Palma,Baleares (Illes),
sportmaniacs,Triathlon Internacional Portocolom,2018-04-08,Domingo,0.0,Otros,Absoluta/General,78.0,470.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,Triathlon Internacional Portocolom,2018-04-08,Domingo,0.0,Otros,Absoluta/General,1.0,3.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,Triathlon Internacional Portocolom,2018-04-08,Domingo,0.0,Otros,Absoluta/General,13.0,164.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,Triathlon Internacional Portocolom,2018-04-08,Domingo,0.0,Otros,Absoluta/General,2.0,3.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,VI TRAIL PIRATA SIERRA SAN CRISTÓBAL 2017,2017-11-05,Domingo,0.0,trail running,Absoluta/General,56.0,451.0,Jerez de la Frontera,Campiña de Jerez,Cádiz,
sportmaniacs,VI TRAIL PIRATA SIERRA SAN CRISTÓBAL 2017,2017-11-05,Domingo,0.0,trail running,Absoluta/General,210.0,110.0,Jerez de la Frontera,Campiña de Jerez,Cádiz,
sportmaniacs,X Cross Popular Torre Miguel Sesmero,2017-09-08,Viernes,0.0,trail running,Absoluta/General,14.0,46.0,Torre de Miguel Sesmero,,Badajoz,
sportmaniacs,X Cross Popular Torre Miguel Sesmero,2017-09-08,Viernes,0.0,trail running,Infantil,1.0,1.0,Torre de Miguel Sesmero,,Badajoz,
sportmaniacs,X Cross Popular Torre Miguel Sesmero,2017-09-08,Viernes,0.0,trail running,Infantil,5.0,0.0,Torre de Miguel Sesmero,,Badajoz,
sportmaniacs,X Cross Popular Torre Miguel Sesmero,2017-09-08,Viernes,0.0,trail running,Infantil,3.0,2.0,Torre de Miguel Sesmero,,Badajoz,
sportmaniacs,X Cross Popular Torre Miguel Sesmero,2017-09-08,Viernes,0.0,trail running,Infantil,1.0,4.0,Torre de Miguel Sesmero,,Badajoz,
sportmaniacs,X Cross Popular Torre Miguel Sesmero,2017-09-08,Viernes,0.0,trail running,Infantil,3.0,7.0,Torre de Miguel Sesmero,,Badajoz,
sportmaniacs,MVV OJOS NEGROS 2018,2018-04-15,Domingo,10.0,road running,Absoluta/General,260.0,302.0,Navajas,,Castellón,
sportmaniacs,MVV OJOS NEGROS 2018,2018-04-15,Domingo,42.0,road running,Absoluta/General,35.0,194.0,Navajas,,Castellón,
sportmaniacs,MVV OJOS NEGROS 2018,2018-04-15,Domingo,21.0,road running,Absoluta/General,233.0,520.0,Navajas,,Castellón,
sportmaniacs,Mitja Marató + 10K Ciutat de Tarragona 2017,2017-11-26,Domingo,21.097,road running,Absoluta/General,197.0,1070.0,Tarragona,Tarragonès,Tarragona,
sportmaniacs,Mitja Marató + 10K Ciutat de Tarragona 2017,2017-11-26,Domingo,10.0,road running,Absoluta/General,261.0,461.0,Tarragona,Tarragonès,Tarragona,
sportmaniacs,II TRIATLON “PLAYAS DE TORREMOLINOS”,2017-10-08,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,169.0,Torremolinos,Costa del Sol Occidental,Málaga,
sportmaniacs,II TRIATLON “PLAYAS DE TORREMOLINOS”,2017-10-08,Domingo,0.0,Multidisciplina,Absoluta/General,41.0,0.0,Torremolinos,Costa del Sol Occidental,Málaga,
sportmaniacs,IV 10 KM SOLIDARIOS PROYECTO HOMBRE CIUDAD DE PONFERRADA,2017-10-21,Sábado,10.0,road running,Absoluta/General,34.0,150.0,Ponferrada,El Bierzo,León,
sportmaniacs,XVIII “CROSS POPULAR VILLA DE YUNCOS”,2017-09-24,Domingo,0.0,trail running,Absoluta/General,15.0,71.0,Yuncos,,Toledo,
sportmaniacs,EUSKADIKO ENDURO TXAPELKETA,2017-10-01,Domingo,0.0,road running,Absoluta/General,2.0,117.0,Arrasate/Mondragón,,Gipuzkoa,
sportmaniacs,EUSKADIKO ENDURO TXAPELKETA,2017-10-01,Domingo,0.0,Otros,Absoluta/General,2.0,123.0,Arrasate/Mondragón,,Gipuzkoa,
sportmaniacs,EUSKADIKO ENDURO TXAPELKETA,2017-10-01,Domingo,0.0,Otros,Absoluta/General,2.0,120.0,Arrasate/Mondragón,,Gipuzkoa,
sportmaniacs,EUSKADIKO ENDURO TXAPELKETA,2017-10-01,Domingo,0.0,Otros,Absoluta/General,2.0,118.0,Arrasate/Mondragón,,Gipuzkoa,
sportmaniacs,10k Ciutat de Borriana Creu Roja,2017-09-24,Domingo,10.0,road running,Absoluta/General,40.0,174.0,Burriana,,Castellón,
sportmaniacs,San Silvestre Juaneda ,2017-12-26,Martes,6.5,road running,Absoluta/General,144.0,184.0,Palma,Palma,Baleares (Illes),
sportmaniacs,San Silvestre Juaneda ,2017-12-26,Martes,9.8,road running,Absoluta/General,93.0,268.0,Palma,Palma,Baleares (Illes),
sportmaniacs,San Silvestre Juaneda ,2017-12-26,Martes,16.0,road running,Absoluta/General,16.0,116.0,Palma,Palma,Baleares (Illes),
sportmaniacs,VII Carrera Popular La Zarza,2017-10-07,Sábado,0.0,road running,Absoluta/General,23.0,44.0,Zarza (La),,Badajoz,
sportmaniacs,VII Carrera Popular La Zarza,2017-10-07,Sábado,0.0,road running,Infantil,7.0,6.0,Zarza (La),,Badajoz,
sportmaniacs,VII Carrera Popular La Zarza,2017-10-07,Sábado,0.0,road running,Infantil,3.0,6.0,Zarza (La),,Badajoz,
sportmaniacs,VII Carrera Popular La Zarza,2017-10-07,Sábado,0.0,road running,Infantil,2.0,4.0,Zarza (La),,Badajoz,
sportmaniacs,II Carrera Popular Marisa Martinez,2017-10-28,Sábado,5.0,trail running,Absoluta/General,21.0,49.0,Valdelacalzada,,Badajoz,
sportmaniacs,"IV DUATLÓN CROS ""VILLA DE ISTÁN""",2017-10-29,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,54.0,Istán,Sierra de las Nieves,Málaga,
sportmaniacs,"IV DUATLÓN CROS ""VILLA DE ISTÁN""",2017-10-29,Domingo,0.0,Multidisciplina,Absoluta/General,4.0,0.0,Istán,Sierra de las Nieves,Málaga,
sportmaniacs,XII Mitja Marató de Sabadell 2017,2017-09-03,Domingo,7.0,road running,Absoluta/General,390.0,941.0,Sabadell,Vallès Occidental,Barcelona,
sportmaniacs,XII Mitja Marató de Sabadell 2017,2017-09-03,Domingo,21.0,road running,Absoluta/General,38.0,403.0,Sabadell,Vallès Occidental,Barcelona,
sportmaniacs,XII Mitja Marató de Sabadell 2017,2017-09-03,Domingo,14.0,road running,Absoluta/General,40.0,215.0,Sabadell,Vallès Occidental,Barcelona,
sportmaniacs,XC MARATON CHALLENGE BORRIOL 2017,2017-10-29,Domingo,0.0,Ciclismo y btt,Absoluta/General,4.0,141.0,Borriol,la Plana Alta,Castellón,
sportmaniacs,XC MARATON CHALLENGE BORRIOL 2017,2017-10-29,Domingo,42.195,road running,Absoluta/General,3.0,87.0,Borriol,la Plana Alta,Castellón,
sportmaniacs,XC MARATON CHALLENGE BORRIOL 2017,2017-10-29,Domingo,42.195,road running,Absoluta/General,0.0,13.0,Borriol,la Plana Alta,Castellón,
sportmaniacs,I CARRERA SOLIDARIA ELIMINANDO BARRERAS ALICANTE,2017-12-10,Domingo,10.0,road running,Absoluta/General,46.0,158.0,Alicante,l'Alacantí,Alicante,
sportmaniacs,I CARRERA SOLIDARIA ELIMINANDO BARRERAS ALICANTE,2017-12-10,Domingo,5.0,road running,Absoluta/General,59.0,79.0,Alicante,l'Alacantí,Alicante,
sportmaniacs,I MARCHA BTT- OMBRIA EXTREM- ONTINYENT,2017-10-22,Domingo,0.0,Ciclismo y btt,Absoluta/General,6.0,324.0,Ontinyent,,Valencia,
sportmaniacs,"VI Triatlón Cros La Puebla del Río “Puerta de Doñana""",2017-10-08,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,157.0,Puebla del Río (La),,Sevilla,
sportmaniacs,"VI Triatlón Cros La Puebla del Río “Puerta de Doñana""",2017-10-08,Domingo,0.0,Multidisciplina,Absoluta/General,8.0,0.0,Puebla del Río (La),,Sevilla,
sportmaniacs,II Enkarterri Extrem Trails,2018-04-07,Sábado,0.0,trail running,Absoluta/General,1.0,32.0,Güeñes,,Vizcaya,
sportmaniacs,II Enkarterri Extrem Trails,2018-04-07,Sábado,0.0,trail running,Absoluta/General,1.0,42.0,Güeñes,,Vizcaya,
sportmaniacs,II Enkarterri Extrem Trails,2018-04-07,Sábado,42.195,trail running,Absoluta/General,13.0,118.0,Güeñes,,Vizcaya,
sportmaniacs,II Enkarterri Extrem Trails,2018-04-07,Sábado,0.0,trail running,Absoluta/General,16.0,90.0,Güeñes,,Vizcaya,
sportmaniacs,II Enkarterri Extrem Trails,2018-04-07,Sábado,0.0,trail running,Absoluta/General,12.0,31.0,Güeñes,,Vizcaya,
sportmaniacs,Sodupe Negu - Lasterketa ,2018-01-28,Domingo,0.0,trail running,Absoluta/General,27.0,157.0,Güeñes - Alegría-Dulantzi,,Vizcaya,
sportmaniacs,XII Carrera Popular Valdebotoa,2017-09-03,Domingo,10.0,road running,Absoluta/General,16.0,84.0,Badajoz,,Badajoz,
sportmaniacs,II TRIATLÓN DE MENORES “PLAYAS DE TORREMOLINOS”,2017-10-08,Domingo,0.0,Multidisciplina,Infantil,13.0,22.0,Torremolinos,Costa del Sol Occidental,Málaga,
sportmaniacs,II TRIATLÓN DE MENORES “PLAYAS DE TORREMOLINOS”,2017-10-08,Domingo,0.0,Multidisciplina,Infantil,16.0,26.0,Torremolinos,Costa del Sol Occidental,Málaga,
sportmaniacs,II TRIATLÓN DE MENORES “PLAYAS DE TORREMOLINOS”,2017-10-08,Domingo,0.0,Multidisciplina,Infantil,20.0,21.0,Torremolinos,Costa del Sol Occidental,Málaga,
sportmaniacs,II TRIATLÓN DE MENORES “PLAYAS DE TORREMOLINOS”,2017-10-08,Domingo,0.0,Multidisciplina,Infantil,9.0,17.0,Torremolinos,Costa del Sol Occidental,Málaga,
sportmaniacs,IV Volta a Peu y Caminata Solidaria Tots Amb Josep,2017-10-29,Domingo,0.0,road running,Absoluta/General,0.0,240.0,Albal,l'Horta Sud,Valencia,
sportmaniacs,4º CARRERA POPULAR RIOSELLANA CONTRA LA E.L.A,2017-12-13,Miércoles,5.0,road running,Absoluta/General,97.0,151.0,Ribadesella,,,Asturias
sportmaniacs,II Carrera de las Empresas ESIC-ABC de Sevilla 2017,2017-11-26,Domingo,0.0,road running,Equipos,56.0,258.0,Sevilla,,Sevilla,
sportmaniacs,II Carrera de las Empresas ESIC-ABC de Sevilla 2017,2017-11-26,Domingo,0.0,road running,Absoluta/General,64.0,157.0,Sevilla,,Sevilla,
sportmaniacs,II Carrera de las Empresas ESIC-ABC de Sevilla 2017,2017-11-26,Domingo,0.0,road running,Absoluta/General,120.0,414.0,Sevilla,,Sevilla,
sportmaniacs,L'ALBARDA - I MARXA BTT ATZENETA DEL MAESTRAT,2017-10-08,Domingo,0.0,Ciclismo y btt,Absoluta/General,6.0,187.0,Atzeneta del Maestrat,l'Alt Maestrat,Castellón,
sportmaniacs,Santander Triathlon Series - Sevilla 2017,2017-09-10,Domingo,0.0,Multidisciplina,Absoluta/General,20.0,0.0,Sevilla,,Sevilla,
sportmaniacs,Santander Triathlon Series - Sevilla 2017,2017-09-10,Domingo,0.0,Multidisciplina,Absoluta/General,2.0,113.0,Sevilla,,Sevilla,
sportmaniacs,Santander Triathlon Series - Sevilla 2017,2017-09-10,Domingo,0.0,Multidisciplina,Absoluta/General,2.0,11.0,Sevilla,,Sevilla,
sportmaniacs,Santander Triathlon Series - Sevilla 2017,2017-09-10,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,13.0,Sevilla,,Sevilla,
sportmaniacs,Santander Triathlon Series - Sevilla 2017,2017-09-10,Domingo,0.0,Multidisciplina,Absoluta/General,26.0,248.0,Sevilla,,Sevilla,
sportmaniacs,Santander Triathlon Series - Sevilla 2017,2017-09-10,Domingo,0.0,Multidisciplina,Absoluta/General,19.0,241.0,Sevilla,,Sevilla,
sportmaniacs,Santander Triathlon Series - Sevilla 2017,2017-09-10,Domingo,0.0,Multidisciplina,Absoluta/General,31.0,33.0,Sevilla,,Sevilla,
sportmaniacs,GAES Catalunya Bike Race presented by Shimano 2017,2017-09-29,Viernes,0.0,Multidisciplina,Absoluta/General,79.0,917.0,Bellver de Cerdanya,Cerdanya,Lleida,
sportmaniacs,GAES Catalunya Bike Race presented by Shimano 2017,2017-09-29,Viernes,0.0,road running,Absoluta/General,53.0,676.0,Bellver de Cerdanya,Cerdanya,Lleida,
sportmaniacs,XIV VOLTA A PEU DE  CANET D´EN BERENGUER,2017-10-21,Sábado,0.0,Otros,Absoluta/General,51.0,187.0,Canet d'En Berenguer,,Valencia,
sportmaniacs,II DUATLÓN CIUDAD DE ÁLORA,2017-11-05,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,79.0,Álora,Valle del Guadalhorce,Málaga,
sportmaniacs,II DUATLÓN CIUDAD DE ÁLORA,2017-11-05,Domingo,0.0,Multidisciplina,Absoluta/General,20.0,0.0,Álora,Valle del Guadalhorce,Málaga,
sportmaniacs,DUATLÓN del EMPORDÀ,2017-11-04,Sábado,0.0,Multidisciplina,Absoluta/General,20.0,30.0,Bisbal d'Empordà (La),Baix Empordà,Girona,
sportmaniacs,DUATLÓN del EMPORDÀ,2017-11-04,Sábado,0.0,Multidisciplina,Absoluta/General,18.0,66.0,Bisbal d'Empordà (La),Baix Empordà,Girona,
sportmaniacs,DUATLÓN del EMPORDÀ,2017-11-04,Sábado,0.0,Ciclismo y btt,Absoluta/General,1.0,5.0,Bisbal d'Empordà (La),Baix Empordà,Girona,
sportmaniacs,CARRERA POPULAR NOCTURNA Y MILLA URBANA VILLA DE AGÜIMES 2017,2017-10-06,Viernes,0.0,road running,Absoluta/General,25.0,33.0,Agüimes,,Las Palmas,
sportmaniacs,CARRERA POPULAR NOCTURNA Y MILLA URBANA VILLA DE AGÜIMES 2017,2017-10-06,Viernes,0.0,road running,Absoluta/General,49.0,112.0,Agüimes,,Las Palmas,
sportmaniacs,CARRERA POPULAR NOCTURNA Y MILLA URBANA VILLA DE AGÜIMES 2017,2017-10-06,Viernes,0.0,road running,Absoluta/General,25.0,34.0,Agüimes,,Las Palmas,
sportmaniacs,CARRERA POPULAR NOCTURNA Y MILLA URBANA VILLA DE AGÜIMES 2017,2017-10-06,Viernes,0.0,road running,Absoluta/General,45.0,0.0,Agüimes,,Las Palmas,
sportmaniacs,CARRERA POPULAR NOCTURNA Y MILLA URBANA VILLA DE AGÜIMES 2017,2017-10-06,Viernes,0.0,road running,Absoluta/General,30.0,32.0,Agüimes,,Las Palmas,
sportmaniacs,CARRERA POPULAR NOCTURNA Y MILLA URBANA VILLA DE AGÜIMES 2017,2017-10-06,Viernes,1.609,road running,Absoluta/General,21.0,42.0,Agüimes,,Las Palmas,
sportmaniacs,"IV RUTA MTB OLE OLE SOLIDARIA ""CIUDAD DE BADAJOZ""",2017-10-29,Domingo,85.0,road running,Absoluta/General,3.0,86.0,Badajoz,,Badajoz,
sportmaniacs,"IV RUTA MTB OLE OLE SOLIDARIA ""CIUDAD DE BADAJOZ""",2017-10-29,Domingo,55.0,road running,Absoluta/General,22.0,258.0,Badajoz,,Badajoz,
sportmaniacs,I Cross 10 K La Codosera,2017-10-12,Jueves,0.0,trail running,Absoluta/General,22.0,51.0,Codosera (La),,Badajoz,
sportmaniacs,XVII Ruta de Paterna Btt 2017,2017-10-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,32.0,1140.0,Paterna del Campo,El Condado,Huelva,
sportmaniacs,XVII Ruta de Paterna Btt 2017,2017-10-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,28.0,824.0,Paterna del Campo,El Condado,Huelva,
sportmaniacs,"IV DUATLÓN CROS ""VILLA DE VILCHES""",2017-10-01,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,69.0,Vilches,,Jaén,
sportmaniacs,"IV DUATLÓN CROS ""VILLA DE VILCHES""",2017-10-01,Domingo,0.0,Multidisciplina,Absoluta/General,5.0,0.0,Vilches,,Jaén,
sportmaniacs,Movistar Dientes de Sierra,2017-09-16,Sábado,32.0,road running,Absoluta/General,6.0,49.0,Tegueste,,Santa Cruz de Tenerife,
sportmaniacs,Movistar Dientes de Sierra,2017-09-16,Sábado,17.0,road running,Absoluta/General,10.0,75.0,Tegueste,,Santa Cruz de Tenerife,
sportmaniacs,Movistar Dientes de Sierra,2017-09-16,Sábado,8.0,road running,Absoluta/General,30.0,87.0,Tegueste,,Santa Cruz de Tenerife,
sportmaniacs,SwimRun Series - Gran Canaria 2017,2017-11-26,Domingo,0.0,Multidisciplina,Absoluta/General,9.0,29.0,Ingenio,,Las Palmas,
sportmaniacs,Carrera de la Aficiones Sevilla 2017,2017-11-19,Domingo,0.0,road running,Absoluta/General,164.0,497.0,Sevilla,,Sevilla,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,80.0,458.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,21.0,43.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,51.0,0.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,2.0,14.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,15.0,19.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,2.0,24.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,13.0,9.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,82.0,438.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,Santander Triathlon Series - Gavà 2017 ,2017-09-24,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,81.0,Gavà,Baix Llobregat,Barcelona,
sportmaniacs,IV TRAIL LES CAVES D'AGRES,2017-11-05,Domingo,0.0,trail running,Absoluta/General,20.0,163.0,Agres,,Alicante,
sportmaniacs,IV TRAIL LES CAVES D'AGRES,2017-11-05,Domingo,0.0,trail running,Absoluta/General,38.0,85.0,Agres,,Alicante,
sportmaniacs,III CARRERA AMUHCANMA,2017-12-17,Domingo,5.0,road running,Absoluta/General,402.0,75.0,Sagunto/Sagunt,,Valencia,
sportmaniacs,III CARRERA AMUHCANMA,2017-12-17,Domingo,10.0,road running,Absoluta/General,54.0,104.0,Sagunto/Sagunt,,Valencia,
sportmaniacs,"II Carrera por los derechos de la infancia, 2´5K y 5k",2017-11-26,Domingo,5.0,road running,Absoluta/General,101.0,66.0,Sagunto/Sagunt,,Valencia,
sportmaniacs,"II Carrera por los derechos de la infancia, 2´5K y 5k",2017-11-26,Domingo,5.0,road running,Absoluta/General,38.0,44.0,Sagunto/Sagunt,,Valencia,
sportmaniacs,IV San Silvestre Antequerana 2017,2017-12-31,Domingo,0.0,Otros,Absoluta/General,60.0,244.0,Antequera,Antequera,Málaga,
sportmaniacs,IV San Silvestre Antequerana 2017,2017-12-31,Domingo,0.0,Otros,Absoluta/General,352.0,295.0,Antequera,Antequera,Málaga,
sportmaniacs,V CARRERA POPULAR CONTRA EL CANCER,2017-10-22,Domingo,4.0,road running,Absoluta/General,171.0,293.0,Melilla,,,Melilla
sportmaniacs,V CARRERA POPULAR CONTRA EL CANCER,2017-10-22,Domingo,0.0,road running,Infantil,123.0,118.0,Melilla,,,Melilla
sportmaniacs,III Carrera Solidaria Cafés Toscaf,2017-11-12,Domingo,0.0,road running,Absoluta/General,37.0,111.0,Pravia,,,Asturias
sportmaniacs,XXXI Media Maratón Avilés Atlética Atlética Avilesina,2017-11-05,Domingo,21.097,road running,Absoluta/General,74.0,453.0,Avilés,,,Asturias
sportmaniacs,DESAFIO MELILLA,2017-09-23,Sábado,0.0,Otros,Absoluta/General,63.0,262.0,Melilla,,,Melilla
sportmaniacs,IV CxM SIERRA DE SEGURA SANTIAGO- PONTONES,2017-09-24,Domingo,0.0,trail running,Absoluta/General,21.0,97.0,Santiago-Pontones,,Jaén,
sportmaniacs,IV CxM SIERRA DE SEGURA SANTIAGO- PONTONES,2017-09-24,Domingo,0.0,trail running,Absoluta/General,21.0,27.0,Santiago-Pontones,,Jaén,
sportmaniacs,Desafió de Guerreros Gernika,2017-09-24,Domingo,5.0,Otros,Absoluta/General,251.0,368.0,Gernika-Lumo,,Vizcaya,
sportmaniacs,Desafió de Guerreros Gernika,2017-09-24,Domingo,10.0,Otros,Absoluta/General,140.0,444.0,Gernika-Lumo,,Vizcaya,
sportmaniacs,VI 5K UJI 2017,2017-11-05,Domingo,5.0,road running,Absoluta/General,44.0,93.0,Castellón de la Plana,la Plana Alta,Castellón,
sportmaniacs,VI 5K UJI 2017,2017-11-05,Domingo,5.0,road running,Absoluta/General,9.0,15.0,Castellón de la Plana,la Plana Alta,Castellón,
sportmaniacs,III CANARYALOE TRAIL CIRCULAR VEGA DE TETIR,2017-12-10,Domingo,40.0,road running,Absoluta/General,0.0,9.0,Puerto del Rosario,,Las Palmas,
sportmaniacs,III CANARYALOE TRAIL CIRCULAR VEGA DE TETIR,2017-12-10,Domingo,26.0,road running,Absoluta/General,1.0,12.0,Puerto del Rosario,,Las Palmas,
sportmaniacs,III CANARYALOE TRAIL CIRCULAR VEGA DE TETIR,2017-12-10,Domingo,14.0,road running,Absoluta/General,21.0,59.0,Puerto del Rosario,,Las Palmas,
sportmaniacs,IV Trail Humedales Manchegos,2017-11-26,Domingo,0.0,trail running,Absoluta/General,20.0,137.0,Villafranca de los Caballeros,,Toledo,
sportmaniacs,V SANT CARLES XTREM 2017,2017-11-11,Sábado,0.0,Otros,Absoluta/General,0.0,28.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,V SANT CARLES XTREM 2017,2017-11-11,Sábado,0.0,Otros,Absoluta/General,0.0,176.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,V SANT CARLES XTREM 2017,2017-11-11,Sábado,0.0,Otros,Absoluta/General,0.0,42.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,8ª Volta  a Peu de les Falles Runners Ciutat de València,2017-10-15,Domingo,0.0,Otros,Absoluta/General,1564.0,3164.0,Valencia,Comarca de València,Valencia,
sportmaniacs,V CARRERA POPULAR LA VILLA DE DON FADRIQUE ,2017-10-28,Sábado,8.0,road running,Absoluta/General,23.0,93.0,Villa de Don Fadrique (La),,Toledo,
sportmaniacs,V CARRERA POPULAR LA VILLA DE DON FADRIQUE ,2017-10-28,Sábado,4.0,road running,Absoluta/General,10.0,21.0,Villa de Don Fadrique (La),,Toledo,
sportmaniacs,II CARRERA “AMAFI RUN” Y I “CANICROSS AMAFI”,2017-11-05,Domingo,0.0,road running,Absoluta/General,9.0,37.0,Yepes,,Toledo,
sportmaniacs,II CARRERA “AMAFI RUN” Y I “CANICROSS AMAFI”,2017-11-05,Domingo,0.0,Otros,Absoluta/General,14.0,16.0,Yepes,,Toledo,
sportmaniacs,"IX LEGUA POPULAR ""SUBIDA AL CASTILLO""",2017-11-26,Domingo,0.0,road running,Absoluta/General,43.0,103.0,Fuentidueña de Tajo,,,Comunidad de Madrid
sportmaniacs,"IX LEGUA POPULAR ""SUBIDA AL CASTILLO""",2017-11-26,Domingo,0.0,Otros,Absoluta/General,2.0,3.0,Fuentidueña de Tajo,,,Comunidad de Madrid
sportmaniacs,Santander Triathlon Series - Málaga 2017 ,2017-10-01,Domingo,0.0,Multidisciplina,Absoluta/General,3.0,7.0,Málaga,Málaga-Costa del Sol,Málaga,
sportmaniacs,Santander Triathlon Series - Málaga 2017 ,2017-10-01,Domingo,0.0,Otros,Absoluta/General,0.0,6.0,Málaga,Málaga-Costa del Sol,Málaga,
sportmaniacs,Santander Triathlon Series - Málaga 2017 ,2017-10-01,Domingo,0.0,Otros,Absoluta/General,10.0,184.0,Málaga,Málaga-Costa del Sol,Málaga,
sportmaniacs,Santander Triathlon Series - Málaga 2017 ,2017-10-01,Domingo,0.0,Multidisciplina,Absoluta/General,102.0,475.0,Málaga,Málaga-Costa del Sol,Málaga,
sportmaniacs,Santander Triathlon Series - Málaga 2017 ,2017-10-01,Domingo,0.0,Multidisciplina,Absoluta/General,6.0,8.0,Málaga,Málaga-Costa del Sol,Málaga,
sportmaniacs,II GERNIKA BILBAO RUNNING,2017-10-01,Domingo,0.0,road running,Absoluta/General,5.0,110.0,Bilbao,,Vizcaya,
sportmaniacs,II GERNIKA BILBAO RUNNING,2017-10-01,Domingo,0.0,road running,Absoluta/General,25.0,148.0,Bilbao,,Vizcaya,
sportmaniacs,II GERNIKA BILBAO RUNNING,2017-10-01,Domingo,0.0,road running,Absoluta/General,3.0,19.0,Bilbao,,Vizcaya,
sportmaniacs,II GERNIKA BILBAO RUNNING,2017-10-01,Domingo,0.0,road running,Absoluta/General,89.0,204.0,Bilbao,,Vizcaya,
sportmaniacs,II GERNIKA BILBAO RUNNING,2017-10-01,Domingo,0.0,road running,Absoluta/General,36.0,44.0,Bilbao,,Vizcaya,
sportmaniacs,X CURSA DE SA SOBRASSADA 2017-SEMIMARATÓ PER RELLEUS,2017-11-25,Sábado,0.0,marcha,Absoluta/General,0.0,19.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,X CURSA DE SA SOBRASSADA 2017-SEMIMARATÓ PER RELLEUS,2017-11-25,Sábado,42.195,marcha,Absoluta/General,0.0,52.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
