fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,comunidad_autonoma
carreirasgalegas,III CARREIRA POPULAR CONCELLO DE COSPEITO,2024-05-19,Domingo,1.5,road running,Infantil,13.0,15.0,Cospeito,Terra Chá,Lugo,
carreirasgalegas,III CARREIRA POPULAR CONCELLO DE COSPEITO,2024-05-19,Domingo,10.0,road running,Absoluta/General,11.0,56.0,Cospeito,Terra Chá,Lugo,
carreirasgalegas,III CARREIRA POPULAR FESTA DAS DORES 2024,2024-09-14,Sábado,0.05,road running,Infantil,,,Ponte Caldelas,Pontevedra,Pontevedra,
carreirasgalegas,III CARREIRA POPULAR FESTA DAS DORES 2024,2024-09-14,Sábado,0.1,road running,Infantil,,,Ponte Caldelas,Pontevedra,Pontevedra,
carreirasgalegas,III CARREIRA POPULAR FESTA DAS DORES 2024,2024-09-14,Sábado,0.15,road running,Infantil,,,Ponte Caldelas,Pontevedra,Pontevedra,
carreirasgalegas,III CARREIRA POPULAR FESTA DAS DORES 2024,2024-09-14,Sábado,0.6,road running,Infantil,7.0,8.0,Ponte Caldelas,Pontevedra,Pontevedra,
carreirasgalegas,III CARREIRA POPULAR FESTA DAS DORES 2024,2024-09-14,Sábado,1.2,road running,Infantil,17.0,34.0,Ponte Caldelas,Pontevedra,Pontevedra,
carreirasgalegas,III CARREIRA POPULAR FESTA DAS DORES 2024,2024-09-14,Sábado,4.0,road running,Absoluta/General,35.0,75.0,Ponte Caldelas,Pontevedra,Pontevedra,
carreirasgalegas,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2024-07-27,Sábado,0.25,road running,Infantil,18.0,0.0,A Pobra do Caramiñal,,,
carreirasgalegas,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2024-07-27,Sábado,0.4,road running,Infantil,27.0,0.0,A Pobra do Caramiñal,,,
carreirasgalegas,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2024-07-27,Sábado,0.6,road running,Infantil,16.0,0.0,A Pobra do Caramiñal,,,
carreirasgalegas,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2024-07-27,Sábado,1.0,road running,Infantil,44.0,0.0,A Pobra do Caramiñal,,,
carreirasgalegas,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2024-07-27,Sábado,3.0,road running,Absoluta/General,92.0,0.0,A Pobra do Caramiñal,,,
carreirasgalegas,III CARREIRA SOLIDARIA PARA AS FAMILIAS DESFAVORECIDAS DE CAMBRE - FUNDACIÓN ADRA. I LEGUA RUTA DOS TEMPLARIOS,2019-10-13,Domingo,0.1,road running,Infantil,,,Cambre - Culleredo,,,
carreirasgalegas,III CARREIRA SOLIDARIA PARA AS FAMILIAS DESFAVORECIDAS DE CAMBRE - FUNDACIÓN ADRA. I LEGUA RUTA DOS TEMPLARIOS,2019-10-13,Domingo,0.82,road running,Infantil,,,Cambre - Culleredo,,,
carreirasgalegas,III CARREIRA SOLIDARIA PARA AS FAMILIAS DESFAVORECIDAS DE CAMBRE - FUNDACIÓN ADRA. I LEGUA RUTA DOS TEMPLARIOS,2019-10-13,Domingo,1.64,road running,Infantil,,,Cambre - Culleredo,,,
carreirasgalegas,III CARREIRA SOLIDARIA PARA AS FAMILIAS DESFAVORECIDAS DE CAMBRE - FUNDACIÓN ADRA. I LEGUA RUTA DOS TEMPLARIOS,2019-10-13,Domingo,5.6,road running,Absoluta/General,,,Cambre - Culleredo,,,
carreirasgalegas,III CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2024-05-18,Sábado,0.05,road running,Infantil,,,Ferrol,Ferrol,A Coruña,
carreirasgalegas,III CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2024-05-18,Sábado,0.25,road running,Infantil,5.0,9.0,Ferrol,Ferrol,A Coruña,
carreirasgalegas,III CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2024-05-18,Sábado,0.8,road running,Infantil,7.0,5.0,Ferrol,Ferrol,A Coruña,
carreirasgalegas,III CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2024-05-18,Sábado,1.0,road running,Infantil,10.0,5.0,Ferrol,Ferrol,A Coruña,
carreirasgalegas,III CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2024-05-18,Sábado,2.0,road running,Infantil,1.0,4.0,Ferrol,Ferrol,A Coruña,
carreirasgalegas,III CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2024-05-18,Sábado,5.0,road running,Absoluta/General,42.0,103.0,Ferrol,Ferrol,A Coruña,
carreirasgalegas,III CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2024-05-18,Sábado,5.0,road running,Otros,,,Ferrol,Ferrol,A Coruña,
carreirasgalegas,III CARREIRA/ANDAINA LUCES DE ADICAM,2025-06-06,Viernes,5.3,marcha,Absoluta/General,,,Cangas,Terra de Lemos,Pontevedra,
carreirasgalegas,III CARREIRA/ANDAINA LUCES DE ADICAM,2025-06-06,Viernes,5.3,marcha,Infantil,,,Cangas,Terra de Lemos,Pontevedra,
carreirasgalegas,III CARREIRA/ANDAINA LUCES DE ADICAM,2025-06-06,Viernes,5.3,road running,Absoluta/General,,,Cangas,Terra de Lemos,Pontevedra,
carreirasgalegas,"III CARRERA POPULAR ""PLAYA DE MIÑO""",2019-06-09,Domingo,0.099,road running,Infantil,,,Miño,Betanzos,A Coruña,
carreirasgalegas,"III CARRERA POPULAR ""PLAYA DE MIÑO""",2019-06-09,Domingo,0.1,road running,Infantil,,,Miño,Betanzos,A Coruña,
carreirasgalegas,"III CARRERA POPULAR ""PLAYA DE MIÑO""",2019-06-09,Domingo,0.7,road running,Infantil,,,Miño,Betanzos,A Coruña,
carreirasgalegas,"III CARRERA POPULAR ""PLAYA DE MIÑO""",2019-06-09,Domingo,1.0,road running,Infantil,,,Miño,Betanzos,A Coruña,
carreirasgalegas,"III CARRERA POPULAR ""PLAYA DE MIÑO""",2019-06-09,Domingo,2.0,road running,Infantil,,,Miño,Betanzos,A Coruña,
carreirasgalegas,"III CARRERA POPULAR ""PLAYA DE MIÑO""",2019-06-09,Domingo,3.0,road running,Infantil,,,Miño,Betanzos,A Coruña,
carreirasgalegas,"III CARRERA POPULAR ""PLAYA DE MIÑO""",2019-06-09,Domingo,10.0,road running,Absoluta/General,,,Miño,Betanzos,A Coruña,
carreirasgalegas,III CARRERA SOLIDARIA PROTECTORA MORRAZO 2019,2019-05-12,Domingo,2.995,marcha,Infantil,,,Bueu,Morrazo,Pontevedra,
carreirasgalegas,III CARRERA SOLIDARIA PROTECTORA MORRAZO 2019,2019-05-12,Domingo,2.996,marcha,Infantil,,,Bueu,Morrazo,Pontevedra,
carreirasgalegas,III CARRERA SOLIDARIA PROTECTORA MORRAZO 2019,2019-05-12,Domingo,2.997,marcha,Absoluta/General,,,Bueu,Morrazo,Pontevedra,
carreirasgalegas,III CARRERA SOLIDARIA PROTECTORA MORRAZO 2019,2019-05-12,Domingo,2.998,road running,Infantil,,,Bueu,Morrazo,Pontevedra,
carreirasgalegas,III CARRERA SOLIDARIA PROTECTORA MORRAZO 2019,2019-05-12,Domingo,2.999,road running,Infantil,,,Bueu,Morrazo,Pontevedra,
carreirasgalegas,III CARRERA SOLIDARIA PROTECTORA MORRAZO 2019,2019-05-12,Domingo,3.0,road running,Absoluta/General,,,Bueu,Morrazo,Pontevedra,
carreirasgalegas,III CROS POPULAR VILA DE AS PONTES,2020-01-12,Domingo,5.0,road running,Absoluta/General,,,As Pontes de García Rodríguez,O Eume,,Galicia
carreirasgalegas,III CROS POPULAR VILA DE AS PONTES,2020-01-12,Domingo,5.001,road running,Absoluta/General,,,As Pontes de García Rodríguez,O Eume,,Galicia
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.08,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.082,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.083,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.084,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.085,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.086,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.088,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.089,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.09,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,III DESAFÍO MILLAGROSA,2019-08-31,Sábado,1.1,road running,Absoluta/General,,,Carballo,Bergantiños,A Coruña,
carreirasgalegas,"III EDICIÓN 10K ""COSTA ÁRTABRA""",2025-03-30,Domingo,1.609,road running,Infantil,13.0,23.0,A Coruña,A Coruña,,Galicia
carreirasgalegas,"III EDICIÓN 10K ""COSTA ÁRTABRA""",2025-03-30,Domingo,10.0,road running,Otros,334.0,676.0,A Coruña,A Coruña,,Galicia
carreirasgalegas,III EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2025-04-05,Sábado,2.0,road running,Otros,88.0,85.0,Santiago de Compostela,,A Coruña,
carreirasgalegas,III EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2025-04-05,Sábado,4.0,marcha,Absoluta/General,,,Santiago de Compostela,,A Coruña,
carreirasgalegas,III EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2025-04-05,Sábado,5.0,road running,Otros,272.0,321.0,Santiago de Compostela,,A Coruña,
carreirasgalegas,III EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2025-04-05,Sábado,10.0,road running,Otros,168.0,525.0,Santiago de Compostela,,A Coruña,
carreirasgalegas,III EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2025-05-03,Sábado,0.1,Otros,Infantil,,,Cerceda,Ordes,A Coruña,
carreirasgalegas,III EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2025-05-03,Sábado,1.0,Otros,Infantil,27.0,38.0,Cerceda,Ordes,A Coruña,
carreirasgalegas,III EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2025-05-03,Sábado,1.5,Otros,Infantil,7.0,2.0,Cerceda,Ordes,A Coruña,
carreirasgalegas,III EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2025-05-03,Sábado,2.5,Otros,Infantil,4.0,7.0,Cerceda,Ordes,A Coruña,
carreirasgalegas,III EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2025-05-03,Sábado,5.0,marcha,Absoluta/General,,,Cerceda,Ordes,A Coruña,
carreirasgalegas,III EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2025-05-03,Sábado,11.0,Otros,Otros,43.0,107.0,Cerceda,Ordes,A Coruña,
carreirasgalegas,III MARCHA POPULAR SOLIDARIA - XXXIII GP CANTONES DE A CORUÑA,2019-06-08,Sábado,1.499,marcha,Infantil,,,A Coruña,A Coruña,,Galicia
carreirasgalegas,III MARCHA POPULAR SOLIDARIA - XXXIII GP CANTONES DE A CORUÑA,2019-06-08,Sábado,1.5,marcha,Absoluta/General,,,A Coruña,A Coruña,,Galicia
carreirasgalegas,III MEDIA MARATÓN CONCELLO DE VILAGARCIA DE AROUSA. CTO. XUNTA DE GALICIA DE MEDIA MARATÓN,2025-11-30,Domingo,21.097,road running,Absoluta/General,159.0,748.0,Vilagarcía de Arousa,,Pontevedra,
carreirasgalegas,III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2024-07-21,Domingo,1.5,road running,Infantil,4.0,9.0,Ordes - Oroso,Ordes,,Galicia
carreirasgalegas,III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2024-07-21,Domingo,3.0,road running,Infantil,1.0,5.0,Ordes - Oroso,Ordes,,Galicia
carreirasgalegas,III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2024-07-21,Domingo,10.0,road running,Otros,37.0,111.0,Ordes - Oroso,Ordes,,Galicia
carreirasgalegas,III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2024-07-21,Domingo,21.0,road running,Otros,31.0,202.0,Ordes - Oroso,Ordes,,Galicia
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,0.15,road running,Infantil,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,0.599,road running,Otros,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,0.6,road running,Infantil,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,1.2,road running,Infantil,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,1.608,road running,Absoluta/General,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,1.608,road running,Mayores/Veteranos,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,1.61,road running,Mayores/Veteranos,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III MILLA URBANA DE MONFORTE DE LEMOS,2019-08-11,Domingo,1.611,road running,Mayores/Veteranos,,,Monforte de Lemos,Terra de Lemos,Lugo,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,0.1,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,0.399,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,0.402,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,0.804,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,0.805,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,1.605,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,1.606,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,1.607,road running,Infantil,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,1.608,road running,Absoluta/General,,,Ourense,,Ourense,
carreirasgalegas,III OURENSE MILLA SOLIDARIA,2019-06-22,Sábado,1.609,road running,Mayores/Veteranos,,,Ourense,,Ourense,
carreirasgalegas,III POPULAR FARO RONCUDO,2023-04-29,Sábado,0.2,road running,Infantil,,,Ponteceso,Bergantiños,A Coruña,
carreirasgalegas,III POPULAR FARO RONCUDO,2023-04-29,Sábado,0.5,road running,Infantil,,,Ponteceso,Bergantiños,A Coruña,
carreirasgalegas,III POPULAR FARO RONCUDO,2023-04-29,Sábado,1.0,road running,Infantil,,,Ponteceso,Bergantiños,A Coruña,
carreirasgalegas,III POPULAR FARO RONCUDO,2023-04-29,Sábado,2.0,road running,Infantil,,,Ponteceso,Bergantiños,A Coruña,
carreirasgalegas,III POPULAR FARO RONCUDO,2023-04-29,Sábado,6.2,road running,Absoluta/General,,,Ponteceso,Bergantiños,A Coruña,
carreirasgalegas,III SAN SILVESTRE CONCELLO DE MONTERROSO 2019,2019-12-31,Martes,0.15,Otros,Infantil,,,Monterroso,A Ulloa,Lugo,
carreirasgalegas,III SAN SILVESTRE CONCELLO DE MONTERROSO 2019,2019-12-31,Martes,0.4,Otros,Otros,,,Monterroso,A Ulloa,Lugo,
carreirasgalegas,III SAN SILVESTRE CONCELLO DE MONTERROSO 2019,2019-12-31,Martes,1.0,Otros,Infantil,,,Monterroso,A Ulloa,Lugo,
carreirasgalegas,III SAN SILVESTRE CONCELLO DE MONTERROSO 2019,2019-12-31,Martes,4.5,road running,Absoluta/General,,,Monterroso,A Ulloa,Lugo,
carreirasgalegas,III SAN SILVESTRE DE NEDA,2024-12-31,Martes,0.7,Otros,Infantil,19.0,10.0,Neda,Ferrol,A Coruña,
carreirasgalegas,III SAN SILVESTRE DE NEDA,2024-12-31,Martes,1.4,Otros,Infantil,7.0,12.0,Neda,Ferrol,A Coruña,
carreirasgalegas,III SAN SILVESTRE DE NEDA,2024-12-31,Martes,5.4,road running,Absoluta/General,54.0,165.0,Neda,Ferrol,A Coruña,
carreirasgalegas,III SAN SILVESTRE ORDES,2019-12-31,Martes,3.7,road running,Absoluta/General,,,Ordes,Ordes,A Coruña,
carreirasgalegas,III SUBIDA A SAN CIDRE - XACODESAFÍO 2022,2022-03-06,Domingo,0.5,Otros,Infantil,,,Toques,Terra de Melide,A Coruña,
carreirasgalegas,III SUBIDA A SAN CIDRE - XACODESAFÍO 2022,2022-03-06,Domingo,0.501,Otros,Infantil,,,Toques,Terra de Melide,A Coruña,
carreirasgalegas,III SUBIDA A SAN CIDRE - XACODESAFÍO 2022,2022-03-06,Domingo,1.5,Otros,Infantil,,,Toques,Terra de Melide,A Coruña,
carreirasgalegas,III SUBIDA A SAN CIDRE - XACODESAFÍO 2022,2022-03-06,Domingo,1.501,Otros,Infantil,,,Toques,Terra de Melide,A Coruña,
carreirasgalegas,III SUBIDA A SAN CIDRE - XACODESAFÍO 2022,2022-03-06,Domingo,2.5,Otros,Infantil,,,Toques,Terra de Melide,A Coruña,
carreirasgalegas,III SUBIDA A SAN CIDRE - XACODESAFÍO 2022,2022-03-06,Domingo,2.501,Otros,Infantil,,,Toques,Terra de Melide,A Coruña,
carreirasgalegas,III SUBIDA A SAN CIDRE - XACODESAFÍO 2022,2022-03-06,Domingo,13.0,Otros,Otros,,,Toques,Terra de Melide,A Coruña,
carreirasgalegas,III TRAIL 5 MIRADOIROS DE NIGRÁN 2025 - SUBIDA (CANCELADA),2025-10-18,Sábado,0.0,trail running,Absoluta/General,,,Nigrán,Vigo,Pontevedra,
carreirasgalegas,III TRAIL 5 MIRADOIROS DE NIGRÁN 2025 - SUBIDA (CANCELADA),2025-10-18,Sábado,0.5,trail running,Absoluta/General,,,Nigrán,Vigo,Pontevedra,
carreirasgalegas,III TRAIL 5 MIRADOIROS DE NIGRÁN 2025 - TRAIL LONGO E CURTO (CANCELADA),2025-10-19,Domingo,13.0,marcha,Absoluta/General,,,Nigrán,Vigo,Pontevedra,
carreirasgalegas,III TRAIL 5 MIRADOIROS DE NIGRÁN 2025 - TRAIL LONGO E CURTO (CANCELADA),2025-10-19,Domingo,13.0,trail running,Absoluta/General,,,Nigrán,Vigo,Pontevedra,
carreirasgalegas,III TRAIL 5 MIRADOIROS DE NIGRÁN 2025 - TRAIL LONGO E CURTO (CANCELADA),2025-10-19,Domingo,25.0,trail running,Absoluta/General,,,Nigrán,Vigo,Pontevedra,
carreirasgalegas,III TRAIL CONCELLO DE MIÑO - BOUCELO SAN RAMÓN	,2023-11-19,Domingo,12.65,marcha,Absoluta/General,,,Miño,Betanzos,A Coruña,
carreirasgalegas,III TRAIL CONCELLO DE MIÑO - BOUCELO SAN RAMÓN	,2023-11-19,Domingo,13.3,trail running,Absoluta/General,,,Miño,Betanzos,A Coruña,
carreirasgalegas,III TRAIL CONCELLO DE MIÑO - BOUCELO SAN RAMÓN	,2023-11-19,Domingo,23.2,trail running,Absoluta/General,,,Miño,Betanzos,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,0.3,trail running,Infantil,14.0,18.0,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,1.0,trail running,Absoluta/General,,,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,1.0,trail running,Infantil,16.0,7.0,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,2.0,trail running,Absoluta/General,9.0,8.0,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,8.0,marcha,Absoluta/General,,,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,8.0,trail running,Absoluta/General,39.0,30.0,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,15.0,trail running,Absoluta/General,59.0,159.0,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL COVA DA BRUXA,2024-02-18,Domingo,23.0,trail running,Absoluta/General,55.0,238.0,Muros,Muros,A Coruña,
carreirasgalegas,III TRAIL LAXE DOS BOLOS 2026,2026-03-15,Domingo,0.0,trail running,Absoluta/General,16.0,51.0,Caldas de Reis,Caldas,Pontevedra,
carreirasgalegas,III TRAIL LAXE DOS BOLOS 2026,2026-03-15,Domingo,8.4,trail running,Absoluta/General,75.0,121.0,Caldas de Reis,Caldas,Pontevedra,
carreirasgalegas,III TRAIL LAXE DOS BOLOS 2026,2026-03-15,Domingo,12.0,trail running,Absoluta/General,,,Caldas de Reis,Caldas,Pontevedra,
carreirasgalegas,III TRAIL LAXE DOS BOLOS 2026,2026-03-15,Domingo,19.7,trail running,Absoluta/General,40.0,153.0,Caldas de Reis,Caldas,Pontevedra,
carreirasgalegas,III TRAIL LAXE DOS BOLOS 2026,2026-03-15,Domingo,43.2,road running,Absoluta/General,18.0,87.0,Caldas de Reis,Caldas,Pontevedra,
carreirasgalegas,III TROFEO JOSÉ LUIS TORRADO - FESTA HQR! RÍAS BAIXAS (PISTA),2025-12-27,Sábado,0.05,Otros,Infantil,,,Pontevedra,Pontevedra,Pontevedra,
carreirasgalegas,III TROFEO JOSÉ LUIS TORRADO - FESTA HQR! RÍAS BAIXAS (PISTA),2025-12-27,Sábado,0.5,Otros,Otros,,,Pontevedra,Pontevedra,Pontevedra,
carreirasgalegas,III URBAN TRAIL POLÍGONO DE BERGONDO,2023-10-07,Sábado,0.1,road running,Infantil,,,Bergondo,A Coruña,A Coruña,
carreirasgalegas,III URBAN TRAIL POLÍGONO DE BERGONDO,2023-10-07,Sábado,0.5,road running,Absoluta/General,,,Bergondo,A Coruña,A Coruña,
carreirasgalegas,III URBAN TRAIL POLÍGONO DE BERGONDO,2023-10-07,Sábado,1.0,road running,Absoluta/General,,,Bergondo,A Coruña,A Coruña,
carreirasgalegas,III URBAN TRAIL POLÍGONO DE BERGONDO,2023-10-07,Sábado,6.0,marcha,Absoluta/General,,,Bergondo,A Coruña,A Coruña,
carreirasgalegas,III URBAN TRAIL POLÍGONO DE BERGONDO,2023-10-07,Sábado,6.0,road running,Absoluta/General,,,Bergondo,A Coruña,A Coruña,
carreirasgalegas,"IIª ANDAINA ""TEMOS UN CAMIÑO""",2022-05-07,Sábado,8.0,marcha,Absoluta/General,,,O Barco de Valdeorras,Valdeorras,Ourense,
carreirasgalegas,IIª CARREIRA E ANDAINA DAS CIDADES CONTRA O CANCRO DE PANCREAS,2019-11-24,Domingo,4.499,marcha,Infantil,,,Vilamartín de Valdeorras,Valdeorras,Ourense,
carreirasgalegas,IIª CARREIRA E ANDAINA DAS CIDADES CONTRA O CANCRO DE PANCREAS,2019-11-24,Domingo,4.5,marcha,Absoluta/General,,,Vilamartín de Valdeorras,Valdeorras,Ourense,
carreirasgalegas,IIª CARREIRA E ANDAINA DAS CIDADES CONTRA O CANCRO DE PANCREAS,2019-11-24,Domingo,11.998,marcha,Infantil,,,Vilamartín de Valdeorras,Valdeorras,Ourense,
carreirasgalegas,IIª CARREIRA E ANDAINA DAS CIDADES CONTRA O CANCRO DE PANCREAS,2019-11-24,Domingo,11.999,marcha,Absoluta/General,,,Vilamartín de Valdeorras,Valdeorras,Ourense,
carreirasgalegas,IIª CARREIRA E ANDAINA DAS CIDADES CONTRA O CANCRO DE PANCREAS,2019-11-24,Domingo,12.0,road running,Absoluta/General,,,Vilamartín de Valdeorras,Valdeorras,Ourense,
carreirasgalegas,IIª CARREIRA E ANDAINA DAS CIDADES CONTRA O CANCRO DE PANCREAS,2019-11-24,Domingo,32.0,Ciclismo y btt,Absoluta/General,,,Vilamartín de Valdeorras,Valdeorras,Ourense,
carreirasgalegas,"IV  CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2024-04-13,Sábado,0.35,road running,Infantil,,,Santiago de Compostela,,A Coruña,
carreirasgalegas,"IV  CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2024-04-13,Sábado,1.2,road running,Infantil,,,Santiago de Compostela,,A Coruña,
carreirasgalegas,"IV  CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2024-04-13,Sábado,2.0,road running,Infantil,,,Santiago de Compostela,,A Coruña,
carreirasgalegas,"IV  CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2024-04-13,Sábado,2.5,marcha,Absoluta/General,,,Santiago de Compostela,,A Coruña,
carreirasgalegas,"IV  CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2024-04-13,Sábado,5.0,road running,Absoluta/General,,,Santiago de Compostela,,A Coruña,
carreirasgalegas,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,2026-07-12,Domingo,0.15,road running,Infantil,,,As Pontes,,,
carreirasgalegas,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,2026-07-12,Domingo,1.0,road running,Infantil,,,As Pontes,,,
carreirasgalegas,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,2026-07-12,Domingo,1.8,marcha,Absoluta/General,,,As Pontes,,,
carreirasgalegas,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,2026-07-12,Domingo,1.8,road running,Infantil,,,As Pontes,,,
carreirasgalegas,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,2026-07-12,Domingo,5.4,road running,Absoluta/General,,,As Pontes,,,
carreirasgalegas,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,2024-06-16,Domingo,0.15,road running,Infantil,,,Ribeira,A Barbanza,A Coruña,
carreirasgalegas,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,2024-06-16,Domingo,0.7,road running,Infantil,7.0,12.0,Ribeira,A Barbanza,A Coruña,
