fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,comunidad_autonoma,anyo,mes,estacion,total_finishers,es_finde,municipio_norm,provincia_norm,provincia_ine,anyo_cruce,total_poblacion,poblacion_h,poblacion_d,superficie_km2,densidad_poblacion,es_carrera_popular
mychip,Clariano Trail 2017,2017-02-12,Domingo,14.4,trail running,Absoluta/General,59.0,37.0,Onteniente,La Vall d'Albaida,Valencia,,2017,2,Invierno,96.0,True,ONTENIENTE,VALENCIA,46.0,2017,,,,,,False
mychip,Clariano Trail 2017,2017-02-12,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,Onteniente,La Vall d'Albaida,Valencia,,2017,2,Invierno,0.0,True,ONTENIENTE,VALENCIA,46.0,2017,,,,,,False
mychip,"El Camí dels Bandolers, Senija, V edició. 15km / 25km",2017-02-12,Domingo,25.0,trail running,Absoluta/General,17.0,112.0,Senija,La Marina Alta,Alicante,,2017,2,Invierno,129.0,True,SENIJA,ALICANTE,3.0,2017,578.0,293.0,285.0,4.786374,120.75947261956544,False
mychip,"El Camí dels Bandolers, Senija, V edició. 15km / 25km",2017-02-12,Domingo,15.0,trail running,Absoluta/General,40.0,81.0,Senija,La Marina Alta,Alicante,,2017,2,Invierno,121.0,True,SENIJA,ALICANTE,3.0,2017,578.0,293.0,285.0,4.786374,120.75947261956544,False
mychip,XII Gran Fons de Turis memorial Raimon Soria,2017-02-12,Domingo,16.0,road running,Absoluta/General,56.0,355.0,Turís,La Ribera Alta,Valencia,,2017,2,Invierno,411.0,True,TURIS,VALENCIA,46.0,2017,6627.0,3464.0,3163.0,80.41159999999999,82.4134826318591,False
mychip,XII Gran Fons de Turis memorial Raimon Soria,2017-02-12,Domingo,8.5,road running,Absoluta/General,0.0,0.0,Turís,La Ribera Alta,Valencia,,2017,2,Invierno,0.0,True,TURIS,VALENCIA,46.0,2017,6627.0,3464.0,3163.0,80.41159999999999,82.4134826318591,False
mychip,"CATEGORIAS MENORES, XII GRAN FONS DE TURIS MEMORIAL RAIMON SORIA ",2017-02-12,Domingo,0.5,road running,Infantil,10.0,13.0,Turís,La Ribera Alta,Valencia,,2017,2,Invierno,23.0,True,TURIS,VALENCIA,46.0,2017,6627.0,3464.0,3163.0,80.41159999999999,82.4134826318591,False
mychip,"CATEGORIAS MENORES, XII GRAN FONS DE TURIS MEMORIAL RAIMON SORIA ",2017-02-12,Domingo,0.0,road running,Infantil,18.0,14.0,Turís,La Ribera Alta,Valencia,,2017,2,Invierno,32.0,True,TURIS,VALENCIA,46.0,2017,6627.0,3464.0,3163.0,80.41159999999999,82.4134826318591,False
mychip,"CATEGORIAS MENORES, XII GRAN FONS DE TURIS MEMORIAL RAIMON SORIA ",2017-02-12,Domingo,1.5,road running,Infantil,6.0,11.0,Turís,La Ribera Alta,Valencia,,2017,2,Invierno,17.0,True,TURIS,VALENCIA,46.0,2017,6627.0,3464.0,3163.0,80.41159999999999,82.4134826318591,False
mychip,"CATEGORIAS MENORES, XII GRAN FONS DE TURIS MEMORIAL RAIMON SORIA ",2017-02-12,Domingo,2.0,road running,Infantil,8.0,6.0,Turís,La Ribera Alta,Valencia,,2017,2,Invierno,14.0,True,TURIS,VALENCIA,46.0,2017,6627.0,3464.0,3163.0,80.41159999999999,82.4134826318591,False
mychip,CARRERA POPULAR SOLIDARIA MANOS UNIDAS ALZIRA 2017,2017-02-11,Sábado,6.0,road running,Absoluta/General,0.0,0.0,Alcira,La Ribera Alta,Valencia,,2017,2,Invierno,0.0,True,ALCIRA,VALENCIA,46.0,2017,,,,,,True
mychip,CARRERA POPULAR SOLIDARIA MANOS UNIDAS ALZIRA 2017,2017-02-11,Sábado,2.0,road running,Absoluta/General,0.0,0.0,Alcira,La Ribera Alta,Valencia,,2017,2,Invierno,0.0,True,ALCIRA,VALENCIA,46.0,2017,,,,,,True
mychip,I Trail per muntanya de Benissoda,2017-02-05,Domingo,15.0,trail running,Absoluta/General,14.0,133.0,Benisoda,La Vall d'Albaida,Valencia,,2017,2,Invierno,147.0,True,BENISODA,VALENCIA,46.0,2017,,,,,,False
mychip,II Trail Ponoig,2017-02-05,Domingo,27.0,trail running,Absoluta/General,9.0,122.0,Polop,La Marina Baja,Alicante,,2017,2,Invierno,131.0,True,POLOP,ALICANTE,3.0,2017,4725.0,2437.0,2288.0,22.5593,209.44798819112296,False
mychip,II Trail Ponoig,2017-02-05,Domingo,16.0,trail running,Absoluta/General,17.0,67.0,Polop,La Marina Baja,Alicante,,2017,2,Invierno,84.0,True,POLOP,ALICANTE,3.0,2017,4725.0,2437.0,2288.0,22.5593,209.44798819112296,False
mychip,"Medio Maratón y 10k  ciudad de Oliva, Memorial Teodoro Barber Serra",2017-02-05,Domingo,10.0,road running,Absoluta/General,0.0,0.0,Oliva,La Safor,Valencia,,2017,2,Invierno,0.0,True,OLIVA,VALENCIA,46.0,2017,25488.0,12577.0,12911.0,60.1618,423.6575368423152,False
mychip,"Medio Maratón y 10k  ciudad de Oliva, Memorial Teodoro Barber Serra",2017-02-05,Domingo,21.097,road running,Absoluta/General,0.0,0.0,Oliva,La Safor,Valencia,,2017,2,Invierno,0.0,True,OLIVA,VALENCIA,46.0,2017,25488.0,12577.0,12911.0,60.1618,423.6575368423152,False
mychip,"Campeonato Liga FEMECV, Cursa per Muntanya Ciutat de la Vall D'uixó",2017-02-05,Domingo,20.6,trail running,Absoluta/General,45.0,188.0,Vall de Uxó,Plana Baja,Castellón,,2017,2,Invierno,233.0,True,VALL DE UXO,CASTELLON,12.0,2017,,,,,,False
mychip,"Campeonato Liga FEMECV, Cursa per Muntanya Ciutat de la Vall D'uixó",2017-02-05,Domingo,10.0,trail running,Infantil,1.0,5.0,Vall de Uxó,Plana Baja,Castellón,,2017,2,Invierno,6.0,True,VALL DE UXO,CASTELLON,12.0,2017,,,,,,False
mychip,"Campeonato Liga FEMECV, Cursa per Muntanya Ciutat de la Vall D'uixó",2017-02-05,Domingo,10.0,trail running,Infantil,6.0,17.0,Vall de Uxó,Plana Baja,Castellón,,2017,2,Invierno,23.0,True,VALL DE UXO,CASTELLON,12.0,2017,,,,,,False
mychip,"Marcha integral Serra de Crevillente, 2017",2017-02-04,Sábado,50.0,trail running,Absoluta/General,0.0,0.0,Crevillente,El Bajo Vinalopó,Alicante,,2017,2,Invierno,0.0,True,CREVILLENTE,ALICANTE,3.0,2017,,,,,,False
mychip,"2a. Melgatón i 5a Carrera y marcha por Montaña, Trofeo Virgen del Remedio",2017-01-29,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,Petrer,El Vinalopó Medio,Alicante,,2017,1,Invierno,0.0,True,PETRER,ALICANTE,3.0,2017,34533.0,17162.0,17371.0,104.2811,331.1530085509263,False
mychip,"2a. Melgatón i 5a Carrera y marcha por Montaña, Trofeo Virgen del Remedio",2017-01-29,Domingo,15.0,trail running,Absoluta/General,20.0,147.0,Petrer,El Vinalopó Medio,Alicante,,2017,1,Invierno,167.0,True,PETRER,ALICANTE,3.0,2017,34533.0,17162.0,17371.0,104.2811,331.1530085509263,False
mychip,"2a. Melgatón i 5a Carrera y marcha por Montaña, Trofeo Virgen del Remedio",2017-01-29,Domingo,15.0,trail running,Infantil,0.0,2.0,Petrer,El Vinalopó Medio,Alicante,,2017,1,Invierno,2.0,True,PETRER,ALICANTE,3.0,2017,34533.0,17162.0,17371.0,104.2811,331.1530085509263,False
mychip,"2a. Melgatón i 5a Carrera y marcha por Montaña, Trofeo Virgen del Remedio",2017-01-29,Domingo,15.0,trail running,Absoluta/General,55.0,85.0,Petrer,El Vinalopó Medio,Alicante,,2017,1,Invierno,140.0,True,PETRER,ALICANTE,3.0,2017,34533.0,17162.0,17371.0,104.2811,331.1530085509263,False
mychip,V MARATON DEL CAROIG,2017-01-29,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Alcántara de Júcar,La Ribera Alta,Valencia,,2017,1,Invierno,0.0,True,ALCANTARA DE JUCAR,VALENCIA,46.0,2017,,,,,,False
mychip,Dia del Senderista de la Comunitat Valenciana 2017,2017-01-29,Domingo,14.0,Otros,Absoluta/General,151.0,229.0,Jeresa,La Safor,Valencia,,2017,1,Invierno,380.0,True,JERESA,VALENCIA,46.0,2017,,,,,,False
mychip,Dia del Senderista de la Comunitat Valenciana 2017,2017-01-29,Domingo,14.0,Otros,Infantil,0.0,0.0,Jeresa,La Safor,Valencia,,2017,1,Invierno,0.0,True,JERESA,VALENCIA,46.0,2017,,,,,,False
mychip,Cursa x Muntanya Serra Perenxisa,2017-01-29,Domingo,21.0,trail running,Absoluta/General,0.0,0.0,Torrente,Huerta Sur,Valencia,,2017,1,Invierno,0.0,True,TORRENTE,VALENCIA,46.0,2017,,,,,,False
mychip,Sagunt Corre ,2017-01-29,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Sagunto,Campo de Murviedro,Valencia,,2017,1,Invierno,0.0,True,SAGUNTO,VALENCIA,46.0,2017,65278.0,31978.0,33300.0,133.9275,487.4129659703944,False
mychip,II Trail el Salto de Chella,2017-01-22,Domingo,14.0,trail running,Absoluta/General,56.0,50.0,Chella,La Canal de Navarrés,Valencia,,2017,1,Invierno,106.0,True,CHELLA,VALENCIA,46.0,2017,2513.0,1234.0,1279.0,43.492426,57.780175334436386,False
mychip,II Trail el Salto de Chella,2017-01-22,Domingo,17.0,trail running,Absoluta/General,30.0,144.0,Chella,La Canal de Navarrés,Valencia,,2017,1,Invierno,174.0,True,CHELLA,VALENCIA,46.0,2017,2513.0,1234.0,1279.0,43.492426,57.780175334436386,False
mychip,Mitja i Quarta Picanya-Paiporta,2017-01-22,Domingo,10.548,road running,Absoluta/General,159.0,387.0,Picaña,Huerta Sur,Valencia,,2017,1,Invierno,546.0,True,PICANA,VALENCIA,46.0,2017,,,,,,False
mychip,Mitja i Quarta Picanya-Paiporta,2017-01-22,Domingo,21.097,road running,Absoluta/General,94.0,701.0,Picaña,Huerta Sur,Valencia,,2017,1,Invierno,795.0,True,PICANA,VALENCIA,46.0,2017,,,,,,False
mychip,I Prueba del Campeonato de Liga de carrrera por Montaña de la FEMECV,2017-01-22,Domingo,20.5,trail running,Absoluta/General,56.0,244.0,Crevillente,El Bajo Vinalopó,Alicante,,2017,1,Invierno,300.0,True,CREVILLENTE,ALICANTE,3.0,2017,,,,,,False
mychip,I Prueba del Campeonato de Liga de carrrera por Montaña de la FEMECV,2017-01-22,Domingo,13.3,trail running,Infantil,1.0,5.0,Crevillente,El Bajo Vinalopó,Alicante,,2017,1,Invierno,6.0,True,CREVILLENTE,ALICANTE,3.0,2017,,,,,,False
mychip,I Prueba del Campeonato de Liga de carrrera por Montaña de la FEMECV,2017-01-22,Domingo,13.3,trail running,Infantil,2.0,15.0,Crevillente,El Bajo Vinalopó,Alicante,,2017,1,Invierno,17.0,True,CREVILLENTE,ALICANTE,3.0,2017,,,,,,False
mychip,MARCHA BTT XATIVA by CC Ribera del Xuquer,2017-01-22,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Játiva,La Costera,Valencia,,2017,1,Invierno,0.0,True,JATIVA,VALENCIA,46.0,2017,,,,,,False
mychip,VI Carrera por montaña Cerro de la Mola,2017-01-15,Domingo,17.0,trail running,Absoluta/General,100.0,125.0,Novelda,El Vinalopó Medio,Alicante,,2017,1,Invierno,225.0,True,NOVELDA,ALICANTE,3.0,2017,25868.0,12825.0,13043.0,75.72424,341.60791841555624,False
mychip,VI Carrera por montaña Cerro de la Mola,2017-01-15,Domingo,19.5,trail running,Absoluta/General,30.0,240.0,Novelda,El Vinalopó Medio,Alicante,,2017,1,Invierno,270.0,True,NOVELDA,ALICANTE,3.0,2017,25868.0,12825.0,13043.0,75.72424,341.60791841555624,False
mychip,X Carrera por Montaña Villa de Azuebar,2017-01-15,Domingo,20.0,trail running,Absoluta/General,31.0,165.0,Azuébar,El Alto Palancia,Castellón,,2017,1,Invierno,196.0,True,AZUEBAR,CASTELLON,12.0,2017,324.0,175.0,149.0,23.400855,13.845647947478842,False
mychip,6e. Trail i Marxa Senderista La Mallà-Serralades de Barxeta,2017-01-15,Domingo,18.5,trail running,Absoluta/General,248.0,230.0,Barcheta,La Costera,Valencia,,2017,1,Invierno,478.0,True,BARCHETA,VALENCIA,46.0,2017,,,,,,False
mychip,6e. Trail i Marxa Senderista La Mallà-Serralades de Barxeta,2017-01-15,Domingo,21.3,trail running,Absoluta/General,92.0,514.0,Barcheta,La Costera,Valencia,,2017,1,Invierno,606.0,True,BARCHETA,VALENCIA,46.0,2017,,,,,,False
mychip,GR10 EXTREM 2017,2017-01-14,Sábado,94.0,trail running,Absoluta/General,10.0,177.0,Puzol,Huerta Norte,Valencia,,2017,1,Invierno,187.0,True,PUZOL,VALENCIA,46.0,2017,,,,,,False
mychip,"I Carrera del Roscón, Polop de la marina",2017-01-07,Sábado,7.0,road running,Absoluta/General,16.0,58.0,Polop,La Marina Baja,Alicante,,2017,1,Invierno,74.0,True,POLOP,ALICANTE,3.0,2017,4725.0,2437.0,2288.0,22.5593,209.44798819112296,False
mychip,"I Carrera del Roscón, Polop de la marina",2017-01-07,Sábado,0.1,road running,Infantil,0.0,0.0,Polop,La Marina Baja,Alicante,,2017,1,Invierno,0.0,True,POLOP,ALICANTE,3.0,2017,4725.0,2437.0,2288.0,22.5593,209.44798819112296,False
mychip,"I Carrera del Roscón, Polop de la marina",2017-01-07,Sábado,0.35,road running,Infantil,0.0,0.0,Polop,La Marina Baja,Alicante,,2017,1,Invierno,0.0,True,POLOP,ALICANTE,3.0,2017,4725.0,2437.0,2288.0,22.5593,209.44798819112296,False
mychip,"I Carrera del Roscón, Polop de la marina",2017-01-07,Sábado,0.8,road running,Infantil,0.0,0.0,Polop,La Marina Baja,Alicante,,2017,1,Invierno,0.0,True,POLOP,ALICANTE,3.0,2017,4725.0,2437.0,2288.0,22.5593,209.44798819112296,False
mychip,XVII Volta a peu a Xeraco,2017-01-06,Viernes,15.0,road running,Absoluta/General,62.0,308.0,Jaraco,La Safor,Valencia,,2017,1,Invierno,370.0,False,JARACO,VALENCIA,46.0,2017,,,,,,False
mychip,XVII Volta a peu a Xeraco,2017-01-06,Viernes,7.1,road running,Absoluta/General,57.0,95.0,Jaraco,La Safor,Valencia,,2017,1,Invierno,152.0,False,JARACO,VALENCIA,46.0,2017,,,,,,False
mychip,XVII Volta a peu a Xeraco,2017-01-06,Viernes,0.0,road running,Infantil,0.0,0.0,Jaraco,La Safor,Valencia,,2017,1,Invierno,0.0,False,JARACO,VALENCIA,46.0,2017,,,,,,False
mychip,XXXV San Silvestre Toledana,2016-12-31,Sábado,8.7,road running,Absoluta/General,930.0,3433.0,Toledo,,Toledo,,2016,12,Invierno,4363.0,True,TOLEDO,TOLEDO,45.0,2016,83459.0,39986.0,43473.0,232.1396,359.5207366601821,True
mychip,XXXV San Silvestre Toledana,2016-12-31,Sábado,0.4,road running,Infantil,42.0,66.0,Toledo,,Toledo,,2016,12,Invierno,108.0,True,TOLEDO,TOLEDO,45.0,2016,83459.0,39986.0,43473.0,232.1396,359.5207366601821,True
mychip,XXXV San Silvestre Toledana,2016-12-31,Sábado,0.4,road running,Infantil,77.0,113.0,Toledo,,Toledo,,2016,12,Invierno,190.0,True,TOLEDO,TOLEDO,45.0,2016,83459.0,39986.0,43473.0,232.1396,359.5207366601821,True
mychip,XXXV San Silvestre Toledana,2016-12-31,Sábado,0.8,road running,Infantil,41.0,69.0,Toledo,,Toledo,,2016,12,Invierno,110.0,True,TOLEDO,TOLEDO,45.0,2016,83459.0,39986.0,43473.0,232.1396,359.5207366601821,True
mychip,XXXV San Silvestre Toledana,2016-12-31,Sábado,1.2,road running,Infantil,20.0,24.0,Toledo,,Toledo,,2016,12,Invierno,44.0,True,TOLEDO,TOLEDO,45.0,2016,83459.0,39986.0,43473.0,232.1396,359.5207366601821,True
mychip,XXXV San Silvestre Toledana,2016-12-31,Sábado,1.6,road running,Infantil,5.0,17.0,Toledo,,Toledo,,2016,12,Invierno,22.0,True,TOLEDO,TOLEDO,45.0,2016,83459.0,39986.0,43473.0,232.1396,359.5207366601821,True
mychip,"II San Silvestre Pilareña, Grupo TVHoradada",2016-12-31,Sábado,0.1,road running,Infantil,5.0,2.0,Pilar de la Horadada,,Alicante,,2016,12,Invierno,7.0,True,PILAR DE LA HORADADA,ALICANTE,3.0,2016,21348.0,11001.0,10347.0,77.8215,274.32007864150654,True
mychip,"II San Silvestre Pilareña, Grupo TVHoradada",2016-12-31,Sábado,0.4,road running,Infantil,7.0,13.0,Pilar de la Horadada,,Alicante,,2016,12,Invierno,20.0,True,PILAR DE LA HORADADA,ALICANTE,3.0,2016,21348.0,11001.0,10347.0,77.8215,274.32007864150654,True
mychip,"II San Silvestre Pilareña, Grupo TVHoradada",2016-12-31,Sábado,0.4,road running,Infantil,12.0,13.0,Pilar de la Horadada,,Alicante,,2016,12,Invierno,25.0,True,PILAR DE LA HORADADA,ALICANTE,3.0,2016,21348.0,11001.0,10347.0,77.8215,274.32007864150654,True
mychip,"II San Silvestre Pilareña, Grupo TVHoradada",2016-12-31,Sábado,0.4,road running,Infantil,11.0,9.0,Pilar de la Horadada,,Alicante,,2016,12,Invierno,20.0,True,PILAR DE LA HORADADA,ALICANTE,3.0,2016,21348.0,11001.0,10347.0,77.8215,274.32007864150654,True
mychip,"II San Silvestre Pilareña, Grupo TVHoradada",2016-12-31,Sábado,0.8,road running,Infantil,6.0,10.0,Pilar de la Horadada,,Alicante,,2016,12,Invierno,16.0,True,PILAR DE LA HORADADA,ALICANTE,3.0,2016,21348.0,11001.0,10347.0,77.8215,274.32007864150654,True
mychip,"II San Silvestre Pilareña, Grupo TVHoradada",2016-12-31,Sábado,5.0,road running,Absoluta/General,92.0,171.0,Pilar de la Horadada,,Alicante,,2016,12,Invierno,263.0,True,PILAR DE LA HORADADA,ALICANTE,3.0,2016,21348.0,11001.0,10347.0,77.8215,274.32007864150654,True
mychip,SAN SILVESTRE TRAIL SUMACARCER,2016-12-31,Sábado,0.0,road running,Absoluta/General,0.0,0.0,Alcántara de Júcar,La Ribera Alta,Valencia,,2016,12,Invierno,0.0,True,ALCANTARA DE JUCAR,VALENCIA,46.0,2016,,,,,,True
mychip,"IX  San Silvestre ""CIUTAT D'ALGEMESÍ""",2016-12-30,Viernes,3.5,road running,Absoluta/General,0.0,0.0,Algemesí,La Ribera Alta,Valencia,,2016,12,Invierno,0.0,False,ALGEMESI,VALENCIA,46.0,2016,27607.0,13706.0,13901.0,41.3,668.450363196126,True
mychip,San Silvestre de Callosa 2016,2016-12-26,Lunes,3.4,road running,Absoluta/General,98.0,58.0,Callosa de Ensarriá,,Alicante,,2016,12,Invierno,156.0,False,CALLOSA DE ENSARRIA,ALICANTE,3.0,2016,,,,,,True
mychip,San Silvestre de Callosa 2016,2016-12-26,Lunes,6.8,road running,Absoluta/General,14.0,46.0,Callosa de Ensarriá,,Alicante,,2016,12,Invierno,60.0,False,CALLOSA DE ENSARRIA,ALICANTE,3.0,2016,,,,,,True
mychip,San Silvestre de Callosa 2016,2016-12-26,Lunes,0.0,road running,Infantil,0.0,0.0,Callosa de Ensarriá,,Alicante,,2016,12,Invierno,0.0,False,CALLOSA DE ENSARRIA,ALICANTE,3.0,2016,,,,,,True
mychip,XXXIII Carrera popular Villa de Aranjuez,2016-12-18,Domingo,10.0,road running,Absoluta/General,1344.0,3940.0,Aranjuez,,,Comunidad de Madrid,2016,12,Invierno,5284.0,True,ARANJUEZ,,,2016,,,,,,True
mychip,XXVII San Silvestre Monovera,2016-12-18,Domingo,5.1,road running,Absoluta/General,85.0,236.0,Monóvar,El Vinalopó Medio,Alicante,,2016,12,Invierno,321.0,True,MONOVAR,ALICANTE,3.0,2016,12272.0,6122.0,6150.0,152.28549999999998,80.5854792478601,True
mychip,XXVII San Silvestre Monovera,2016-12-18,Domingo,1.4,road running,Infantil,13.0,22.0,Monóvar,El Vinalopó Medio,Alicante,,2016,12,Invierno,35.0,True,MONOVAR,ALICANTE,3.0,2016,12272.0,6122.0,6150.0,152.28549999999998,80.5854792478601,True
mychip,XXVII San Silvestre Monovera,2016-12-18,Domingo,0.8,road running,Infantil,21.0,31.0,Monóvar,El Vinalopó Medio,Alicante,,2016,12,Invierno,52.0,True,MONOVAR,ALICANTE,3.0,2016,12272.0,6122.0,6150.0,152.28549999999998,80.5854792478601,True
mychip,XXVII San Silvestre Monovera,2016-12-18,Domingo,0.4,road running,Infantil,35.0,41.0,Monóvar,El Vinalopó Medio,Alicante,,2016,12,Invierno,76.0,True,MONOVAR,ALICANTE,3.0,2016,12272.0,6122.0,6150.0,152.28549999999998,80.5854792478601,True
mychip,"II Matagigantes, Circuito Desafios Trail Sierra del Segura",2016-12-11,Domingo,13.7,trail running,Absoluta/General,0.0,0.0,Liétor,,,Castilla-La Mancha,2016,12,Invierno,0.0,True,LIETOR,,,2016,,,,,,False
mychip,"II Matagigantes, Circuito Desafios Trail Sierra del Segura",2016-12-11,Domingo,20.4,trail running,Absoluta/General,0.0,0.0,Liétor,,,Castilla-La Mancha,2016,12,Invierno,0.0,True,LIETOR,,,2016,,,,,,False
mychip,XII Mitja Marató Serra d’Oltà,2016-12-11,Domingo,20.5,trail running,Absoluta/General,45.0,283.0,Calpe,La Marina Alta,Alicante,,2016,12,Invierno,328.0,True,CALPE,ALICANTE,3.0,2016,,,,,,False
mychip,XII Mitja Marató Serra d’Oltà,2016-12-11,Domingo,17.5,trail running,Absoluta/General,48.0,65.0,Calpe,La Marina Alta,Alicante,,2016,12,Invierno,113.0,True,CALPE,ALICANTE,3.0,2016,,,,,,False
mychip,Trail Marines Vell,2016-12-11,Domingo,21.0,trail running,Absoluta/General,37.0,235.0,Marines,El Campo de Turia,Valencia,,2016,12,Invierno,272.0,True,MARINES,VALENCIA,46.0,2016,1869.0,961.0,908.0,35.6674,52.400791759421764,False
mychip,XIII Mitja Marató de Dénia i Quart de Marató,2016-12-11,Domingo,10.548,road running,Absoluta/General,92.0,183.0,Denia,La Marina Alta,Alicante,,2016,12,Invierno,275.0,True,DENIA,ALICANTE,3.0,2016,41465.0,20237.0,21228.0,66.40050000000001,624.4681892455628,False
mychip,XIII Mitja Marató de Dénia i Quart de Marató,2016-12-11,Domingo,21.0,road running,Absoluta/General,69.0,337.0,Denia,La Marina Alta,Alicante,,2016,12,Invierno,406.0,True,DENIA,ALICANTE,3.0,2016,41465.0,20237.0,21228.0,66.40050000000001,624.4681892455628,False
mychip,Mitja i Quarta Marató  ciutat d'Alcoi,2016-12-06,Martes,10.548,road running,Absoluta/General,191.0,376.0,Alcoy,La Hoya de Alcoy,Alicante,,2016,12,Invierno,567.0,False,ALCOY,ALICANTE,3.0,2016,59198.0,28804.0,30394.0,129.9553,455.52586158471416,False
mychip,Mitja i Quarta Marató  ciutat d'Alcoi,2016-12-06,Martes,21.097,road running,Absoluta/General,31.0,294.0,Alcoy,La Hoya de Alcoy,Alicante,,2016,12,Invierno,325.0,False,ALCOY,ALICANTE,3.0,2016,59198.0,28804.0,30394.0,129.9553,455.52586158471416,False
mychip,Mitja i Quarta Marató  ciutat d'Alcoi,2016-12-06,Martes,21.097,road running,Absoluta/General,10.0,20.0,Alcoy,La Hoya de Alcoy,Alicante,,2016,12,Invierno,30.0,False,ALCOY,ALICANTE,3.0,2016,59198.0,28804.0,30394.0,129.9553,455.52586158471416,False
mychip,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",2016-12-04,Domingo,20.46,trail running,Absoluta/General,3.0,19.0,Simat de Valldigna,La Safor,Valencia,,2016,12,Invierno,22.0,True,SIMAT DE VALLDIGNA,VALENCIA,46.0,2016,,,,,,False
mychip,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",2016-12-04,Domingo,1.46,trail running,Absoluta/General,18.0,25.0,Simat de Valldigna,La Safor,Valencia,,2016,12,Invierno,43.0,True,SIMAT DE VALLDIGNA,VALENCIA,46.0,2016,,,,,,False
mychip,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",2016-12-04,Domingo,13.5,trail running,Absoluta/General,20.0,11.0,Simat de Valldigna,La Safor,Valencia,,2016,12,Invierno,31.0,True,SIMAT DE VALLDIGNA,VALENCIA,46.0,2016,,,,,,False
mychip,"II Simat Trail Series, Sprint Vertical Massís del Toro, Trail i Marxa Senderista a Penalva.",2016-12-04,Domingo,19.0,trail running,Absoluta/General,14.0,75.0,Simat de Valldigna,La Safor,Valencia,,2016,12,Invierno,89.0,True,SIMAT DE VALLDIGNA,VALENCIA,46.0,2016,,,,,,False
mychip,XVI MITJA MARATO SAMARUC-ALGEMESI,2016-12-04,Domingo,21.097,road running,Absoluta/General,31.0,295.0,Algemesí,La Ribera Alta,Valencia,,2016,12,Invierno,326.0,True,ALGEMESI,VALENCIA,46.0,2016,27607.0,13706.0,13901.0,41.3,668.450363196126,False
mychip,I MARATON ANNA,2016-12-04,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Anna,La Canal de Navarrés,Valencia,,2016,12,Invierno,0.0,True,ANNA,VALENCIA,46.0,2016,2678.0,1348.0,1330.0,21.449178000000003,124.85326943531354,False
mychip,4º TRAIL EL VENTOS,2016-11-27,Domingo,8.0,trail running,Absoluta/General,19.0,23.0,Agost,El Alacantí,Alicante,,2016,11,Otoño,42.0,True,AGOST,ALICANTE,3.0,2016,4729.0,2379.0,2350.0,66.635352,70.96833524643196,False
mychip,4º TRAIL EL VENTOS,2016-11-27,Domingo,16.0,trail running,Absoluta/General,42.0,203.0,Agost,El Alacantí,Alicante,,2016,11,Otoño,245.0,True,AGOST,ALICANTE,3.0,2016,4729.0,2379.0,2350.0,66.635352,70.96833524643196,False
mychip,X CURSA TOMBATOSSALS MARATOMBA 42K,2016-11-27,Domingo,41.35,road running,Absoluta/General,5.0,79.0,Castellón de la Plana,Plana Alta,Castellón,,2016,11,Otoño,84.0,True,CASTELLON DE LA PLANA,CASTELLON,12.0,2016,170990.0,82982.0,88008.0,111.3254,1535.9477711286013,False
mychip,X CURSA TOMBATOSSALS MARATOMBA 42K,2016-11-27,Domingo,21.0,road running,Absoluta/General,47.0,207.0,Castellón de la Plana,Plana Alta,Castellón,,2016,11,Otoño,254.0,True,CASTELLON DE LA PLANA,CASTELLON,12.0,2016,170990.0,82982.0,88008.0,111.3254,1535.9477711286013,False
mychip,"Media maratón de montaña ""Sierra de Peña Rubia""",2016-11-27,Domingo,23.5,trail running,Absoluta/General,0.0,0.0,Villena,El Alto Vinalopó,Alicante,,2016,11,Otoño,0.0,True,VILLENA,ALICANTE,3.0,2016,34163.0,17047.0,17116.0,345.0538,99.00774893654264,False
mychip,I cursa per muntanya i marxa senderista serra D'Agullent,2016-11-27,Domingo,21.0,trail running,Absoluta/General,0.0,0.0,Agullent,La Vall d'Albaida,Valencia,,2016,11,Otoño,0.0,True,AGULLENT,VALENCIA,46.0,2016,2395.0,1188.0,1207.0,16.238883,147.48551362800015,False
mychip,I cursa per muntanya i marxa senderista serra D'Agullent,2016-11-27,Domingo,12.0,trail running,Absoluta/General,0.0,0.0,Agullent,La Vall d'Albaida,Valencia,,2016,11,Otoño,0.0,True,AGULLENT,VALENCIA,46.0,2016,2395.0,1188.0,1207.0,16.238883,147.48551362800015,False
mychip,Campionat de Regularitat per Muntanya de la Comunitat Valenciana,2016-11-20,Domingo,18.0,trail running,Absoluta/General,49.0,88.0,Játiva,La Costera,Valencia,,2016,11,Otoño,137.0,True,JATIVA,VALENCIA,46.0,2016,,,,,,False
