fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,comunidad_autonoma,anyo,mes,estacion,total_finishers,es_finde,municipio_norm,provincia_norm,provincia_ine,anyo_cruce,total_poblacion,poblacion_h,poblacion_d,superficie_km2,densidad_poblacion,es_carrera_popular
buscametas,Encuentro Interprovincial Escolar de CXM,2025-10-26,Domingo,0.0,Otros,Infantil,4.0,9.0,Alcalá la Real,,Jaén,,2025,10,Otoño,13.0,True,ALCALA LA REAL,JAEN,23.0,2025,21577.0,10650.0,10927.0,261.3437,82.56177592955177,False
buscametas,Encuentro Interprovincial Escolar de CXM,2025-10-26,Domingo,0.0,Otros,Infantil,9.0,15.0,Alcalá la Real,,Jaén,,2025,10,Otoño,24.0,True,ALCALA LA REAL,JAEN,23.0,2025,21577.0,10650.0,10927.0,261.3437,82.56177592955177,False
buscametas,Encuentro Interprovincial Escolar de CXM,2025-10-26,Domingo,0.0,Otros,Infantil,12.0,11.0,Alcalá la Real,,Jaén,,2025,10,Otoño,23.0,True,ALCALA LA REAL,JAEN,23.0,2025,21577.0,10650.0,10927.0,261.3437,82.56177592955177,False
buscametas,Encuentro Interprovincial Escolar de CXM,2025-10-26,Domingo,0.0,Otros,Infantil,1.0,8.0,Alcalá la Real,,Jaén,,2025,10,Otoño,9.0,True,ALCALA LA REAL,JAEN,23.0,2025,21577.0,10650.0,10927.0,261.3437,82.56177592955177,False
buscametas,Kopa Euskadi KB,2025-10-26,Domingo,0.0,Otros,Absoluta/General,5.0,14.0,Galdames,,Vizcaya,,2025,10,Otoño,19.0,True,GALDAMES,VIZCAYA,48.0,2025,830.0,450.0,380.0,44.4133,18.688095683049898,False
buscametas,Vertical Pico la Cruz,2025-10-26,Domingo,0.0,trail running,Absoluta/General,12.0,62.0,Galdames,,Vizcaya,,2025,10,Otoño,74.0,True,GALDAMES,VIZCAYA,48.0,2025,830.0,450.0,380.0,44.4133,18.688095683049898,False
buscametas,Betagarri Trail,2025-10-25,Sábado,24.0,trail running,Absoluta/General,11.0,100.0,Ancín-Antzin,Estellerria,,Navarra,2025,10,Otoño,111.0,True,ANCIN-ANTZIN,,,2025,,,,,,False
buscametas,Betagarri Trail,2025-10-25,Sábado,15.0,trail running,Absoluta/General,41.0,115.0,Ancín-Antzin,Estellerria,,Navarra,2025,10,Otoño,156.0,True,ANCIN-ANTZIN,,,2025,,,,,,False
buscametas,Betagarri Trail,2025-10-25,Sábado,9.0,trail running,Absoluta/General,77.0,74.0,Ancín-Antzin,Estellerria,,Navarra,2025,10,Otoño,151.0,True,ANCIN-ANTZIN,,,2025,,,,,,False
buscametas,BBK Mendi Martxak - Mungia,2025-10-19,Domingo,0.0,marcha,Absoluta/General,158.0,192.0,Mungia,,Vizcaya,,2025,10,Otoño,350.0,True,MUNGIA,VIZCAYA,48.0,2025,18135.0,8812.0,9323.0,44.4588,407.90574644389864,False
buscametas,Basajaun Trail Race,2025-10-18,Sábado,43.0,trail running,Absoluta/General,4.0,47.0,Galdeano,Estellerria,,Navarra,2025,10,Otoño,51.0,True,GALDEANO,,,2025,,,,,,False
buscametas,Basajaun Trail Race,2025-10-18,Sábado,23.0,trail running,Absoluta/General,26.0,141.0,Galdeano,Estellerria,,Navarra,2025,10,Otoño,167.0,True,GALDEANO,,,2025,,,,,,False
buscametas,Basajaun Trail Race,2025-10-18,Sábado,13.0,trail running,Absoluta/General,71.0,147.0,Galdeano,Estellerria,,Navarra,2025,10,Otoño,218.0,True,GALDEANO,,,2025,,,,,,False
buscametas,Galipa Swim,2025-10-12,Domingo,0.0,Otros,Infantil,54.0,21.0,Zierbena,,Vizcaya,,2025,10,Otoño,75.0,True,ZIERBENA,VIZCAYA,48.0,2025,1510.0,806.0,704.0,12.1542,124.23688930575439,False
buscametas,Galipa Swim,2025-10-12,Domingo,0.0,road running,Absoluta/General,0.0,217.0,Zierbena,,Vizcaya,,2025,10,Otoño,217.0,True,ZIERBENA,VIZCAYA,48.0,2025,1510.0,806.0,704.0,12.1542,124.23688930575439,False
buscametas,Galipa Swim,2025-10-12,Domingo,0.0,road running,Absoluta/General,101.0,0.0,Zierbena,,Vizcaya,,2025,10,Otoño,101.0,True,ZIERBENA,VIZCAYA,48.0,2025,1510.0,806.0,704.0,12.1542,124.23688930575439,False
buscametas,Galipa Swim,2025-10-12,Domingo,0.0,Otros,Otros,1.0,2.0,Zierbena,,Vizcaya,,2025,10,Otoño,3.0,True,ZIERBENA,VIZCAYA,48.0,2025,1510.0,806.0,704.0,12.1542,124.23688930575439,False
buscametas,Zalla Herri Bira,2025-10-11,Sábado,0.0,Otros,Infantil,24.0,20.0,Zalla,,Vizcaya,,2025,10,Otoño,44.0,True,ZALLA,VIZCAYA,48.0,2025,8350.0,4083.0,4267.0,31.077800000000003,268.68053723236517,False
buscametas,Zalla Herri Bira,2025-10-11,Sábado,0.0,Otros,Infantil,8.0,13.0,Zalla,,Vizcaya,,2025,10,Otoño,21.0,True,ZALLA,VIZCAYA,48.0,2025,8350.0,4083.0,4267.0,31.077800000000003,268.68053723236517,False
buscametas,Zalla Herri Bira,2025-10-11,Sábado,0.0,Otros,Infantil,5.0,2.0,Zalla,,Vizcaya,,2025,10,Otoño,7.0,True,ZALLA,VIZCAYA,48.0,2025,8350.0,4083.0,4267.0,31.077800000000003,268.68053723236517,False
buscametas,Zalla Herri Bira,2025-10-11,Sábado,0.0,Otros,Mayores/Veteranos,53.0,155.0,Zalla,,Vizcaya,,2025,10,Otoño,208.0,True,ZALLA,VIZCAYA,48.0,2025,8350.0,4083.0,4267.0,31.077800000000003,268.68053723236517,False
buscametas,Granuja Xtreme,2025-10-11,Sábado,28.0,road running,Absoluta/General,7.0,121.0,Pradoluengo,,Burgos,,2025,10,Otoño,128.0,True,PRADOLUENGO,BURGOS,9.0,2025,1089.0,552.0,537.0,30.544991,35.652326759565916,False
buscametas,Granuja Xtreme,2025-10-11,Sábado,16.0,road running,Absoluta/General,39.0,135.0,Pradoluengo,,Burgos,,2025,10,Otoño,174.0,True,PRADOLUENGO,BURGOS,9.0,2025,1089.0,552.0,537.0,30.544991,35.652326759565916,False
buscametas,Granuja Xtreme,2025-10-11,Sábado,0.0,marcha,Absoluta/General,120.0,84.0,Pradoluengo,,Burgos,,2025,10,Otoño,204.0,True,PRADOLUENGO,BURGOS,9.0,2025,1089.0,552.0,537.0,30.544991,35.652326759565916,False
buscametas,Gorlizko Herri Krosa,2025-10-05,Domingo,0.0,Otros,Infantil,14.0,28.0,Gorliz,,Vizcaya,,2025,10,Otoño,42.0,True,GORLIZ,VIZCAYA,48.0,2025,6037.0,2986.0,3051.0,10.2283,590.2251596061906,False
buscametas,Gorlizko Herri Krosa,2025-10-05,Domingo,0.0,Otros,Infantil,11.0,6.0,Gorliz,,Vizcaya,,2025,10,Otoño,17.0,True,GORLIZ,VIZCAYA,48.0,2025,6037.0,2986.0,3051.0,10.2283,590.2251596061906,False
buscametas,Gorlizko Herri Krosa,2025-10-05,Domingo,0.0,Otros,Infantil,4.0,1.0,Gorliz,,Vizcaya,,2025,10,Otoño,5.0,True,GORLIZ,VIZCAYA,48.0,2025,6037.0,2986.0,3051.0,10.2283,590.2251596061906,False
buscametas,Gorlizko Herri Krosa,2025-10-05,Domingo,5.0,road running,Absoluta/General,34.0,52.0,Gorliz,,Vizcaya,,2025,10,Otoño,86.0,True,GORLIZ,VIZCAYA,48.0,2025,6037.0,2986.0,3051.0,10.2283,590.2251596061906,False
buscametas,Gorlizko Herri Krosa,2025-10-05,Domingo,10.0,road running,Absoluta/General,38.0,100.0,Gorliz,,Vizcaya,,2025,10,Otoño,138.0,True,GORLIZ,VIZCAYA,48.0,2025,6037.0,2986.0,3051.0,10.2283,590.2251596061906,False
buscametas,Serantes Igoera,2025-10-05,Domingo,0.0,road running,Absoluta/General,61.0,249.0,Mamariga - Santurtzi,,Vizcaya,,2025,10,Otoño,310.0,True,MAMARIGA - SANTURTZI,VIZCAYA,48.0,2025,,,,,,False
buscametas,BBK Mendi Martxak - Gurutzeta Cruces,2025-09-28,Domingo,14.0,marcha,Absoluta/General,118.0,184.0,Barakaldo,,Vizcaya,,2025,9,Otoño,302.0,True,BARAKALDO,VIZCAYA,48.0,2025,103084.0,49803.0,53281.0,24.9856,4125.736424180328,False
buscametas,Hiru Gurutzeak,2025-09-27,Sábado,80.0,road running,Absoluta/General,10.0,106.0,Galdakao,,Vizcaya,,2025,9,Otoño,116.0,True,GALDAKAO,VIZCAYA,48.0,2025,24767.0,12093.0,12674.0,24.1638,1024.9629611236644,False
buscametas,Ribero Trail,2025-09-20,Sábado,18.0,trail running,Absoluta/General,4.0,22.0,El Ribero de Montija,,Burgos,,2025,9,Otoño,26.0,True,EL RIBERO DE MONTIJA,BURGOS,9.0,2025,,,,,,False
buscametas,CórrELA,2025-09-14,Domingo,10.0,road running,Absoluta/General,70.0,178.0,Vitoria - Gasteiz,Gasteizko kuadrilla,Álava,,2025,9,Otoño,248.0,True,VITORIA - GASTEIZ,ALAVA,1.0,2025,,,,,,False
buscametas,CórrELA,2025-09-14,Domingo,5.0,road running,Absoluta/General,160.0,143.0,Vitoria - Gasteiz,Gasteizko kuadrilla,Álava,,2025,9,Otoño,303.0,True,VITORIA - GASTEIZ,ALAVA,1.0,2025,,,,,,False
buscametas,Picos de La Demanda,2025-09-13,Sábado,35.0,road running,Absoluta/General,16.0,129.0,Ezcaray,,,La Rioja,2025,9,Otoño,145.0,True,EZCARAY,,,2025,,,,,,False
buscametas,Picos de La Demanda,2025-09-13,Sábado,24.0,road running,Absoluta/General,38.0,211.0,Ezcaray,,,La Rioja,2025,9,Otoño,249.0,True,EZCARAY,,,2025,,,,,,False
buscametas,Picos de La Demanda,2025-09-13,Sábado,10.0,road running,Absoluta/General,65.0,121.0,Ezcaray,,,La Rioja,2025,9,Otoño,186.0,True,EZCARAY,,,2025,,,,,,False
buscametas,Picos de La Demanda,2025-09-13,Sábado,7.0,Otros,Infantil,10.0,19.0,Ezcaray,,,La Rioja,2025,9,Otoño,29.0,True,EZCARAY,,,2025,,,,,,False
buscametas,Viernes Nocturna By Irier,2025-09-12,Viernes,7.0,Otros,Absoluta/General,19.0,55.0,Ezcaray,,,La Rioja,2025,9,Otoño,74.0,False,EZCARAY,,,2025,,,,,,True
buscametas,Cross Solidario entre Viñedos,2025-09-07,Domingo,10.0,road running,Absoluta/General,11.0,31.0,Roa de Duero,,Burgos,,2025,9,Otoño,42.0,True,ROA DE DUERO,BURGOS,9.0,2025,,,,,,True
buscametas,BTT Extreme Ezcaray - Domingo,2025-07-27,Domingo,0.0,Ciclismo y btt,Absoluta/General,7.0,119.0,Ezcaray,,,La Rioja,2025,7,Verano,126.0,True,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - Domingo,2025-07-27,Domingo,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,Ezcaray,,,La Rioja,2025,7,Verano,0.0,True,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - Sábado,2025-07-26,Sábado,0.0,Ciclismo y btt,Absoluta/General,8.0,166.0,Ezcaray,,,La Rioja,2025,7,Verano,174.0,True,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - Sábado,2025-07-26,Sábado,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,Ezcaray,,,La Rioja,2025,7,Verano,0.0,True,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - Sábado,2025-07-26,Sábado,0.0,Ciclismo y btt,Absoluta/General,0.0,23.0,Ezcaray,,,La Rioja,2025,7,Verano,23.0,True,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - Sábado,2025-07-26,Sábado,0.0,Ciclismo y btt,Absoluta/General,0.0,17.0,Ezcaray,,,La Rioja,2025,7,Verano,17.0,True,EZCARAY,,,2025,,,,,,False
buscametas,Areta Trail Lasterketa,2025-07-26,Sábado,0.0,trail running,Absoluta/General,27.0,142.0,Areta,,Álava,,2025,7,Verano,169.0,True,ARETA,ALAVA,1.0,2025,,,,,,False
buscametas,Lurretza Güeñes Skyrace,2025-07-26,Sábado,0.0,trail running,Absoluta/General,12.0,42.0,Güeñes,,Vizcaya,,2025,7,Verano,54.0,True,GUENES,VIZCAYA,48.0,2025,6815.0,3289.0,3526.0,41.4767,164.3091181313846,False
buscametas,Lurretza Güeñes Skyrace,2025-07-26,Sábado,0.0,trail running,Absoluta/General,7.0,34.0,Güeñes,,Vizcaya,,2025,7,Verano,41.0,True,GUENES,VIZCAYA,48.0,2025,6815.0,3289.0,3526.0,41.4767,164.3091181313846,False
buscametas,BTT Extreme Ezcaray - Viernes,2025-07-25,Viernes,0.0,Ciclismo y btt,Absoluta/General,9.0,136.0,Ezcaray,,,La Rioja,2025,7,Verano,145.0,False,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - Viernes,2025-07-25,Viernes,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,Ezcaray,,,La Rioja,2025,7,Verano,0.0,False,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - General,2025-07-25,Viernes,0.0,Ciclismo y btt,Absoluta/General,6.0,109.0,Ezcaray,,,La Rioja,2025,7,Verano,115.0,False,EZCARAY,,,2025,,,,,,False
buscametas,BTT Extreme Ezcaray - General,2025-07-25,Viernes,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,Ezcaray,,,La Rioja,2025,7,Verano,0.0,False,EZCARAY,,,2025,,,,,,False
buscametas,KV Valdezcaray,2025-07-19,Sábado,0.0,trail running,Absoluta/General,11.0,0.0,Valdezcaray - Ezcaray,,,La Rioja,2025,7,Verano,11.0,True,VALDEZCARAY - EZCARAY,,,2025,,,,,,False
buscametas,KV Valdezcaray,2025-07-19,Sábado,0.0,trail running,Absoluta/General,0.0,53.0,Valdezcaray - Ezcaray,,,La Rioja,2025,7,Verano,53.0,True,VALDEZCARAY - EZCARAY,,,2025,,,,,,False
buscametas,KV Valdezcaray,2025-07-19,Sábado,0.0,trail running,Absoluta/General,1.0,4.0,Valdezcaray - Ezcaray,,,La Rioja,2025,7,Verano,5.0,True,VALDEZCARAY - EZCARAY,,,2025,,,,,,False
buscametas,KV Valdezcaray,2025-07-19,Sábado,0.0,trail running,Absoluta/General,3.0,5.0,Valdezcaray - Ezcaray,,,La Rioja,2025,7,Verano,8.0,True,VALDEZCARAY - EZCARAY,,,2025,,,,,,False
buscametas,KV Valdezcaray,2025-07-19,Sábado,0.0,trail running,Absoluta/General,1.0,1.0,Valdezcaray - Ezcaray,,,La Rioja,2025,7,Verano,2.0,True,VALDEZCARAY - EZCARAY,,,2025,,,,,,False
buscametas,KV Valdezcaray,2025-07-19,Sábado,0.0,trail running,Absoluta/General,6.0,1.0,Valdezcaray - Ezcaray,,,La Rioja,2025,7,Verano,7.0,True,VALDEZCARAY - EZCARAY,,,2025,,,,,,False
buscametas,Belatzgorri Trail,2025-07-06,Domingo,0.0,trail running,Absoluta/General,39.0,194.0,Urduliz,,Vizcaya,,2025,7,Verano,233.0,True,URDULIZ,VIZCAYA,48.0,2025,6124.0,2986.0,3138.0,7.8135,783.7716772253151,False
buscametas,Belatzgorri Trail,2025-07-06,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,Urduliz,,Vizcaya,,2025,7,Verano,0.0,True,URDULIZ,VIZCAYA,48.0,2025,6124.0,2986.0,3138.0,7.8135,783.7716772253151,False
buscametas,La Quadrako Mendi Lasterketa,2025-06-21,Sábado,0.0,trail running,Absoluta/General,5.0,49.0,La Quadra - Güeñes,,Vizcaya,,2025,6,Verano,54.0,True,LA QUADRA - GUENES,VIZCAYA,48.0,2025,,,,,,False
buscametas,La Quadrako Mendi Lasterketa,2025-06-21,Sábado,0.0,trail running,Absoluta/General,20.0,40.0,La Quadra - Güeñes,,Vizcaya,,2025,6,Verano,60.0,True,LA QUADRA - GUENES,VIZCAYA,48.0,2025,,,,,,False
buscametas,Burdin Hesiko Mendi Lasterketa,2025-06-21,Sábado,0.0,trail running,Absoluta/General,28.0,192.0,Gamiz-Fika,,Vizcaya,,2025,6,Verano,220.0,True,GAMIZ-FIKA,VIZCAYA,48.0,2025,1415.0,721.0,694.0,15.298699999999998,92.49151888722572,False
buscametas,Burdin Hesiko Mendi Lasterketa,2025-06-21,Sábado,0.0,trail running,Absoluta/General,122.0,283.0,Gamiz-Fika,,Vizcaya,,2025,6,Verano,405.0,True,GAMIZ-FIKA,VIZCAYA,48.0,2025,1415.0,721.0,694.0,15.298699999999998,92.49151888722572,False
buscametas,Burdin Hesiko Mendi Lasterketa,2025-06-21,Sábado,0.0,marcha,Absoluta/General,103.0,90.0,Gamiz-Fika,,Vizcaya,,2025,6,Verano,193.0,True,GAMIZ-FIKA,VIZCAYA,48.0,2025,1415.0,721.0,694.0,15.298699999999998,92.49151888722572,False
buscametas,Galipa Mendi Bira,2025-06-15,Domingo,0.0,trail running,Absoluta/General,64.0,146.0,Zierbena,,Vizcaya,,2025,6,Verano,210.0,True,ZIERBENA,VIZCAYA,48.0,2025,1510.0,806.0,704.0,12.1542,124.23688930575439,False
buscametas,Galipa Mendi Bira,2025-06-15,Domingo,0.0,trail running,Absoluta/General,15.0,146.0,Zierbena,,Vizcaya,,2025,6,Verano,161.0,True,ZIERBENA,VIZCAYA,48.0,2025,1510.0,806.0,704.0,12.1542,124.23688930575439,False
buscametas,Ribafrecha Trail (Dama del Leza),2025-06-14,Sábado,0.0,trail running,Absoluta/General,10.0,43.0,Ribafrecha,,,La Rioja,2025,6,Verano,53.0,True,RIBAFRECHA,,,2025,,,,,,False
buscametas,Galdames Mendi Bira,2025-06-07,Sábado,0.0,road running,Absoluta/General,25.0,105.0,Galdames,,Vizcaya,,2025,6,Verano,130.0,True,GALDAMES,VIZCAYA,48.0,2025,830.0,450.0,380.0,44.4133,18.688095683049898,False
buscametas,Vi Half Gasteiz,2025-06-07,Sábado,0.0,road running,Absoluta/General,0.0,0.0,Vitoria - Gasteiz,Gasteizko kuadrilla,Álava,,2025,6,Verano,0.0,True,VITORIA - GASTEIZ,ALAVA,1.0,2025,,,,,,False
buscametas,InRace Madrid,2025-06-01,Domingo,5.0,road running,Absoluta/General,542.0,444.0,Madrid,,,Comunidad de Madrid,2025,6,Verano,986.0,True,MADRID,,,2025,,,,,,False
buscametas,InRace Madrid,2025-06-01,Domingo,10.0,road running,Absoluta/General,172.0,423.0,Madrid,,,Comunidad de Madrid,2025,6,Verano,595.0,True,MADRID,,,2025,,,,,,False
buscametas,Araia-Aratz KB,2025-05-31,Sábado,0.0,Otros,Absoluta/General,14.0,78.0,Araia,Arabako lautada,Álava,,2025,5,Primavera,92.0,True,ARAIA,ALAVA,1.0,2025,,,,,,False
buscametas,Vuelta a San Cosme,2025-05-25,Domingo,0.0,Otros,Absoluta/General,19.0,60.0,Gordexola,,Vizcaya,,2025,5,Primavera,79.0,True,GORDEXOLA,VIZCAYA,48.0,2025,1728.0,876.0,852.0,41.3001,41.84009239687071,False
buscametas,KZ Krono,2025-05-24,Sábado,0.0,trail running,Absoluta/General,21.0,72.0,Santurtzi,,Vizcaya,,2025,5,Primavera,93.0,True,SANTURTZI,VIZCAYA,48.0,2025,46530.0,22357.0,24173.0,8.8651,5248.671757791791,False
buscametas,KZ Krono,2025-05-24,Sábado,0.0,Ciclismo y btt,Absoluta/General,1.0,17.0,Santurtzi,,Vizcaya,,2025,5,Primavera,18.0,True,SANTURTZI,VIZCAYA,48.0,2025,46530.0,22357.0,24173.0,8.8651,5248.671757791791,False
buscametas,KZ Krono,2025-05-24,Sábado,0.0,road running,Absoluta/General,19.0,39.0,Santurtzi,,Vizcaya,,2025,5,Primavera,58.0,True,SANTURTZI,VIZCAYA,48.0,2025,46530.0,22357.0,24173.0,8.8651,5248.671757791791,False
buscametas,KZ Krono,2025-05-24,Sábado,0.0,Ciclismo y btt,Absoluta/General,1.0,6.0,Santurtzi,,Vizcaya,,2025,5,Primavera,7.0,True,SANTURTZI,VIZCAYA,48.0,2025,46530.0,22357.0,24173.0,8.8651,5248.671757791791,False
buscametas,Oposiciones Bomberos Bilbao,2025-05-22,Jueves,0.0,Otros,Absoluta/General,1.0,2.0,Bilbao,,Vizcaya,,2025,5,Primavera,3.0,False,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
buscametas,Etorki Mendi Trail,2025-05-18,Domingo,0.0,trail running,Absoluta/General,18.0,182.0,Getxo,,Vizcaya,,2025,5,Primavera,200.0,True,GETXO,VIZCAYA,48.0,2025,75967.0,35597.0,40370.0,11.8727,6398.4603333698315,False
buscametas,Etorki Mendi Trail,2025-05-18,Domingo,0.0,trail running,Absoluta/General,114.0,267.0,Getxo,,Vizcaya,,2025,5,Primavera,381.0,True,GETXO,VIZCAYA,48.0,2025,75967.0,35597.0,40370.0,11.8727,6398.4603333698315,False
buscametas,BBK Mendi Martxak - Zeberio,2025-05-18,Domingo,12.0,marcha,Absoluta/General,119.0,156.0,Zeberio,,Vizcaya,,2025,5,Primavera,275.0,True,ZEBERIO,VIZCAYA,48.0,2025,1089.0,553.0,536.0,47.6762,22.841585529048036,False
buscametas,Mitxarro Bira,2025-05-10,Sábado,0.0,marcha,Absoluta/General,45.0,47.0,Araia,Arabako lautada,Álava,,2025,5,Primavera,92.0,True,ARAIA,ALAVA,1.0,2025,,,,,,False
buscametas,Mitxarro Bira,2025-05-10,Sábado,0.0,marcha,Absoluta/General,56.0,36.0,Araia,Arabako lautada,Álava,,2025,5,Primavera,92.0,True,ARAIA,ALAVA,1.0,2025,,,,,,False
buscametas,Mitxarro Bira,2025-05-10,Sábado,0.0,trail running,Absoluta/General,8.0,115.0,Araia,Arabako lautada,Álava,,2025,5,Primavera,123.0,True,ARAIA,ALAVA,1.0,2025,,,,,,False
buscametas,Mitxarro Bira,2025-05-10,Sábado,0.0,trail running,Absoluta/General,34.0,84.0,Araia,Arabako lautada,Álava,,2025,5,Primavera,118.0,True,ARAIA,ALAVA,1.0,2025,,,,,,False
buscametas,Ugao-Miraballes Herri Krosa,2025-05-04,Domingo,0.0,Otros,Infantil,20.0,41.0,Ugao-Miraballes,,Vizcaya,,2025,5,Primavera,61.0,True,UGAO-MIRABALLES,VIZCAYA,48.0,2025,4210.0,2108.0,2102.0,5.2573,800.791280695414,False
buscametas,Ugao-Miraballes Herri Krosa,2025-05-04,Domingo,0.0,Otros,Infantil,14.0,19.0,Ugao-Miraballes,,Vizcaya,,2025,5,Primavera,33.0,True,UGAO-MIRABALLES,VIZCAYA,48.0,2025,4210.0,2108.0,2102.0,5.2573,800.791280695414,False
buscametas,Ugao-Miraballes Herri Krosa,2025-05-04,Domingo,0.0,Otros,Infantil,5.0,19.0,Ugao-Miraballes,,Vizcaya,,2025,5,Primavera,24.0,True,UGAO-MIRABALLES,VIZCAYA,48.0,2025,4210.0,2108.0,2102.0,5.2573,800.791280695414,False
buscametas,Ugao-Miraballes Herri Krosa,2025-05-04,Domingo,0.0,Otros,Mayores/Veteranos,86.0,228.0,Ugao-Miraballes,,Vizcaya,,2025,5,Primavera,314.0,True,UGAO-MIRABALLES,VIZCAYA,48.0,2025,4210.0,2108.0,2102.0,5.2573,800.791280695414,False
buscametas,BBK Mendi Martxak - Ortuella,2025-05-04,Domingo,17.0,marcha,Absoluta/General,87.0,111.0,Ortuella,,Vizcaya,,2025,5,Primavera,198.0,True,ORTUELLA,VIZCAYA,48.0,2025,8741.0,4289.0,4452.0,7.9598,1098.1431694263674,False
buscametas,Subida a Estibaliz,2025-04-13,Domingo,15.0,road running,Absoluta/General,256.0,538.0,Armentia,Gasteizko kuadrilla,Álava,,2025,4,Primavera,794.0,True,ARMENTIA,ALAVA,1.0,2025,,,,,,False
buscametas,Carrera Campus Universidad de La Rioja,2025-04-06,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Logroño,,,La Rioja,2025,4,Primavera,0.0,True,LOGRONO,,,2025,,,,,,False
buscametas,Carrera Campus Universidad de La Rioja,2025-04-06,Domingo,5.0,road running,Absoluta/General,0.0,0.0,Logroño,,,La Rioja,2025,4,Primavera,0.0,True,LOGRONO,,,2025,,,,,,False
buscametas,Carrera Campus Universidad de La Rioja,2025-04-06,Domingo,10.0,road running,Absoluta/General,0.0,0.0,Logroño,,,La Rioja,2025,4,Primavera,0.0,True,LOGRONO,,,2025,,,,,,False
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,0.0,marcha,Absoluta/General,0.0,0.0,Zaramillo,,Vizcaya,,2025,4,Primavera,0.0,True,ZARAMILLO,VIZCAYA,48.0,2025,,,,,,False
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,30.0,trail running,Absoluta/General,8.0,83.0,Zaramillo,,Vizcaya,,2025,4,Primavera,91.0,True,ZARAMILLO,VIZCAYA,48.0,2025,,,,,,False
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,42.0,trail running,Absoluta/General,14.0,136.0,Zaramillo,,Vizcaya,,2025,4,Primavera,150.0,True,ZARAMILLO,VIZCAYA,48.0,2025,,,,,,False
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,60.0,trail running,Absoluta/General,8.0,107.0,Zaramillo,,Vizcaya,,2025,4,Primavera,115.0,True,ZARAMILLO,VIZCAYA,48.0,2025,,,,,,False
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,10.0,trail running,Absoluta/General,22.0,31.0,Zaramillo,,Vizcaya,,2025,4,Primavera,53.0,True,ZARAMILLO,VIZCAYA,48.0,2025,,,,,,False
buscametas,Trail Cabo de Ajo,2025-03-30,Domingo,0.0,road running,Absoluta/General,60.0,212.0,Ajo,,,Cantabria,2025,3,Primavera,272.0,True,AJO,,,2025,,,,,,False
buscametas,Trail Cabo de Ajo,2025-03-30,Domingo,0.0,marcha,Absoluta/General,179.0,162.0,Ajo,,,Cantabria,2025,3,Primavera,341.0,True,AJO,,,2025,,,,,,False
buscametas,Amurrio Trail Lasterketa,2025-03-30,Domingo,0.0,trail running,Absoluta/General,48.0,114.0,Amurrio,,Álava,,2025,3,Primavera,162.0,True,AMURRIO,ALAVA,1.0,2025,10346.0,5120.0,5226.0,96.1786,107.57070699719064,False
buscametas,Amurrio Trail Lasterketa,2025-03-30,Domingo,0.0,trail running,Absoluta/General,11.0,72.0,Amurrio,,Álava,,2025,3,Primavera,83.0,True,AMURRIO,ALAVA,1.0,2025,10346.0,5120.0,5226.0,96.1786,107.57070699719064,False
buscametas,Evento de prueba,2025-03-25,Martes,10.0,road running,Absoluta/General,0.0,0.0,Güeñes,,Vizcaya,,2025,3,Primavera,0.0,False,GUENES,VIZCAYA,48.0,2025,6815.0,3289.0,3526.0,41.4767,164.3091181313846,False
buscametas,Artxanda Urban Trail,2025-03-23,Domingo,0.0,trail running,Absoluta/General,6.0,76.0,Bilbao,,Vizcaya,,2025,3,Primavera,82.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
buscametas,Artxanda Urban Trail,2025-03-23,Domingo,0.0,trail running,Absoluta/General,20.0,106.0,Bilbao,,Vizcaya,,2025,3,Primavera,126.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
buscametas,Lau Haizeta Trail,2025-03-23,Domingo,0.0,trail running,Absoluta/General,9.0,57.0,Mungia,,Vizcaya,,2025,3,Primavera,66.0,True,MUNGIA,VIZCAYA,48.0,2025,18135.0,8812.0,9323.0,44.4588,407.90574644389864,False
