fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,finisher_desconocido,id,modalidad
cronofinisher,MAGINA BIKE 2019,2019-03-30,Sábado,0.0,Ciclismo y btt,Absoluta/General,0,0,MANCHA REAL,,Jaén,25,243,DOMINGO - INDIVIDUAL
cronofinisher,XXXIII MEDIA MARATÓN BAHÍA DE CÁDIZ,2019-03-24,Domingo,0.0,road running,Absoluta/General,0,0,CADIZ,Bahía de Cádiz,Andalucía,877,286,GENERAL
cronofinisher,XXXIII MEDIA MARATÓN BAHÍA DE CÁDIZ,2019-03-24,Domingo,0.0,road running,Absoluta/General,0,0,CADIZ,Bahía de Cádiz,Andalucía,880,286,CON PARCIALES
cronofinisher,XI CARRERA POPULAR DE TARIFA,2019-03-03,Domingo,0.0,road running,Absoluta/General,0,0,TARIFA,Campo de Gibraltar,Andalucía,171,265,ADULTOS -
cronofinisher,XI CARRERA POPULAR DE TARIFA,2019-03-03,Domingo,0.0,road running,Infantil,0,0,TARIFA,Campo de Gibraltar,Andalucía,42,265,INFANTIL - CADETE -
cronofinisher,XI CARRERA POPULAR DE TARIFA,2019-03-03,Domingo,0.0,road running,Infantil,0,0,TARIFA,Campo de Gibraltar,Andalucía,29,265,ALEVIN -
cronofinisher,VIII 100  MILLAS SIERRAS DE BANDOLERO,2019-03-01,Viernes,0.0,trail running,Absoluta/General,0,0,PRADO DEL REY,Sierra de Cádiz,Andalucía,269,249,BANDOLEROS CON INTERMEDIOS
cronofinisher,VIII 100  MILLAS SIERRAS DE BANDOLERO,2019-03-01,Viernes,0.0,trail running,Absoluta/General,0,0,PRADO DEL REY,Sierra de Cádiz,Andalucía,753,249,BANDELORITA CON INTERMEDIOS
cronofinisher,IV MARATÓN BTT MONCLOVA DESERT GRAN PREMIO MICHELIN EXELAGRI,2019-02-17,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,LA LUISIANA,,Sevilla,50,262,RUTA CORTA -
cronofinisher,IV MARATÓN BTT MONCLOVA DESERT GRAN PREMIO MICHELIN EXELAGRI,2019-02-17,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,LA LUISIANA,,Sevilla,51,262,RUTA CORTA - PARCIALES
cronofinisher,IV MARATÓN BTT MONCLOVA DESERT GRAN PREMIO MICHELIN EXELAGRI,2019-02-17,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,LA LUISIANA,,Sevilla,410,262,RUTA LARGA-
cronofinisher,IV MARATÓN BTT MONCLOVA DESERT GRAN PREMIO MICHELIN EXELAGRI,2019-02-17,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,LA LUISIANA,,Sevilla,427,262,RUTA LARGA- PARCIALES
cronofinisher,III CARRERA PILAR MARIANISTAS JEREZ,2019-01-13,Domingo,5.0,road running,Absoluta/General,13,17,JEREZ DE LA FRONTERA,Campiña de Jerez,Andalucía,114,256,5K
cronofinisher,III CARRERA PILAR MARIANISTAS JEREZ,2019-01-13,Domingo,10.0,road running,Absoluta/General,11,79,JEREZ DE LA FRONTERA,Campiña de Jerez,Andalucía,149,256,10K
cronofinisher,VIII CARRERA POPULAR TORREPEROGIL 2018,2018-12-29,Sábado,0.0,road running,Infantil,0,0,TORREPEROGIL,,Jaén,42,252,PREBENJAMIN
cronofinisher,VIII CARRERA POPULAR TORREPEROGIL 2018,2018-12-29,Sábado,0.0,road running,Infantil,0,0,TORREPEROGIL,,Jaén,82,252,BENJAMIN ALEVIN
cronofinisher,VIII CARRERA POPULAR TORREPEROGIL 2018,2018-12-29,Sábado,0.0,road running,Infantil,0,0,TORREPEROGIL,,Jaén,37,252,INFANTIL CADETE
cronofinisher,VIII CARRERA POPULAR TORREPEROGIL 2018,2018-12-29,Sábado,0.0,road running,Absoluta/General,0,0,TORREPEROGIL,,Jaén,352,252,ADULTOS
