fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia
cursescat,CREMATORRONS 2022,2022-01-23,Domingo,0.0,trail running,Absoluta/General,14,41,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Sant Silvestre Cadaqués,2021-12-31,Viernes,10.0,marcha,Absoluta/General,1,0,Cadaqués,Alt Empordà,Girona
cursescat,Cursa dels Nassos Maçanet de Cabrenys,2021-12-31,Viernes,5.0,road running,Absoluta/General,53,54,Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Sant Esteve Llagostera,2021-12-26,Domingo,5.0,marcha,Absoluta/General,45,150,LLagostera,Gironès,Girona
cursescat,Sant Esteve Llagostera,2021-12-26,Domingo,10.0,marcha,Absoluta/General,0,8,LLagostera,Gironès,Girona
cursescat,Trail La Vall 2021,2021-12-12,Domingo,22.0,trail running,Absoluta/General,12,92,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail La Vall 2021,2021-12-12,Domingo,13.0,trail running,Absoluta/General,65,95,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail La Vall 2021,2021-12-12,Domingo,6.0,trail running,Absoluta/General,33,35,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Cims -Rocacorba,2021-12-09,Jueves,3.5,trail running,Absoluta/General,11,41,Girona,Gironès,Girona
cursescat,Cims de Girona -Els Àngels-,2021-12-02,Jueves,3.5,trail running,Absoluta/General,12,52,Girona,Gironès,Girona
cursescat,MoncalBike,2021-11-21,Domingo,32.0,Ciclismo y btt,Absoluta/General,1,35,Maià de Montcal,Garrotxa,Girona
cursescat,MoncalBike,2021-11-21,Domingo,42.0,Ciclismo y btt,Absoluta/General,11,168,Maià de Montcal,Garrotxa,Girona
cursescat,III Marxa BTT Darnius,2021-11-01,Lunes,22.0,Ciclismo y btt,Absoluta/General,0,22,Darnius,Alt Empordà,Girona
cursescat,III Marxa BTT Darnius,2021-11-01,Lunes,35.0,Ciclismo y btt,Absoluta/General,5,81,Darnius,Alt Empordà,Girona
cursescat,IX MARXA TRAIL DELS LLUERTS,2021-10-17,Domingo,7.0,trail running,Absoluta/General,117,63,VILADAMAT,Alt Empordà,Girona
cursescat,IX MARXA TRAIL DELS LLUERTS,2021-10-17,Domingo,15.0,trail running,Absoluta/General,28,72,VILADAMAT,Alt Empordà,Girona
cursescat,Olla de Tapis,2021-10-10,Domingo,8.0,trail running,Absoluta/General,58,75,Tapis -Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Olla de Tapis,2021-10-10,Domingo,21.0,trail running,Absoluta/General,17,89,Tapis -Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Cursa de Tiffany's,2021-09-26,Domingo,6.5,trail running,Absoluta/General,75,54,Ventalló,Alt Empordà,Girona
cursescat,Cursa de Tiffany's,2021-09-26,Domingo,11.5,trail running,Absoluta/General,49,58,Ventalló,Alt Empordà,Girona
cursescat,Trail Verdera,2021-09-25,Sábado,10.0,trail running,Absoluta/General,12,73,Palau Saverdera,Alt Empordà,Girona
cursescat,Despertaferro,2021-09-11,Sábado,5.7,trail running,Absoluta/General,57,42,Bàscara,Alt Empordà,Girona
cursescat,Despertaferro,2021-09-11,Sábado,11.0,trail running,Absoluta/General,26,63,Bàscara,Alt Empordà,Girona
cursescat,III Marxa del Porró,2021-08-21,Sábado,10.0,trail running,Absoluta/General,20,46,Capmany,Alt Empordà,Girona
cursescat,Travessia Natació GEN Roses,2021-08-15,Domingo,0.0,Otros,Absoluta/General,16,49,Roses,Alt Empordà,Girona
cursescat,Travessia popular,2021-08-15,Domingo,0.0,Otros,Absoluta/General,20,29,Roses,Alt Empordà,Girona
cursescat,Rebentarrocs,2021-07-25,Domingo,6.5,trail running,Absoluta/General,42,44,Calabuig -Bàscara,Alt Empordà,Girona
cursescat,Rebentarrocs,2021-07-25,Domingo,11.0,trail running,Absoluta/General,12,65,Calabuig -Bàscara,Alt Empordà,Girona
cursescat,La Nocturna de Vilafant,2021-07-17,Sábado,5.0,trail running,Absoluta/General,87,66,Vilafant,Alt Empordà,Girona
cursescat,La Nocturna de Vilafant,2021-07-17,Sábado,10.0,trail running,Absoluta/General,12,21,Vilafant,Alt Empordà,Girona
cursescat,La Nocturna de Vilafant,2020-07-18,Sábado,5.0,trail running,Absoluta/General,67,42,Vilafant,Alt Empordà,Girona
cursescat,La Nocturna de Vilafant,2020-07-18,Sábado,10.0,trail running,Absoluta/General,19,31,Vilafant,Alt Empordà,Girona
cursescat,5 Marxa la Sussissa,2020-01-26,Domingo,10.0,trail running,Absoluta/General,247,305,Espolla,Alt Empordà,Girona
cursescat,Sant Silvetres Cadaqués,2019-12-31,Martes,10.0,marcha,Absoluta/General,119,256,Cadaqués,Alt Empordà,Girona
cursescat,Sant Esteve Llagostera,2019-12-26,Jueves,5.0,marcha,Absoluta/General,66,189,Llagostera,Gironès,Girona
cursescat,Sant Esteve Llagostera,2019-12-26,Jueves,10.0,marcha,Absoluta/General,110,377,Llagostera,Gironès,Girona
cursescat,Cims de Girona -Final-,2019-12-12,Jueves,0.0,trail running,Absoluta/General,17,73,Rocacorba,Baix Camp,Tarragona
cursescat,Trail La Vall,2019-09-15,Domingo,6.0,trail running,Absoluta/General,12,10,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail La Vall,2019-09-15,Domingo,13.0,trail running,Absoluta/General,37,73,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail La Vall,2019-09-15,Domingo,22.0,trail running,Absoluta/General,20,68,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Rebentarrocs,2019-07-27,Sábado,6.0,trail running,Absoluta/General,38,41,Calabuig -Bàscara,Alt Empordà,Girona
cursescat,Rebentarrocs,2019-07-27,Sábado,11.0,trail running,Absoluta/General,25,73,Calabuig -Bàscara,Alt Empordà,Girona
cursescat,Balcó de l'Empordà,2019-02-10,Domingo,16.0,trail running,Absoluta/General,16,58,Palau Savardera,Alt Empordà,Girona
cursescat,Balcó de l'Empordà,2019-02-10,Domingo,7.0,trail running,Absoluta/General,112,96,Palau Savardera,Alt Empordà,Girona
cursescat,Marxa la Susissa,2019-01-27,Domingo,10.0,trail running,Absoluta/General,162,215,Espolla,Alt Empordà,Girona
cursescat,Sant Esteve Llagostera,2018-12-26,Miércoles,5.0,marcha,Absoluta/General,82,128,Llagostera,Gironès,Girona
cursescat,Sant Esteve Llagostera,2018-12-26,Miércoles,10.0,marcha,Absoluta/General,131,332,Llagostera,Gironès,Girona
cursescat,Trail la Vall,2018-09-16,Domingo,6.0,trail running,Absoluta/General,17,11,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2018-09-16,Domingo,13.0,trail running,Absoluta/General,41,72,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2018-09-16,Domingo,22.0,trail running,Absoluta/General,11,73,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,FOXTRAIL 2018,2018-04-22,Domingo,6.0,trail running,Absoluta/General,48,45,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,FOXTRAIL 2018,2018-04-22,Domingo,15.0,trail running,Absoluta/General,15,57,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,FOXTRAIL 2018,2018-04-22,Domingo,22.0,trail running,Absoluta/General,2,34,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,La Sussissa,2018-01-07,Domingo,10.0,trail running,Absoluta/General,83,176,Espolla,Alt Empordà,Girona
cursescat,Trail La Vall,2017-11-11,Sábado,21.0,trail running,Absoluta/General,7,68,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail La Vall,2017-11-11,Sábado,15.0,trail running,Absoluta/General,28,72,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,FOXTRAIL 2017,2017-05-20,Sábado,7.0,trail running,Absoluta/General,94,102,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,FOXTRAIL 2017,2017-05-20,Sábado,16.0,trail running,Absoluta/General,24,70,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,FOXTRAIL 2017,2017-05-20,Sábado,27.0,trail running,Absoluta/General,7,39,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,La Susssissa,2017-01-08,Domingo,10.0,trail running,Absoluta/General,132,206,Espolla,Alt Empordà,Girona
cursescat,Trail la Vall,2016-09-30,Viernes,13.0,trail running,Absoluta/General,17,48,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2016-09-30,Viernes,22.0,trail running,Absoluta/General,11,68,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2015-11-11,Miércoles,20.0,trail running,Absoluta/General,11,79,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2015-11-11,Miércoles,15.0,trail running,Absoluta/General,21,56,Bellcaire d'Empordà,Baix Empordà,Girona
