fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,finisher_desconocido,id,modalidad,comunidad_autonoma
mychip,14a. BAJADA SOLIDARIA CREVILLENT - EL REALENGO - ALANNIA COSTA BLANCA RESORT,2025-10-19,Domingo,11.0,trail running,Absoluta/General,0,0,Crevillent,el Baix Vinalopó,Alicante,0,3290,Senderista,Comunitat Valenciana
mychip,14a. BAJADA SOLIDARIA CREVILLENT - EL REALENGO - ALANNIA COSTA BLANCA RESORT,2025-10-19,Domingo,0.0,trail running,Otros,0,0,Crevillent,el Baix Vinalopó,Alicante,0,3290,Dorsal 0,Comunitat Valenciana
mychip,"Alicante para la lucha contra el cáncer, sede local de Agost, 2025",2025-10-19,Domingo,4.0,Otros,Absoluta/General,0,0,Agost,l'Alacantí,Alicante,0,3308,Yo lucho contra el Cáncer,Comunitat Valenciana
mychip,"Alicante para la lucha contra el cáncer, sede local de Agost, 2025",2025-10-19,Domingo,0.0,Otros,Otros,0,0,Agost,l'Alacantí,Alicante,0,3308,Dorsal 0,Comunitat Valenciana
mychip,CARRERA VIRTUAL AVT 2025,2025-10-18,Sábado,0.0,road running,Absoluta/General,0,0,Madrid,,Comunidad de Madrid,0,3254,"10k, Corre o Anda",Comunidad de Madrid
mychip,CARRERA VIRTUAL AVT 2025,2025-10-18,Sábado,0.0,road running,Absoluta/General,0,0,Madrid,,Comunidad de Madrid,0,3254,"5k, Corre o Anda",Comunidad de Madrid
mychip,"II Trail Nocturno Cabeço D'Or, Busot",2025-10-18,Sábado,17.5,trail running,Absoluta/General,29,145,Busot,l'Alacantí,Alicante,0,3266,Trail,Comunitat Valenciana
mychip,"II Trail Nocturno Cabeço D'Or, Busot",2025-10-18,Sábado,17.5,trail running,Absoluta/General,40,45,Busot,l'Alacantí,Alicante,0,3266,Sender,Comunitat Valenciana
mychip,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",2025-10-12,Domingo,24.0,trail running,Absoluta/General,0,0,Caravaca de la Cruz,,Región de Murcia,0,3293,"Trail 24km, 1100/+",Región de Murcia
mychip,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",2025-10-12,Domingo,14.0,trail running,Absoluta/General,0,0,Caravaca de la Cruz,,Región de Murcia,0,3293,"Sprint 14km, 500/+",Región de Murcia
mychip,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",2025-10-12,Domingo,24.0,trail running,Absoluta/General,0,0,Caravaca de la Cruz,,Región de Murcia,0,3293,"Sender 24k, 1100m/+",Región de Murcia
mychip,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",2025-10-12,Domingo,14.0,trail running,Absoluta/General,0,0,Caravaca de la Cruz,,Región de Murcia,0,3293,"Sender 14k, 500m/+",Región de Murcia
mychip,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",2025-10-12,Domingo,0.0,trail running,Otros,0,0,Caravaca de la Cruz,,Región de Murcia,0,3293,Dorsal 0,Región de Murcia
mychip,"EVENTO CANCELADO, 1ª LA TRAGACUESTAS (SENDERISMO – TRAIL-RUNNING)",2025-10-12,Domingo,6.0,trail running,Absoluta/General,0,0,Caravaca de la Cruz,,Región de Murcia,0,3293,Caminata 6k,Región de Murcia
mychip,"I trail al Pantà de Tibi, Memoria de Abel Pérez",2025-10-05,Domingo,21.0,trail running,Absoluta/General,8,114,Tibi,l'Alcoià,Alicante,0,3237,20k,Comunitat Valenciana
mychip,"I trail al Pantà de Tibi, Memoria de Abel Pérez",2025-10-05,Domingo,14.0,trail running,Absoluta/General,45,24,Tibi,l'Alcoià,Alicante,0,3237,Sender 14k,Comunitat Valenciana
mychip,"I trail al Pantà de Tibi, Memoria de Abel Pérez",2025-10-05,Domingo,14.0,trail running,Absoluta/General,30,95,Tibi,l'Alcoià,Alicante,0,3237,14k,Comunitat Valenciana
mychip,"V VOLTA ALS PONTS PRO ALZHEIMER, ALCOY",2025-10-05,Domingo,4.8,marcha,Elite,0,0,Alcoy/alcoi,,Alicante,0,3292,Pro-Alzheimer,Valencian Community
mychip,"V VOLTA ALS PONTS PRO ALZHEIMER, ALCOY",2025-10-05,Domingo,4.8,marcha,Infantil,0,0,Alcoy/alcoi,,Alicante,0,3292,DE 0 A 14 AÑOS,Valencian Community
mychip,"V VOLTA ALS PONTS PRO ALZHEIMER, ALCOY",2025-10-05,Domingo,0.0,marcha,Otros,0,0,Alcoy/alcoi,,Alicante,0,3292,Dorsal 0,Valencian Community
mychip,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2025",2025-10-04,Sábado,43.805,trail running,Absoluta/General,21,161,Alcoy/alcoi,,Alicante,41,3229,"Trail Solidari Alcoi, 44km 2334m/+",Valencian Community
mychip,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2025",2025-10-04,Sábado,30.0,trail running,Absoluta/General,111,453,Alcoy/alcoi,,Alicante,228,3229,"Mig Trail Solidari Alcoi, 27km 1280m/+",Valencian Community
mychip,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2025",2025-10-04,Sábado,22.0,trail running,Absoluta/General,479,314,Alcoy/alcoi,,Alicante,0,3229,Marcha Solidaria Alcoi 22km 859m/+,Valencian Community
mychip,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2025",2025-10-04,Sábado,17.0,trail running,Absoluta/General,0,3,Alcoy/alcoi,,Alicante,4,3229,"Jove trail, 17k 741m/+",Valencian Community
mychip,"Campeonato Autonómico de Marcha Nórdica Individual y por Clubs FEMECV 2025, Santa Pola",2025-10-04,Sábado,13.56,marcha,Absoluta/General,29,42,Santa Pola,el Baix Vinalopó,Alicante,0,3289,Absoluta MN ,Comunitat Valenciana
mychip,"Campeonato Autonómico de Marcha Nórdica Individual y por Clubs FEMECV 2025, Santa Pola",2025-10-04,Sábado,7.98,marcha,Cadete/Juvenil,3,4,Santa Pola,el Baix Vinalopó,Alicante,0,3289,Cadete MN,Comunitat Valenciana
mychip,"Campeonato Autonómico de Marcha Nórdica Individual y por Clubs FEMECV 2025, Santa Pola",2025-10-04,Sábado,7.98,marcha,Infantil,0,2,Santa Pola,el Baix Vinalopó,Alicante,0,3289,Infantil MN,Comunitat Valenciana
mychip,"Campeonato Autonómico de Marcha Nórdica Individual y por Clubs FEMECV 2025, Santa Pola",2025-10-04,Sábado,5.1,marcha,Infantil,2,4,Santa Pola,el Baix Vinalopó,Alicante,0,3289,"Alevín, MN",Comunitat Valenciana
mychip,"Campeonato Autonómico de Marcha Nórdica Individual y por Clubs FEMECV 2025, Santa Pola",2025-10-04,Sábado,1.2,marcha,Infantil,0,2,Santa Pola,el Baix Vinalopó,Alicante,0,3289,Benjamín MN,Comunitat Valenciana
mychip,"Campeonato Autonómico de Marcha Nórdica Individual y por Clubs FEMECV 2025, Santa Pola",2025-10-04,Sábado,1.2,marcha,Infantil,1,0,Santa Pola,el Baix Vinalopó,Alicante,0,3289,Prebenjamín MN,Comunitat Valenciana
mychip,"Campeonato Autonómico de Marcha Nórdica Individual y por Clubs FEMECV 2025, Santa Pola",2025-10-04,Sábado,10.77,marcha,Absoluta/General,18,10,Santa Pola,el Baix Vinalopó,Alicante,0,3289,PROMO,Comunitat Valenciana
mychip,"Arrapapedres 2025, Benialí. CTM 25/26",2025-09-28,Domingo,26.0,trail running,Absoluta/General,15,98,Benialí,,Alicante,0,3147,26k,Valencian Community
mychip,"Arrapapedres 2025, Benialí. CTM 25/26",2025-09-28,Domingo,14.0,trail running,Absoluta/General,74,181,Benialí,,Alicante,0,3147,Sprint Trail 14k,Valencian Community
mychip,"Arrapapedres 2025, Benialí. CTM 25/26",2025-09-28,Domingo,14.0,trail running,Absoluta/General,51,36,Benialí,,Alicante,0,3147,14k sender,Valencian Community
mychip,"Campeonato Autonómico de Largo Recorrido, FEMECV 2025, Petrer",2025-09-28,Domingo,56.14,trail running,Absoluta/General,3,20,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Alicante,0,3228,"56k, FEDME",Comunitat Valenciana
mychip,"Campeonato Autonómico de Largo Recorrido, FEMECV 2025, Petrer",2025-09-28,Domingo,56.14,trail running,Absoluta/General,1,7,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Alicante,0,3228,OPEN 56k,Comunitat Valenciana
mychip,"Campeonato Autonómico de Largo Recorrido, FEMECV 2025, Petrer",2025-09-28,Domingo,56.14,trail running,Otros,0,0,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Alicante,0,3228,"Invidentes, FEDME",Comunitat Valenciana
mychip,"Campeonato Autonómico de Largo Recorrido, FEMECV 2025, Petrer",2025-09-28,Domingo,26.0,trail running,Absoluta/General,7,47,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Alicante,0,3228,Open 26k,Comunitat Valenciana
mychip,"Campeonato Autonómico de Largo Recorrido, FEMECV 2025, Petrer",2025-09-28,Domingo,13.0,trail running,Absoluta/General,72,126,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Alicante,0,3228,Open 13k & Marcha,Comunitat Valenciana
mychip,"VI BENICATRAIL, Beniatjar 2025",2025-09-28,Domingo,26.0,trail running,Absoluta/General,11,138,Beniatjar,la Vall d'Albaida,Valencia,0,3230,Benicatrail clàssica,Comunitat Valenciana
mychip,"VI BENICATRAIL, Beniatjar 2025",2025-09-28,Domingo,14.0,trail running,Absoluta/General,60,165,Beniatjar,la Vall d'Albaida,Valencia,0,3230,Benicatrail promo,Comunitat Valenciana
mychip,"37ª Selènika Bike Trail 2025, Navarcles",2025-09-28,Domingo,82.0,Ciclismo y btt,Absoluta/General,5,169,Navarcles,,Barcelona,0,3257,Marcha,Catalonia
mychip,"37ª Selènika Bike Trail 2025, Navarcles",2025-09-28,Domingo,58.0,Ciclismo y btt,Absoluta/General,0,20,Navarcles,,Barcelona,0,3257,Menors,Catalonia
mychip,"37ª Selènika Bike Trail 2025, Navarcles",2025-09-28,Domingo,82.0,Ciclismo y btt,Absoluta/General,0,12,Navarcles,,Barcelona,0,3257,Modalidad única,Catalonia
mychip,"37ª Selènika Bike Trail 2025, Navarcles",2025-09-28,Domingo,58.0,Ciclismo y btt,Absoluta/General,1,9,Navarcles,,Barcelona,0,3257,Modalidad única,Catalonia
mychip,"37ª Selènika Bike Trail 2025, Navarcles",2025-09-28,Domingo,58.0,Ciclismo y btt,Absoluta/General,0,3,Navarcles,,Barcelona,0,3257,Modalidad única,Catalonia
mychip,Xi MARCHA CICLODEPORTIVA GSPORT - LA POBLA LLARGA,2025-09-28,Domingo,136.2,Ciclismo y btt,Absoluta/General,5,234,la Pobla Llarga,la Ribera Alta,Valencia,0,3258,Cicloturista,Comunitat Valenciana
mychip,Xi MARCHA CICLODEPORTIVA GSPORT - LA POBLA LLARGA,2025-09-28,Domingo,136.2,Ciclismo y btt,Absoluta/General,0,0,la Pobla Llarga,la Ribera Alta,Valencia,0,3258,"Grupos 10 o más inscritos, 10% descuento",Comunitat Valenciana
mychip,"4ª Travesia Fonts de l'Algar, Senija",2025-09-28,Domingo,28.0,trail running,Absoluta/General,0,0,Senija,,Alicante,0,3295,Travesia,Valencian Community
mychip,XXIII Volta Popular en Bicicleta a Cullera,2025-09-28,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,Cullera,la Ribera Baixa,Valencia,0,3296,Volta en Bici,Comunitat Valenciana
mychip,"5K Associació de Festes de la Pilarica, IV Circuit Carreres Populars Ciutat de la Vall D'Uixó 2025",2025-09-21,Domingo,5.0,road running,Absoluta/General,55,75,La Vall D'uixó,,Castellón,0,3224,5k,Valencian Community
mychip,"Sprint Trail Senyera, 2025 ",2025-09-21,Domingo,13.0,trail running,Absoluta/General,22,100,Senyera,,Valencia,0,3262,Sprint Trail,Valencian Community
mychip,"Sprint Trail Senyera, 2025 ",2025-09-21,Domingo,8.0,trail running,Absoluta/General,107,73,Senyera,,Valencia,0,3262,Sender,Valencian Community
mychip,"Sprint Trail Senyera, 2025 ",2025-09-21,Domingo,8.0,trail running,Absoluta/General,4,23,Senyera,,Valencia,0,3262,Canicross,Valencian Community
mychip,"Faldes del Puig Campana, Trail & Sender Nocturn, 2025",2025-09-20,Sábado,16.0,Otros,Absoluta/General,11,122,Finestrat,la Marina Baixa,Alicante,0,3240,Trail Nocturno,Comunitat Valenciana
mychip,"Faldes del Puig Campana, Trail & Sender Nocturn, 2025",2025-09-20,Sábado,9.0,Otros,Absoluta/General,20,45,Finestrat,la Marina Baixa,Alicante,0,3240,Sprint Trail,Comunitat Valenciana
mychip,"Faldes del Puig Campana, Trail & Sender Nocturn, 2025",2025-09-20,Sábado,9.0,Otros,Absoluta/General,55,50,Finestrat,la Marina Baixa,Alicante,0,3240,Sender,Comunitat Valenciana
mychip,"8é Onil Trails, 2025",2025-09-14,Domingo,40.0,trail running,Absoluta/General,5,64,Onil,l'Alcoià,Alicante,0,3235,"40k, Trail Onil, 1800m/+",Comunitat Valenciana
mychip,"8é Onil Trails, 2025",2025-09-14,Domingo,25.0,trail running,Absoluta/General,19,106,Onil,l'Alcoià,Alicante,0,3235,"25k, Trail Onil, 1300m/+",Comunitat Valenciana
mychip,"8é Onil Trails, 2025",2025-09-14,Domingo,14.0,trail running,Absoluta/General,63,180,Onil,l'Alcoià,Alicante,0,3235,"14k Trail Onil, 700m/+",Comunitat Valenciana
mychip,"8é Onil Trails, 2025",2025-09-14,Domingo,14.0,trail running,Absoluta/General,60,67,Onil,l'Alcoià,Alicante,0,3235,"14k, Sender Onil, 700m/+",Comunitat Valenciana
mychip,XXVI Volta a peu a Corbera,2025-08-30,Sábado,8.0,road running,Absoluta/General,26,174,Corbera,,Valencia,0,3260,8Km,Valencian Community
mychip,XXVIII CARRERA MATUTINA A LA PLAYA DE CULLERA,2025-08-02,Sábado,7.0,road running,Absoluta/General,85,298,Cullera,la Ribera Baixa,Valencia,0,3248,7k,Comunitat Valenciana
mychip,XXVIII CARRERA MATUTINA A LA PLAYA DE CULLERA,2025-08-02,Sábado,7.0,road running,Absoluta/General,0,0,Cullera,la Ribera Baixa,Valencia,0,3248,7k + Camiseta,Comunitat Valenciana
mychip,36na VOLTA A PEU A LA PLATJA DE TAVERNES,2025-08-01,Viernes,8.0,road running,Absoluta/General,222,781,Tavernes de la Valldigna,la Safor,Valencia,0,3226,8K,Comunitat Valenciana
mychip, 3ª PRUEBA DE LIGA JOCS ESPORTIUS FEMECV 2025 (SUB-10 Y SUB-13) ,2025-07-13,Domingo,0.0,Otros,Absoluta/General,0,0,Benissa,la Marina Alta,Alicante,0,3255,Copa Escalada,Comunitat Valenciana
mychip,3ª COPA JOCS ESPORTIUS FEMECV 2025 (SUB-15 Y SUB-17),2025-07-13,Domingo,0.0,Otros,Absoluta/General,0,0,Benissa,la Marina Alta,Alicante,0,3256,Copa Escalada,Comunitat Valenciana
mychip,V Trail Nocturn Lluna d’Oltà 2025,2025-07-12,Sábado,12.5,Otros,Absoluta/General,41,134,Calp,la Marina Alta,Alicante,0,3250,Trail nocturn,Comunitat Valenciana
mychip,V Trail Nocturn Lluna d’Oltà 2025,2025-07-12,Sábado,10.0,Otros,Absoluta/General,0,0,Calp,la Marina Alta,Alicante,0,3250,Senderista,Comunitat Valenciana
mychip,"13ª Marcha Nocturna CEXVillena ""Sierra Del Castellar""",2025-07-11,Viernes,10.0,trail running,Absoluta/General,0,0,Villena,l'Alt Vinalopó / El Alto Vinalopó,Alicante,0,3251,Federados FEDME,Comunitat Valenciana
mychip,"13ª Marcha Nocturna CEXVillena ""Sierra Del Castellar""",2025-07-11,Viernes,10.0,trail running,Absoluta/General,0,0,Villena,l'Alt Vinalopó / El Alto Vinalopó,Alicante,0,3251,No federados,Comunitat Valenciana
mychip,"XI CARRERA NOCTURNA A LA FONT DE GARRUT, La Vall D'Uixó",2025-06-27,Viernes,10.0,trail running,Absoluta/General,57,199,la Vall d'Uixó,la Plana Baixa,Castellón,0,3238,Nocturna,Comunitat Valenciana
mychip,XXII 10k Godella Nicoboco,2025-06-21,Sábado,10.0,road running,Absoluta/General,127,447,Urbanització Campolivar,,Valencia,0,3209,10k,Valencian Community
mychip,XXII 10k Godella Nicoboco,2025-06-21,Sábado,0.4,road running,Infantil,0,0,Urbanització Campolivar,,Valencia,0,3209,Menores,Valencian Community
mychip,"5K Club Atletisme La Vall, IV Circuit Carreres Populars Ciutat de la Vall D'Uixó 2025",2025-06-21,Sábado,5.0,road running,Absoluta/General,51,88,La Vall D'uixó,,Castellón,0,3223,5k,Valencian Community
mychip,"Campeonato Autonómico de Escalada en Bloque FEMECV 2025. Puntuable para la 2ª Prueba de Copa Escalada FEMECV 2025., Canals",2025-06-21,Sábado,0.0,Otros,Absoluta/General,0,0,Canals,la Costera,Valencia,0,3246,Campeonato ,Comunitat Valenciana
mychip,Campeonato autonómico de escalada en bloque Jocs Esportius + 2ª Copa Jocs Esportius de Escalada en Bloque FEMECV 2025.- Canals,2025-06-21,Sábado,0.0,Otros,Absoluta/General,0,0,Canals,la Costera,Valencia,0,3247,Copa Escalada,Comunitat Valenciana
mychip,XIII Cursa per Muntanya les Xosses de Crevillent,2025-06-14,Sábado,18.5,trail running,Absoluta/General,76,320,Crevillent,el Baix Vinalopó,Alicante,0,3216,Trail,Comunitat Valenciana
mychip,XIII Cursa per Muntanya les Xosses de Crevillent,2025-06-14,Sábado,13.5,trail running,Absoluta/General,90,92,Crevillent,el Baix Vinalopó,Alicante,0,3216,Sender,Comunitat Valenciana
mychip,"XII CROSS LA ENCINA ""VUELTA AL ROCÍN""",2025-06-14,Sábado,10.0,trail running,Absoluta/General,0,0,La Encina,,Alicante,0,3239,Carrera,Valencian Community
mychip,"XII CROSS LA ENCINA ""VUELTA AL ROCÍN""",2025-06-14,Sábado,10.0,trail running,Absoluta/General,0,0,La Encina,,Alicante,0,3239,Marcha senderista,Valencian Community
mychip,"2ª Prueba de Liga Jocs Esportius de Escalada en Bloque FEMECV 2025, Castelló de la Plana",2025-06-08,Domingo,0.0,Otros,Absoluta/General,0,0,Castelló De La Plana,,Castellón,0,3242,Lliga Jocs Esportius,Valencian Community
mychip,"Amanece por Chiva 2025, VIII Maratón Nocturno.",2025-06-07,Sábado,29.0,trail running,Absoluta/General,4,75,Chiva,La Hoya de Buñol,Valencia,0,3212,29k,Comunitat Valenciana
mychip,"Amanece por Chiva 2025, VIII Maratón Nocturno.",2025-06-07,Sábado,15.0,trail running,Absoluta/General,19,52,Chiva,La Hoya de Buñol,Valencia,0,3212,15k,Comunitat Valenciana
mychip,IX Woman Trail,2025-06-07,Sábado,10.0,trail running,Absoluta/General,524,0,la Vall d'Uixó,la Plana Baixa,Castellón,0,3232,WOMAN TRAIL,Comunitat Valenciana
mychip,IX Woman Trail,2025-06-07,Sábado,0.0,trail running,Absoluta/General,0,0,la Vall d'Uixó,la Plana Baixa,Castellón,0,3232,Samarreta + Donatiu,Comunitat Valenciana
mychip,XXXV Gran Fons de Massanassa,2025-06-07,Sábado,15.0,road running,Absoluta/General,92,427,Massanassa,l'Horta Sud,Valencia,0,3233,Gran Fons,Comunitat Valenciana
mychip,"1ª Prueba de Copa Escalada FEMECV 2025, Castelló de la Plana",2025-06-07,Sábado,0.0,Otros,Absoluta/General,0,0,Castelló De La Plana,,Castellón,0,3241,Copa Escalada,Valencian Community
mychip,1ª Copa Jocs Esportius de Escalada en Bloque FEMECV 2025.,2025-06-07,Sábado,0.0,Otros,Absoluta/General,0,0,Castelló De La Plana,,Castellón,0,3243,Copa Bloque,Valencian Community
mychip,"Gala Circuit Tral Marina 2025, Restaurant TANGO, Calp",2025-06-06,Viernes,0.0,road running,Absoluta/General,0,0,Calp,la Marina Alta,Alicante,0,3244,Gala Circuit,Comunitat Valenciana
mychip,42a VOLTA AL TERME DE FONDEGUILLA,2025-05-31,Sábado,34.5,trail running,Absoluta/General,25,232,Alfondeguilla,,Castellón,0,3211,VTF-24,Valencian Community
mychip,42a VOLTA AL TERME DE FONDEGUILLA,2025-05-31,Sábado,14.0,trail running,Cadete/Juvenil,0,3,Alfondeguilla,,Castellón,0,3211,Cadete - Júnior,Valencian Community
mychip,Trail las 7 Sendas - Siete Aguas,2025-05-25,Domingo,20.0,trail running,Absoluta/General,29,145,Siete Aguas,La Hoya de Buñol,Valencia,0,3215,20K,Comunitat Valenciana
mychip,Trail las 7 Sendas - Siete Aguas,2025-05-25,Domingo,12.1,trail running,Absoluta/General,52,127,Siete Aguas,La Hoya de Buñol,Valencia,0,3215,12K,Comunitat Valenciana
mychip,5k Trinitarias 2025,2025-05-24,Sábado,5.0,trail running,Absoluta/General,72,100,València,,Valencia,37,3249,5k,Valencian Community
mychip,5k Trinitarias 2025,2025-05-24,Sábado,2.0,trail running,Absoluta/General,0,0,València,,Valencia,57,3249,2k,Valencian Community
mychip,5k Trinitarias 2025,2025-05-24,Sábado,1.0,trail running,Absoluta/General,0,0,València,,Valencia,45,3249,1k,Valencian Community
mychip,"VII Milla solidaria Esclaves SCJ, Fundación Nirvel",2025-05-23,Viernes,1.609,road running,Absoluta/General,39,81,Alcoy/alcoi,,Alicante,0,3227,Milla,Valencian Community
mychip,"VII Milla solidaria Esclaves SCJ, Fundación Nirvel",2025-05-23,Viernes,1.65,road running,Absoluta/General,0,0,Alcoy/alcoi,,Alicante,0,3227,Caminata,Valencian Community
mychip,"VII Milla solidaria Esclaves SCJ, Fundación Nirvel",2025-05-23,Viernes,0.0,road running,Infantil,0,0,Alcoy/alcoi,,Alicante,0,3227,Menores,Valencian Community
mychip,"VII Milla solidaria Esclaves SCJ, Fundación Nirvel",2025-05-23,Viernes,0.0,road running,Otros,0,0,Alcoy/alcoi,,Alicante,0,3227,dorsal 0,Valencian Community
mychip,"VI BÈRNIA MOSCATELL TRAIL, XALÓ, CTM 24/25",2025-05-18,Domingo,21.0,trail running,Absoluta/General,18,109,Xaló,la Marina Alta,Alicante,0,3129,"BX BMT TRAIL 21km, Mitjes CTM",Comunitat Valenciana
mychip,"VI BÈRNIA MOSCATELL TRAIL, XALÓ, CTM 24/25",2025-05-18,Domingo,15.0,trail running,Absoluta/General,71,174,Xaló,la Marina Alta,Alicante,0,3129,"BX BMT EXPRESS 15Km, Sprint CTM",Comunitat Valenciana
mychip,"VI BÈRNIA MOSCATELL TRAIL, XALÓ, CTM 24/25",2025-05-18,Domingo,15.0,trail running,Absoluta/General,25,26,Xaló,la Marina Alta,Alicante,0,3129,BX BMT SENDERISTA 15Km,Comunitat Valenciana
mychip,"3ª Prueba de Copa Marcha Nórdica, FEMECV 2025, La Nucia",2025-05-18,Domingo,12.5,marcha,Absoluta/General,32,47,la Nucia,la Marina Baixa,Alicante,0,3231,Absoluta MN ,Comunitat Valenciana
mychip,"3ª Prueba de Copa Marcha Nórdica, FEMECV 2025, La Nucia",2025-05-18,Domingo,9.42,marcha,Cadete/Juvenil,4,4,la Nucia,la Marina Baixa,Alicante,0,3231,Cadete MN,Comunitat Valenciana
mychip,"3ª Prueba de Copa Marcha Nórdica, FEMECV 2025, La Nucia",2025-05-18,Domingo,9.42,marcha,Infantil,1,2,la Nucia,la Marina Baixa,Alicante,0,3231,Infantil MN,Comunitat Valenciana
mychip,"3ª Prueba de Copa Marcha Nórdica, FEMECV 2025, La Nucia",2025-05-18,Domingo,2.74,marcha,Infantil,3,3,la Nucia,la Marina Baixa,Alicante,0,3231,"Alevín, MN",Comunitat Valenciana
mychip,"3ª Prueba de Copa Marcha Nórdica, FEMECV 2025, La Nucia",2025-05-18,Domingo,1.2,marcha,Infantil,1,2,la Nucia,la Marina Baixa,Alicante,0,3231,Benjamín MN,Comunitat Valenciana
mychip,"3ª Prueba de Copa Marcha Nórdica, FEMECV 2025, La Nucia",2025-05-18,Domingo,1.2,marcha,Infantil,1,0,la Nucia,la Marina Baixa,Alicante,0,3231,Prebenjamín MN,Comunitat Valenciana
mychip,"3ª Prueba de Copa Marcha Nórdica, FEMECV 2025, La Nucia",2025-05-18,Domingo,9.42,marcha,Absoluta/General,15,8,la Nucia,la Marina Baixa,Alicante,0,3231,PROMO,Comunitat Valenciana
mychip,1ª Prueba de Liga Jocs Esportius de Escalada en Bloque FEMECV 2025,2025-05-18,Domingo,0.0,Otros,Absoluta/General,0,0,Alzira,la Ribera Alta,Valencia,0,3236,Copa LIE,Comunitat Valenciana
mychip,"5k Falla Ja Estem Tots, IV Circuit Carreres Populars Ciutat de la Vall D'Uixó 2025",2025-05-10,Sábado,5.0,road running,Absoluta/General,50,81,la Vall d'Uixó,la Plana Baixa,Castellón,0,3221,5k Falla,Comunitat Valenciana
mychip,"Campeonato Autonómico de Escalada de dificultad, Femecv 25, Alzira",2025-05-10,Sábado,0.0,Otros,Absoluta/General,0,0,Alzira,la Ribera Alta,Valencia,0,3234,Absoluta,Comunitat Valenciana
mychip,"Campeonato Autonómico de Escalada de dificultad, Femecv 25, Alzira",2025-05-10,Sábado,0.0,Otros,Infantil,0,0,Alzira,la Ribera Alta,Valencia,0,3234,Menores,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,45.0,trail running,Absoluta/General,12,34,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,Absoluta 45k FEDME,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,9.0,trail running,Cadete/Juvenil,2,6,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,Júnior FEDME,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,9.0,trail running,Cadete/Juvenil,5,6,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,Juvenil FEDME,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,9.0,trail running,Cadete/Juvenil,3,6,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,Cadete FEDME,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,3.5,trail running,Infantil,5,6,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,Infantil FEDME,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,45.0,trail running,Otros,0,0,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,"Invidentes, FEDME",Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,45.0,trail running,Absoluta/General,1,12,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,OPEN 45k,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,21.0,trail running,Absoluta/General,22,76,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,Open 21k,Comunitat Valenciana
mychip,"Campeonato Autonómico de Carreras por Montaña FEMECV 2025, ALCUDIA DE vEO ",2025-05-04,Domingo,21.0,trail running,Cadete/Juvenil,0,4,Alcudia de Veo,la Plana Baixa,Castellón,0,3219,Promesa 21k FEDME,Comunitat Valenciana
mychip,"Trail de Primavera, confrides, 7E. CIRCUIT TRAIL MARINA 24/25",2025-05-03,Sábado,43.0,trail running,Absoluta/General,12,128,Confrides,la Marina Baixa,Alicante,0,3146,43k,Comunitat Valenciana
