fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,id,modalidad
carreirasgalegas, A CORUÑA EN MARCHA CONTRA O CANCRO,2022-05-29,Domingo,0.18,marcha,Infantil,0,0,A Coruña,A Coruña,Galicia,AOjGbZ95,ESCOLARES 5 (2015-Ata 3 anos)
carreirasgalegas, A CORUÑA EN MARCHA CONTRA O CANCRO,2022-05-29,Domingo,0.45,marcha,Infantil,0,0,A Coruña,A Coruña,Galicia,AOjGbZ95,ESCOLARES 4 (2013-2014)
carreirasgalegas, A CORUÑA EN MARCHA CONTRA O CANCRO,2022-05-29,Domingo,1.3,marcha,Absoluta/General,0,0,A Coruña,A Coruña,Galicia,AOjGbZ95,ESCOALRES 3 (2011-2012)
carreirasgalegas, A CORUÑA EN MARCHA CONTRA O CANCRO,2022-05-29,Domingo,1.799,marcha,Infantil,0,0,A Coruña,A Coruña,Galicia,AOjGbZ95,ESCOLARES 2 (2008-2009-2010)
carreirasgalegas, A CORUÑA EN MARCHA CONTRA O CANCRO,2022-05-29,Domingo,1.8,marcha,Infantil,0,0,A Coruña,A Coruña,Galicia,AOjGbZ95,ESCOLARES 1 (2006-2007-2005)
carreirasgalegas, A CORUÑA EN MARCHA CONTRA O CANCRO,2022-05-29,Domingo,4.5,marcha,Absoluta/General,0,0,A Coruña,A Coruña,Galicia,AOjGbZ95,ANDAINA
carreirasgalegas, A CORUÑA EN MARCHA CONTRA O CANCRO,2022-05-29,Domingo,5.0,road running,Absoluta/General,0,0,A Coruña,A Coruña,Galicia,AOjGbZ95,CARREIRA 5K
carreirasgalegas," ANDAINA ""MARCHA FINA ACUÑA 2023""",2023-10-22,Domingo,6.4,marcha,Absoluta/General,0,0,Bueu - Moaña,,,rVm8gpla,DENDE MOAÑA
carreirasgalegas," ANDAINA ""MARCHA FINA ACUÑA 2023""",2023-10-22,Domingo,9.4,marcha,Absoluta/General,0,0,Bueu - Moaña,,,rVm8gpla,DENDE BUEU
carreirasgalegas," ANDAINA ""MARCHA FINA ACUÑA 2024""",2024-10-27,Domingo,6.4,marcha,Absoluta/General,0,0,Bueu - Moaña,,,e4mV2pmp,DENDE MOAÑA
carreirasgalegas," ANDAINA ""MARCHA FINA ACUÑA 2024""",2024-10-27,Domingo,9.4,marcha,Absoluta/General,0,0,Bueu - Moaña,,,e4mV2pmp,DENDE BUEU
carreirasgalegas," ANDAINA ""MARCHA FINA ACUÑA 2025""",2025-10-19,Domingo,6.4,marcha,Absoluta/General,0,0,Bueu - Moaña,,,qjyNRVlK,DENDE MOAÑA
carreirasgalegas," ANDAINA ""MARCHA FINA ACUÑA 2025""",2025-10-19,Domingo,9.4,marcha,Absoluta/General,0,0,Bueu - Moaña,,,qjyNRVlK,DENDE BUEU
carreirasgalegas, CAMPIONATO DE ESPAÑA DE MARCHA EN RUTA,2025-03-09,Domingo,5.0,road running,Infantil,80,54,Marín,Morrazo,Pontevedra,dxmAQzmZ,5K SUB 16 FEM; 5K SUB 16 MASC
carreirasgalegas, CAMPIONATO DE ESPAÑA DE MARCHA EN RUTA,2025-03-09,Domingo,10.0,road running,Infantil,75,53,Marín,Morrazo,Pontevedra,dxmAQzmZ,10K SUB 18-20 FEM; 10K SUB 18-20 MASC
carreirasgalegas, CAMPIONATO DE ESPAÑA DE MARCHA EN RUTA,2025-03-09,Domingo,35.0,road running,Mayores/Veteranos,14,25,Marín,Morrazo,Pontevedra,dxmAQzmZ,35K ABS E MÁSTER
carreirasgalegas, I CARREIRA POPULAR CONCELLO DE COSPEITO,2019-05-05,Domingo,0.15,road running,Infantil,0,0,Cospeito,Terra Chá,Lugo,Maj45vl4,PITUFOS
carreirasgalegas, I CARREIRA POPULAR CONCELLO DE COSPEITO,2019-05-05,Domingo,0.6,road running,Absoluta/General,0,0,Cospeito,Terra Chá,Lugo,Maj45vl4,PROMOCIÓN
carreirasgalegas, I CARREIRA POPULAR CONCELLO DE COSPEITO,2019-05-05,Domingo,1.499,road running,Infantil,0,0,Cospeito,Terra Chá,Lugo,Maj45vl4,SUB 12
carreirasgalegas, I CARREIRA POPULAR CONCELLO DE COSPEITO,2019-05-05,Domingo,1.5,road running,Infantil,0,0,Cospeito,Terra Chá,Lugo,Maj45vl4,SUB 14
carreirasgalegas, I CARREIRA POPULAR CONCELLO DE COSPEITO,2019-05-05,Domingo,1.501,road running,Infantil,0,0,Cospeito,Terra Chá,Lugo,Maj45vl4,PROMESA
carreirasgalegas, I CARREIRA POPULAR CONCELLO DE COSPEITO,2019-05-05,Domingo,14.0,road running,Absoluta/General,0,0,Cospeito,Terra Chá,Lugo,Maj45vl4,14 KM
carreirasgalegas, I CONTROL DE INVERNO FGA EN PISTA AO AIRE LIBRE 2021,2021-02-20,Sábado,0.0,Otros,Otros,0,0,Pontevedra,Pontevedra,Pontevedra,gemDNejD,2 PARTICIPACIÓNS
carreirasgalegas, I CONTROL DE INVERNO FGA EN PISTA AO AIRE LIBRE 2021,2021-02-20,Sábado,0.1,Otros,Otros,0,0,Pontevedra,Pontevedra,Pontevedra,gemDNejD,1 PARTICIPACIÓN
carreirasgalegas, II CONTROL DE INVERNO FGA PISTA CUBERTA,2021-02-20,Sábado,0.0,Otros,Otros,0,0,Ourense,,Ourense,ypldw6jR,2 PARTICIPACIÓNS
carreirasgalegas, II CONTROL DE INVERNO FGA PISTA CUBERTA,2021-02-20,Sábado,0.1,Otros,Otros,0,0,Ourense,,Ourense,ypldw6jR,1 PARTICIPACIÓN
carreirasgalegas, XXXVI CAMPIONATO XUNTA DE GALICIA DE MARCHA EN RUTA,2025-02-09,Domingo,1.0,road running,Infantil,27,8,A Pobra do Caramiñal,,,kLl7dpmO,SUB 10 MIXTA; SUB 14 MIXTA
carreirasgalegas, XXXVI CAMPIONATO XUNTA DE GALICIA DE MARCHA EN RUTA,2025-02-09,Domingo,2.0,road running,Infantil,17,8,A Pobra do Caramiñal,,,kLl7dpmO,SUB 12 FEM; SUB 12 MASC
carreirasgalegas, XXXVI CAMPIONATO XUNTA DE GALICIA DE MARCHA EN RUTA,2025-02-09,Domingo,5.0,road running,Infantil,15,7,A Pobra do Caramiñal,,,kLl7dpmO,SUB 16 MIXTA
carreirasgalegas, XXXVI CAMPIONATO XUNTA DE GALICIA DE MARCHA EN RUTA,2025-02-09,Domingo,100.0,road running,Absoluta/General,20,10,A Pobra do Caramiñal,,,kLl7dpmO,ABSOLUTA MIXTA
carreirasgalegas,"+10 MARÍN MANUEL ROSALES, GRAN PREMIO CONCELLO DE MARÍN",2023-07-28,Viernes,0.1,Otros,Infantil,0,0,Marín,Morrazo,Pontevedra,AOjGgqj5,BIBERÓNS
carreirasgalegas,"+10 MARÍN MANUEL ROSALES, GRAN PREMIO CONCELLO DE MARÍN",2023-07-28,Viernes,0.15,Otros,Infantil,0,0,Marín,Morrazo,Pontevedra,AOjGgqj5,PITUFOS
carreirasgalegas,"+10 MARÍN MANUEL ROSALES, GRAN PREMIO CONCELLO DE MARÍN",2023-07-28,Viernes,0.3,Otros,Infantil,0,0,Marín,Morrazo,Pontevedra,AOjGgqj5,PREBENXAMÍN
carreirasgalegas,"+10 MARÍN MANUEL ROSALES, GRAN PREMIO CONCELLO DE MARÍN",2023-07-28,Viernes,0.5,Otros,Infantil,0,0,Marín,Morrazo,Pontevedra,AOjGgqj5,SUB 10; SUB 12
carreirasgalegas,"+10 MARÍN MANUEL ROSALES, GRAN PREMIO CONCELLO DE MARÍN",2023-07-28,Viernes,1.0,Otros,Infantil,0,0,Marín,Morrazo,Pontevedra,AOjGgqj5,SUB 14; SUB 16; SUB 18 + SUB 16
carreirasgalegas,"+10 MARÍN MANUEL ROSALES, GRAN PREMIO CONCELLO DE MARÍN",2023-07-28,Viernes,10.0,Otros,Absoluta/General,0,0,Marín,Morrazo,Pontevedra,AOjGgqj5,ABS DE MARÍN
carreirasgalegas,"+10 MARÍN MANUEL ROSALES, GRAN PREMIO CONCELLO DE MARÍN",2023-07-28,Viernes,10.0,road running,Absoluta/General,0,0,Marín,Morrazo,Pontevedra,AOjGgqj5,ABSOLUTA
carreirasgalegas,1/2 MARATÓN DE MONTAÑA AS MINAS DA PONTENOVA,2022-05-29,Domingo,10.0,road running,Otros,0,0,A Pontenova,A Mariña Oriental,Lugo,0YjMGpm4,10K
carreirasgalegas,1/2 MARATÓN DE MONTAÑA AS MINAS DA PONTENOVA,2022-05-29,Domingo,21.0,road running,Otros,0,0,A Pontenova,A Mariña Oriental,Lugo,0YjMGpm4,21KM
carreirasgalegas,"10K ""COSTA ÁRTABRA""",2023-03-12,Domingo,10.0,road running,Otros,0,0,A Coruña,A Coruña,Galicia,3AmkgBm4,10K
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,0.05,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,YVjXzXmQ,BIBERÓN 2021
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,0.08,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,YVjXzXmQ,PITUFO 2020
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,0.1,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,YVjXzXmQ,PITUFO 2019
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,0.125,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,YVjXzXmQ,PITUFO 2018
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,0.15,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,YVjXzXmQ,PITUFO 2017
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,0.95,road running,Infantil,55,78,Carballo,Bergantiños,A Coruña,YVjXzXmQ,SUB 10
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,2.0,road running,Infantil,79,99,Carballo,Bergantiños,A Coruña,YVjXzXmQ,SUB 12; SUB 14
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,3.0,road running,Infantil,5,21,Carballo,Bergantiños,A Coruña,YVjXzXmQ,SUB 18 E SUB 16
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,5.0,road running,Absoluta/General,68,130,Carballo,Bergantiños,A Coruña,YVjXzXmQ,CAMPIONATO 5K
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,5.0,road running,Otros,120,211,Carballo,Bergantiños,A Coruña,YVjXzXmQ,5K
carreirasgalegas,10K CARBALLO,2024-06-02,Domingo,10.0,road running,Otros,52,305,Carballo,Bergantiños,A Coruña,YVjXzXmQ,10K
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,0.05,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,ALlwOolp,BIBERÓNS 2022
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,0.08,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,ALlwOolp,PITUFO 2021
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,0.1,road running,Absoluta/General,0,0,Carballo,Bergantiños,A Coruña,ALlwOolp,UN PASO MÁIS
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,0.1,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,ALlwOolp,PITUFO 2020
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,0.125,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,ALlwOolp,PITUFO 2019
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,0.15,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,ALlwOolp,PITUFO 2018
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,0.95,road running,Infantil,64,100,Carballo,Bergantiños,A Coruña,ALlwOolp,SUB 10
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,2.0,road running,Infantil,68,94,Carballo,Bergantiños,A Coruña,ALlwOolp,SUB 12; SUB 14
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,3.0,road running,Infantil,20,20,Carballo,Bergantiños,A Coruña,ALlwOolp,SUB 16 E SUB 18
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,5.0,road running,Otros,122,124,Carballo,Bergantiños,A Coruña,ALlwOolp,5K
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,10.0,road running,Absoluta/General,67,157,Carballo,Bergantiños,A Coruña,ALlwOolp,CAMPIONATO 10K
carreirasgalegas,10K CARBALLO 2025 E CTO. XUNTA DE GALICIA EN RUTA 10K,2025-06-01,Domingo,10.0,road running,Otros,138,562,Carballo,Bergantiños,A Coruña,ALlwOolp,10K
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,0.05,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Jlb8qN9n,BIBERÓNS 2023
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,0.08,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Jlb8qN9n,PITUFO 2022
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,0.1,road running,Absoluta/General,0,0,Carballo,Bergantiños,A Coruña,Jlb8qN9n,SOLIDARIA UN PASO +
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,0.1,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Jlb8qN9n,PITUFO 2021
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,0.125,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Jlb8qN9n,PITUFO 2020
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,0.15,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Jlb8qN9n,PITUFO 2019
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,0.95,road running,Infantil,81,94,Carballo,Bergantiños,A Coruña,Jlb8qN9n,SUB 10
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,2.0,road running,Infantil,66,82,Carballo,Bergantiños,A Coruña,Jlb8qN9n,SUB 12; SUB 14
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,3.0,road running,Infantil,13,21,Carballo,Bergantiños,A Coruña,Jlb8qN9n,SUB 16 E SUB 18
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,5.0,road running,Otros,193,203,Carballo,Bergantiños,A Coruña,Jlb8qN9n,5K
carreirasgalegas,10K CARBALLO 2026,2026-06-07,Domingo,10.0,road running,Otros,159,556,Carballo,Bergantiños,A Coruña,Jlb8qN9n,10K
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,0.05,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,BIBERÓN
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,0.08,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,PITUFO 2019
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,0.1,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,PITUFO 2018
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,0.125,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,PITUFO 2017
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,0.15,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,PITUFO 2016
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,0.95,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,SUB 10
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,2.0,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,SUB 12
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,3.0,road running,Infantil,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,SUB 14; SUB 18 E SUB 16
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,5.0,road running,Absoluta/General,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,5K
carreirasgalegas,10K CARBALLO. XI CARREIRA POPULAR CONCELLO CARBALLO,2023-06-04,Domingo,10.0,road running,Absoluta/General,0,0,Carballo,Bergantiños,A Coruña,Ov9OMwlL,10K; CAMPIONATO
carreirasgalegas,10K MARÍN MANUEL ROSALES 2024,2024-07-27,Sábado,0.1,road running,Infantil,0,0,Marín,Morrazo,Pontevedra,769N1Rmx,BIBERÓNS
carreirasgalegas,10K MARÍN MANUEL ROSALES 2024,2024-07-27,Sábado,0.15,road running,Infantil,0,0,Marín,Morrazo,Pontevedra,769N1Rmx,PITUFOS
carreirasgalegas,10K MARÍN MANUEL ROSALES 2024,2024-07-27,Sábado,0.3,road running,Infantil,0,0,Marín,Morrazo,Pontevedra,769N1Rmx,PREBENXAMÍN
carreirasgalegas,10K MARÍN MANUEL ROSALES 2024,2024-07-27,Sábado,0.5,road running,Infantil,0,0,Marín,Morrazo,Pontevedra,769N1Rmx,SUB 10; SUB 12
carreirasgalegas,10K MARÍN MANUEL ROSALES 2024,2024-07-27,Sábado,1.0,road running,Infantil,17,24,Marín,Morrazo,Pontevedra,769N1Rmx,SUB 14; SUB 18 E SUB 16
carreirasgalegas,10K MARÍN MANUEL ROSALES 2024,2024-07-27,Sábado,10.0,road running,Absoluta/General,96,325,Marín,Morrazo,Pontevedra,769N1Rmx,ABSOLUTA 10K
carreirasgalegas,10K POPULAR O BARCO DE VALDEORRAS,2022-05-08,Domingo,10.0,road running,Absoluta/General,0,0,O Barco de Valdeorras,Valdeorras,Ourense,Maj4nqm4,10K POPULAR
carreirasgalegas,10K PORTO DE FERROL (Proba Cancelada),2023-11-19,Domingo,0.5,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,ALlwXrmp,SUB 10; SUB 8
carreirasgalegas,10K PORTO DE FERROL (Proba Cancelada),2023-11-19,Domingo,1.0,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,ALlwXrmp,SUB 12
carreirasgalegas,10K PORTO DE FERROL (Proba Cancelada),2023-11-19,Domingo,1.5,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,ALlwXrmp,SUB 14
carreirasgalegas,10K PORTO DE FERROL (Proba Cancelada),2023-11-19,Domingo,2.5,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,ALlwXrmp,SUB 16
carreirasgalegas,10K PORTO DE FERROL (Proba Cancelada),2023-11-19,Domingo,5.0,road running,Otros,0,0,Ferrol,Ferrol,A Coruña,ALlwXrmp,5K
carreirasgalegas,10K PORTO DE FERROL (Proba Cancelada),2023-11-19,Domingo,10.0,road running,Otros,0,0,Ferrol,Ferrol,A Coruña,ALlwXrmp,10K
carreirasgalegas,10K e 5K XINZO DE LIMIA - CTO. XUNTA DE GALICIA 10K EN RUTA,2024-03-10,Domingo,0.15,road running,Infantil,0,0,Xinzo de Limia,A Limia,Ourense,e4mV6Gmp,PITUFOS
carreirasgalegas,10K e 5K XINZO DE LIMIA - CTO. XUNTA DE GALICIA 10K EN RUTA,2024-03-10,Domingo,0.35,road running,Infantil,0,0,Xinzo de Limia,A Limia,Ourense,e4mV6Gmp,SUB 8
carreirasgalegas,10K e 5K XINZO DE LIMIA - CTO. XUNTA DE GALICIA 10K EN RUTA,2024-03-10,Domingo,0.93,road running,Infantil,16,12,Xinzo de Limia,A Limia,Ourense,e4mV6Gmp,SUB 10 E SUB 12
carreirasgalegas,10K e 5K XINZO DE LIMIA - CTO. XUNTA DE GALICIA 10K EN RUTA,2024-03-10,Domingo,1.9,road running,Infantil,9,13,Xinzo de Limia,A Limia,Ourense,e4mV6Gmp,SUB 14 E SUB 16
carreirasgalegas,10K e 5K XINZO DE LIMIA - CTO. XUNTA DE GALICIA 10K EN RUTA,2024-03-10,Domingo,5.0,road running,Otros,23,15,Xinzo de Limia,A Limia,Ourense,e4mV6Gmp,5K
carreirasgalegas,10K e 5K XINZO DE LIMIA - CTO. XUNTA DE GALICIA 10K EN RUTA,2024-03-10,Domingo,10.0,road running,Absoluta/General,53,179,Xinzo de Limia,A Limia,Ourense,e4mV6Gmp,CAMPIONATO 10K
carreirasgalegas,10K e 5K XINZO DE LIMIA - CTO. XUNTA DE GALICIA 10K EN RUTA,2024-03-10,Domingo,10.0,road running,Otros,80,271,Xinzo de Limia,A Limia,Ourense,e4mV6Gmp,10K
carreirasgalegas,1ª CARREIRA SOLIDARIA DE LEO,2023-10-01,Domingo,0.05,road running,Infantil,0,0,O Mosteiro - Meis,O Salnés,Galicia,xqjyNklK,CHUPETE E PITUFOS
carreirasgalegas,1ª CARREIRA SOLIDARIA DE LEO,2023-10-01,Domingo,0.4,road running,Infantil,0,0,O Mosteiro - Meis,O Salnés,Galicia,xqjyNklK,CARREIRAS MENORES
carreirasgalegas,1ª CARREIRA SOLIDARIA DE LEO,2023-10-01,Domingo,5.0,road running,Absoluta/General,0,0,O Mosteiro - Meis,O Salnés,Galicia,xqjyNklK,CARREIRA 5K
carreirasgalegas,1ª CARREIRA SOLIDARIA DE LEO,2023-10-01,Domingo,6.5,marcha,Absoluta/General,0,0,O Mosteiro - Meis,O Salnés,Galicia,xqjyNklK,ANDAINA
carreirasgalegas,1ª CARREIRA VERTICAL VILAMARTÍN. CTO. XUNTA DE GALICIA SUBIDA VERTICAL,2024-11-03,Domingo,2.1,trail running,Absoluta/General,8,6,Vilamartín de Valdeorras,Valdeorras,Ourense,769Noqjx,2.1 KM
carreirasgalegas,1ª CARREIRA VERTICAL VILAMARTÍN. CTO. XUNTA DE GALICIA SUBIDA VERTICAL,2024-11-03,Domingo,2.4,trail running,Infantil,0,0,Vilamartín de Valdeorras,Valdeorras,Ourense,769Noqjx,"CTO.  SUB 16, 18, 20"
carreirasgalegas,1ª CARREIRA VERTICAL VILAMARTÍN. CTO. XUNTA DE GALICIA SUBIDA VERTICAL,2024-11-03,Domingo,4.2,trail running,Absoluta/General,0,61,Vilamartín de Valdeorras,Valdeorras,Ourense,769Noqjx,4.2 KM MASC; CTO. ABS FEM; CTO. ABS MASC
carreirasgalegas,1ª CARREIRA VERTICAL VILAMARTÍN. CTO. XUNTA DE GALICIA SUBIDA VERTICAL,2024-11-03,Domingo,42.0,trail running,Absoluta/General,16,0,Vilamartín de Valdeorras,Valdeorras,Ourense,769Noqjx,4.2 KM FEM
carreirasgalegas,1º CROSS VILA DE RIBADAVIA,2022-01-09,Domingo,1.5,road running,Infantil,0,0,Ribadavia,O Ribeiro,Ourense,LVjKKVjJ,SUB 14 FEM; SUB 14 MASC
carreirasgalegas,1º CROSS VILA DE RIBADAVIA,2022-01-09,Domingo,2.5,road running,Infantil,0,0,Ribadavia,O Ribeiro,Ourense,LVjKKVjJ,SUB 16 FEM; SUB 16 MASC
carreirasgalegas,1º CROSS VILA DE RIBADAVIA,2022-01-09,Domingo,4.0,road running,Infantil,0,0,Ribadavia,O Ribeiro,Ourense,LVjKKVjJ,SUB 18 FEM; SUB 18 MASC
carreirasgalegas,1º CROSS VILA DE RIBADAVIA,2022-01-09,Domingo,4.001,road running,Absoluta/General,0,0,Ribadavia,O Ribeiro,Ourense,LVjKKVjJ,POPULAR FEM
carreirasgalegas,1º CROSS VILA DE RIBADAVIA,2022-01-09,Domingo,4.002,road running,Absoluta/General,0,0,Ribadavia,O Ribeiro,Ourense,LVjKKVjJ,POPULAR MASC
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,0.05,road running,Infantil,0,0,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,CHUPETE
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,0.1,road running,Infantil,0,0,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,PITUFO
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,0.25,road running,Infantil,0,0,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,SUB 8
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,0.4,road running,Infantil,0,0,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,SUB 10
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,0.8,road running,Infantil,0,0,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,SUB 12
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,1.2,road running,Infantil,12,16,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,SUB 14
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,1.6,road running,Infantil,4,3,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,SUB 18 E SUB 16
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,5.0,road running,Absoluta/General,59,149,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,CARREIRA 5K
carreirasgalegas,2ª CARREIRA SOLIDARIA DE LEO,2024-09-29,Domingo,6.5,marcha,Absoluta/General,0,0,O Mosteiro - Meis,O Salnés,Galicia,LVjKPBlJ,ANDAINA
carreirasgalegas,38º CARREIRA PEDESTRE POPULAR DA AMAÍA,2021-10-02,Sábado,0.4,road running,Infantil,0,0,Brión,Santiago,A Coruña,kLl7OWlO,SUB 8
carreirasgalegas,38º CARREIRA PEDESTRE POPULAR DA AMAÍA,2021-10-02,Sábado,0.7,road running,Infantil,0,0,Brión,Santiago,A Coruña,kLl7OWlO,SUB 10
carreirasgalegas,38º CARREIRA PEDESTRE POPULAR DA AMAÍA,2021-10-02,Sábado,0.701,road running,Infantil,0,0,Brión,Santiago,A Coruña,kLl7OWlO,SUB 12
carreirasgalegas,38º CARREIRA PEDESTRE POPULAR DA AMAÍA,2021-10-02,Sábado,2.0,road running,Infantil,0,0,Brión,Santiago,A Coruña,kLl7OWlO,SUB 14
carreirasgalegas,38º CARREIRA PEDESTRE POPULAR DA AMAÍA,2021-10-02,Sábado,2.001,road running,Infantil,0,0,Brión,Santiago,A Coruña,kLl7OWlO,SUB 16
carreirasgalegas,38º CARREIRA PEDESTRE POPULAR DA AMAÍA,2021-10-02,Sábado,5.0,road running,Absoluta/General,0,0,Brión,Santiago,A Coruña,kLl7OWlO,ABSOLUTA 5K
carreirasgalegas,39º CARREIRA PEDESTRE POPULAR DA AMAÍA. VIII CIRCUÍTO DEP. PROVINCIAL DA CORUÑA,2022-10-01,Sábado,0.1,road running,Infantil,0,0,Brión,Santiago,A Coruña,VomrVom2,PITUFO
