ciutat,comarca_regio,coord_1,coord_2,data,distancia_m,en_meta,en_meta_d,en_meta_h,en_meta_other,esport,estat_cursa,event_numeric_id,event_slug,event_url,inscrits_d,inscrits_h,inscrits_other,modalitat_id,modalitat_nom,no_presentats,no_presentats_d,no_presentats_h,no_presentats_other,nom_cursa,pais,provincia_estat,retirats,retirats_d,retirats_h,retirats_other,sortida_donada,sortida_donada_d,sortida_donada_h,sortida_donada_other,total_inscrits
Alcora,l'Alcalatén,40.0744223,-0.2138589,2018-09-22T00:00:00Z,13000,6,1,5,,trail_running,finished_official,1139,mitja-marato-de-muntanya-de-lalcora-2018-2,https://www.mychip.es/e/mitja-marato-de-muntanya-de-lalcora-2018-2,1,6,,655669bdd9307728b4875df9,Junior (14 a 17 anys),1,0,1,,"Mitja Marató de Muntanya de L'Alcora, 2018",España,Comunidad Valenciana,,0,0,,6,1,5,,7
Orcheta,La Marina Baja,38.5631971,-0.2622954,2018-09-16T00:00:00Z,15200,209,33,176,,trail_running,finished_official,1148,i-trail-serra-dorxeta-1,https://www.mychip.es/e/i-trail-serra-dorxeta-1,34,195,,6556688ad9307728b4874f08,Carrera,19,1,18,,I Trail Serra d´Orxeta,España,Comunidad Valenciana,1,0,1,,210,33,177,,229
Orcheta,La Marina Baja,38.5631971,-0.2622954,2018-09-16T00:00:00Z,15200,49,19,30,,trail_running,finished_official,1148,i-trail-serra-dorxeta-1,https://www.mychip.es/e/i-trail-serra-dorxeta-1,24,30,,6556688ad9307728b4874f07,Sender,4,4,0,,I Trail Serra d´Orxeta,España,Comunidad Valenciana,1,1,0,,50,20,30,,54
Senija,La Marina Alta,38.7284429,0.0420729,2018-09-16T00:00:00Z,23000,,0,0,,trail_running,finished_official,1183,1-jornada-senderista-senija-font-del-algar-1,https://www.mychip.es/e/1-jornada-senderista-senija-font-del-algar-1,0,0,,6556630dd9307728b4872bc7,Marxa,0,0,0,,1ª Jornada Senderista SENIJA - FONT DEL ALGAR,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Vallibona,Los Puertos de Morella,40.6160785,0.0525724,2018-09-15T00:00:00Z,10000,,0,0,,running,finished_official,1089,10k-nocturno-grao-de-castellon-circuit-diputacio-de-castello-1,https://www.mychip.es/e/10k-nocturno-grao-de-castellon-circuit-diputacio-de-castello-1,0,0,,65566e2ad9307728b4877fc1,10KN,0,0,0,,"10k Nocturno Grao de Castellón,   CIRCUIT DIPUTACIÓ DE CASTELLÓ",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-09-15T00:00:00Z,,,0,0,,other,finished_official,1158,2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,https://www.mychip.es/e/2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,0,0,,65566694d9307728b48742a7,Absoluta,0,0,0,,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-09-15T00:00:00Z,,,0,0,,other,finished_official,1158,2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,https://www.mychip.es/e/2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,0,0,,65566693d9307728b48742a4,SUB18 (16/17AÑOS),0,0,0,,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-09-15T00:00:00Z,,,0,0,,other,finished_official,1158,2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,https://www.mychip.es/e/2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,0,0,,65566693d9307728b48742a6,SUB16 (12/15 AÑOS),0,0,0,,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-09-15T00:00:00Z,,,0,0,,other,finished_official,1158,2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,https://www.mychip.es/e/2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,0,0,,65566693d9307728b48742a5,SUB12 (9/11 AÑOS),0,0,0,,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-09-15T00:00:00Z,,,0,0,,other,finished_official,1158,2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,https://www.mychip.es/e/2-prueba-de-copa-de-escalada-en-bloque-femecv-alcoi-2,0,0,,65566693d9307728b48742a3,SUB9 (6/8 AÑOS),0,0,0,,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Figueroles,l'Alcalatén,40.1174043,-0.2380778,2018-09-09T00:00:00Z,17000,482,106,376,,trail_running,finished_official,1070,xiv-cursa-iberica-2018-14,https://www.mychip.es/e/xiv-cursa-iberica-2018-14,120,411,,65566f4bd9307728b4878f74,Trail,42,13,29,,"XIV Cursa Iberica, 2018",España,Comunidad Valenciana,7,1,6,,489,107,382,,531
Alcántara de Júcar,La Ribera Alta,39.0694685,-0.5601828,2018-09-08T00:00:00Z,21000,,0,0,,trail_running,finished_official,1152,iv-trail-alcantera-de-xuquer-4,https://www.mychip.es/e/iv-trail-alcantera-de-xuquer-4,0,0,,65566819d9307728b4874c0f,TRAIL,0,0,0,,IV TRAIL ALCANTERA DE XUQUER,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcántara de Júcar,La Ribera Alta,39.0694685,-0.5601828,2018-09-08T00:00:00Z,14000,,0,0,,trail_running,finished_official,1152,iv-trail-alcantera-de-xuquer-4,https://www.mychip.es/e/iv-trail-alcantera-de-xuquer-4,0,0,,65566819d9307728b4874c10,SPRINT TRAIL,0,0,0,,IV TRAIL ALCANTERA DE XUQUER,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Relleu,La Marina Baja,38.5874435,-0.3111354,2018-09-08T00:00:00Z,10500,32,8,24,,trail_running,finished_official,1160,cross-solidari-relleu-1,https://www.mychip.es/e/cross-solidari-relleu-1,13,33,,65566621d9307728b4873fdd,"Cross 10,5k",13,4,9,,Run Rafiki Relleu,España,Comunidad Valenciana,1,1,0,,33,9,24,,46
Relleu,La Marina Baja,38.5874435,-0.3111354,2018-09-08T00:00:00Z,10500,33,16,17,,trail_running,finished_official,1160,cross-solidari-relleu-1,https://www.mychip.es/e/cross-solidari-relleu-1,27,25,,65566621d9307728b4873fde,"Marcha 10,5k",9,4,5,,Run Rafiki Relleu,España,Comunidad Valenciana,10,7,3,,43,23,20,,52
Relleu,La Marina Baja,38.5874435,-0.3111354,2018-09-08T00:00:00Z,4500,6,3,3,,trail_running,finished_official,1160,cross-solidari-relleu-1,https://www.mychip.es/e/cross-solidari-relleu-1,6,6,,65566621d9307728b4873fdc,"Cross 4,5k",3,1,2,,Run Rafiki Relleu,España,Comunidad Valenciana,3,2,1,,9,5,4,,12
Relleu,La Marina Baja,38.5874435,-0.3111354,2018-09-08T00:00:00Z,4500,51,32,19,,trail_running,finished_official,1160,cross-solidari-relleu-1,https://www.mychip.es/e/cross-solidari-relleu-1,57,32,,65566621d9307728b4873fdb,"Marcha 4,5k",36,25,11,,Run Rafiki Relleu,España,Comunidad Valenciana,2,0,2,,53,32,21,,89
Corbera,La Ribera Baja,39.1580768,-0.3540631,2018-09-01T00:00:00Z,7500,227,41,186,,running,finished_official,1123,xxi-volta-peu-a-corbera-21,https://www.mychip.es/e/xxi-volta-peu-a-corbera-21,42,198,,65566bfbd9307728b4876f23,Carrera Popular,12,1,11,,XXI Volta peu a Corbera,España,Comunidad Valenciana,1,0,1,,228,41,187,,240
Benicasim,Plana Alta,40.0554964,0.0644165,2018-08-25T00:00:00Z,10000,692,128,564,,running,finished_official,1088,10k-nocturno-benicassim-platges-1,https://www.mychip.es/e/10k-nocturno-benicassim-platges-1,140,610,,65566e2dd9307728b4877fc3,10KN,55,11,44,,10k Nocturno Benicassim Platges,España,Comunidad Valenciana,3,1,2,,695,129,566,,750
Bicorp,La Canal de Navarrés,39.1323971,-0.7877353,2018-08-25T00:00:00Z,14000,,0,0,,trail_running,finished_official,1150,i-remember-trail-bicorp-1,https://www.mychip.es/e/i-remember-trail-bicorp-1,0,0,,65566824d9307728b4874c93,14K,0,0,0,,I REMEMBER TRAIL BICORP,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcora,l'Alcalatén,40.0744223,-0.2138589,2018-08-23T00:00:00Z,,,0,0,,running,finished_official,1146,xxxi-volta-a-peu-azuliber-alcora-31,https://www.mychip.es/e/xxxi-volta-a-peu-azuliber-alcora-31,0,0,,65566907d9307728b4875551,Inscripción en linea de meta,0,0,0,,"XXXI Volta a peu Azuliber,  Alcora (inscripciones en linea de salida)",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Moncófar,Plana Baja,39.808205,-0.1452657,2018-08-19T00:00:00Z,2000,107,31,76,,swimming,finished_official,1151,xvi-travesia-a-a-nado-banderes-blanques-platja-de-moncofa-26,https://www.mychip.es/e/xvi-travesia-a-a-nado-banderes-blanques-platja-de-moncofa-26,33,81,,6556681cd9307728b4874c14,2000m,7,2,5,,"XVI Travesía a a Nado, Banderes blaves, Platja de moncofa",España,Comunidad Valenciana,,0,0,,107,31,76,,114
Moncófar,Plana Baja,39.808205,-0.1452657,2018-08-19T00:00:00Z,300,11,6,5,,swimming,finished_official,1151,xvi-travesia-a-a-nado-banderes-blanques-platja-de-moncofa-26,https://www.mychip.es/e/xvi-travesia-a-a-nado-banderes-blanques-platja-de-moncofa-26,6,5,,6556681cd9307728b4874c13,"Escolar, 2006-2011",0,0,0,,"XVI Travesía a a Nado, Banderes blaves, Platja de moncofa",España,Comunidad Valenciana,,0,0,,11,6,5,,11
Anna,La Canal de Navarrés,39.0204311,-0.6461361,2018-08-18T00:00:00Z,750,,0,0,,triathlon,finished_official,1132,iv-triatlon-anna-4,https://www.mychip.es/e/iv-triatlon-anna-4,0,0,,65566ae3d9307728b4876549,SPRINT,0,0,0,,IV TRIATLON ANNA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Anna,La Canal de Navarrés,39.0204311,-0.6461361,2018-08-18T00:00:00Z,300,,0,0,,triathlon,finished_official,1132,iv-triatlon-anna-4,https://www.mychip.es/e/iv-triatlon-anna-4,0,0,,65566ae3d9307728b487654a,SUPER SPRINT,0,0,0,,IV TRIATLON ANNA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Jaraco,La Safor,39.0541294,-0.1993911,2018-08-14T00:00:00Z,7300,600,119,481,,running,finished_official,1149,correpatina-2018-18,https://www.mychip.es/e/correpatina-2018-18,123,499,,65566827d9307728b4874c95,Correpatina,22,4,18,,"XIV Volta a Peu Platja de Xeraco, Correpatina 2018",España,Comunidad Valenciana,,0,0,,600,119,481,,622
Vinaroz,Bajo Maestrazgo,40.4703992,0.4746076,2018-08-11T00:00:00Z,10000,566,144,422,,running,finished_official,1086,10k-nocturno-llangosti-vinaros-circuit-diputacio-de-castello-1,https://www.mychip.es/e/10k-nocturno-llangosti-vinaros-circuit-diputacio-de-castello-1,160,449,,65566e4ed9307728b48782b3,10KN,40,14,26,,"10k  Nocturno Llangostí Vinaròs, CIRCUIT DIPUTACIÓ DE CASTELLÓ",España,Comunidad Valenciana,3,2,1,,569,146,423,,609
Tabernes de Valldigna,La Safor,39.0716446,-0.2678549,2018-08-03T00:00:00Z,8000,837,193,644,,running,finished_official,1138,30na-volta-a-peu-a-la-platja-de-tavernes-30,https://www.mychip.es/e/30na-volta-a-peu-a-la-platja-de-tavernes-30,235,697,,655669f3d9307728b4875f4f,8k,92,41,51,,30na VOLTA A PEU A LA PLATJA DE TAVERNES,España,Comunidad Valenciana,2,1,1,,840,194,646,,932
Benifairó de la Valldigna,La Safor,39.0535795,-0.3013408,2018-07-28T00:00:00Z,8000,,0,0,,running,finished_official,1144,volta-a-peu-a-benifairo-2018-15,https://www.mychip.es/e/volta-a-peu-a-benifairo-2018-15,0,0,,65566946d9307728b4875866,Carrera,0,0,0,,Volta a peu a Benifairo 2018,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Ibi,La Hoya de Alcoy,38.623288,-0.5730513,2018-07-21T00:00:00Z,14000,322,66,256,,trail_running,finished_official,1042,iv-carrera-nocturna-nit-de-les-ermites-4,https://www.mychip.es/e/iv-carrera-nocturna-nit-de-les-ermites-4,99,361,,65567281d9307728b487a6eb,TRAIL,134,31,103,,IV CARRERA NOCTURNA NIT DE LES ERMITES,España,Comunidad Valenciana,2,1,1,,326,68,258,,460
Ibi,La Hoya de Alcoy,38.623288,-0.5730513,2018-07-21T00:00:00Z,14000,313,183,130,,trail_running,finished_official,1042,iv-carrera-nocturna-nit-de-les-ermites-4,https://www.mychip.es/e/iv-carrera-nocturna-nit-de-les-ermites-4,329,209,,65567281d9307728b487a6ea,SENDERISTA,222,143,79,,IV CARRERA NOCTURNA NIT DE LES ERMITES,España,Comunidad Valenciana,3,3,0,,316,186,130,,538
Játiva,La Costera,38.9880871,-0.5200052,2018-07-15T00:00:00Z,1609,22,8,14,,running,finished_official,1057,i-milla-ciutat-de-xativa-i-5k-2,https://www.mychip.es/e/i-milla-ciutat-de-xativa-i-5k-2,8,16,,65567096d9307728b4879762,Milla ÉLITE,2,0,2,,II Milla ciutat de Xàtiva i 8k,España,Comunidad Valenciana,,0,0,,22,8,14,,24
Játiva,La Costera,38.9880871,-0.5200052,2018-07-15T00:00:00Z,1609,46,9,37,,running,finished_official,1057,i-milla-ciutat-de-xativa-i-5k-2,https://www.mychip.es/e/i-milla-ciutat-de-xativa-i-5k-2,12,46,,65567096d9307728b4879760,Milla Popular,11,2,9,,II Milla ciutat de Xàtiva i 8k,España,Comunidad Valenciana,,0,0,,47,10,37,,58
Játiva,La Costera,38.9880871,-0.5200052,2018-07-15T00:00:00Z,8000,208,45,163,,running,finished_official,1057,i-milla-ciutat-de-xativa-i-5k-2,https://www.mychip.es/e/i-milla-ciutat-de-xativa-i-5k-2,53,196,,65567096d9307728b4879763,8k,41,8,33,,II Milla ciutat de Xàtiva i 8k,España,Comunidad Valenciana,,0,0,,208,45,163,,249
Játiva,La Costera,38.9880871,-0.5200052,2018-07-15T00:00:00Z,9609,,0,0,,running,finished_official,1057,i-milla-ciutat-de-xativa-i-5k-2,https://www.mychip.es/e/i-milla-ciutat-de-xativa-i-5k-2,0,0,,65567096d9307728b4879761,Milla + 8k,0,0,0,,II Milla ciutat de Xàtiva i 8k,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Oropesa del Mar,Plana Alta,40.0931725,0.1358165,2018-07-14T00:00:00Z,10000,403,90,313,,running,finished_official,1085,10k-nocturno-oropesa-del-mar-circuit-diputacio-de-castello-1,https://www.mychip.es/e/10k-nocturno-oropesa-del-mar-circuit-diputacio-de-castello-1,99,338,,65566e68d9307728b4878516,10KN,33,9,24,,"10k Nocturno Oropesa del Mar, CIRCUIT DIPUTACIÓ DE CASTELLÓ",España,Comunidad Valenciana,1,0,1,,404,90,314,,437
Sumacárcel,La Ribera Alta,39.0962162,-0.6296261,2018-07-14T00:00:00Z,1200,,0,0,,trail_running,finished_official,1120,anfibios-trail-sumacarcer-1,https://www.mychip.es/e/anfibios-trail-sumacarcer-1,0,0,,65566cb3d9307728b4877357,ANFIBIOS,0,0,0,,Anfibios Trail Sumacarcer,España,Comunidad Valenciana,,0,0,,0,0,0,,0
El Tiemblo,,40.414323,-4.500142,2018-07-01T00:00:00Z,5500,509,122,387,,swimming,finished_official,1074,viii-travesia-a-nado-valle-de-iruelas-4-etapa-de-la-iv-copa-de-espana-de-aguas-abiertas-rfen-8,https://www.mychip.es/e/viii-travesia-a-nado-valle-de-iruelas-4-etapa-de-la-iv-copa-de-espana-de-aguas-abiertas-rfen-8,139,462,,65566ee6d9307728b4878aa8,Prueba larga,89,17,72,,"VIII Travesía Valle de Iruelas, 4ª etapa de la IV Copa de España de Aguas Abiertas RFEN - Circuito LIBERBANK ""Somos Deporte +""",España,Castilla y León,3,0,3,,512,122,390,,601
El Tiemblo,,40.414323,-4.500142,2018-07-01T00:00:00Z,800,191,77,114,,swimming,finished_official,1074,viii-travesia-a-nado-valle-de-iruelas-4-etapa-de-la-iv-copa-de-espana-de-aguas-abiertas-rfen-8,https://www.mychip.es/e/viii-travesia-a-nado-valle-de-iruelas-4-etapa-de-la-iv-copa-de-espana-de-aguas-abiertas-rfen-8,94,128,,65566ee6d9307728b4878aaa,Prueba corta,31,17,14,,"VIII Travesía Valle de Iruelas, 4ª etapa de la IV Copa de España de Aguas Abiertas RFEN - Circuito LIBERBANK ""Somos Deporte +""",España,Castilla y León,,0,0,,191,77,114,,222
El Tiemblo,,40.414323,-4.500142,2018-07-01T00:00:00Z,,,0,0,,swimming,finished_official,1074,viii-travesia-a-nado-valle-de-iruelas-4-etapa-de-la-iv-copa-de-espana-de-aguas-abiertas-rfen-8,https://www.mychip.es/e/viii-travesia-a-nado-valle-de-iruelas-4-etapa-de-la-iv-copa-de-espana-de-aguas-abiertas-rfen-8,0,0,,65566ee6d9307728b4878aa9,lista espera prueba larga,0,0,0,,"VIII Travesía Valle de Iruelas, 4ª etapa de la IV Copa de España de Aguas Abiertas RFEN - Circuito LIBERBANK ""Somos Deporte +""",España,Castilla y León,,0,0,,0,0,0,,0
Ibi,La Hoya de Alcoy,38.623288,-0.5730513,2018-07-01T00:00:00Z,16000,,0,0,,trail_running,finished_official,1119,pujada-al-refugi-dels-esbarzerets-2018-ibi-2,https://www.mychip.es/e/pujada-al-refugi-dels-esbarzerets-2018-ibi-2,0,0,,65566cb6d9307728b487735a,Carrera,0,0,0,,"PUJADA AL REFUGI DELS ESBARZERETS 2018,  IBI",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Ibi,La Hoya de Alcoy,38.623288,-0.5730513,2018-07-01T00:00:00Z,16000,,0,0,,trail_running,finished_official,1119,pujada-al-refugi-dels-esbarzerets-2018-ibi-2,https://www.mychip.es/e/pujada-al-refugi-dels-esbarzerets-2018-ibi-2,0,0,,65566cb6d9307728b487735b,Sender,0,0,0,,"PUJADA AL REFUGI DELS ESBARZERETS 2018,  IBI",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Anna,La Canal de Navarrés,39.0204311,-0.6461361,2018-06-30T00:00:00Z,9,,0,0,,trail_running,finished_official,1080,ii-anfibios-trail-anna-2,https://www.mychip.es/e/ii-anfibios-trail-anna-2,0,0,,65566ec8d9307728b487894b,9K,0,0,0,,II ANFIBIOS TRAIL ANNA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Moncófar,Plana Baja,39.808205,-0.1452657,2018-06-30T00:00:00Z,10000,297,52,245,,running,finished_official,1084,10k-nocturno-platges-de-moncofa-circuit-diputacio-de-castello-5,https://www.mychip.es/e/10k-nocturno-platges-de-moncofa-circuit-diputacio-de-castello-5,62,278,,65566e7dd9307728b48786cd,10KN,42,10,32,,"10k Nocturno Platges de Moncofa, CIRCUIT DIPUTACIÓ DE CASTELLÓ",España,Comunidad Valenciana,1,0,1,,298,52,246,,340
Sumacárcel,La Ribera Alta,39.0962162,-0.6296261,2018-06-23T00:00:00Z,9000,64,22,42,,running,finished_official,1109,i-carrera-i-marxa-nocturna-nit-magica-de-sant-joan-1,https://www.mychip.es/e/i-carrera-i-marxa-nocturna-nit-magica-de-sant-joan-1,22,46,,65566cffd9307728b487750c,Carrera 9k,3,0,3,,I Carrera i Marxa nocturna  nit màgica de Sant  Joan,España,Comunidad Valenciana,1,0,1,,65,22,43,,68
Sumacárcel,La Ribera Alta,39.0962162,-0.6296261,2018-06-23T00:00:00Z,5000,163,96,67,,running,finished_official,1109,i-carrera-i-marxa-nocturna-nit-magica-de-sant-joan-1,https://www.mychip.es/e/i-carrera-i-marxa-nocturna-nit-magica-de-sant-joan-1,101,70,,65566cffd9307728b487750b,Sender 5k,8,5,3,,I Carrera i Marxa nocturna  nit màgica de Sant  Joan,España,Comunidad Valenciana,,0,0,,163,96,67,,171
Almussafes,La Ribera Baja,39.2924334,-0.4138577,2018-06-23T00:00:00Z,10000,465,68,397,,running,finished_official,1127,xxxii-volta-a-peu-a-almussafes-32,https://www.mychip.es/e/xxxii-volta-a-peu-a-almussafes-32,107,528,,65566b97d9307728b4876ca5,10K,166,39,127,,XXXII Volta a peu a Almussafes,España,Comunidad Valenciana,4,0,4,,469,68,401,,635
Chiva,La Hoya de Buñol,39.4726098,-0.7178348,2018-06-22T00:00:00Z,50,,0,0,,trail_running,finished_official,1078,maratonocturno-amanece-x-chiva-5,https://www.mychip.es/e/maratonocturno-amanece-x-chiva-5,0,0,,65566eced9307728b4878950,MaratoNocturna Amanece x Chiva,0,0,0,,MaratoNocturno Amanece x Chiva,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Chiva,La Hoya de Buñol,39.4726098,-0.7178348,2018-06-22T00:00:00Z,28,,0,0,,trail_running,finished_official,1078,maratonocturno-amanece-x-chiva-5,https://www.mychip.es/e/maratonocturno-amanece-x-chiva-5,0,0,,65566eced9307728b4878951,Trail Nocturno Chiva,0,0,0,,MaratoNocturno Amanece x Chiva,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Borriol,Plana Alta,40.0422215,-0.0714919,2018-06-10T00:00:00Z,42000,344,83,261,,trail_running,finished_official,1032,mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,https://www.mychip.es/e/mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,102,343,,655672ccd9307728b487ab50,42k Mabo,55,6,49,,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",España,Comunidad Valenciana,46,13,33,,390,96,294,,445
Borriol,Plana Alta,40.0422215,-0.0714919,2018-06-10T00:00:00Z,21000,177,26,151,,trail_running,finished_official,1032,mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,https://www.mychip.es/e/mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,33,185,,655672ccd9307728b487ab4e,21k Mabo,36,6,30,,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",España,Comunidad Valenciana,4,1,3,,182,27,155,,218
Borriol,Plana Alta,40.0422215,-0.0714919,2018-06-10T00:00:00Z,14000,47,15,32,,trail_running,finished_official,1032,mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,https://www.mychip.es/e/mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,19,35,,655672ccd9307728b487ab4f,Cadete,4,2,2,,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",España,Comunidad Valenciana,3,2,1,,50,17,33,,54
Borriol,Plana Alta,40.0422215,-0.0714919,2018-06-10T00:00:00Z,21000,19,2,17,,trail_running,finished_official,1032,mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,https://www.mychip.es/e/mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,2,22,,655672ccd9307728b487ab4c,Copa de España Ciegos,0,0,0,,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",España,Comunidad Valenciana,5,0,5,,24,2,22,,24
Borriol,Plana Alta,40.0422215,-0.0714919,2018-06-10T00:00:00Z,21000,62,18,44,,trail_running,finished_official,1032,mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,https://www.mychip.es/e/mabo-2018-campeonato-de-espana-de-carreras-por-montana-fedme-12,19,49,,655672ccd9307728b487ab4d,Junior,3,1,2,,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",España,Comunidad Valenciana,3,0,3,,65,18,47,,68
Aranjuez,,40.03221,-3.6039604,2018-06-09T00:00:00Z,10000,,0,0,,running,finished_official,1068,carrera-nocturna-aranjuez-2018-6,https://www.mychip.es/e/carrera-nocturna-aranjuez-2018-6,0,0,,65566fa5d9307728b487918f,10k Nocturno,0,0,0,,CARRERA NOCTURNA ARANJUEZ 2018,España,Comunidad de Madrid,,0,0,,0,0,0,,0
Madrid,,40.4167047,-3.7035825,2018-06-03T00:00:00Z,5000,,0,0,,running,finished_official,1093,carrera-del-arbol-5-km-33,https://www.mychip.es/e/carrera-del-arbol-5-km-33,0,0,,65566df0d9307728b4877d16,CARRERA POPULAR,0,0,0,,CARRERA DEL ÁRBOL 5 KM,España,Comunidad de Madrid,,0,0,,0,0,0,,0
Liria,El Campo de Turia,39.7122485,-0.7018937,2018-06-02T00:00:00Z,45000,64,2,62,,trail_running,finished_official,972,trail-nocturn-camins-de-cabres-2018-5,https://www.mychip.es/e/trail-nocturn-camins-de-cabres-2018-5,4,106,,655679a6d9307728b487dc7c,45k,6,1,5,,Trail Nocturn Camins de Cabres 2018,España,Comunidad Valenciana,40,1,39,,104,3,101,,110
Liria,El Campo de Turia,39.7122485,-0.7018937,2018-06-02T00:00:00Z,23000,196,20,176,,trail_running,finished_official,972,trail-nocturn-camins-de-cabres-2018-5,https://www.mychip.es/e/trail-nocturn-camins-de-cabres-2018-5,25,207,,655679a6d9307728b487dc7d,23k,27,4,23,,Trail Nocturn Camins de Cabres 2018,España,Comunidad Valenciana,9,1,8,,205,21,184,,232
