ciutat,comarca_regio,coord_1,coord_2,data,distancia_m,en_meta,en_meta_d,en_meta_h,en_meta_other,esport,estat_cursa,event_numeric_id,event_slug,event_url,inscrits_d,inscrits_h,inscrits_other,modalitat_id,modalitat_nom,no_presentats,no_presentats_d,no_presentats_h,no_presentats_other,nom_cursa,pais,provincia_estat,retirats,retirats_d,retirats_h,retirats_other,sortida_donada,sortida_donada_d,sortida_donada_h,sortida_donada_other,total_inscrits
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-27T00:00:00Z,52000,544,83,461,,trail_running,finished_official,1108,trail-solidari-ciutat-dalcoi-2018-6,https://www.mychip.es/e/trail-solidari-ciutat-dalcoi-2018-6,98,531,,65566d13d9307728b48775ff,TRAIL SOLIDARI,49,9,40,,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2018",España,Comunidad Valenciana,36,6,30,,580,89,491,,629
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-27T00:00:00Z,26000,515,177,338,,trail_running,finished_official,1108,trail-solidari-ciutat-dalcoi-2018-6,https://www.mychip.es/e/trail-solidari-ciutat-dalcoi-2018-6,186,354,,65566d13d9307728b4877600,MIG TRAIL SOLIDARI,19,6,13,,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2018",España,Comunidad Valenciana,6,3,3,,521,180,341,,540
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-27T00:00:00Z,20000,616,332,284,,trail_running,finished_official,1108,trail-solidari-ciutat-dalcoi-2018-6,https://www.mychip.es/e/trail-solidari-ciutat-dalcoi-2018-6,343,289,,65566d13d9307728b4877601,MARCHA SOLIDARIA,10,8,2,,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2018",España,Comunidad Valenciana,6,3,3,,622,335,287,,632
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-27T00:00:00Z,52000,,0,0,,trail_running,finished_official,1108,trail-solidari-ciutat-dalcoi-2018-6,https://www.mychip.es/e/trail-solidari-ciutat-dalcoi-2018-6,0,0,,65566d13d9307728b48775fe,TRAIL SOLIDARI + PATROCINADOR,0,0,0,,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2018",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-27T00:00:00Z,26000,,0,0,,trail_running,finished_official,1108,trail-solidari-ciutat-dalcoi-2018-6,https://www.mychip.es/e/trail-solidari-ciutat-dalcoi-2018-6,0,0,,65566d13d9307728b4877603,MIG TRAIL SOLIDARI + PATROCINADOR,0,0,0,,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2018",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-27T00:00:00Z,20000,,0,0,,trail_running,finished_official,1108,trail-solidari-ciutat-dalcoi-2018-6,https://www.mychip.es/e/trail-solidari-ciutat-dalcoi-2018-6,0,0,,65566d13d9307728b4877602,MARCHA SOLIDARIA+ PATROCINADOR,0,0,0,,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2018",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Elche,El Bajo Vinalopó,38.2653307,-0.6988391,2018-10-27T00:00:00Z,,,0,0,,other,finished_official,1197,campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,https://www.mychip.es/e/campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,0,0,,65565f4ed9307728b486ed3c,Absoluta,0,0,0,,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Elche,El Bajo Vinalopó,38.2653307,-0.6988391,2018-10-27T00:00:00Z,,,0,0,,other,finished_official,1197,campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,https://www.mychip.es/e/campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,0,0,,65565f4fd9307728b486ed3e,SUB18 (16/17AÑOS),0,0,0,,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Elche,El Bajo Vinalopó,38.2653307,-0.6988391,2018-10-27T00:00:00Z,,,0,0,,other,finished_official,1197,campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,https://www.mychip.es/e/campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,0,0,,65565f4fd9307728b486ed3f,SUB16 (12/15 AÑOS),0,0,0,,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Elche,El Bajo Vinalopó,38.2653307,-0.6988391,2018-10-27T00:00:00Z,,,0,0,,other,finished_official,1197,campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,https://www.mychip.es/e/campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,0,0,,65565f4fd9307728b486ed3d,SUB12 (9/11 AÑOS),0,0,0,,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Elche,El Bajo Vinalopó,38.2653307,-0.6988391,2018-10-27T00:00:00Z,,,0,0,,other,finished_official,1197,campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,https://www.mychip.es/e/campeonato-de-escalada-de-velocidad-de-la-comunidad-valenciana-15,0,0,,65565f4ed9307728b486ed3b,SUB9 (6/8 AÑOS),0,0,0,,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Sellent,La Ribera Alta,39.0317983,-0.5874749,2018-10-21T00:00:00Z,21000,,0,0,,trail_running,finished_official,1181,iv-trail-sellent-4,https://www.mychip.es/e/iv-trail-sellent-4,0,0,,6556632dd9307728b4872c71,21K,0,0,0,,IV TRAIL SELLENT,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Sellent,La Ribera Alta,39.0317983,-0.5874749,2018-10-21T00:00:00Z,13000,,0,0,,trail_running,finished_official,1181,iv-trail-sellent-4,https://www.mychip.es/e/iv-trail-sellent-4,0,0,,6556632dd9307728b4872c70,13K,0,0,0,,IV TRAIL SELLENT,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Villena,El Alto Vinalopó,38.6360967,-0.8659745,2018-10-21T00:00:00Z,23000,,0,0,,trail_running,finished_official,1195,viii-media-maraton-sierra-de-pena-rubia-8,https://www.mychip.es/e/viii-media-maraton-sierra-de-pena-rubia-8,0,0,,65565f55d9307728b486ed43,Trail largo,0,0,0,,"VIII Media Maratón ""Sierra de Peña Rubia""",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Villena,El Alto Vinalopó,38.6360967,-0.8659745,2018-10-21T00:00:00Z,9000,,0,0,,trail_running,finished_official,1195,viii-media-maraton-sierra-de-pena-rubia-8,https://www.mychip.es/e/viii-media-maraton-sierra-de-pena-rubia-8,0,0,,65565f56d9307728b486ed45,trail corto,0,0,0,,"VIII Media Maratón ""Sierra de Peña Rubia""",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Villena,El Alto Vinalopó,38.6360967,-0.8659745,2018-10-21T00:00:00Z,8700,,0,0,,trail_running,finished_official,1195,viii-media-maraton-sierra-de-pena-rubia-8,https://www.mychip.es/e/viii-media-maraton-sierra-de-pena-rubia-8,0,0,,65565f55d9307728b486ed44,Sender,0,0,0,,"VIII Media Maratón ""Sierra de Peña Rubia""",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Sueras,Plana Baja,39.9523408,-0.3323121,2018-10-14T00:00:00Z,23000,265,43,222,,trail_running,finished_official,1121,v-volta-a-la-campana-ii-volta-sprint-sueras-5,https://www.mychip.es/e/v-volta-a-la-campana-ii-volta-sprint-sueras-5,48,250,,65566c5bd9307728b4877142,Volta  23 km,13,1,12,,"V volta a la Campana & II Volta Sprint, Sueras",España,Comunidad Valenciana,20,4,16,,285,47,238,,298
Sueras,Plana Baja,39.9523408,-0.3323121,2018-10-14T00:00:00Z,11200,213,76,137,,trail_running,finished_official,1121,v-volta-a-la-campana-ii-volta-sprint-sueras-5,https://www.mychip.es/e/v-volta-a-la-campana-ii-volta-sprint-sueras-5,86,145,,65566c5bd9307728b4877141,"Sprint 11,2km",8,3,5,,"V volta a la Campana & II Volta Sprint, Sueras",España,Comunidad Valenciana,10,7,3,,223,83,140,,231
Santa Pola,El Bajo Vinalopó,38.1923641,-0.5555464,2018-10-13T00:00:00Z,80400,,0,0,,other,finished_official,1196,1-travesia-motos-de-agua-santa-pola-campello-1,https://www.mychip.es/e/1-travesia-motos-de-agua-santa-pola-campello-1,0,0,,65565f53d9307728b486ed41,50 millas náuticas,0,0,0,,"1ª Travesía Motos de Agua, Santa Pola - Campello",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Altea,La Marina Baja,38.6028245,-0.0472059,2018-10-09T00:00:00Z,10000,185,30,155,,running,finished_official,1184,xxv-cursa-popular-10k-5k-altea-25,https://www.mychip.es/e/xxv-cursa-popular-10k-5k-altea-25,35,182,,655662e5d9307728b4872a72,10k,30,5,25,,"XXV Cursa popular 10k, 5k, Altea",España,Comunidad Valenciana,2,0,2,,187,30,157,,217
Altea,La Marina Baja,38.6028245,-0.0472059,2018-10-09T00:00:00Z,5000,108,41,67,,running,finished_official,1184,xxv-cursa-popular-10k-5k-altea-25,https://www.mychip.es/e/xxv-cursa-popular-10k-5k-altea-25,45,74,,655662e5d9307728b4872a74,5k,10,4,6,,"XXV Cursa popular 10k, 5k, Altea",España,Comunidad Valenciana,1,0,1,,109,41,68,,119
Altea,La Marina Baja,38.6028245,-0.0472059,2018-10-09T00:00:00Z,,,0,0,,running,finished_official,1184,xxv-cursa-popular-10k-5k-altea-25,https://www.mychip.es/e/xxv-cursa-popular-10k-5k-altea-25,0,0,,655662e5d9307728b4872a73,Menores (0 a 15 años),0,0,0,,"XXV Cursa popular 10k, 5k, Altea",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Humanes de Madrid,,40.2508847,-3.8270997,2018-10-07T00:00:00Z,10000,197,24,173,,running,finished_official,1134,carrera-popular-avt-2018-18,https://www.mychip.es/e/carrera-popular-avt-2018-18,56,210,,65566ab6d9307728b487643a,10k,40,15,25,,CARRERA POPULAR AVT 2018,España,Comunidad de Madrid,29,17,12,,226,41,185,,266
Onil,La Hoya de Alcoy,38.6298061,-0.6740951,2018-10-07T00:00:00Z,25000,90,8,82,,trail_running,finished_official,1136,iii-trail-onil-3,https://www.mychip.es/e/iii-trail-onil-3,8,90,,65566a82d9307728b48762f7,25k Trail,7,0,7,,III Trail Onil,España,Comunidad Valenciana,1,0,1,,91,8,83,,98
Onil,La Hoya de Alcoy,38.6298061,-0.6740951,2018-10-07T00:00:00Z,14000,104,22,82,,trail_running,finished_official,1136,iii-trail-onil-3,https://www.mychip.es/e/iii-trail-onil-3,25,85,,65566a82d9307728b48762f8,14k ,5,2,3,,III Trail Onil,España,Comunidad Valenciana,1,1,0,,105,23,82,,110
Onil,La Hoya de Alcoy,38.6298061,-0.6740951,2018-10-07T00:00:00Z,14000,99,45,54,,trail_running,finished_official,1136,iii-trail-onil-3,https://www.mychip.es/e/iii-trail-onil-3,48,59,,65566a82d9307728b48762f9,Sender,6,2,4,,III Trail Onil,España,Comunidad Valenciana,2,1,1,,101,46,55,,107
la Pobla Llarga,La Ribera Alta,39.08528,-0.4765326,2018-10-07T00:00:00Z,107000,499,43,456,,btt,finished_official,1140,v-marcha-ciclodeportiva-la-pobla-llarga-5,https://www.mychip.es/e/v-marcha-ciclodeportiva-la-pobla-llarga-5,48,520,,65566969d9307728b4875bbc,Marcha,68,5,63,,V MARCHA CICLODEPORTIVA LA POBLA LLARGA,España,Comunidad Valenciana,1,0,1,,500,43,457,,568
Elda,El Vinalopó Medio,38.4789671,-0.7956759,2018-10-07T00:00:00Z,22000,141,12,129,,trail_running,finished_official,1156,ix-carrera-y-marcha-cati-rabosa-9,https://www.mychip.es/e/ix-carrera-y-marcha-cati-rabosa-9,13,139,,6556669dd9307728b48742f2,Trail largo,10,1,9,,IX CARRERA Y MARCHA CATÍ-RABOSA,España,Comunidad Valenciana,1,0,1,,142,12,130,,152
Elda,El Vinalopó Medio,38.4789671,-0.7956759,2018-10-07T00:00:00Z,14300,276,64,212,,trail_running,finished_official,1156,ix-carrera-y-marcha-cati-rabosa-9,https://www.mychip.es/e/ix-carrera-y-marcha-cati-rabosa-9,67,222,,6556669dd9307728b48742f4,Trail Corto,12,3,9,,IX CARRERA Y MARCHA CATÍ-RABOSA,España,Comunidad Valenciana,1,0,1,,277,64,213,,289
Elda,El Vinalopó Medio,38.4789671,-0.7956759,2018-10-07T00:00:00Z,14300,245,109,136,,trail_running,finished_official,1156,ix-carrera-y-marcha-cati-rabosa-9,https://www.mychip.es/e/ix-carrera-y-marcha-cati-rabosa-9,115,145,,6556669dd9307728b48742f3,Marcha Senderista,12,5,7,,IX CARRERA Y MARCHA CATÍ-RABOSA,España,Comunidad Valenciana,3,1,2,,248,110,138,,260
Vilafamés,Plana Alta,40.1126075,-0.0541178,2018-10-07T00:00:00Z,30000,,0,0,,trail_running,finished_official,1186,3-cims-2018-vilafames-4,https://www.mychip.es/e/3-cims-2018-vilafames-4,0,0,,65566281d9307728b48724aa,3 CIMS 2018 - VILAFAMES,0,0,0,,3 CIMS 2018 - VILAFAMES,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Vilafamés,Plana Alta,40.1126075,-0.0541178,2018-10-07T00:00:00Z,14000,,0,0,,trail_running,finished_official,1186,3-cims-2018-vilafames-4,https://www.mychip.es/e/3-cims-2018-vilafames-4,0,0,,65566281d9307728b48724a9,MARXA AL TERME VILAFAMES 2018,0,0,0,,3 CIMS 2018 - VILAFAMES,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Adsubia,La Marina Alta,38.8755622,-0.1711532,2018-10-06T00:00:00Z,64000,249,18,231,,trail_running,finished_official,1122,x-botamarges-10,https://www.mychip.es/e/x-botamarges-10,23,265,,65566c24d9307728b4877019,Botamarges,17,2,15,,X Botamarges,España,Comunidad Valenciana,22,3,19,,271,21,250,,288
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-06T00:00:00Z,9000,23,5,18,,running,finished_official,1157,riverfit-mad-race-9k-1,https://www.mychip.es/e/riverfit-mad-race-9k-1,5,18,,65566697d9307728b48742ac,Elite,0,0,0,,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",España,Comunidad Valenciana,,0,0,,23,5,18,,23
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-06T00:00:00Z,9000,6,0,6,,running,finished_official,1157,riverfit-mad-race-9k-1,https://www.mychip.es/e/riverfit-mad-race-9k-1,0,6,,65566697d9307728b48742ab,Amateur,0,0,0,,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",España,Comunidad Valenciana,,0,0,,6,0,6,,6
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-06T00:00:00Z,9000,20,6,14,,running,finished_official,1157,riverfit-mad-race-9k-1,https://www.mychip.es/e/riverfit-mad-race-9k-1,6,15,,65566697d9307728b48742ae,Popular,1,0,1,,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",España,Comunidad Valenciana,,0,0,,20,6,14,,21
Alcoy,La Hoya de Alcoy,38.6982275,-0.4747767,2018-10-06T00:00:00Z,9000,16,3,13,,running,finished_official,1157,riverfit-mad-race-9k-1,https://www.mychip.es/e/riverfit-mad-race-9k-1,3,13,,65566697d9307728b48742ad,Equipos 5-6 participantes,0,0,0,,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",España,Comunidad Valenciana,,0,0,,16,3,13,,16
Senyera,La Ribera Alta,39.0635511,-0.5099664,2018-09-30T00:00:00Z,13000,163,34,129,,trail_running,finished_official,1053,sprint-trail-senyera-2018-2,https://www.mychip.es/e/sprint-trail-senyera-2018-2,36,138,,65567154d9307728b4879d0d,SPRINT TRAIL,11,2,9,,"Sprint Trail Senyera, 2018",España,Comunidad Valenciana,,0,0,,163,34,129,,174
Senyera,La Ribera Alta,39.0635511,-0.5099664,2018-09-30T00:00:00Z,13000,153,80,73,,trail_running,finished_official,1053,sprint-trail-senyera-2018-2,https://www.mychip.es/e/sprint-trail-senyera-2018-2,93,80,,65567154d9307728b4879d0c,Sender,20,13,7,,"Sprint Trail Senyera, 2018",España,Comunidad Valenciana,,0,0,,153,80,73,,173
Benidorm,La Marina Baja,38.5406255,-0.1290929,2018-09-30T00:00:00Z,10000,39,8,31,,swimming,finished_official,1128,mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,https://www.mychip.es/e/mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,9,36,,65566b7dd9307728b4876aa1,"10k, Pro",6,1,5,,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",España,Comunidad Valenciana,,0,0,,39,8,31,,45
Benidorm,La Marina Baja,38.5406255,-0.1290929,2018-09-30T00:00:00Z,5500,282,96,186,,swimming,finished_official,1128,mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,https://www.mychip.es/e/mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,102,217,,65566b7dd9307728b4876aa2,"5,5k  Mediterranean",37,6,31,,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",España,Comunidad Valenciana,,0,0,,282,96,186,,319
Benidorm,La Marina Baja,38.5406255,-0.1290929,2018-09-30T00:00:00Z,2000,108,47,61,,swimming,finished_official,1128,mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,https://www.mychip.es/e/mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,55,66,,65566b7dd9307728b4876aa3,"2k, Popular",13,8,5,,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",España,Comunidad Valenciana,,0,0,,108,47,61,,121
Benidorm,La Marina Baja,38.5406255,-0.1290929,2018-09-30T00:00:00Z,500,25,13,12,,swimming,finished_official,1128,mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,https://www.mychip.es/e/mediterranean-coast-challenge-2018-costa-blanca-benidorm-3,14,12,,65566b7dd9307728b4876aa4,Mini (8 a 18 años),1,1,0,,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",España,Comunidad Valenciana,,0,0,,25,13,12,,26
Almussafes,La Ribera Baja,39.2924334,-0.4138577,2018-09-30T00:00:00Z,10000,280,37,243,,running,finished_official,1141,iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,https://www.mychip.es/e/iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,57,312,,65566948d9307728b487586b,10k,80,16,64,,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,España,Comunidad Valenciana,9,4,5,,289,41,248,,369
Almussafes,La Ribera Baja,39.2924334,-0.4138577,2018-09-30T00:00:00Z,5000,270,113,157,,running,finished_official,1141,iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,https://www.mychip.es/e/iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,162,221,,65566948d9307728b487586d,5k,113,49,64,,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,España,Comunidad Valenciana,,0,0,,270,113,157,,383
Almussafes,La Ribera Baja,39.2924334,-0.4138577,2018-09-30T00:00:00Z,,,0,0,,running,finished_official,1141,iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,https://www.mychip.es/e/iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,36,56,,65566949d9307728b487586e,Menor 3 a 14 años,92,36,56,,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,España,Comunidad Valenciana,,0,0,,0,0,0,,92
Almussafes,La Ribera Baja,39.2924334,-0.4138577,2018-09-30T00:00:00Z,,,0,0,,running,finished_official,1141,iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,https://www.mychip.es/e/iv-carrera-solidaria-asociacion-de-empresarios-de-parques-y-poligonos-industriales-de-la-ribera-baixa-4,0,0,,65566948d9307728b487586c,Dorsal 0 (aportación 4€ solidarios),0,0,0,,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Navarcles,,41.7531567,1.9033612,2018-09-30T00:00:00Z,118000,796,20,776,,btt,finished_official,1154,selenika-2018-marxa-de-resistencia-en-btt-18,https://www.mychip.es/e/selenika-2018-marxa-de-resistencia-en-btt-18,22,924,,65566710d9307728b48745b9,"118Km, Selènika",78,2,76,,"Selènika 2018, Marxa de resistència en BTT",España,Cataluña,54,0,54,,868,20,848,,946
Navarcles,,41.7531567,1.9033612,2018-09-30T00:00:00Z,75000,389,28,361,,btt,finished_official,1154,selenika-2018-marxa-de-resistencia-en-btt-18,https://www.mychip.es/e/selenika-2018-marxa-de-resistencia-en-btt-18,30,400,,65566710d9307728b48745ba,"75km, Selènika",36,2,34,,"Selènika 2018, Marxa de resistència en BTT",España,Cataluña,5,0,5,,394,28,366,,430
Novelda,El Vinalopó Medio,38.3842144,-0.7674146,2018-09-30T00:00:00Z,10000,,0,0,,trail_running,finished_official,1162,dia-de-la-montana-limpia-novelda-femecv-5,https://www.mychip.es/e/dia-de-la-montana-limpia-novelda-femecv-5,0,0,,6556661bd9307728b4873fd5,Montaña Limpia,0,0,0,,"Dia de la Montaña Limpia, Novelda, Femecv",España,Comunidad Valenciana,,0,0,,0,0,0,,0
Castalla,La Hoya de Alcoy,38.5957233,-0.6702617,2018-09-29T00:00:00Z,55000,23,3,20,,trail_running,finished_official,1174,campionat-autonomic-de-cursa-per-muntanya-femecv-de-llarg-recorregut-castalla-2018-1,https://www.mychip.es/e/campionat-autonomic-de-cursa-per-muntanya-femecv-de-llarg-recorregut-castalla-2018-1,6,30,,65566470d9307728b48735cf,Carrera por Montaña,1,0,1,,"CAMPIONAT AUTONÒMIC DE CURSA PER MUNTANYA FEMECV DE LLARG RECORREGUT, CASTALLA 2018",España,Comunidad Valenciana,12,3,9,,35,6,29,,36
Vall de Uxó,Plana Baja,39.8235837,-0.2316995,2018-09-28T00:00:00Z,11000,110,30,80,,trail_running,finished_official,1153,vi-carrera-y-marcha-nocturna-de-montana-de-la-vall-duixo-a-la-font-de-garrut-6,https://www.mychip.es/e/vi-carrera-y-marcha-nocturna-de-montana-de-la-vall-duixo-a-la-font-de-garrut-6,33,85,,655667f7d9307728b4874b28,Carrera por montaña,7,3,4,,VI CARRERA Y MARCHA NOCTURNA DE MONTAÑA DE LA VALL D’UIXÓ A LA FONT DE GARRUT,España,Comunidad Valenciana,1,0,1,,111,30,81,,118
Vall de Uxó,Plana Baja,39.8235837,-0.2316995,2018-09-28T00:00:00Z,10000,105,64,41,,trail_running,finished_official,1153,vi-carrera-y-marcha-nocturna-de-montana-de-la-vall-duixo-a-la-font-de-garrut-6,https://www.mychip.es/e/vi-carrera-y-marcha-nocturna-de-montana-de-la-vall-duixo-a-la-font-de-garrut-6,67,42,,655667f7d9307728b4874b27,Marcha Senderista,4,3,1,,VI CARRERA Y MARCHA NOCTURNA DE MONTAÑA DE LA VALL D’UIXÓ A LA FONT DE GARRUT,España,Comunidad Valenciana,,0,0,,105,64,41,,109
Crevillente,El Bajo Vinalopó,38.2493099,-0.8111359,2018-09-23T00:00:00Z,11000,54,18,36,,trail_running,finished_official,1147,7-bajada-solidaria-crevillent-el-realengo-camping-marjal-costa-blanca-a-beneficio-de-la-aecc-y-cruz-roja-7,https://www.mychip.es/e/7-bajada-solidaria-crevillent-el-realengo-camping-marjal-costa-blanca-a-beneficio-de-la-aecc-y-cruz-roja-7,25,38,,655668b9d9307728b4875028,Nórdica,6,6,0,,7ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca a beneficio de la AECC y CRUZ ROJA,España,Comunidad Valenciana,,0,0,,57,19,38,,63
Crevillente,El Bajo Vinalopó,38.2493099,-0.8111359,2018-09-23T00:00:00Z,11000,183,40,143,,trail_running,finished_official,1147,7-bajada-solidaria-crevillent-el-realengo-camping-marjal-costa-blanca-a-beneficio-de-la-aecc-y-cruz-roja-7,https://www.mychip.es/e/7-bajada-solidaria-crevillent-el-realengo-camping-marjal-costa-blanca-a-beneficio-de-la-aecc-y-cruz-roja-7,40,150,,655668b9d9307728b4875027,CARRERA,7,0,7,,7ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca a beneficio de la AECC y CRUZ ROJA,España,Comunidad Valenciana,,0,0,,183,40,143,,190
Crevillente,El Bajo Vinalopó,38.2493099,-0.8111359,2018-09-23T00:00:00Z,11000,2,2,0,,trail_running,finished_official,1147,7-bajada-solidaria-crevillent-el-realengo-camping-marjal-costa-blanca-a-beneficio-de-la-aecc-y-cruz-roja-7,https://www.mychip.es/e/7-bajada-solidaria-crevillent-el-realengo-camping-marjal-costa-blanca-a-beneficio-de-la-aecc-y-cruz-roja-7,697,364,,655668b9d9307728b4875029,Marchador,1059,695,364,,7ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca a beneficio de la AECC y CRUZ ROJA,España,Comunidad Valenciana,,0,0,,2,2,0,,1061
Bárig,La Safor,39.0148124,-0.302021,2018-09-23T00:00:00Z,10,,0,0,,trail_running,finished_official,1155,i-trail-barx-1,https://www.mychip.es/e/i-trail-barx-1,0,0,,6556670dd9307728b48745b7,SPRINT TRAIL,0,0,0,,I TRAIL BARX,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Bárig,La Safor,39.0148124,-0.302021,2018-09-23T00:00:00Z,21,,0,0,,trail_running,finished_official,1155,i-trail-barx-1,https://www.mychip.es/e/i-trail-barx-1,0,0,,6556670dd9307728b48745b6,TRAIL,0,0,0,,I TRAIL BARX,España,Comunidad Valenciana,,0,0,,0,0,0,,0
Peñíscola,Bajo Maestrazgo,40.3576361,0.4071043,2018-09-22T00:00:00Z,10000,253,64,189,,running,finished_official,1090,10k-nocturno-peniscola-circuit-diputacio-de-castello-1,https://www.mychip.es/e/10k-nocturno-peniscola-circuit-diputacio-de-castello-1,66,218,,65566e1cd9307728b4877ea3,10KN,31,2,29,,"10k Nocturno Peñiscola, CIRCUIT DIPUTACIÓ DE CASTELLÓ",España,Comunidad Valenciana,,0,0,,253,64,189,,284
Alcora,l'Alcalatén,40.0744223,-0.2138589,2018-09-22T00:00:00Z,21000,184,27,157,,trail_running,finished_official,1139,mitja-marato-de-muntanya-de-lalcora-2018-2,https://www.mychip.es/e/mitja-marato-de-muntanya-de-lalcora-2018-2,28,168,,655669bdd9307728b4875dfb,21k,11,0,11,,"Mitja Marató de Muntanya de L'Alcora, 2018",España,Comunidad Valenciana,1,1,0,,185,28,157,,196
Alcora,l'Alcalatén,40.0744223,-0.2138589,2018-09-22T00:00:00Z,13000,122,55,67,,trail_running,finished_official,1139,mitja-marato-de-muntanya-de-lalcora-2018-2,https://www.mychip.es/e/mitja-marato-de-muntanya-de-lalcora-2018-2,61,69,,655669bdd9307728b4875dfa,Marxa competitiva 13k,4,2,2,,"Mitja Marató de Muntanya de L'Alcora, 2018",España,Comunidad Valenciana,4,4,0,,126,59,67,,130
